createTime|dependencyTime|account|loanId|amount
1669841962367|1667804223335|292733975779082590|289637751035265236|36452813.34
1669841962482|1669753561353|247416504528667201|298926425266717032|12381636.42
1669843052573|1657491240260|4730749933575996214|4870924471977902577|5008435.51
1669850093678|1660813677648|4881620521092908022|4787607878871548535|812335.33
1669852372629|1657335622222|4834332725005517211|4870361522024481058|2977707.28
1669856187276|1667224266416|4718365034600727466|4902449669369496138|40382704.01
1669856998227|1669036550074|291889550848950973|296674625453031860|285398.93
1669859680018|1669615895174|4903857044253049266|4910330968717394221|19026658.58
1669861326880|1666379597453|4866139397373821199|4899634919602389194|2091418.91
1669862497518|1647727004955|227431781182210650|209135907696017786|4129563.84
1669865878212|1667086247870|252483054109458441|290482175965396996|3316769.98
1669866329202|1667789806707|4901886719416075198|4904419994206470740|6407093.31
1669870553262|1669598334983|161566636631916579|298644950290006035|20947415.96
1669870802410|1669642476703|4910330968717393921|4885279695790145538|46368202.18
1669872771677|1652455968216|4752704981759427556|4854317448351973998|22979200.85
1669875633737|1647699282195|4838836324632888241|4693313761673478734|5277.86
1669876709913|1662991623011|4849813848724603983|4888657395510674088|4489740.89
1669876893669|1645410706684|219831956811022436|189151184349560898|419.4
1669879314747|1667335344112|291045125918818694|199565758487855347|3345596.58
1669883885272|1642497459324|4821947826030249295|4756927106410087251|11164169.97
1669884645476|1667931987561|4857976623049212869|4904701469183181400|12614883.66
1669889492171|1651666369042|240098155134189706|232779805739712595|46256473.03
1669894832020|1656733032098|256705178760118278|164662861375733760|1455.42
1669899548270|1632541805652|4789578203708523479|4774378554966147686|7060449.48
1669900015282|1669412519226|297800525359874497|253327479039590683|483210.43
1669900355733|1659666466795|4877961346395669571|4833769775052096158|1087505.51
1669904970251|1668531876749|274156627316179708|294985775592767960|31220605.36
1669906598227|1669511782012|277252852059996456|298363475313295537|29724415.03
1669913524353|1666285798814|287667426198291218|226024406298657258|96379850.21
1669913619605|1637210728682|4804777852450899602|4670514288559916031|14935367.2
1669914444297|1669702680824|4894568370021597691|4910612443694104921|41556981.47
1669918593845|1669373867881|4909486543787261963|4901323769462652935|658225.56
1669919532940|1667053852964|4901042294485943054|4901886719416074709|56167292.09
1669922099991|1662486515431|4779163629570228373|4886968545650409595|7815636.69
1669926458097|1667721156610|4904138519229760988|4900197869555811223|7476140.76
1669927560189|1668038339490|4905264419136603175|4902168194392785548|3828429.85
1669928938810|1663413047105|211106232532992041|278378751966838809|10949509.77
1669929800699|1667650792809|4852347123515000212|4903857044253049708|7717939.44
1669930767616|1657002946863|4869235622117638563|4795207703242735909|1123901.96
1669933095869|1661219030738|271341877549073047|241787004994453913|681195.35
1669935018916|1669615895174|4903857044253049266|4910330968717394221|1671840.56
1669937477689|1666028502365|4890909195324359988|4898509019695547198|27876921.76
1669942516350|1644659012199|4815192426589192524|4828984700448014582|565011.48
1669943450578|1669597058602|298644950290006066|293578400709214237|156339.59
1669945024288|1643297790327|212795082393256215|186336434582454432|4392263.49
1669946329749|1668159080161|4881057571139486172|4905545894113313088|29613615.82
1669946683719|1669070840765|285978576338026909|296674625453031690|2360983.0
1669951326291|1669731554401|298926425266716687|131167339147165703|65403.99
1669951439565|1668001755253|4713298485019935787|4904982944159892111|11023658.92
1669959427541|1669189593359|218424581927469415|297237575406452953|601283.9
1669960884081|1663323997701|260645828434067974|278097276990128462|16162717.41
1669961276329|1669199888408|4908923593833840909|4807029652264583367|6900872.2
1669962651823|1669189593359|238409305273925992|297237575406452953|3426696.03
1669962817286|1655307610249|250231254295773839|251920104156037528|1920863.66
1669963799141|1668463911534|4764245455804563675|4906390319043444906|13943609.92
1669967401065|1668615702649|295267250569478747|209135907696017786|9642456.89
1669971994261|1668668051146|4884716745836725885|4907234743973577696|329796.75
1669973010253|1612591846056|4703728335811772514|4724557484088361048|5763924.08
1669974655492|1668594754919|283445301547631189|295267250569478519|73563331.84
1669976450731|1666543538801|4883872320906593925|4900197869555811307|19255121.66
1669978343146|1662486515431|4854598923328684179|4886968545650409595|5177545.97
1669982412625|1663511557464|4881057571139486172|4890346245370937666|55432867.6
1669982901007|1657684571354|4772408230129173636|4871487421931324107|43210971.87
1669984628278|1654667131501|4861635797746450880|4859383997932765496|2649106.5
1669986412242|1667560255309|4724276009111650544|4903575569276338363|9049386.41
1669988309259|1667335344112|291045125918818694|171981210770211061|75601.98
1669990385009|1668247416058|202943458208383263|294141350662635689|4035845.16
1669991742154|1665940708553|4898227544718835792|4878524296349089857|59798.31
1669996819146|1653955857250|4859383997932766838|4823918150867223515|6191852.3
1669997025657|1643420286818|4825044050774066592|4745105157388239740|32694997.84
1669998911795|1668221970621|4822229301006959479|4905827369090023968|24723357.66
1670002709674|1665945577573|4898227544718836080|4857976623049212168|56576.09
1670003412581|1667886309836|283163826570920191|293015450755793037|4863671.46
1670012437863|1669511782012|289356276058554666|298363475313295537|39948832.99
1670016378432|1638722413951|175358910490739401|198158383604302266|35871125.21
1670024772097|1665311636753|4896257219881862554|4872050371884745586|1626132.21
1670026742199|1664305938182|4892879520161333431|4806748177287872660|6800270.39
1670031425528|1666692407138|4900760819509232547|4784230179151020607|126832.96
1670034112447|1663413047105|211106232532992041|278378751966838809|11592681.4
1670035897066|1667721156610|4904138519229760988|4893723945091466134|6875920.29
1670036052521|1669988703061|296956100429742506|299770850196848913|48765375.61
1670040409549|1662904739049|271060402572361904|276689902106574947|33764119.51
1670042663864|1661966121383|273593677362758446|117093590311633406|54120427.5
1670048717492|1669629131185|298644950290006724|290482175965397433|1073862.7
1670053220211|1660970632463|4857413673095792059|4882183471046329225|143861.49
1670056158371|1668418858126|4906390319043446258|4843902874213680032|6634238.19
1670060229763|1667632293371|4903857044253049178|4761430706037457150|760447.9
1670063358936|1658990321389|4875709546581984403|4839962224539730644|14256601.78
1670071383675|1669329917439|297237575406453509|297519050383163867|6922241.79
1670072802412|1669295770890|4901605244439364629|4909205068810551935|1805950.19
1670073730984|1670054692523|4911738343600947804|4907516218950287758|9482385.71
1670075465363|1665541949301|4897101644811994091|4866420872350532209|824869.0
1670075660704|1666644953402|4892598045184623549|4900479344532521557|97100.6
1670076517283|1667789806707|4892598045184623549|4904419994206470740|3825564.48
1670077913406|1654890523691|4862480222676583077|4792111478498918829|61465991.0
1670079048309|1659666466795|4877961346395669571|4805622277381030556|167100.07
1670082277475|1648685824618|4836303049842492026|4842214024353415581|1161339.1
1670086286475|1665317814294|284571201454473552|164381386399023298|1980952.62
1670089439341|1667450145995|4882464946023039325|4903294094299627775|2869498.4
1670090790499|1668713073443|260645828434067747|295548725546188970|10146624.89
1670094170349|1668713073443|260645828434067747|295548725546188970|4262822.2
1670101242995|1667086247870|271623352525783048|290482175965396996|10819737.58
1670104027755|1659143340327|4834051250028806545|4876272496535404824|174191.14
1670104666437|1670049522925|4911738343600947955|4911175393647526347|32602620.6
1670105326627|1663520929319|278660226943549579|232779805739712595|9357459.76
1670108673424|1669343574730|4872613321838166178|4909486543787262080|1016417.43
1670112994382|1621558655238|142144863238881583|132574714030719159|38612069.22
1670115700286|1660940137975|4648840715353195055|4881901996069618045|17475659.96
1670116903680|1669721632299|4910612443694105101|4892598045184622954|7708302.48
1670119718322|1657050068328|257549603690250602|238972255227347164|9714359.65
1670120742736|1668818549042|4907797693926999313|4861072847793029930|5292377.83
1670128865812|1662828484868|276408427129864452|248260929458798739|2684717.11
1670130212849|1669031848162|4908360643880419575|4838273374679466175|1448564.53
1670133691807|1660970632463|4857413673095792059|4882183471046329225|557796.88
1670138564834|1666866622097|4901323769462653318|4874583646675140886|317176.25
1670138909443|1669036550074|291889550848950973|296674625453031860|2140902.49
1670141009416|1669264701886|296956100429742582|297519050383163710|5173600.36
1670142622546|1665269633497|4896257219881862365|4883872320906593033|7155528.65
1670143346428|1669383758747|4909486543787262732|4895131319975018963|20467.82
1670144231374|1670136942993|4888094445557252271|4912019818577657999|121791.68
1670145799343|1667121965547|4887812970580542773|4902168194392785727|165105.45
1670147542000|1665325524678|4879931671232644584|4896257219881862046|227618.85
1670147700912|1667804223335|292733975779082590|288230376151711953|5796573.93
1670149993410|1668363309216|4906108844066734540|4866139397373821243|7260475.77
1670152315564|1669279764022|167477611142840514|297519050383163498|11573459.07
1670152521777|1664723564138|4894286895044886556|4853191548445130774|564999.47
1670152622575|1660212057691|264586478108017364|267964177828544965|1195870.38
1670163221853|1670092349553|4842495499330127400|4911738343600948158|980645.01
1670164997316|1669893113926|4881901996069618841|4911175393647526615|23751243.38
1670166083675|1668812546903|4907516218950287375|4715268809856909330|56853548.77
1670167994232|1669024092807|4908360643880420954|4883872320906593227|16017628.52
1670171916057|1670049522925|4911738343600947955|4911175393647526347|34312208.92
1670176584942|1667781908903|4903575569276339661|4904419994206471056|9806576.79
1670177451203|1645016598584|4828984700448015971|4830110600354857935|5568174.39
1670178790308|1665345591274|226868831228789360|284571201454473609|4211932.04
1670179364716|1659986160580|4740038607807447578|4878805771325800816|7134393.26
1670179770585|1660788288712|269934502665519261|265993852991570009|46758445.09
1670179782810|1670049522925|4911738343600947955|4911175393647526347|18773243.24
1670183527566|1666783618031|289356276058555128|228276206112342481|11504661.95
1670184327041|1669386030135|4850939748631446094|4909486543787262345|1507.91
1670184868366|1658445316318|4856287773188949306|4874020696721720134|32480374.69
1670189125177|1663832515095|4891472145277781644|4871205946954613751|12449604.54
1670190249620|1657505357597|241505530017743453|259238453550514558|22680851.94
1670195873752|1647220202853|4811533251891953970|4837428949749334248|26204925.14
1670196674114|1667194246244|4902449669369496522|4842495499330126427|820668.45
1670197069556|1669685717970|4866983822303954556|4910612443694105566|12313774.44
1670197798714|1667804223335|292733975779082590|288230376151711953|2899269.66
1670199713803|1667579069184|291889550848950973|289637751035265461|21582574.73
1670203248103|1646004048764|4833488300075385041|4752704981759426721|31800508.85
1670204263742|1670130315040|4912019818577659061|4833769775052096233|4392922.93
1670205005864|1666409990009|4899916394579100190|4899634919602389363|2285250.54
1670205206298|1667804223335|292733975779082590|292733975779082450|81749.54
1670205354672|1669164145883|4908079168903709793|4908923593833841334|667019.83
1670206015112|1652883784545|4819977501193274479|4855724823235527362|3062266.84
1670206808884|1667703335991|4904138519229760526|4680365912744788603|2062113.48
1670210513807|1668159080161|4881057571139486172|4905545894113313088|1302871.3
1670211259647|1665311636753|4896257219881862554|4872050371884745586|229214.74
1670214340137|1663971448758|4878805771325800936|4892035095231201605|6664088.07
1670214745793|1669328956500|4856287773188949306|4909205068810552133|2746834.51
1670214854108|1642137911702|175921860444160675|209135907696017826|282346.82
1670218354704|1662682280934|266838277921702237|276126952153153744|24417905.98
1670219462349|1668940594510|4908079168903710414|4746794007248503835|13333797.32
1670220469848|1667804223335|292733975779082590|288230376151711953|8208197.14
1670222862761|1659666466795|4877961346395669571|4833769775052096158|50247180.72
1670229984733|1670029760161|4886968545650410869|4911738343600948061|21051208.32
1670231260598|1666376368223|4899634919602389190|4873176271791587486|21244765.64
1670231490254|1667979344128|4904982944159892955|4900197869555811223|22173080.29
1670231664883|1668844856129|4832362400168543386|4907797693926998742|27812711.23
1670233228012|1665722009258|258956978573803911|285978576338026742|11543380.7
1670233595173|1660923869834|270215977642229840|215046882206941235|2209264.23
1670234676953|1669085187479|296956100429742506|293859875685925139|24198647.5
1670239004587|1663250323405|246572079598535344|277815802013417900|13376808.68
1670247392412|1670049522925|4911738343600947955|4911175393647526347|39355882.74
1670248994713|1669328956500|4906390319043446075|4909205068810552133|60355116.94
1670249524210|1663006738270|4888657395510675050|4879931671232644051|644927.46
1670251431044|1668398923812|294704300616057537|290482175965397433|5684.11
1670256838530|1640935273714|4775504454872990434|4816881276449456577|3680946.55
1670258101142|1664317004241|4853191548445132179|4893160995138044781|2528844.81
1670261050928|1660434527835|4866983822303954556|4880494621186065375|40343855.05
1670261572334|1670131910566|300333800150270434|158751886864810288|39894166.83
1670261586226|1665940708553|4898227544718835792|4878524296349089857|8222186.15
1670263600308|1667296298133|4770437905292198193|4902731144346206441|11173541.52
1670265997053|1668395547076|4891753620254491150|4906390319043445099|273069.92
1670268469944|1664750359964|282882351594209808|263460578201174357|35050506.95
1670269335578|1666188083252|4800555727800238154|4899071969648967742|1969511.33
1670269579277|1670201476407|4905545894113312899|4912301293554368625|354466.42
1670273636401|1665900888024|286541526291448017|254734853923143796|11116962.85
1670274786176|1655236834918|4846717623980786208|4863606122583425397|3157921.19
1670275366327|1645952578402|4829829125378147502|4833206825098674916|36654653.8
1670275675190|1664723564138|4894286895044886556|4853191548445130774|518713.02
1670276274331|1668459741658|4764245455804563675|4906390319043444908|3666192.7
1670279328847|1669227975383|4894568370021597691|4908923593833840984|29627693.89
1670279507123|1669561383637|4910049493740683851|4908642118857130375|77469.23
1670280946181|1670233374344|300615275126981274|227431781182210461|1143322.19
1670281104812|1669721632299|4910612443694105101|4707106035532300647|21571521.45
1670282229367|1669199888408|4908923593833840909|4796333603149578441|47562676.34
1670282395391|1641197226234|4817725701379588150|4807029652264583212|37950856.35
1670288503518|1663582211385|4764245455804563826|4890627720347648268|44532.52
1670288552659|1666594629019|4900479344532521738|4847562048910918098|30460466.97
1670290272140|1666077958421|287104476244869151|143552238122434576|53463988.79
1670291358862|1669797081445|4907516218950288237|4910893918670815766|8301851.89
1670291690012|1664873297894|4894849844998308924|4689091637022818971|7180167.54
1670292568473|1652400256312|220113431787733547|242631429924585824|9277766.95
1670293465358|1668556044700|295267250569478210|265712378014859310|14758865.49
1670293828364|1663717151184|4856287773188949306|4891190670301070151|24239854.04
1670295629795|1665552963004|4897101644811993336|4838273374679466175|1426007.49
1670300354738|1667314881462|291045125918818679|271904827502493927|642506.18
1670301144180|1669642476703|4910330968717393921|4885279695790145538|35481.0
1670302872792|1660991647989|4882183471046328655|4870924471977902327|7425412.49
1670303830781|1668140895255|4905545894113314297|4785356079057863587|12884652.27
1670306936519|1625960646544|151152062493622727|156500087051125024|7077.09
1670308169488|1658009580332|4872613321838166178|4850658273654734979|152440.32
1670309164159|1669199888408|4908923593833840909|4872331846861455558|4835231.06
1670321941969|1655862123613|253890428993011801|235313080530108477|2816854.97
1670323361227|1669642476703|4910330968717393921|4885279695790145538|27864.98
1670325089544|1655385695023|4751579081852585600|4863887597560136674|6060.83
1670332131647|1637908195507|4703728335811772683|4807029652264583367|36112772.33
1670336843267|1660373809665|4874302171698430407|4880213146209354042|114494.73
1670339097809|1668614454840|274156627316179708|295267250569478618|7459488.55
1670340919966|1658815059315|4875146596628562794|4854598923328684563|11348244.67
1670342264093|1669731554401|298926425266716687|131167339147165703|29850.46
1670343175973|1669011605472|4892598045184623691|4908360643880420005|6767.84
1670346501681|1669031848162|4908360643880419575|4838273374679466175|48974697.21
1670354604632|1669218240720|4861917272723161124|4908923593833840665|14541393.5
1670356312414|1663869678708|279786126850392328|247697979505377432|4346809.99
1670357856211|1668193697986|4905545894113314009|4738912707900605186|337065.89
1670360812978|1669642476703|4910330968717393921|4885279695790145538|35905500.17
1670361214212|1631794040490|4774660029942858165|4787044928918126896|36208956.83
1670365811703|1668414138484|131730289100587374|294704300616057055|51893888.37
1670367845842|1667451795327|4902168194392785800|4903294094299628078|697761.14
1670369783492|1668596961049|4863043172630003753|4906953268996866079|10811304.88
1670373759435|1669893113926|4832362400168543386|4911175393647526615|26962292.63
1670376029623|1663832515095|4891472145277781644|4873457746768298997|118082.85
1670376264522|1653955308535|247697979505377497|237564880343793782|46303859.22
1670376537612|1670130315040|4912019818577659061|4833769775052096233|46508.22
1670376572625|1669586581773|4897101644811993336|4910049493740683454|10332973.77
1670377901357|1666399008774|4897946069742126170|4899916394579100334|16260943.19
1670378803330|1667868105831|293015450755793672|216735732067205599|878323.38
1670380487801|1649560847671|4843621399236969384|4845028774120522310|25710000.42
1670384257487|1668699316867|4896538694858572317|4907234743973577074|6177100.93
1670384268551|1668386310309|4906390319043445019|4902731144346206418|240343.44
1670385907746|1649948748637|4774941504919568903|4846154674027364707|71864907.1
1670386879122|1653286306651|4849532373747893923|4857132198119080971|44140674.13
1670391120351|1670378792196|4648840715353195055|4912864243507790206|24699642.56
1670395669885|1667721156610|4904138519229760988|4893723945091466134|25848209.37
1670396968280|1670190861842|266556802944991642|300333800150270214|6894888.66
1670399656813|1668791535180|4891190670301069925|4907516218950287765|18521726.06
1670400735735|1670130315040|4912019818577659061|4833769775052096233|6967892.59
1670401329082|1648698356659|169166461003104877|230528005926027653|547387.12
1670401968841|1666783618031|289356276058555128|220676381741154770|5614681.59
1670403214811|1669721632299|4910612443694105101|4707106035532300647|14075251.08
1670405372071|1650247877417|4847280573934207735|4649966615260037582|15384769.31
1670405834855|1667297890521|4713579959996645756|4902731144346206481|50345154.56
1670408489369|1663869678708|279786126850392328|278660226943549593|13309002.12
1670409018033|1670233374344|300615275126981274|227431781182210461|929532.02
1670410489845|1653655508738|4818007176356300028|4858258098025923358|55266515.35
1670414115351|1669036550074|291889550848950973|296674625453031860|1409085.08
1670417123808|1669218240720|4861917272723161124|4908923593833840665|14815033.35
1670417369386|1641769666770|4819696026216563931|4760304806130615045|1130599.71
1670419703283|1669702856574|4879931671232643366|4910612443694104796|18672536.18
1670421853782|1667182002776|4885842645743568052|4902449669369496296|10913553.28
1670421982856|1654122783122|4752704981759427556|4859946947886187117|10881432.21
1670423104834|1668674250983|287104476244869892|295548725546189277|49270894.78
1670423753933|1657285495598|255579278853276190|258394028620382554|7453119.09
1670425693493|1669218240720|4861917272723161124|4908923593833840665|4424646.92
1670426362140|1669536347817|271341877549072920|298363475313295702|8528279.93
1670429584069|1663006738270|4888657395510675050|4879931671232644051|8653.79
1670430741359|1670415029649|4897383119788704750|4912864243507790451|4112584.4
1670431359515|1650967986701|4825325525750775903|4849532373747892309|106695.56
1670432263720|1669586785643|4706261610602169223|4910049493740683819|31547.24
1670433330600|1670415029649|4897383119788704750|4912864243507790451|12700.67
1670434674059|1669095440707|4908642118857131177|4854598923328684770|14610445.56
1670435031398|1669025864873|4908360643880420632|4854035973375263532|13730838.23
1670435841603|1665311636753|4896257219881862554|4810970301938533235|40516689.23
1670438308605|1668386310309|4906390319043445019|4887812970580541651|640894.96
1670445053546|1642019245062|4820540451146695568|4798866877939974707|4400813.65
1670445828541|1658970278359|264023528154595544|237564880343793782|6195026.98
1670449185775|1669164145883|4908079168903709793|4908923593833841334|54258979.74
1670455299542|1669797081445|4908642118857130859|4910893918670815766|7343121.57
1670455633843|1669025864873|4908360643880420632|4817444226402878254|28166819.41
1670457905626|1652362346219|4854035973375263217|4818288651333009738|6291745.32
1670462913045|1670286606845|4903857044253049266|4912582768531079468|8342488.5
1670468126543|1668790474621|295830200522899713|271904827502493841|8570800.81
1670468814459|1642706239467|4822792250960379950|4718365034600726567|1943790.48
1670471007077|1668186340262|4875428071605273037|4905545894113313084|64680086.31
1670471400429|1670201476407|4905545894113312899|4912301293554368625|10043559.21
1670472147176|1668038339490|4905264419136603175|4902168194392785548|41265783.01
1670475861785|1662981801954|269934502665519261|276971377083285594|16011308.21
1670476517563|1669850789676|4902449669369497232|4911175393647526910|28406820.33
1670477001760|1653962637972|247697979505378058|169447935979815394|138052.8
1670477755576|1669642476703|4910330968717393921|4893160995138043905|47801496.78
1670479130415|1623277327454|4703728335811772514|4759460381200482394|31836.49
1670480377925|1669189593359|238409305273925992|297237575406452953|11631062.03
1670480788169|1669279764022|257268128713539777|297519050383163498|30242488.78
1670480996747|1656198522384|4840525174493152909|4866702347327243257|3499348.24
1670481194322|1665384848949|4896538694858572317|4816036851519324532|3904146.7
1670487227756|1668107120067|283163826570920191|293578400709214351|786415.43
1670491929570|1640970516685|4817162751426167523|4780571004453781951|20759159.74
1670492418310|1670435041789|4912864243507791364|4905264419136603049|1473884.96
1670498520912|1667451795327|4902168194392785800|4903294094299628078|83771.61
1670498752484|1669070840765|285978576338026909|296674625453031690|10584873.6
1670500018918|1658059036884|212795082393256215|260927303410778275|38119310.89
1670505787449|1663559992831|4890627720347649723|4868672672164217879|6590464.34
1670508340821|1658389688192|4873739221745009998|4836584524819202897|2835365.01
1670513233807|1664461098319|273030727409336903|281756451687367024|49104634.69
1670518551761|1665742456521|4897664594765415592|4887531495603831519|4772063.68
1670519751708|1670415029649|4897383119788704750|4912864243507790451|5944924.71
1670523268174|1670378792196|4750734656922452525|4912864243507790206|1003430.42
1670523782245|1667919748714|241505530017743453|293015450755793279|21308250.84
1670527019255|1669994352485|4911456868624237703|4909768018763973329|46811900.06
1670528292550|1623752429631|4760867756084036511|4703446860835062334|17026699.56
1670538520538|1667297890521|4779163629570228603|4902731144346206481|12735329.1
1670541482556|1667208502130|4878805771325800998|4902449669369495929|886702.83
1670544304715|1662301239726|4873739221745009998|4886405595696989007|9712700.09
1670544653384|1670526707253|4913145718484501603|4912582768531079864|132421.51
1670545503285|1656040173206|4866139397373821912|4832362400168542825|59155525.73
1670546545037|1669992705293|299770850196849427|272186302479204844|1913437.01
1670547422685|1669227975383|4894568370021597691|4908923593833840984|30339524.6
1670547772625|1649464094277|214765407230231051|233061280716423504|1711784.48
1670548559881|1669827421664|299207900243427679|293296925732503765|1621723.53
1670549084070|1669085187479|296956100429742506|293859875685925139|9937025.12
1670549670222|1668003617008|4904982944159892521|4904419994206470798|36476187.32
1670554011049|1670436389227|4863887597560136349|4912864243507790250|48916261.37
1670554991649|1663481609670|278660226943549568|272749252432625740|7605675.71
1670556358098|1669586581773|4908360643880419575|4910049493740683454|33976401.47
1670558966984|1669731554401|298926425266716687|131167339147165703|1021.02
1670566935235|1670553398020|4776630354779833236|4913427193461211700|21385297.35
1670567028342|1662448532717|4879087246302512566|4886968545650410373|1260486.58
1670567489376|1669070840765|285978576338026909|296674625453031690|66927991.04
1670570497332|1660889363181|270215977642230544|243475854854717927|508588.34
1670575357694|1668981694808|4820258976169984910|4908079168903709234|31058055.62
1670579225488|1667714761543|4889220345464095272|4904138519229759866|1235098.33
1670579519027|1669677846635|4877679871418958676|4910612443694105095|114629.28
1670579932083|1663432477404|278378751966838860|251920104156037170|459780.92
1670580252005|1670547738252|4913427193461211536|4893160995138044185|3805759.17
1670583050168|1670130315040|4912019818577659061|4833769775052096233|17517.28
1670583624537|1668596571439|131448814123876944|295267250569478516|3045.53
1670590892801|1666644953402|4892598045184623549|4900479344532521557|8063391.2
1670594138608|1669597058602|298644950290006066|293578400709214237|267.93
1670603714941|1668193697986|4905545894113314009|4738912707900605186|45897290.93
1670604434401|1670092349553|4864450547513558567|4911738343600948158|8477087.22
1670607047422|1663413047105|201536083324829736|278378751966838809|40191424.2
1670607778493|1668597002988|4820258976169984518|4906953268996866402|163910.67
1670608248172|1658173056017|4825044050774066592|4872894796814877566|41352264.01
1670608420604|1664602511990|4891190670301069925|4894005420068176276|42407713.03
1670610629376|1666912901924|4837428949749335126|4901605244439364266|11775667.34
1670611596472|1650849166167|4673047563350312168|4849250898771182354|214658.98
1670612513454|1669294896080|4909205068810552803|4865013497466979227|20887316.21
1670615404444|1669493933518|4909768018763972678|4876272496535404603|232878.56
1670619586080|1669642476703|4910330968717393921|4893160995138043905|7926893.12
1670621954152|1669731554401|298926425266716687|131167339147165703|1030.54
1670623978610|1656838268939|4814066526682351294|4868672672164217879|4980123.32
1670627994908|1670092349553|4864450547513558567|4911738343600948158|944053.97
1670630505112|1669850789676|4908923593833842321|4911175393647526910|3601892.38
1670631311407|1669041284347|4908360643880420890|4905264419136603062|613859.38
1670631898559|1670246159553|4912301293554369196|4885279695790145968|4153210.72
1670633295582|1639294413656|4811533251891955161|4784793129104442260|787824.08
1670638888880|1662948474348|276971377083285664|269371552712097887|7824851.51
