createTime|dependencyTime|fromId|toId|amount
1669745686477|1662455019177|217861631974047854|4886968545650409659|8825877.87
1669747005623|1668297698348|4875709546581983508|4906108844066734524|2186252.16
1669748311799|1649027670240|4843339924260258146|4751016131899162894|7301137.19
1669748754594|1665247936444|4895975744905150645|273593677362758446|8557828.44
1669748828930|1659573915770|265993852991570451|224617031415104267|4537135.57
1669749145037|1665558808496|4897101644811993346|239535205180768668|6832374.75
1669749487481|1668297698348|4875146596628563107|4906108844066734524|3444590.78
1669750725887|1669436443449|4909768018763973132|4777193304733253994|8014744.06
1669751345414|1662663946328|4887531495603830874|151152062493622727|4256267.24
1669752332631|1668882916774|4819414551239852656|4907797693926998510|4165190.99
1669752497414|1664548368770|4870642997001192253|282037926664077571|9240456.74
1669752932495|1664296230354|4891472145277781102|4892879520161333465|1194477.59
1669753171434|1664296230354|63894819713319622|4892879520161333465|7435096.2
1669754061028|1669373867881|236720455413661980|4909486543787261963|24389.37
1669754873792|1666192311674|287385951221580423|4772689705105883970|1410193.13
1669755853858|1668850303819|4907797693926999121|281474976710656546|2936508.32
1669756439055|1668190976466|293859875685925067|4826732900634329120|2357697.28
1669756585715|1664548368770|4863324647606714563|282037926664077571|3423144.78
1669756876632|1643961170723|4739475657854026245|4826732900634329120|817182.92
1669758981271|1656469398114|229402106019185420|4867546772257375499|5481788.22
1669759604626|1667065264939|257268128713539777|4901886719416074961|3267231.38
1669759656944|1669025864873|4908360643880420632|4843621399236969543|4119970.96
1669759938517|1667002547073|270215977642229840|290200700988686944|3440126.25
1669762878384|1665424895732|203506408161804937|4896538694858573544|4707049.3
1669763804842|1643961170723|116530640358211680|4826732900634329120|9263960.07
1669763984446|1666840720295|4852065648538289475|289637751035265550|1313380.84
1669764273041|1667058980054|4901886719416075198|4900760819509232430|6932219.86
1669766122380|1669755307816|4910612443694104927|282037926664077537|5010909.08
1669766614123|1664211490809|4892598045184623691|4754112356642981202|5529258.23
1669767167907|1625197443368|4651655465120301686|4765652830688117988|5614875.29
1669767536555|1667390630008|287385951221580374|4903012619322917615|579566.79
1669767654685|1668839689889|60235645016080861|296111675499610556|4108397.84
1669767799370|1667602185071|4903857044253049974|4808437027148136470|1055416.92
1669768024662|1642302540032|209698857649439283|4687121312185844640|667044.24
1669768049407|1667347587790|291326600895529250|4826732900634329120|1202084.57
1669768457042|1668377543868|4906108844066735574|4782822804267468130|6191932.97
1669769191980|1663353581638|4889783295417516905|4769593480362066231|2544864.08
1669769953096|1669629131185|298644950290006724|285978576338026555|1332477.16
1669770079859|1668850303819|4907797693926999121|4752423506782717267|4808520.76
1669770081710|1669050382404|296674625453031449|4859102522956056255|1966894.01
1669772589128|1666840720295|244883229738270795|289637751035265550|5048158.08
1669772627792|1666295277496|4755801206503244845|287667426198290867|9888092.09
1669773152605|1669618278202|4910330968717394812|257549603690250602|2509473.04
1669773802871|1668193697986|4882746420999750424|4905545894113314009|9072543.63
1669774163035|1668297698348|4858258098025923513|4906108844066734524|6389089.3
1669774247875|1666662620422|4900760819509231908|4832362400168543532|498391.23
1669774901919|1668497628617|294985775592767861|4904419994206471190|7767041.46
1669775128791|1664178703675|4866139397373821912|4892598045184624074|5578397.06
1669777980527|1667791494164|156500087051125588|4904419994206471190|4126270.13
1669780962418|1665721798796|249105354388931254|285978576338026555|3345480.3
1669782009476|1669395911592|297800525359874822|4906108844066734524|948196.15
1669782190255|1668887854038|4907797693926999296|4845028774120523422|5589588.16
1669782881325|1667676090336|4887531495603831691|292171025825661441|732317.7
1669787703709|1669721632299|4910612443694105101|75716768735167298|7711492.16
1669789021466|1667393515578|4903012619322918204|4793518853382472927|4286217.01
1669789795453|1658014005732|260927303410778769|260645828434067747|4694995.0
1669790224667|1664352555654|4866139397373821631|281474976710656546|5117412.07
1669791556220|1669436443449|4909768018763973132|4891472145277781644|8488154.03
1669793454247|1667088106138|4902168194392785407|151152062493622727|7050126.83
1669793611202|1666840720295|4851502698584866971|289637751035265550|4595156.44
1669794298534|1666699631331|4870361522024481950|4900760819509232430|4478726.7
1669795380628|1659434354511|4877116921465536965|260645828434067747|9756377.1
1669795572883|1669629131185|298644950290006724|4671921663443468288|8560389.85
1669796054767|1669369553945|4909486543787263143|4816599801472746629|6159437.73
1669796781034|1667791494164|4858821047979345516|4904419994206471190|4004601.0
1669797237631|1665804207084|4897946069742125633|259801403503935893|5041209.08
1669797308920|1669112798760|296956100429742582|4862480222676583858|8825587.46
1669798609853|1666940300016|4747638432178634930|289919226011976052|6989941.11
1669798774391|1668456263956|4879931671232643652|294704300616057420|4440945.87
1669799120950|1646584080718|4835177149935648905|4777193304733253994|5653114.22
1669800059862|1645695783611|4821103401100116362|4832362400168543532|7738785.61
1669800092832|1669441938688|4909768018763972794|247697979505377497|9186302.61
1669801961749|1650188358311|4705698660648748763|235313080530108603|3082727.53
1669802256898|1668882916774|271341877549072881|4907797693926998510|3121267.33
1669803164013|1665758607024|285978576338026909|4709357835345985933|1562847.7
1669803316495|1668297613842|4906108844066735428|4768186105478513052|6293735.93
1669803458969|1662014112156|4885561170766856377|139893063425196086|4988995.54
1669803902821|1665424895732|4885842645743568052|4896538694858573544|7780615.05
1669804132396|1651737164066|4674454938233865894|4852065648538288655|5744357.98
1669804361624|1656923846057|257268128713540404|4856850723142370998|7516298.38
1669804635135|1664569416836|4888094445557252651|4893723945091466852|6525623.17
1669805995665|1659974028376|4737505333017052032|4878805771325800998|6382407.14
1669806625107|1667065264939|52072870691472021|4901886719416074961|6811529.66
1669807826335|1661966121383|139893063425196870|273593677362758446|4891150.63
1669807957768|1667888832869|4832080925191831812|4904701469183181172|6091990.52
1669808099496|1668386310309|4906390319043445019|4670232813583204413|4133052.9
1669809530785|1663554191811|264586478108016903|4890627720347648300|8341383.29
1669810200396|1667319689254|4902731144346206977|218424581927469792|5832091.61
1669811922215|1668839689889|278097276990128887|296111675499610556|3356502.93
1669814716865|1634199591154|4794926228266025204|4772689705105883970|8849294.53
1669815342319|1661370632894|4824762575797355114|4883309370953172340|3013854.8
1669816197036|1658834517935|4875146596628563107|4709357835345985933|812022.54
1669816831386|1663006738270|4687965737115977395|4888657395510675050|628951.71
1669817249708|1666556310598|4848124998864340242|288511851128422878|9256142.53
1669818305880|1654893200872|146366987889541586|4862480222676583858|2847528.82
1669818787652|1669629131185|298644950290006724|282037926664077537|2464031.53
1669819771577|1664553506510|207728532812464884|282037926664077537|6447001.6
1669820230028|1660742360661|4866702347327243133|4881339046116196860|2305398.45
1669822637497|1668386310309|4906390319043445019|113434415614394918|9299504.19
1669822715602|1666692799594|4900760819509233272|4793518853382472927|1065213.87
1669822983796|1666376368223|4899634919602389190|4883309370953172340|7327084.67
1669823787881|1669523116536|4910049493740684993|4856850723142370998|5157553.48
1669824809057|1669412519226|297800525359874497|227994731135631526|1043486.03
1669825704671|1667390630008|4776630354779833924|4903012619322917615|8695583.88
1669826327687|1668497628617|294985775592767861|4906390319043446320|9740333.57
1669826442895|1666488113404|4900197869555811874|235876030483530404|2505802.49
1669827102910|1664553506510|273030727409336633|282037926664077537|8976001.64
1669827545117|1669050382404|296674625453031449|4845310249097233848|9288937.13
1669827755074|1663931729391|4886124120720279129|4891753620254491150|4357973.84
1669828171211|1667722972499|4904138519229760979|4751016131899162894|5241981.75
1669828651107|1668193697986|4887531495603831691|4905545894113314009|905527.5
1669829255809|1657925762135|4685432462325580433|260645828434067747|1801778.98
1669829608604|1664553506510|4858821047979345516|282037926664077537|6814834.62
1669829615617|1665923565745|4898227544718836684|4843621399236969543|2138734.17
1669830984156|1668297698348|4651655465120301686|4906108844066734524|9783355.12
1669831167108|1657925762135|197032483697459958|260645828434067747|2201964.96
1669832152235|1667319689254|4902731144346206977|16607023625929101|2454897.85
1669833417627|1644692353966|217580156997337660|4752142031806006366|8936923.24
1669833518331|1668497628617|294985775592767861|239535205180768668|4596084.53
1669833605883|1666940300016|257268128713539635|289919226011976052|5389938.65
1669834946187|1668193697986|4833206825098675011|4905545894113314009|8631084.72
1669835558734|1667998154724|4828703225471304986|293296925732504363|18556.72
1669836004046|1665424895732|4859946947886188028|4896538694858573544|5522686.73
1669836304989|1669025864873|4908360643880420632|4754112356642981202|3524026.79
1669836374806|1655879581156|4865013497466979881|253890428993012023|8231919.89
1669836741972|1643420286818|4825044050774066592|4808437027148136470|8868976.27
1669836742269|1667884153496|4849813848724603983|293015450755793570|1394413.39
1669836964697|1667521937772|4903575569276339661|4850939748631446486|8255563.53
1669837441617|1668421531625|4816318326496036557|4906390319043445214|9024015.76
1669837508925|1659718405400|206321157928910885|266275327968281103|7076135.44
1669837964845|1667998154724|4872613321838167088|293296925732504363|4681992.74
1669838710839|1654893200872|4705698660648748763|4862480222676583858|9904357.84
1669839370618|1666937974118|4871487421931324420|4901605244439365026|3344278.59
1669839784728|1665199343459|4871205946954613939|284289726477762825|8208452.45
1669839866336|1660620667792|126100789566374080|4881057571139487097|7206518.09
1669840482457|1646900168856|4804777852450899602|224617031415104267|9898829.55
1669841778825|1665923565745|4898227544718836684|4752423506782717267|201092.37
1669842694162|1664947624903|4895131319975018803|139893063425196086|2912082.29
1669842764648|1659666466795|256705178760118278|4877961346395669571|3945209.06
1669842992661|1666940300016|4852065648538289475|289919226011976052|4178432.07
1669843021407|1668882916774|4781978379337335417|4907797693926998510|652783.5
1669843280897|1663006738270|4755801206503244845|4888657395510675050|7918283.85
1669843745441|1667002547073|4864450547513557641|290200700988686944|3228199.48
1669843765687|1666937974118|4851221223608156998|4901605244439365026|827067.85
1669844011269|1667998154724|4769030530408645725|293296925732504363|6534972.83
1669844220473|1660620667792|227431781182210650|4881057571139487097|2199185.96
1669844553249|1627802415485|162411061562049342|4721742734321254459|708310.03
1669844961146|1667888832869|4777193304733254952|4904701469183181172|259705.71
1669845430463|1636883312316|4803651952544055714|181269885001663159|1502123.76
1669845482906|1667319689254|4902731144346206977|260645828434067747|7355401.25
1669845488442|1614057856917|4729342558692443350|4687121312185844640|9783173.4
1669845952479|1666383481601|4899634919602390132|4844465824167100851|365615.79
1669846501406|1669059510053|4908360643880419664|4896538694858573544|1316092.22
1669846749735|1665424895732|4843902874213680682|4896538694858573544|6103813.74
1669847294266|1668340673724|4906108844066734111|284289726477762825|3038640.24
1669848251534|1668839689889|4703728335811772683|296111675499610556|6476286.8
1669848368452|1669587197167|4910049493740683688|4832643875145253189|4488314.69
1669849192353|1650320872886|4799429827893396870|235876030483530404|1225865.85
1669849508147|1662455019177|69242844270821492|4886968545650409659|8291005.05
1669849556839|1657742193133|4849813848724603590|259801403503935893|4483219.13
1669850069984|1669436443449|4909768018763973132|124693414682821102|4998863.65
1669850621085|1668850303819|4907797693926999121|293296925732504363|5807051.12
1669851307214|1667390630008|4821947826030247975|4903012619322917615|1671837.45
1669851337277|1669373867881|4902168194392785407|4909486543787261963|2521388.16
1669851396758|1656558058348|4867828247234085146|4791267053568787629|5598589.81
1669852136816|1667676090336|275001052246311224|292171025825661441|2153120.42
1669852235701|1666840720295|4808155552171427372|289637751035265550|9345459.35
1669852424102|1669050382404|296674625453031449|282037926664077537|4264430.47
1669852764555|1663006738270|4798303927986554076|4888657395510675050|1755830.71
1669852883794|1664178703675|4883590845929881763|4892598045184624074|489453.62
1669852935011|1667998154724|4835458624912360920|293296925732504363|6699096.37
1669853003977|1666937974118|4868672672164217485|4901605244439365026|35236.97
1669853076635|1667002547073|287104476244869892|290200700988686944|7266079.66
1669853433280|1669112798760|296956100429742582|235313080530108603|2567028.38
1669854722541|1644460701261|182395784908505830|216735732067205942|7541258.09
1669854907694|1668763492857|4761712181014168593|295830200522900094|3192943.66
1669856155127|1669031848162|4908360643880419575|151152062493622671|5766380.18
1669856934629|1666192311674|287385951221580423|275564002199733009|9587998.2
1669857915281|1648719967335|74872343805034622|4842214024353415624|7465284.05
1669858066210|1668297698348|4850658273654735815|4906108844066734524|6319568.58
1669858902407|1667630511166|257268128713540337|4903857044253049057|6727364.23
1669859279749|1659350105950|4876835446488826021|4843621399236969543|258397.2
1669859391367|1653837956104|4858821047979345214|4784793129104441598|6097646.18
1669859745202|1664296230354|257268128713540337|4892879520161333465|9778671.21
1669860396758|1658009580332|173670060630474985|4872613321838166178|4989001.17
1669860732418|1669721632299|4910612443694105101|4844465824167100851|471240.53
1669861922090|1669629131185|298644950290006724|4900760819509232430|5163444.6
1669862334647|1667998154724|4875146596628562394|293296925732504363|8489736.99
1669863690037|1648078917090|4840243699516440940|4729342558692442175|7524361.23
1669864112272|1663700805156|4718365034600727466|279223176896971052|6167715.12
1669864331658|1666940300016|4842495499330127400|289919226011976052|7572004.45
1669864438476|1666803857662|289356276058554644|4892879520161333465|3028450.63
1669864694786|1620900886832|139893063425196870|4657003489677805220|1427012.15
1669865907657|1647964501250|167477611142840514|227994731135631526|2583898.08
1669866006230|1669412519226|297800525359874497|4878805771325800998|3594684.72
1669866780595|1667884153496|4873739221745009025|293015450755793570|6188981.34
1669867174559|1668192943214|4905545894113314197|289637751035265186|7185594.69
1669868414854|1668456263956|4902168194392785407|294704300616057420|3424195.56
1669868874575|1669618278202|4910330968717394812|4891472145277781644|9800315.89
1669870422201|1668850303819|4907797693926999121|293296925732504363|7367824.84
1669870884753|1665959926640|286823001268158878|4729342558692442175|9615886.73
1669871370097|1666956604654|4901605244439364629|4890064770394228018|4811298.09
1669871416865|1669031848162|4908360643880419575|4644055640749114719|1895394.15
1669871431115|1666159939423|287385951221580374|4644055640749114719|9315495.25
1669871673300|1669412519226|297800525359874497|224617031415104267|5652654.26
1669871809673|1668538987164|4906671794020156442|4717239134693885342|8107980.51
1669871881544|1667105073123|109493765940445893|4902168194392784951|6347096.82
1669872184983|1668248903182|294141350662635702|4860228422862897790|8174903.01
1669872543661|1669629131185|298644950290006724|4709357835345985933|7131638.85
1669873405472|1661966121383|4873457746768298137|273593677362758446|4774872.27
1669873764061|1667998154724|4833206825098675011|293296925732504363|8114157.72
1669874281025|1666506395569|4900197869555810520|4883027895976461576|6035863.56
1669874425530|1666940300016|133419138960850960|289919226011976052|2800016.16
1669874463553|1668193697986|4843058449283548406|4905545894113314009|7764297.79
1669874683731|1667105073123|4876835446488826021|4902168194392784951|8900548.89
1669874800444|1667998154724|264023528154595990|293296925732504363|8513784.62
1669875432307|1662463420911|4886968545650410916|4862480222676583858|3218103.52
1669876742864|1669031848162|4908360643880419575|254734853923143961|9476566.48
1669876981935|1664947624903|4895131319975018803|4864169072536848009|9470291.2
1669877051238|1667292474356|260645828434067974|4902731144346206797|4044129.03
1669877952492|1668790474621|295830200522899713|293296925732504363|7936455.21
1669878275277|1667065264939|4747638432178634930|4901886719416074961|5984182.46
1669878475397|1669831397184|4910893918670816194|4894849844998308121|2369876.4
1669878976857|1667791494164|189995609279693038|4904419994206471190|5937488.6
1669880035770|1668839689889|81064793292669775|296111675499610556|3498066.37
1669880995539|1656096773800|4866139397373821631|4845028774120523422|8141987.18
1669881766850|1663700805156|232779805739713243|279223176896971052|5390776.79
1669881883491|1666803857662|289356276058554644|4895694269928440067|5294964.67
1669882306977|1664296230354|4789296728731812594|4892879520161333465|4070872.57
1669882371565|1666699631331|232779805739713243|4900760819509232430|359640.43
1669882621506|1664947624903|4895131319975018803|4853473023421843038|6643663.32
1669882631169|1668887854038|4907797693926999296|4793800328359182982|3601692.32
1669883022697|1668830519831|4907797693926998538|4800555727800238725|4247346.61
1669883842069|1664846005535|4855443348258816387|4894849844998308121|7789486.47
1669884288126|1661840604131|4830673550308279575|273312202386046976|9497112.59
1669885290895|1669025864873|4908360643880420632|4903857044253049057|7176541.34
1669886371266|1667791494164|182114309931794928|4904419994206471190|3039047.74
1669886969211|1666699631331|4764245455804563826|4900760819509232430|2837336.31
1669888483947|1659136423672|4876272496535404950|4793800328359182982|6330925.51
1669888883964|1665725476846|4874302171698430014|285978576338026822|4172233.26
1669888954953|1666335531971|4899634919602390323|4752142031806006366|3483070.24
1669888995632|1663931729391|4849813848724603983|4891753620254491150|5452131.2
1669889804198|1649531804058|4690217536929662533|233342755693133887|5978987.03
1669890062954|1659666466795|4819414551239853483|4877961346395669571|9091354.75
1669890228637|1667393515578|4903012619322918204|4768467580455224066|4006414.38
1669893884971|1657025762649|257549603690251059|4791267053568787629|665267.08
1669896224754|1649531804058|4835177149935648905|233342755693133887|9591822.49
1669896462785|1669076369245|4908642118857130034|4867546772257375499|2521700.55
1669896474767|1663700805156|4718365034600727466|279223176896971052|1609994.19
1669899216563|1661966121383|262334678294331771|273593677362758446|301523.51
1669899405269|1661840604131|207447057835753991|273312202386046976|8121706.06
1669900648777|1654982824416|4862761697653293235|4730749933575996214|4283920.35
1669900810227|1664846005535|225179981368524853|4894849844998308121|1951136.76
1669900836829|1649043538846|4843339924260259127|4717239134693885342|8381274.07
1669901634514|1659374912060|4876835446488827382|4717239134693885342|428561.78
1669902780098|1666077958421|287104476244869151|177610710304424261|323728.53
1669903758600|1667065264939|4798303927986554076|4901886719416074961|7793256.55
1669905706007|1666488113404|4900197869555811874|287667426198290867|5500890.24
1669906386532|1662152779939|274156627316179708|233905705646555725|2815960.97
1669906687044|1669076369245|4908642118857130034|266275327968281103|2721656.88
1669908003293|1664553506510|4799429827893396870|282037926664077537|3340064.1
1669909091106|1664359140996|4714424384926778224|4893160995138044683|5928577.0
1669909781501|1669249568829|4909205068810551867|139893063425196086|8345156.84
1669911006614|1667998154724|249105354388931254|293296925732504363|8319747.22
1669912356497|1666192311674|287385951221580423|285978576338026555|1930491.3
1669912522541|1665804207084|4897946069742125633|4846717623980785955|448395.8
1669913169183|1669025864873|4908360643880420632|4844465824167100851|876046.56
1669913732671|1668193697986|4833488300075385041|4905545894113314009|7824834.89
1669913844174|1652378734438|4854035973375264473|4772689705105883970|1477476.49
1669915033476|1660589156541|4880776096162776677|181269885001663159|8287749.72
1669916051757|1669899508272|4911175393647526595|253890428993012023|677223.41
1669917887280|1669373867881|4859102522956056265|4909486543787261963|8604904.01
1669918684141|1668839689889|4858821047979344420|296111675499610556|850651.92
1669918689949|1669721632299|4910612443694105101|235876030483530404|937431.66
1669920406418|1665721798796|4825044050774066358|285978576338026555|548217.31
1669920527859|1666662620422|4900760819509231908|4893160995138044683|7658225.3
1669921033206|1668882916774|4889501820440806330|4907797693926998510|4047282.46
1669921806352|1660233675240|4879650196255933745|4782822804267468130|1237522.12
1669922004634|1649101606991|4798022453009843181|4843621399236969543|6219994.81
1669922497867|1659434354511|4877116921465536965|4743979257481397272|5639997.1
1669923109191|1669618278202|4910330968717394812|4793518853382472927|3456896.08
1669923244042|1666940300016|4863606122583426313|289919226011976052|1652770.07
1669924182766|1622150577312|4755801206503244845|92886742314516825|7401201.68
1669924274226|1664569416836|240098155134190220|4893723945091466852|6390575.34
1669925236039|1668456263956|4866702347327243911|294704300616057420|1942773.42
1669925520915|1667002547073|235876030483529847|290200700988686944|8539842.41
1669925823839|1662574957087|4835458624912360920|4887250020627121729|7504724.24
1669926302793|1668140895255|4905545894113314297|4845310249097233848|4034732.01
1669926599252|1666940300016|207447057835753991|289919226011976052|1989102.38
1669928006907|1669899508272|4911175393647526595|4869235622117638563|9193352.47
1669929091511|1668456263956|270215977642229840|294704300616057420|5037970.99
1669929519336|1659974028376|4803651952544055714|4878805771325800998|1297444.04
1669930307035|1657002946863|4834895674958939764|4869235622117638563|337896.46
1669930997106|1663700805156|4885842645743568052|279223176896971052|7266291.72
1669931841033|1664858675412|283163826570920191|4793518853382472927|646547.37
1669931930397|1669899508272|4911175393647526595|113434415614394918|7537994.32
1669933965189|1668830519831|4907797693926998538|4900760819509232430|818435.14
1669933998949|1666692799594|4900760819509233272|233905705646555725|7267956.84
1669934127286|1652795086641|4855443348258816387|4836584524819202784|3382447.43
1669935108173|1669059510053|4908360643880419664|261771728340910437|4815498.77
1669936111726|1669441938688|4909768018763972794|4901605244439365026|66407.97
1669936459230|1654756569245|4861917272723162750|235876030483530404|8602026.88
1669936652078|1669831397184|4910893918670816194|4866139397373822141|528805.2
1669937579392|1667105073123|189995609279693038|4902168194392784951|7873871.31
1669937625815|1656469398114|207728532812464884|4867546772257375499|2241522.89
1669938491495|1667065264939|4878524296349090717|4901886719416074961|8493754.08
1669938899610|1667390630008|287385951221580423|4903012619322917615|816355.67
1669939811635|1668450798593|4906390319043445448|285978576338026555|3698220.04
1669941082090|1667194246244|4902449669369496522|4901605244439365026|2400672.27
1669941427089|1666192311674|287385951221580423|4730749933575996446|2954499.9
1669941664893|1663448381485|4841088124446573834|278378751966839106|6997709.9
1669942502076|1668882916774|4821103401100116362|4907797693926998510|4923271.83
1669942734004|1666556310598|4769312005385356856|288511851128422878|407469.99
1669942987890|1669899508272|4911175393647526595|4743979257481397272|5339776.01
1669943249307|1669899508272|4911175393647526595|296111675499610556|2013102.54
1669945114191|1663700805156|4803933427520767317|279223176896971052|7573846.69
1669946084263|1666484684419|4900197869555811031|4780852479430492486|207958.84
1669946350218|1668340673724|4906108844066734111|4751016131899162894|6253630.39
1669946932447|1666192311674|287385951221580423|4804496377474187777|9426131.01
1669947226526|1669373867881|4863324647606714563|4909486543787261963|97323.34
1669947588857|1669262540948|4909205068810551436|4888657395510675050|1424434.78
1669949951560|1668839689889|4781696904360624977|296111675499610556|126701.01
1669949999354|1665959926640|286823001268158878|278378751966839106|3746108.13
1669950077837|1660657200186|4836021574865782255|4881057571139486481|6794572.51
1669950147861|1669112798760|296956100429742582|4832362400168543532|3386025.52
1669950418224|1657854469697|4872050371884745999|4782259854314047006|9930134.95
1669951473041|1659787101166|266556802944991642|113434415614394918|4408730.43
1669952659996|1668763492857|4821947826030247975|295830200522900094|6913665.07
1669953571493|1667676090336|4843339924260259127|292171025825661441|2036071.04
1669953659691|1666506395569|4900197869555810520|4832643875145253189|4799680.59
1669953758811|1669629131185|298644950290006724|4881057571139486481|3462570.87
1669954245746|1664296230354|4739475657854026245|4892879520161333465|6144564.48
