createTime|dependencyTime|accountId|loanId|amount
1669807186775|1667152360227|4885561170766856377|4902168194392785046|7488645.11
1669807614598|1667152360227|4885561170766856377|4902168194392785046|15402765.21
1669808955957|1667065408984|245164704714981740|290200700988686558|624236.77
1669811110926|1664873297894|4894849844998308924|4689091637022818971|33963446.69
1669814001377|1665800321946|4789296728731813101|4897946069742125844|13956338.49
1669817580855|1661756264193|4872331846861455420|4884716745836724276|19304569.06
1669820523669|1651282755796|4847280573934207735|4850658273654735309|12383438.1
1669832627207|1667731995746|4904138519229759947|4868391197187506494|1072447.32
1669836223036|1668192943214|4905545894113314197|4883309370953171823|8833887.48
1669843870990|1636646900487|4754393831619692255|4803089002590635051|9033530.09
1669850231622|1669037684190|4908360643880419592|4901605244439363781|25011016.86
1669850604306|1669618278202|4910330968717394812|4867828247234085415|55039375.62
1669852999216|1666808972101|4733846158319812635|4901042294485942292|5082657.03
1669863714817|1666028502365|4890909195324359988|4898509019695547198|3408807.56
1669864071234|1668192943214|4905545894113314197|4890346245370938224|9018035.76
1669864384883|1658009580332|4872613321838166178|4850658273654734979|53612308.17
1669864906449|1669506160006|4909486543787263143|4910049493740683998|24966500.57
1669867474335|1669033221378|4901886719416074961|4908360643880419768|9053129.85
1669870856305|1669499314373|4852910073468421693|4909768018763973571|1980580.21
1669872007335|1666192311674|287385951221580423|272186302479204755|2393681.16
1669872316557|1658009580332|4872613321838166178|4850658273654734979|26395358.46
1669882900854|1669062538606|4905264419136603175|4908360643880419981|785793.34
1669883946820|1667224266416|4718365034600727466|4902449669369496138|8917708.33
1669885544710|1646626415933|176766285374292049|223772606484971574|32820345.8
1669886518307|1668538987164|4906671794020156442|4731312883529417347|65963862.68
1669888322355|1661541290971|4883872320906592286|4843902874213679127|284379.24
1669897477200|1668812546903|4907516218950287375|4781696904360624145|17186774.68
1669898751013|1669356963201|4883872320906593925|4909486543787262954|20194946.95
1669899270807|1667258186278|4902731144346207828|4892879520161334217|10418744.37
1669902004448|1646177448103|4834051250028806456|4784793129104441580|35037140.76
1669906213502|1660742360661|4881339046116196860|4831799450215121244|4706932.4
1669910168648|1667413670443|4803651952544057030|4903012619322917913|5735521.92
1669910415580|1668247416058|214765407230230816|294141350662635689|3514038.71
1669910710286|1667058980054|4901886719416075198|4895975744905151062|76380.19
1669918593845|1669373867881|4909486543787261963|4901323769462652935|487857.13
1669920630447|1667088202482|4850939748631445516|4902168194392784905|9330520.53
1669920722127|1669070840765|285978576338026909|296674625453031690|746436.12
1669924688771|1650416791840|236157505460240778|227431781182210304|1581529.63
1669925827251|1668812144067|4907234743973577306|4907516218950287758|13380539.93
1669926073371|1668596571439|131448814123876944|295267250569478516|6741036.72
1669933294885|1665742456521|4897664594765415592|4882746420999750369|492305.93
1669933809792|1669115486285|4908642118857131749|4898790494672258093|22347902.94
1669945990359|1669721632299|4910612443694105101|4892598045184622954|18194439.04
1669947933828|1665269633497|4896257219881862365|4856287773188948744|18797702.65
1669951497986|1669115486285|4908642118857131749|4899634919602390060|9833484.51
1669952958779|1666335531971|4899634919602390323|4886968545650410299|4713362.81
1669956546874|1642473082111|4779445104546939854|4821947826030248542|6341789.52
1669957577390|1640268548601|4772408230129173636|4814629476635771596|53742942.91
1669960384299|1669702680824|4894568370021597691|4910612443694104921|61758981.25
1669961083805|1664461098319|273030727409336903|281756451687367024|4391575.13
1669965021633|1651178995759|4850376798678024353|4830110600354857086|2431457.95
1669969028223|1664569416836|4893723945091466852|4870924471977903057|23762.16
1669969888702|1665705628716|4897664594765415378|4807592602218005090|57884866.0
1669969915448|1669544267823|271060402572362426|298363475313295791|3858490.75
1669971238592|1669493933518|4909768018763972678|4876272496535404603|1141441.54
1669971917931|1665071636882|4895412794951730638|4839399274586309521|2580607.02
1669974912430|1668193697986|4905545894113314009|4738912707900605186|9722622.52
1669974950986|1667542316198|291889550848950308|286541526291447829|186536.44
1669978407790|1655896430211|4792955903429050686|4865576447420399854|287146.67
1669985312060|1668003617008|4904982944159892521|4902168194392785548|24622925.15
1669987425949|1668538987164|4906671794020156442|4731312883529417347|48205438.31
1669989840383|1667296298133|4770437905292198193|4902731144346206441|1516342.98
1669991346196|1666937974118|4901605244439365026|4877398396442248063|7730952.3
1669991605463|1668386310309|4906390319043445019|4887812970580541651|24871683.08
1669992817119|1669121960561|4892879520161333431|4908642118857130133|9644343.11
1669996026175|1663918472374|253608954016301868|280067601827103227|2308976.11
1669996711282|1669586785643|4706261610602169223|4910049493740683819|5746165.91
1669999320977|1669170484895|4908923593833841495|4903575569276338696|5810368.23
1670004279376|1664285624707|132856189007430471|281193501733945864|1812960.51
1670005385295|1667979344128|4904982944159892955|4900197869555811223|8414300.0
1670007275907|1667721156610|4904138519229760988|4900197869555811223|27568196.81
1670009122534|1668312886658|4875709546581983508|4906108844066734285|28205474.94
1670010323563|1657351539792|4797740978033131808|4870361522024480980|17080032.17
1670010955675|1664569416836|4893723945091466852|4870924471977903057|39896293.19
1670012593578|1655092933310|4863043172630004394|4847280573934207407|1086706.47
1670014547449|1669295770890|4901605244439364629|4909205068810551935|2693115.37
1670016238634|1668596961049|4863043172630003753|4906953268996866079|39266825.59
1670017502128|1666937974118|4901605244439365026|4881057571139486593|4.09
1670018770238|1665155036660|4789015253755102609|4895694269928440683|797623.09
1670028343633|1669496344288|4874020696721720987|4909768018763973637|22862839.97
1670029591985|1663584492795|4867265297280664752|4890627720347648741|108745.88
1670029808028|1658126674549|4872894796814877182|4831799450215121244|465212.21
1670032725968|1669259972421|4909205068810552077|4891472145277780438|18427924.09
1670033514091|1668791232830|4874865121651851376|4907516218950287459|23571434.56
1670036185383|1669511782012|277252852059996456|298363475313295537|74670362.83
1670040215859|1632787218887|4773534130036015819|4790422628638654903|9495596.68
1670042708860|1667040240929|4854035973375264392|4901886719416075248|61681046.55
1670043073105|1668247416058|193091834023510301|294141350662635689|2687155.25
1670050128819|1669373867881|4909486543787261963|4901323769462652935|126915.6
1670051613157|1669683622142|4910612443694105025|4859383997932765496|8630162.85
1670052992789|1667714761543|4892879520161333797|4904138519229759866|10846104.43
1670055175084|1658720109115|4843621399236968618|4874865121651851401|1927021.03
1670055358997|1664317004241|4842776974306837906|4893160995138044781|17324879.42
1670061265257|1644460701261|216735732067205942|205476732998779392|4842307.13
1670062200626|1668192943214|4905545894113314197|4890346245370938224|28248441.31
1670071670398|1668038339490|4905264419136603175|4904419994206470798|7209400.54
1670071730533|1669702856574|4879931671232643366|4910612443694104796|8513946.54
1670072249433|1669373867881|4909486543787261963|4906108844066734085|5791538.87
1670075113475|1665197452820|229683580995895947|284289726477762967|498479.14
1670075514594|1647105894877|4836865999795914058|4815192426589193038|50801821.06
1670076683302|1657273492758|4870080047047771613|4824481100820644761|17588025.98
1670081225034|1669685717970|4884716745836725885|4910612443694105566|86137.29
1670081310581|1663971448758|4877679871418958311|4892035095231201605|623898.72
1670084476839|1649464529486|4670232813583204413|4844747299143811125|36084404.53
1670095072486|1663567361302|4862761697653293779|4890627720347648443|5494125.61
1670095543288|1665210869683|4895975744905150713|4838273374679466175|12970755.9
1670097077762|1669499314373|4906953268996867646|4909768018763973571|27431.8
1670097541960|1669536347817|271341877549072920|298363475313295702|5725185.72
1670098418884|1669072093385|4908642118857131055|4877116921465537172|6690247.28
1670102444825|1663481609670|278660226943549568|246290604621824077|12310472.03
1670102642323|1666923612633|4852065648538289475|4901605244439364425|2487925.73
1670102993961|1669109197302|4902731144346206797|4908642118857130375|1266858.07
1670105233631|1669189593359|238409305273925992|297237575406452953|2007362.16
1670111904211|1648153370000|4840525174493152111|4722305684274676248|50155340.39
1670113015694|1669170484895|4908923593833841495|4903575569276338696|18111163.7
1670113728993|1668596571439|131448814123876944|295267250569478516|8961235.34
1670114791189|1656733032098|256705178760118278|36310271995674626|21835968.01
1670118878634|1669499314373|4818288651333011007|4909768018763973571|25527302.83
1670123568182|1669031848162|4908360643880419575|4829547650401435840|4904734.43
1670123690664|1665242796717|255579278853275863|284289726477762677|33880560.79
1670124648994|1647848236693|177610710304424261|227713256158920890|4665894.07
1670125748776|1669025864873|4908360643880420632|4817444226402878254|2321738.26
1670126096197|1648340619127|4821947826030249388|4841088124446573443|13839861.16
1670130121680|1648985886563|231372430856159833|209135907696017786|17388573.14
1670131102562|1668597002988|4820258976169984518|4906953268996866402|151168.32
1670131110299|1667996372879|293296925732503669|154811237190860873|2908364.89
1670132290812|1667807148784|254171903969722805|292733975779082517|18783857.39
1670132742822|1669279764022|126100789566374080|297519050383163498|29555617.19
1670132810959|1669295770890|4901605244439364629|4909205068810551935|4708548.92
1670133007275|1664896093316|4717802084647305419|4894849844998307999|60909436.85
1670133715600|1658267780990|4804496377474187777|4873457746768298334|58895385.57
1670134160156|1666446935855|259238453550514240|288230376151711787|11983563.1
1670140682328|1669702856574|4879931671232643366|4910612443694104796|38899586.09
1670141277958|1666937974118|4901605244439365026|4894568370021598080|10956769.04
1670145002816|1665180592793|4895975744905150715|4856006298212237506|4833947.58
1670146177276|1669511782012|289356276058554666|298363475313295537|30568373.23
1670150251878|1641727470669|207728532812464884|199002808534434255|36881630.99
1670150924314|1662844927724|4888094445557253392|4861072847793029930|20538145.39
1670153084910|1667088202482|4850939748631445516|4902168194392784905|12446128.57
1670156077832|1662706384996|252483054109458441|276126952153153539|6074547.54
1670158449943|1663783871512|4891190670301070178|4845591724073943567|1974882.6
1670161785665|1667297890521|4779163629570228603|4902731144346206481|36730896.14
1670162798634|1667830803041|253608954016301868|292733975779082749|26067340.96
1670164903255|1666255982858|4899353444625680001|4731875833482839015|52934863.08
1670166652502|1666379597453|4866139397373821199|4899634919602389194|10121701.66
1670166935718|1653787722150|4796333603149579172|4858821047979344451|23333138.93
1670174856968|1669893113926|4862761697653294232|4911175393647526615|3807011.07
1670175713036|1669373867881|4909486543787261963|4906108844066734085|1250976.31
1670178876889|1665180592793|4895975744905150715|4856006298212237506|32575070.73
1670181101398|1670049522925|4911738343600947955|4911175393647526347|19797698.47
1670182166987|1646004048764|4833488300075385041|4752704981759426721|47621222.97
1670186091717|1668812144067|4907234743973577306|4907516218950287758|654833.04
1670189150522|1661038262577|4882464946023039325|4873176271791587585|9320646.62
1670192737635|1665945577573|4898227544718836080|4857976623049212168|3600045.53
1670193375685|1669258398070|266556802944991642|297519050383163655|17335753.75
1670193427872|1667340844378|248823879412220242|291045125918818502|4491514.34
1670196020073|1663971448758|4868391197187506662|4892035095231201605|38713390.29
1670200573476|1669586581773|4908360643880419575|4910049493740683454|35568990.65
1670200982894|1667998154724|293296925732504363|280067601827103227|3341384.31
1670202400290|1656351208684|4866983822303953822|4840525174493151802|6524328.07
1670204931140|1667208502130|4889220345464095272|4902449669369495929|400353.23
1670210996754|1630809018415|4712454060089803328|4783948704174309764|16694838.21
1670214207228|1665155036660|4789015253755102609|4895694269928440683|20528507.16
1670216150260|1667288775709|273875152339468901|291045125918818691|1539199.27
1670218722267|1661662523795|272467777455915236|272749252432625789|28115737.01
1670220818464|1666923612633|4821103401100117314|4901605244439364425|622628.99
1670222868170|1669642476703|4910330968717393921|4885279695790145538|46515579.81
1670223599039|1645662603364|4781415429383914453|4832362400168542825|8752552.98
1670225432740|1658247038149|4873176271791588011|4847280573934207407|14180336.22
1670226421417|1669025953639|296674625453031578|293015450755792983|2940123.31
1670226435346|1665763914437|4872613321838167088|4897664594765415058|23146246.55
1670231504889|1655121756390|4835458624912360395|4863043172630004316|6852931.58
1670232203436|1669062538606|4905264419136603175|4908360643880419981|2717901.99
1670232946094|1668278287826|4889501820440806235|4905827369090023948|15161504.69
1670236650711|1670049522925|4911738343600947955|4911175393647526347|64011421.01
1670237332970|1643749937304|4826169950680909446|4797740978033132524|17272331.59
1670238095208|1662131438009|4781415429383914453|4885842645743567464|23767717.88
1670240440947|1647875498752|4777193304733255119|4839399274586309521|10894517.53
1670241346624|1653787722150|4796333603149579172|4858821047979344451|6735072.05
1670241385100|1663869678708|279786126850392328|247697979505377432|16914003.27
1670241831788|1669702680824|4894568370021597691|4910612443694104921|16358177.4
1670248666072|1663996230161|280349076803814101|221802281647997382|755274.55
1670250820847|1669218240720|4796333603149578275|4908923593833840665|38276517.24
1670253937519|1667807929857|4713861434973356137|4904419994206470240|9873000.46
1670255792685|1664584737640|197032483697459958|282319401640788432|2201099.19
1670260592991|1669258398070|266556802944991642|297519050383163655|11273746.54
1670260874245|1669586581773|4895975744905150713|4910049493740683454|1191439.96
1670264183376|1652362346219|4854035973375263217|4818288651333009738|11283169.74
1670266662615|1670049522925|4911738343600947955|4911175393647526347|22728497.0
1670267686968|1666446935855|259238453550514240|288230376151711787|3456867.71
1670268470513|1667413670443|4674736413210576584|4903012619322917913|5784717.01
1670272095424|1667194246244|4902449669369496522|4855161873282105945|7047070.15
1670273260354|1639810550992|201536083324829769|199565758487855151|13940670.26
1670275339410|1670262807041|4879087246302511912|4912301293554368998|1458311.69
1670276061503|1666843547095|289637751035265186|262897628247752797|40265746.49
1670276294008|1669170484895|4908923593833841495|4903575569276338696|42692864.71
1670285577835|1664285624707|139893063425196870|281193501733945864|53108554.19
1670288129740|1670001763958|299770850196849079|299770850196848921|68139101.34
1670291066853|1668512832777|4906671794020156444|4713017010043224709|8569403.27
1670297455021|1669294896080|4909205068810552803|4874302171698430876|59379656.78
1670297736078|1669373867881|4909486543787261963|4906108844066734085|159187.43
1670298031597|1666937974118|4901605244439365026|4877398396442248063|693551.71
1670299869489|1668192943214|4905545894113314197|4890346245370938224|488112.85
1670301144180|1669642476703|4910330968717393921|4885279695790145538|28984073.48
1670301968651|1665311636753|4896257219881862554|4805340802404320116|4948024.98
1670303728674|1670131910566|300333800150270434|158751886864810288|22630827.32
1670304228288|1670267006493|300615275126980715|207447057835753540|37505053.17
1670308273526|1669926498709|4889501820440806235|4911175393647526410|26564377.3
1670312611837|1667681867535|4779445104546938971|4903857044253048908|50603778.85
1670313741072|1669383758747|4909486543787262732|4895131319975018963|137599.51
1670313869512|1670201476407|4892035095231201409|4912301293554368625|928679.85
1670315852352|1667789806707|4901886719416075198|4904419994206470740|46766820.83
1670315855450|1658990321389|4875709546581984403|4839962224539730644|6408404.22
1670316650918|1668221970621|4822229301006959479|4905827369090023968|10723026.54
1670318251430|1664985293358|283445301547631189|279786126850392440|1369900.65
1670324705784|1660212057691|264586478108017364|267964177828544965|19708681.92
1670326239690|1667194246244|4902449669369496522|4855161873282105945|35924546.92
1670328840954|1669095440707|4908642118857131177|4882746420999750369|7118627.87
1670330399533|1667475514647|230528005926027947|291608075872240038|204501.34
1670330581610|1666188083252|4800555727800238154|4899071969648967742|11994718.26
1670331725119|1666100896615|287104476244869544|177329235327713549|2695656.7
1670331822765|1643835427625|4826451425657619313|4730186983622574618|4991726.47
1670332909004|1669329917439|287104476244869892|297519050383163867|35532708.71
1670334230025|1662373860332|4746794007248503300|4886687070673699169|399446.6
1670335446951|1670286606845|4903857044253049266|4912582768531079468|38515972.97
1670340014458|1668940594510|4908079168903710414|4804777852450898974|33756630.64
1670341208649|1668386310309|4906390319043445019|4902731144346206418|25278.16
1670343179503|1669343574730|4872613321838166178|4909486543787262080|25785597.66
1670348885173|1669095440707|4908642118857131177|4854598923328684770|65535356.86
1670349435280|1637323846570|193373309000221064|144115188075856122|4968814.01
1670349466042|1668386310309|4906390319043445019|4902731144346206418|480647.04
1670353892821|1668103558752|4879931671232643366|4905264419136602335|50596118.83
1670357668721|1661396357168|4789296728731812594|4883590845929882057|14630256.49
1670360249611|1669685717970|4866983822303954556|4910612443694105566|1140588.7
1670363522815|1664242012700|4879931671232643366|4892879520161333469|14398238.17
1670364888717|1631918078949|4787607878871549307|4727372233855468382|20243112.22
1670372236601|1666358381344|4889220345464096483|4899634919602390060|46802933.27
1670373121014|1662011431049|273875152339468535|116530640358211722|7948597.71
1670374443188|1669702680824|4894568370021597691|4910612443694104921|14515120.68
1670378273649|1662080604886|4840525174493151768|4885842645743567214|398991.14
1670378723607|1666591192821|4892316570207912946|4900479344532521588|4579535.79
1670385110956|1666939583417|4901605244439364127|4899634919602389363|24116473.25
1670386875206|1669682593630|4907234743973577306|4910612443694104973|25799403.6
1670387153225|1666255982858|4899353444625680001|4874020696721720296|34931252.9
1670387446757|1663481609670|278660226943549568|246290604621824077|6691958.81
1670388442180|1667279159858|4901605244439364629|4902731144346206846|4663529.93
1670388600486|1645016598584|4783104279244179042|4830110600354857935|17496916.66
1670389145325|1668600554555|4862761697653294109|4906953268996866695|14881040.03
1670389740351|1665109006809|4895694269928441165|4862761697653293904|12735700.19
1670389991897|1664723564138|4894286895044886556|4853191548445130774|58796.45
1670390576766|1669677846635|4877679871418958676|4910612443694105095|23117085.56
1670392217625|1669025864873|4908360643880420632|4755801206503244591|88323803.36
1670393399969|1670136942993|4888094445557252271|4912019818577657999|1486971.79
1670394265029|1667335344112|291045125918818694|199565758487855347|28042991.32
1670395199603|1670310746183|4903575569276339661|4912582768531080077|5848751.0
1670396768338|1620942582433|136233888727957784|140174538401906852|531945.52
1670397926500|1641769666770|4819696026216563931|4760304806130615045|4919971.23
1670403363253|1665965595119|285978576338026822|286823001268158652|34082457.83
1670405583928|1658747642211|4874865121651851376|4872050371884744802|7413782.65
1670413291696|1664731025484|4879650196255933283|4894286895044887054|26345615.18
1670414172999|1649531804058|233342755693133887|217017207043915813|980302.85
1670414411488|1669072093385|4908642118857131055|4897664594765415058|6387667.35
1670422764087|1666873357295|4901323769462653778|4720335359437701636|582960.37
1670423194975|1618320101037|131730289100587374|83598068083065056|38007562.64
1670424618548|1660970632463|4857413673095792059|4882183471046329225|32367.49
1670425862298|1667370772663|4879650196255933745|4903012619322917689|4437538.84
1670427455580|1668298664156|4859946947886188028|4906108844066735014|9243797.89
1670430092429|1670201476407|4905545894113312899|4912301293554368625|1441756.01
1670430325010|1670279164304|4695847036463874703|4912301293554368933|2640516.96
1670430350952|1657090950402|123004564822557070|257831078666961153|292013.98
1670430811644|1662455019177|4886968545650409659|4866139397373821082|4396513.05
1670434931748|1654726103454|4861917272723161124|4793237378405761050|42991681.0
1670435710440|1663299084234|4889783295417517226|4882746420999750369|1332411.91
1670437946783|1666458978437|4869235622117639110|4899916394579100247|12397902.99
1670441880998|1660387131880|4879931671232643977|4880213146209354288|848071.57
1670442673269|1667086247870|271623352525783048|290482175965396996|37761236.25
1670446088057|1670130315040|4912019818577659061|4882183471046329063|8000540.23
1670447061825|1662339827322|4871205946954613939|4886687070673699558|2909564.8
1670448577426|1669041284347|4908360643880420890|4738631232923894711|37512587.11
1670449490209|1667731995746|4904138519229759947|4866139397373821243|1840153.09
1670451525074|1658747642211|4874865121651851376|4868672672164216933|5006.23
1670454942804|1611575291678|109775240917156585|68398419340689866|39450982.21
1670455865180|1669227975383|4894568370021597691|4908923593833840984|17965783.35
1670458479614|1667105073123|4902168194392784951|4897664594765414447|6745189.09
1670458704677|1669041284347|4908360643880420890|4696972936370717621|17571751.42
1670459133239|1666668034637|4834895674958939764|4900760819509232602|440761.92
1670460359515|1670267006493|300615275126980715|207447057835753540|33793771.79
1670460518127|1668597002988|4820258976169984518|4906953268996866402|330548.49
1670460677250|1668600554555|4741164507714290715|4906953268996866695|11126069.39
1670463555554|1658815059315|4875146596628562794|4854598923328684563|44718324.93
1670463575362|1650455551973|4818007176356300028|4847843523887629085|7135227.01
1670465659209|1666379597453|4866139397373821199|4899634919602389194|8434807.37
1670470740717|1663832515095|4891472145277781644|4873457746768298997|342998.24
1670475873454|1667370772663|4879650196255933745|4903012619322917689|951565.85
1670477755576|1669642476703|4910330968717393921|4893160995138043905|50740304.3
1670480242527|1668276822067|4905827369090024411|4852910073468420714|2232382.33
1670480252958|1668981694808|4899353444625679245|4908079168903709234|483523.89
1670480917749|1666840720295|289637751035265550|231935380809580884|69621290.44
1670481478980|1659328130281|4745105157388239975|4876835446488826557|27101302.56
1670482456554|1664285624707|203787883138515781|281193501733945864|13984654.37
1670482740729|1666471652747|4895694269928440594|4899916394579100122|11055190.21
1670484764335|1666488969544|4900197869555811176|4718365034600727057|24910894.39
1670487514974|1665766329392|4865013497466979881|4897664594765415356|12132263.78
1670489984462|1667121965547|4887812970580542773|4902168194392785727|1094339.04
1670492228621|1667919748714|241505530017743453|293015450755793279|1401109.62
1670497181407|1669786969420|299207900243427656|151715012447043776|605125.1
1670501691734|1668769613463|295830200522900140|291608075872240038|5275.21
1670504866604|1669264701886|297237575406453237|297519050383163710|50715355.62
1670510235530|1664584737640|278097276990128887|282319401640788432|10771074.29
1670510838639|1655121756390|4835458624912360395|4863043172630004316|1099544.45
1670511491481|1645373435437|4696128511440585500|4831236500261700061|5997338.53
1670511537968|1668844856129|4832362400168543386|4907797693926998742|47832194.55
1670512749288|1669685717970|4841932549376706175|4910612443694105566|8653971.99
1670517790611|1666884837823|4890909195324358737|4901323769462652996|3973347.8
1670518142825|1669624365481|4909205068810552077|4910330968717394388|42626949.65
1670518262504|1669624365481|4909205068810552077|4910330968717394388|37627688.74
1670518490965|1666808972101|4733846158319812635|4901042294485942292|2480869.51
1670520650633|1669624365481|4909205068810552077|4910330968717394388|37088771.21
1670521312832|1669070840765|285978576338026909|296674625453031690|29634192.96
1670521550069|1668298664156|4859946947886188028|4906108844066735014|1061634.47
1670521668894|1666409990009|4899916394579100190|4863606122583425397|24180316.47
1670524266637|1660745636556|254734853923143961|269653027688808615|604665.56
1670525293221|1669721632299|4910612443694105101|4707106035532300647|23139130.9
1670525761153|1665275974079|284571201454473946|157625986957967815|70450741.79
1670526815131|1655121756390|4835458624912360395|4863043172630004316|9359613.67
1670527782787|1660033326625|4879087246302511912|4863606122583425511|12210060.35
1670530620792|1669992705293|299770850196849427|272186302479204844|6691269.43
1670535177404|1670223803334|4902449669369497232|4912301293554369533|43769787.53
1670537578208|1668790474621|295830200522899713|265430903038148754|2874298.37
1670540103654|1665704466683|4869235622117638406|4897664594765414596|2125055.93
1670544518759|1669041284347|4908360643880420890|4905264419136603062|7418050.79
1670546601173|1662023321085|4827858800541172595|4885561170766856732|5775107.22
1670548494152|1657941244780|260645828434067518|95138542128201763|34008226.11
1670549217716|1670520013159|4908923593833840804|4913145718484500612|39223902.63
1670549635381|1662706384996|252483054109458441|276126952153153539|48248037.0
1670555386273|1666574328454|4896820169835284198|4900479344532522030|8574687.41
1670555443606|1670236980341|253890428993011801|300615275126980670|2904778.53
1670557891591|1670223803334|4908923593833842321|4912301293554369533|665736.68
1670559148474|1663582211385|4764245455804563826|4890627720347648268|47028171.24
1670559538685|1664675274453|103864266406232854|282600876617499120|293377.07
1670560075762|1669085187479|296956100429742506|293859875685925139|58868242.17
1670560842548|1666662620422|4900760819509231908|4876835446488826070|4275439.03
1670561320886|1667058980054|4901886719416075198|4900479344532521557|5555802.06
1670562912322|1670533723619|299770850196849079|301459700057112856|23346474.05
1670565169485|1661840658937|4877679871418958676|4884998220813435398|43917098.67
1670569508282|1658009580332|4872613321838166178|4853473023421841538|3034802.81
1670569652806|1668385782194|4906390319043445882|4790422628638655176|15085565.16
1670570657588|1667931987561|4857976623049212869|4904701469183181400|35179526.07
1670571346247|1668178479499|4905545894113313861|4902449669369496224|12362917.84
1670574437379|1669369553945|4909486543787263143|4908923593833841373|21486577.7
1670576051607|1663434135678|4890064770394228018|4886968545650410299|223465.0
1670576773410|1666255982858|4899353444625680001|4731875833482839015|12117125.76
1670578790900|1668276822067|4905827369090024411|4852910073468420714|4171917.26
1670583445507|1656650686945|256423703783407860|252764529086169222|289748.2
1670584277226|1670136942993|4888094445557252271|4912019818577657999|784592.2
1670586425192|1661510718362|222928181554840200|272186302479204755|8143545.47
1670591387742|1670407457424|292733975779082590|301178225080402131|22552713.91
1670591620803|1668363309216|4906108844066734540|4905545894113313084|27929012.03
1670591922080|1645714091541|220676381741155135|217298682020626948|275161.81
1670594127509|1655236834918|4846717623980786208|4863606122583425397|23791125.58
1670596756118|1669373867881|4909486543787261963|4902168194392784904|81991793.01
1670598265701|1668538987164|4906671794020156442|4771000855245619841|6637650.56
1670598686106|1669988703061|296956100429742506|299770850196848913|38271978.52
1670599018636|1670223803334|4908923593833842321|4912301293554369533|2131305.75
1670601116714|1662837420027|4881057571139486172|4888094445557252419|1010245.76
1670602475262|1669279764022|126100789566374080|297519050383163498|69224018.8
1670606054524|1670533723619|299770850196849079|301459700057112856|29880015.44
1670608774666|1668474888031|294985775592767827|284008251501052106|10158838.06
1670609341138|1669893113926|4881901996069618841|4911175393647526615|66329142.44
1670609940833|1658149139436|4872894796814878178|4865013497466979227|56118585.05
1670609978050|1670267006493|300615275126980715|164099911422312517|3090830.98
1670615958499|1661174624954|133419138960850960|271060402572361736|13453067.03
1670617138743|1669721632299|4910612443694105101|4892598045184622954|27497249.33
1670618262390|1670521515810|301459700057113130|280349076803813725|6769565.32
1670619586080|1669642476703|4910330968717393921|4893160995138043905|11848611.51
1670620101481|1646310527498|4834332725005517211|4723994534134939940|1645463.33
1670620111104|1666662620422|4900760819509231908|4785074604081152215|8388559.17
1670620565507|1670533723619|299770850196849079|301459700057112856|1504935.7
1670620753655|1633389142507|4680928862698209493|4792392953475629222|34620523.21
1670620858544|1667681867535|4779445104546938971|4903857044253048908|45060516.41
1670621134303|1669685717970|4884716745836725885|4910612443694105566|1538990.09
