createTime|dependencyTime|personId|loanId|loanAmount|balance|loanUsage|interestRate|org
1670599051279|1655873474713|24189255811333|4913427193461211516|85916803.0|85916803.0|investing|0.02|Bank of America
1670628873194|1656617333630|26388279067233|4913708668437922620|54932174.0|54932174.0|other|0.085|Capital One
1670629060899|1650204445598|24189255811665|4913708668437922603|68795753.0|68795753.0|major purchases|0.079|Upstart
1670641767502|1626310841459|15393162789477|4913708668437922626|32520444.0|32520444.0|debt consolidation|0.028|BlueVine
1670652477030|1665639726086|28587302322459|4913708668437922194|72434150.0|72434150.0|medical expenses|0.085|Prosper
1670657549773|1624087426107|15393162789021|4913708668437922029|17610996.0|17610996.0|renovations|0.098|Capital One
1670694913396|1613057457204|10995116277854|4913708668437921938|82492340.0|82492340.0|vacations|0.088|Citibank
1670696760796|1670509475935|30786325578303|4913708668437922573|4797572.0|4797572.0|other|0.069|Citibank
1670702212421|1667033156892|28587302322858|4913708668437922706|86914468.0|86914468.0|vacations|0.075|BlueVine
1670708132098|1670638940676|30786325578096|4913708668437922281|97699032.0|97699032.0|business ventures|0.022|PNC Bank
1670721838177|1648621090436|21990232556159|4913990143414633306|23918940.0|23918940.0|funerals|0.088|Prosper
1670747369535|1670638940676|30786325578096|4913990143414632940|18405920.0|18405920.0|renovations|0.054|Patch of Land
1670761891154|1670232656183|30786325578280|4913990143414633198|23127761.0|23127761.0|education|0.001|RealtyMogul
1670770724488|1657523500593|26388279066933|4913990143414632872|77858269.0|77858269.0|debt consolidation|0.036|BlueVine
1670782419235|1660308883757|26388279067138|4913990143414633143|74130356.0|74130356.0|major purchases|0.067|Fundrise
1670785125383|1661769531540|26388279067423|4913990143414633520|89086796.0|89086796.0|investing|0.026|Funding Circle
1670815398857|1670714420228|30786325578436|4914271618391344052|31246880.0|31246880.0|renovations|0.019|OneMain Financial
1670840159421|1668520628882|28587302322628|4914271618391343716|49261992.0|49261992.0|medical expenses|0.047|Wells Fargo
1670843719747|1670232656183|30786325578280|4914271618391343853|5017202.0|5017202.0|vacations|0.031|SunTrust
1670857114332|1669061021821|28587302322435|4914271618391343478|50534243.0|50534243.0|investing|0.031|Earnest
1670871329157|1634268851004|17592186045087|4914271618391344010|95263305.0|95263305.0|funerals|0.091|Earnest
1670871398852|1645722690142|21990232555657|4914271618391343307|94614492.0|94614492.0|other|0.047|OnDeck
1670930163229|1663907223078|28587302322297|4914553093368053940|43537557.0|43537557.0|renovations|0.017|OneMain Financial
1670965207696|1659886353528|26388279066773|4914553093368053982|85626240.0|85626240.0|vacations|0.065|Marcus by Goldman Sachs
1670968174411|1607572188079|8796093022409|4914553093368054049|44973290.0|44973290.0|other|0.092|US Bank
1670983768141|1654072511945|24189255811183|4914834568344764584|41822584.0|41822584.0|renovations|0.044|Avant
1671003488719|1624847410624|15393162789080|4914834568344764723|40479700.0|40479700.0|investing|0.013|LightStream
1671041382500|1647713918396|21990232555607|4914834568344764551|70797839.0|70797839.0|major purchases|0.037|Navy Federal Credit Union
1671070459887|1658080016908|26388279067181|4915116043321475829|35609721.0|35609721.0|vacations|0.033|Prosper
1671087426859|1667447129959|28587302322663|4915116043321475722|38174472.0|38174472.0|vacations|0.023|SunTrust
1671097779001|1648621090436|21990232556159|4915116043321475931|51247050.0|51247050.0|investing|0.001|PNC Bank
1671112205759|1668520628882|28587302322628|4915116043321475683|31463431.0|31463431.0|renovations|0.095|Patch of Land
1671136339890|1670638940676|30786325578096|4915116043321475562|97971140.0|97971140.0|major purchases|0.001|SoFi
1671147256682|1669243138426|28587302322710|4915116043321475795|44823172.0|44823172.0|debt consolidation|0.047|State Farm Bank
1671150195729|1668599084291|28587302322800|4915397518298186572|17388201.0|17388201.0|other|0.1|Wells Fargo
1671162719273|1581795747148|499|4915397518298186397|22793232.0|22793232.0|medical expenses|0.025|Capital One
1671165249787|1667032803563|28587302322592|4915397518298186285|10260117.0|10260117.0|investing|0.048|Kabbage
1671194041938|1670509475935|30786325578303|4915397518298186510|18563915.0|18563915.0|funerals|0.009|BlueVine
1671229087544|1663068281189|28587302322284|4915397518298185890|22052996.0|22052996.0|medical expenses|0.069|Rocket Loans
1671238874026|1628031398287|15393162789261|4915678993274896912|76462350.0|76462350.0|education|0.035|SunTrust
1671239884526|1664034427327|28587302322685|4915678993274897072|97998263.0|97998263.0|business ventures|0.076|Citibank
1671284312551|1639506479532|19791209300551|4915678993274897180|31918544.0|31918544.0|funerals|0.021|Marcus by Goldman Sachs
1671291246444|1669794979056|30786325577996|4915678993274896767|68423976.0|68423976.0|investing|0.001|Upstart
1671348477788|1662462614985|26388279066950|4915960468251607475|4893718.0|4893718.0|weddings|0.065|Capital One
1671358184824|1648260488252|21990232556020|4915960468251607711|97381976.0|97381976.0|funerals|0.088|Peerform
1671366823210|1647631749637|21990232556193|4915960468251607948|99052316.0|99052316.0|major purchases|0.013|Kabbage
1671393683294|1668759493433|28587302322328|4915960468251607264|45038309.0|45038309.0|debt consolidation|0.063|BlueVine
1671418340600|1660618245883|26388279066851|4916241943228318015|44319065.0|44319065.0|debt consolidation|0.095|Navy Federal Credit Union
1671532470453|1663390066434|28587302322855|4916523418205029263|39337692.0|39337692.0|other|0.02|Funding Circle
1671535296746|1624087426107|15393162789021|4916523418205028586|16112125.0|16112125.0|medical expenses|0.035|SoFi
1671543513634|1662107892461|26388279067033|4916523418205028899|85048901.0|85048901.0|investing|0.002|LendingPoint
1671556383191|1619145993472|13194139533432|4916523418205028528|32395462.0|32395462.0|weddings|0.076|LendingPoint
1671589931992|1670232656183|30786325578280|4916804893181739755|44318654.0|44318654.0|investing|0.075|Citibank
1671591492383|1579231970477|426|4916804893181739581|86006506.0|86006506.0|weddings|0.058|Discover
1671616940413|1665639726086|28587302322459|4916804893181739408|3316816.0|3316816.0|weddings|0.077|LightStream
1671656821570|1623166820508|13194139533370|4916804893181739103|27136877.0|27136877.0|major purchases|0.026|RealtyMogul
1671718782942|1606922326551|8796093022693|4917086368158450308|22371238.0|22371238.0|renovations|0.077|Bank of America
1671736949301|1669061021821|28587302322435|4917086368158450040|54876486.0|54876486.0|education|0.047|TD Bank
1671760162704|1666388312380|28587302322578|4917367843135160855|65003998.0|65003998.0|weddings|0.095|Peerform
1671790577631|1631091055845|17592186045014|4917367843135161138|12233993.0|12233993.0|other|0.092|LightStream
1671794031715|1670638940676|30786325578096|4917367843135160811|10985166.0|10985166.0|renovations|0.08|Kabbage
1671836822686|1629750950781|15393162789435|4917367843135161095|83453064.0|83453064.0|weddings|0.033|Peerform
1671847425715|1668728884527|28587302322521|4917649318111871434|59300095.0|59300095.0|vacations|0.064|SoFi
1671849128052|1648723319502|21990232555853|4917649318111871420|88432571.0|88432571.0|medical expenses|0.073|RealtyMogul
1671855396173|1669243138426|28587302322710|4917649318111871698|5127126.0|5127126.0|weddings|0.075|Capital One
1671879842744|1620805975178|13194139533696|4917649318111871487|60414792.0|60414792.0|renovations|0.034|LendingClub
1671885411159|1651854445175|24189255811464|4917649318111871499|73187883.0|73187883.0|investing|0.09|Upgrade
1671891163450|1671685513632|30786325577806|4917649318111871098|17446071.0|17446071.0|vacations|0.012|Wells Fargo
1671894254041|1591478168168|4398046511274|4917649318111871228|40616732.0|40616732.0|investing|0.025|LightStream
1671921983175|1664034427327|28587302322685|4917649318111871663|31657282.0|31657282.0|major purchases|0.051|Upstart
1671935960170|1670232656183|30786325578280|4917930793088582380|46409204.0|46409204.0|other|0.017|Capital One
1671937636418|1670714420228|30786325578436|4917930793088582578|22116072.0|22116072.0|other|0.05|Marcus by Goldman Sachs
1671960309280|1605577602648|8796093022752|4917930793088582362|42229727.0|42229727.0|debt consolidation|0.045|Kabbage
1671976866634|1661482535424|26388279066767|4917930793088581841|18902798.0|18902798.0|education|0.066|Bank of America
1671981658849|1659185264264|26388279067010|4917930793088582147|25771155.0|25771155.0|investing|0.096|SunTrust
1672022013268|1670309119917|30786325578005|4918212268065292683|38909650.0|38909650.0|vacations|0.023|Bank of America
1672028231437|1670714420228|30786325578436|4918212268065293233|92052568.0|92052568.0|renovations|0.011|LightStream
1672040062973|1670309119917|30786325578005|4918212268065292682|56834251.0|56834251.0|weddings|0.02|Rocket Loans
1672083391148|1641618383387|19791209300163|4918212268065292572|79816119.0|79816119.0|other|0.085|Marcus by Goldman Sachs
1672086946156|1668759493433|28587302322328|4918212268065292514|6183037.0|6183037.0|other|0.026|Upstart
1672118373309|1641097074081|19791209300478|4918493743042003635|22760515.0|22760515.0|business ventures|0.049|Upgrade
1672120495033|1614778596687|10995116277833|4918493743042003058|29034105.0|29034105.0|vacations|0.028|Upgrade
1672120895122|1644879394649|21990232555896|4918493743042003447|7246895.0|7246895.0|education|0.053|Discover
1672127367360|1671511249815|30786325578380|4918493743042003818|41710729.0|41710729.0|other|0.076|Earnest
1672178850608|1627265761300|15393162789590|4918493743042003910|37552542.0|37552542.0|medical expenses|0.021|Roofstock
1672196680022|1667634016408|28587302322737|4918775218018714362|97977911.0|97977911.0|investing|0.092|OnDeck
1672219517538|1626310841459|15393162789477|4918775218018714435|20451126.0|20451126.0|renovations|0.096|State Farm Bank
1672229092366|1669061021821|28587302322435|4918775218018713975|85803426.0|85803426.0|education|0.072|Capital One
1672242800717|1649084674437|21990232555744|4918775218018713917|19330863.0|19330863.0|vacations|0.042|Upstart
1672309580946|1630283441193|17592186044846|4919056692995424839|85897799.0|85897799.0|medical expenses|0.096|Capital One
1672315319358|1669794979056|30786325577996|4919056692995424641|40898290.0|40898290.0|weddings|0.085|Navy Federal Credit Union
1672321418083|1616882803186|10995116278168|4919056692995424802|27097303.0|27097303.0|vacations|0.013|LendingPoint
1672341178363|1668759493433|28587302322328|4919056692995424483|25982806.0|25982806.0|other|0.013|Avant
1672342834103|1593261087738|4398046511553|4919056692995424863|8886363.0|8886363.0|other|0.001|BlueVine
1672347627328|1667670100475|28587302322457|4919056692995424652|71979386.0|71979386.0|renovations|0.084|BlueVine
1672350503236|1662974828381|28587302322219|4919056692995424323|24319243.0|24319243.0|other|0.036|American Express
1672350961254|1662107892461|26388279067033|4919056692995424806|70001387.0|70001387.0|weddings|0.034|Citibank
1672362028464|1670714420228|30786325578436|4919338167972135859|28763859.0|28763859.0|renovations|0.064|Patch of Land
1672362616842|1627578431060|15393162789617|4919338167972135919|79386933.0|79386933.0|debt consolidation|0.002|Funding Circle
1672373663682|1672295188888|30786325578185|4919338167972135532|34345619.0|34345619.0|weddings|0.028|Discover
1672414714960|1667634016408|28587302322737|4919338167972135677|85918250.0|85918250.0|education|0.02|LightStream
1672414717906|1628785019763|15393162789344|4919338167972135549|22639045.0|22639045.0|weddings|0.076|Prosper
1672447211913|1625304441577|15393162788939|4919619642948845683|75602932.0|75602932.0|debt consolidation|0.075|Prosper
1672464621897|1662128348837|26388279067416|4919619642948846633|72847413.0|72847413.0|renovations|0.042|Best Egg
1672480101541|1669941679495|30786325578447|4919619642948846527|57173325.0|57173325.0|business ventures|0.079|OneMain Financial
1672497752638|1672295188888|30786325578185|4919619642948846187|10553398.0|10553398.0|funerals|0.08|Fundbox
1672511374246|1669794979056|30786325577996|4919619642948845952|35826430.0|35826430.0|renovations|0.092|LendingPoint
1672514779584|1657524415722|26388279067072|4919619642948846173|13635859.0|13635859.0|education|0.087|Marcus by Goldman Sachs
1672528664062|1603513571040|6597069766839|4919619642948845835|92575015.0|92575015.0|investing|0.077|TD Bank
