createTime|dependencyTime|companyId|loanId|loanAmount|balance|loanUsage|interestRate|org
1671292486955|1667219597828|14293651161276|303992974847508734|19271814.0|19271814.0|vacations|0.075|Fundbox
1671367673510|1667219597828|14293651161276|304274449824219388|40616732.0|40616732.0|investing|0.025|SoFi
1671385914905|1671036023865|15393162789082|304274449824219422|54757401.0|54757401.0|medical expenses|0.05|LendingClub
1671391852030|1667184741624|14293651161180|304274449824219246|22521239.0|22521239.0|funerals|0.053|SunTrust
1671405488167|1670995439229|15393162789171|304274449824219537|17782377.0|17782377.0|investing|0.078|SoFi
1671428304108|1655395784231|12094627905722|304555924800930039|41659054.0|41659054.0|funerals|0.03|LendingPoint
1671462647806|1629111907256|7696581394815|304555924800930303|60414792.0|60414792.0|renovations|0.034|Bank of America
1671479942874|1658779002783|13194139533635|304555924800930212|33084068.0|33084068.0|investing|0.042|Bank of America
1671497721328|1668878351608|14293651161291|304837399777640716|75452812.0|75452812.0|funerals|0.08|Best Egg
1671506900307|1613384949359|5497558139219|304837399777640897|83283646.0|83283646.0|medical expenses|0.04|Chase Bank
1671561770388|1665471809746|14293651161289|304837399777640715|92575015.0|92575015.0|investing|0.077|TD Bank
1671590967880|1670433237170|15393162789205|305118874754351555|69356097.0|69356097.0|weddings|0.052|BlueVine
1671599077585|1649908331644|12094627905597|305118874754351186|29468293.0|29468293.0|investing|0.022|Earnest
1671610971765|1667989850211|14293651161300|305118874754351386|56391547.0|56391547.0|other|0.018|Upstart
1671620984087|1595215399594|2199023255588|305118874754351156|43478197.0|43478197.0|investing|0.003|Funding Circle
1671685799912|1668930308669|14293651161323|305400349731062081|82478950.0|82478950.0|funerals|0.012|Avant
1671727165564|1665181501889|14293651161423|305400349731062199|61865240.0|61865240.0|other|0.09|American Express
1671817658659|1667989850211|14293651161300|305681824707772695|51805436.0|51805436.0|education|0.067|RealtyMogul
1671835270252|1671036023865|15393162789082|305681824707772701|9952933.0|9952933.0|business ventures|0.092|US Bank
1671998549525|1671036023865|15393162789082|306244774661194015|71634298.0|71634298.0|medical expenses|0.024|State Farm Bank
1671999489300|1648719758743|10995116278005|306244774661194059|88247412.0|88247412.0|vacations|0.034|State Farm Bank
1672021069021|1671804229219|15393162789103|306526249637904709|39603793.0|39603793.0|funerals|0.036|LendingPoint
1672027305501|1665934048764|14293651161450|306526249637904862|2696119.0|2696119.0|weddings|0.05|Prosper
1672095920488|1615765971240|5497558138929|306526249637904454|53508140.0|53508140.0|business ventures|0.002|PNC Bank
1672139527313|1632927949703|8796093022598|306807724614615561|66694986.0|66694986.0|other|0.042|US Bank
1672183660269|1653010357855|12094627905538|306807724614615045|10516446.0|10516446.0|business ventures|0.015|State Farm Bank
1672234029959|1644367734126|10995116277986|307089199591325998|31552539.0|31552539.0|investing|0.019|Fundbox
1672267721006|1663324764831|14293651161127|307089199591325755|2456087.0|2456087.0|funerals|0.003|Upgrade
1672268354389|1668182603629|14293651161171|307089199591325797|30154367.0|30154367.0|business ventures|0.002|American Express
1672279356833|1666931331177|14293651161100|307370674568036365|80837517.0|80837517.0|renovations|0.096|Capital One
1672284186235|1650866479641|12094627905903|307370674568036840|37880941.0|37880941.0|major purchases|0.021|American Express
1672292120957|1670481981883|15393162788912|307370674568036419|24319243.0|24319243.0|other|0.036|PNC Bank
1672299916557|1667911767495|14293651161294|307370674568036624|99545891.0|99545891.0|weddings|0.036|Citibank
1672316366074|1672289581845|15393162788937|307370674568036443|84396897.0|84396897.0|debt consolidation|0.049|Patch of Land
1672340048528|1667184741624|14293651161180|307370674568036460|561708.0|561708.0|other|0.023|Rocket Loans
1672362655717|1668930308669|14293651161323|307652149544747327|44319065.0|44319065.0|debt consolidation|0.095|Prosper
1672434832997|1672289581845|15393162788937|307652149544747100|83425770.0|83425770.0|debt consolidation|0.027|Patch of Land
1672452416854|1670433237170|15393162789205|307933624521458116|86621033.0|86621033.0|investing|0.014|Patch of Land
1672491994037|1658038047825|13194139533678|307933624521458149|58580131.0|58580131.0|vacations|0.056|Avant
1672497600084|1672344757831|15393162789100|307933624521457986|87519648.0|87519648.0|renovations|0.07|Rocket Loans
1672516713123|1661484093806|13194139533495|307933624521457906|5780671.0|5780671.0|investing|0.05|LendingPoint
