fromId|toId|createTime|relation
8796093027414|8796093027655|2021-03-06 05:32:37.34|siblings
4398046515133|2649|2021-03-08 00:12:44.82|friends
4398046516916|5708|2021-03-11 17:54:41.169|parents
2437|8796093023798|2021-03-14 02:41:55.027|siblings
5614|4398046517896|2021-03-15 04:23:48.988|parents
6597069769937|8796093030053|2021-03-15 09:29:41.591|other relatives
10995116284897|8796093023413|2021-03-16 05:39:20.145|siblings
2199023258078|8796093027177|2021-03-16 11:58:21.139|business associate
5763|4905|2021-03-17 15:14:46.923|siblings
8796093027861|4758|2021-03-18 05:59:31.957|friends
6597069773518|10995116283856|2021-03-20 07:57:32.796|siblings
8796093022225|8796093030083|2021-03-22 08:01:30.909|parents
8796093024148|8796093029265|2021-03-26 16:45:02.144|siblings
2199023255767|2199023257387|2021-03-26 23:16:54.973|friends
10995116281403|2199023259694|2021-03-27 03:57:22.195|other relatives
8796093028410|10995116278182|2021-03-28 13:24:00.4|siblings
6597069768112|7522|2021-03-28 14:00:14.131|parents
4398046516951|2199023261667|2021-03-28 22:49:52.834|parents
10995116282669|6958|2021-03-29 08:52:36.226|business associate
8796093025858|4398046518077|2021-03-29 10:15:29.506|other relatives
2199023261476|10995116285300|2021-04-05 02:33:12.332|other relatives
2199023261600|13194139540605|2021-04-06 10:28:55.552|friends
8796093028988|4398046512578|2021-04-06 18:24:13.172|other relatives
8796093028801|4398046518082|2021-04-08 02:52:08.1|friends
4398046518291|6597069773295|2021-04-11 15:32:21.938|other relatives
13194139536687|1692|2021-04-11 19:04:27.552|friends
6597069773846|4758|2021-04-12 07:40:49.43|friends
2199023257468|8796093024754|2021-04-12 17:52:52.329|parents
2199023261772|6597069773459|2021-04-15 03:42:00.881|friends
6597069771258|6597069767738|2021-04-15 13:08:04.353|siblings
8796093022896|2199023257980|2021-04-16 04:27:51.241|business associate
3578|13194139537615|2021-04-17 13:17:50.269|parents
8796093029523|8796093023571|2021-04-18 19:49:47.205|parents
2853|10995116283937|2021-04-19 00:10:57.727|business associate
4398046517522|4398046513667|2021-04-19 04:07:41.896|siblings
363|4398046516998|2021-04-20 14:57:33.842|siblings
24|6597069767544|2021-04-20 20:13:37.928|parents
2199023260058|10995116283902|2021-04-21 17:36:21.935|siblings
8796093026415|4398046511111|2021-04-25 02:19:12.265|friends
4398046514097|6597069769599|2021-04-25 15:04:33.363|friends
8796093026975|4398046511504|2021-04-25 22:14:07.099|other relatives
4398046517412|236|2021-04-26 03:57:22.491|business associate
10995116280626|6597069769162|2021-04-27 00:59:56.119|parents
4398046513697|10995116282529|2021-04-27 03:41:59.61|friends
6597069771557|6597069767803|2021-04-27 13:45:31.882|siblings
7025|6597069767131|2021-04-29 02:06:12.683|parents
4398046511409|10995116282888|2021-04-29 04:06:36.652|siblings
10995116285191|2199023260839|2021-04-29 15:36:23.938|friends
10995116280225|8796093026659|2021-04-30 09:42:32.32|parents
4398046512176|10995116281296|2021-05-01 05:52:25.378|parents
8796093024404|4398046518489|2021-05-01 08:10:34.153|siblings
4141|6597069767294|2021-05-01 22:40:22.778|siblings
6597069774277|2199023258188|2021-05-02 09:36:53.76|siblings
4398046511816|6597069773178|2021-05-03 08:21:06.311|parents
8796093024646|8796093028249|2021-05-05 04:38:46.48|friends
2199023255767|13194139539183|2021-05-05 06:23:34.453|friends
13194139540953|5251|2021-05-05 17:45:34.63|business associate
4398046518083|13194139535640|2021-05-07 23:46:26.964|friends
6597069774373|13194139536567|2021-05-09 06:31:53.344|friends
6597069767736|6597069767376|2021-05-10 01:58:12.74|siblings
4398046514401|372|2021-05-10 17:08:49.721|business associate
4398046513765|8796093028409|2021-05-11 00:37:21.353|friends
8796093028910|8796093029283|2021-05-11 04:07:25.26|friends
4934|8796093025695|2021-05-11 17:04:01.118|parents
2199023256765|7259|2021-05-12 21:46:58.293|business associate
13194139535468|6597069773997|2021-05-13 13:14:14.316|business associate
6503|10995116283958|2021-05-13 16:32:34.366|other relatives
8796093023261|6597069772883|2021-05-15 11:25:32.957|friends
6597069767571|13194139538458|2021-05-15 17:27:38.904|siblings
10995116281211|10995116277978|2021-05-15 20:20:04.218|other relatives
13194139533348|10995116284147|2021-05-15 20:48:30.885|parents
6597069769039|8796093029211|2021-05-16 07:50:19.168|other relatives
10995116284297|8796093022629|2021-05-16 08:54:28.756|business associate
2199023262179|4398046518517|2021-05-18 19:51:13.803|friends
10995116282938|1231|2021-05-21 17:47:50.308|business associate
8796093029818|4398046518749|2021-05-21 18:14:55.131|business associate
1666|6597069768677|2021-05-22 08:07:34.221|business associate
10995116282628|6597069771791|2021-05-24 13:17:42.732|other relatives
2199023260767|8796093024095|2021-05-25 10:32:32.679|friends
6597069767880|8796093025874|2021-05-25 12:52:24.101|friends
8796093027159|13194139536635|2021-05-27 07:54:59.002|siblings
4398046512418|13194139534188|2021-05-27 15:44:36.899|parents
10995116279101|13194139536482|2021-05-28 00:27:45.637|business associate
8796093023088|2199023260294|2021-05-28 12:31:41.259|friends
2199023262847|10995116280318|2021-05-29 07:08:51.011|other relatives
10995116280234|10995116281511|2021-05-29 13:44:04.491|friends
13194139536138|7259|2021-05-30 00:22:08.957|friends
10995116278188|10995116284542|2021-05-31 17:41:12.265|parents
8796093023462|13194139533542|2021-05-31 23:24:20.604|friends
2199023256553|13194139535645|2021-06-01 00:45:16.569|friends
10995116285504|4398046516978|2021-06-01 05:45:42.671|friends
4398046512960|2199023261938|2021-06-02 04:02:36.683|siblings
2199023262514|8796093023587|2021-06-02 10:23:30.046|parents
2199023256210|6597069767544|2021-06-04 16:25:59.087|siblings
8796093028910|10995116282014|2021-06-04 17:49:16.325|other relatives
6597069768102|6597069767131|2021-06-05 18:19:39.395|friends
10995116283020|4398046515248|2021-06-06 04:55:07.036|business associate
10995116283199|6597069769198|2021-06-06 09:36:45.13|friends
4320|2199023255682|2021-06-06 12:58:20.769|friends
8796093023250|7378|2021-06-07 19:00:02.415|parents
13194139535640|4398046511519|2021-06-07 23:50:56.127|siblings
4398046514815|2199023258656|2021-06-09 03:37:36.969|business associate
2199023260767|8796093024696|2021-06-09 10:49:55.287|business associate
10995116280112|10995116284861|2021-06-10 01:27:40.259|friends
10995116280204|3907|2021-06-10 08:07:03.787|business associate
2199023255589|6597069774518|2021-06-10 09:21:43.654|business associate
257|6597069771358|2021-06-10 16:35:48.597|friends
10995116284163|10995116280953|2021-06-11 14:45:55.222|parents
8796093027071|6597069770792|2021-06-11 17:01:58.532|parents
7766|2199023260718|2021-06-11 20:14:39.976|friends
8796093022236|4398046512986|2021-06-12 03:16:47.405|business associate
13194139539579|6597069767300|2021-06-12 06:14:07.186|business associate
10995116285270|6597069772649|2021-06-12 16:34:26.341|other relatives
6325|6597069767873|2021-06-12 21:01:39.538|friends
7936|10995116283847|2021-06-13 02:53:24.357|other relatives
10995116281786|10995116285307|2021-06-13 04:01:29.027|other relatives
2199023259428|6518|2021-06-13 05:06:09.749|friends
4398046512838|10995116281290|2021-06-14 05:13:06.091|parents
6597069774302|4398046516693|2021-06-14 05:55:13.998|siblings
8796093023088|13194139536749|2021-06-14 09:04:36.242|parents
4967|2199023259549|2021-06-14 10:00:08.305|siblings
13194139540122|13194139538731|2021-06-14 11:45:40.068|business associate
13194139540447|13194139533556|2021-06-14 11:52:26.797|parents
5711|2199023256655|2021-06-14 14:44:26.117|business associate
2199023257546|10995116278112|2021-06-15 20:36:21.642|friends
13194139537861|7126|2021-06-16 00:23:43.472|friends
8796093022559|6597069767482|2021-06-17 00:41:17.903|other relatives
8796093022214|4398046515133|2021-06-17 11:46:14.446|friends
2384|13194139534013|2021-06-18 01:56:01.903|parents
13194139540881|4398046514237|2021-06-18 13:41:53.66|business associate
10995116279858|8796093023401|2021-06-18 17:08:45.427|friends
6597069767294|13194139540673|2021-06-18 20:16:59.844|friends
2218|8796093025007|2021-06-19 03:28:17.095|parents
13194139534331|13194139533468|2021-06-19 12:54:06.077|parents
8796093027676|6597069772844|2021-06-19 19:51:17.06|siblings
3257|8796093028113|2021-06-20 14:20:53.095|siblings
10995116285022|4398046518898|2021-06-21 05:51:10.503|siblings
10995116278794|4398046511519|2021-06-21 07:05:53.781|friends
2199023256266|8796093027912|2021-06-21 18:54:21.054|friends
4398046514700|6597069774099|2021-06-22 22:44:11.591|parents
6597069772252|10995116283313|2021-06-24 05:33:00.72|business associate
2199023261878|6597069769715|2021-06-25 03:21:15.907|parents
6597069769960|2199023262087|2021-06-25 04:29:45.951|other relatives
2199023262586|13194139534942|2021-06-25 19:04:06.32|siblings
8796093023110|6597069773295|2021-06-27 05:19:03.184|friends
6597069767391|10995116284262|2021-06-27 13:11:10.482|friends
6597069770704|2199023255992|2021-06-28 08:50:20.019|business associate
13194139534835|8796093026509|2021-06-28 22:23:34.754|siblings
8796093023672|15393162788890|2021-06-30 12:53:17.815|other relatives
13194139535685|8796093027676|2021-06-30 19:28:59.194|siblings
13194139534143|3626|2021-07-01 14:56:45.338|business associate
24|13194139537836|2021-07-01 21:43:59.969|friends
10995116281296|8796093027516|2021-07-02 05:14:48.73|other relatives
10995116281380|7837|2021-07-02 22:58:22.286|business associate
4398046511111|8796093023261|2021-07-03 11:27:46.371|parents
13194139539629|6597069773749|2021-07-04 22:27:00.035|friends
13194139534649|4398046515081|2021-07-05 00:53:23.792|siblings
4398046518818|7952|2021-07-05 14:03:58.366|business associate
6597069766775|15393162794087|2021-07-06 00:11:01.422|business associate
15393162793128|4398046517693|2021-07-06 19:44:39.282|business associate
13194139535476|8796093027071|2021-07-07 21:20:00.356|friends
15393162795089|13194139536845|2021-07-08 07:02:22.988|friends
8796093030055|13194139539838|2021-07-08 08:41:52.269|friends
985|2199023259064|2021-07-08 17:50:38.845|parents
6597069766773|4398046517345|2021-07-08 21:18:13.294|friends
13194139536070|10995116283158|2021-07-09 01:02:30.917|siblings
2199023255900|6597069768441|2021-07-09 06:13:35.322|business associate
1663|4398046518296|2021-07-09 12:07:35.597|parents
2199023258271|15393162790591|2021-07-10 04:55:45.287|parents
10995116281362|24|2021-07-12 10:23:44.927|parents
6597069772926|4398046518231|2021-07-12 11:37:27.377|friends
6597069773324|6597069770884|2021-07-12 18:35:11.166|friends
13194139537536|2199023259527|2021-07-13 16:30:57.456|siblings
8796093026460|8796093023858|2021-07-13 23:55:57.39|other relatives
3110|15393162790272|2021-07-14 03:28:15.574|siblings
8796093025968|6597069766775|2021-07-14 13:03:30.876|business associate
10995116281192|6597069773359|2021-07-14 15:22:27.444|parents
13194139535473|13194139534376|2021-07-15 00:01:42.135|business associate
4398046515840|13194139535072|2021-07-15 14:08:02.177|parents
15393162791914|8796093026439|2021-07-16 09:09:34.167|siblings
2199023256468|4398046511412|2021-07-16 15:47:35.847|friends
13194139537190|6335|2021-07-17 07:02:00.462|siblings
4398046514105|15393162791174|2021-07-17 08:44:51.928|siblings
4398046513818|10995116282669|2021-07-18 01:43:06.955|friends
5075|2199023260127|2021-07-18 05:41:46.202|friends
3056|10995116283891|2021-07-18 21:22:49.65|other relatives
2199023262847|8796093029818|2021-07-19 05:38:51.381|business associate
4477|8796093029702|2021-07-19 15:56:36.308|friends
2199023255700|13194139539631|2021-07-20 06:05:19.38|other relatives
2222|8796093022546|2021-07-20 15:33:38.837|friends
4398046513639|8796093029576|2021-07-22 05:07:26.15|business associate
10995116279859|4398046514393|2021-07-22 15:37:00.589|parents
4398046518289|10995116278780|2021-07-22 15:49:21.32|friends
10995116280964|10995116283313|2021-07-24 10:57:11.736|business associate
8796093028419|4398046516576|2021-07-25 00:14:12.725|friends
15393162792482|2199023260106|2021-07-25 04:07:38.872|other relatives
15393162789670|15393162796388|2021-07-26 17:10:41.002|friends
15393162790457|7834|2021-07-27 19:07:59.025|friends
15393162790398|2199023257624|2021-07-27 23:13:16.305|other relatives
8796093030018|2199023256343|2021-07-28 14:43:23.589|other relatives
4398046514815|4398046518692|2021-07-29 05:20:52.671|other relatives
10995116284989|15393162793801|2021-07-30 16:14:31.012|friends
4398046514302|13194139534473|2021-07-30 16:43:11.268|friends
8796093025976|13194139533553|2021-07-31 12:43:44.303|business associate
8796093024437|15393162796320|2021-08-01 05:54:18.429|other relatives
4398046512418|10995116281487|2021-08-01 15:14:02.688|friends
2199023256252|8796093022359|2021-08-02 01:41:29.305|parents
2199023259010|10995116282843|2021-08-02 05:53:38.67|business associate
8796093024151|13194139533389|2021-08-02 22:30:08.32|friends
2199023261340|2199023260433|2021-08-03 08:50:53.617|siblings
6597069770571|10995116284744|2021-08-05 04:04:22.992|parents
2199023260702|8796093028619|2021-08-05 06:28:38.43|friends
7255|15393162790927|2021-08-06 07:14:33.633|friends
7492|13194139536357|2021-08-06 12:47:58.645|other relatives
15393162792766|13194139535299|2021-08-06 13:26:13.741|business associate
8796093025474|8796093027323|2021-08-08 00:49:04.589|parents
15393162789579|15393162791022|2021-08-08 22:59:35.725|business associate
2803|6597069771003|2021-08-09 12:06:55.919|business associate
4398046511663|7522|2021-08-09 13:39:26.087|friends
2199023259481|13194139537961|2021-08-10 14:06:09.621|business associate
10995116278112|2199023256495|2021-08-10 14:14:54.591|other relatives
2199023258374|15393162796736|2021-08-10 23:21:30.179|siblings
6597069770237|13194139535202|2021-08-11 13:10:50.857|business associate
44|15393162794802|2021-08-12 01:10:03.123|parents
10995116280852|10995116285129|2021-08-12 20:48:55.544|business associate
6597069770929|2199023259919|2021-08-13 05:35:51.057|parents
10995116279666|10995116278277|2021-08-15 13:28:03.825|business associate
6597069774548|10995116283029|2021-08-15 16:00:35.028|friends
2620|10995116281138|2021-08-15 18:34:14.543|parents
15393162794701|15393162793759|2021-08-15 22:18:00.699|siblings
6597069767060|15393162794635|2021-08-16 05:57:32.822|siblings
3211|8796093026509|2021-08-16 23:16:56.9|siblings
2199023262463|8796093022416|2021-08-18 14:46:31.735|siblings
15393162792308|2199023263365|2021-08-18 23:05:26.174|parents
10995116281708|15393162789951|2021-08-19 06:32:58.126|siblings
15393162791867|1389|2021-08-19 07:18:54.663|friends
8796093024164|4398046518362|2021-08-19 10:12:42.152|parents
15393162790927|13194139534019|2021-08-19 13:56:19.343|parents
2199023260829|4197|2021-08-21 00:06:05.187|siblings
15393162794986|10995116285517|2021-08-21 11:51:22.511|other relatives
10995116282540|8796093030170|2021-08-21 16:00:16.113|other relatives
3576|2199023259395|2021-08-22 00:00:46.3|friends
4398046516491|4398046514447|2021-08-22 06:42:18.324|siblings
15393162792308|15393162794928|2021-08-22 19:48:30.749|friends
13194139540183|2199023261170|2021-08-23 03:43:32.761|siblings
15393162790704|8796093025132|2021-08-23 11:53:35.357|friends
10995116283819|1826|2021-08-24 00:21:24.173|friends
8796093029553|8796093028419|2021-08-24 03:15:34.209|parents
2986|15393162794476|2021-08-24 19:07:30.362|business associate
4398046515826|10995116279195|2021-08-24 19:45:31.753|business associate
2199023262305|6597069771067|2021-08-25 06:58:51.262|business associate
15393162791733|13194139534059|2021-08-25 07:56:49.574|friends
13194139539169|4398046519084|2021-08-26 10:17:29.997|parents
2199023258374|10995116285726|2021-08-28 04:21:54.351|business associate
6597069770806|2199023261476|2021-08-28 05:06:40.471|business associate
15393162789064|4398046513857|2021-08-28 20:47:13.007|other relatives
15393162794867|13194139538125|2021-08-29 01:36:23.96|siblings
2199023256765|3907|2021-08-29 22:36:48.136|friends
13194139538320|3578|2021-08-30 08:28:32.189|other relatives
15393162791022|13194139540551|2021-08-30 11:07:41.474|friends
2980|2199023260048|2021-08-30 23:13:13.524|parents
2199023258141|10995116280038|2021-08-31 03:42:12.828|friends
8796093028875|349|2021-08-31 10:38:36.407|friends
4651|8796093025252|2021-08-31 20:49:16.203|other relatives
6597069772789|15393162791255|2021-09-01 02:34:00.072|friends
13194139540437|8796093025142|2021-09-01 19:15:30.183|business associate
6597069772674|4398046514839|2021-09-02 06:50:05.428|parents
8796093029742|6597069767571|2021-09-02 15:05:34.847|friends
10995116280747|10995116283873|2021-09-02 18:54:05.831|friends
2199023257924|15393162790400|2021-09-04 03:19:22.132|friends
3270|10995116277851|2021-09-04 14:48:30.118|friends
13194139533549|8796093029237|2021-09-04 18:05:37.877|parents
15393162794286|15393162789080|2021-09-05 11:19:39.167|siblings
13194139540693|6597069770027|2021-09-05 16:33:59.195|friends
10995116285704|10995116279950|2021-09-05 19:10:59.867|parents
2199023258908|4398046511504|2021-09-06 00:17:55.698|business associate
13194139537300|8796093022729|2021-09-06 02:18:23.948|parents
8796093028878|2199023262639|2021-09-06 12:27:28.714|friends
2199023255836|1602|2021-09-06 17:18:07.451|parents
8796093028103|2199023261854|2021-09-06 17:31:27.808|siblings
2443|8796093028783|2021-09-07 15:39:45.412|friends
2199023262707|6597069767933|2021-09-08 01:42:23.38|friends
10995116284782|13194139538850|2021-09-08 07:15:12.382|friends
15393162789706|6597069774645|2021-09-09 15:14:46.805|parents
10995116280000|13194139535918|2021-09-09 20:53:08.277|other relatives
2199023255662|8796093027877|2021-09-09 23:38:49.106|siblings
7028|13194139535810|2021-09-10 14:01:37.412|friends
8796093025137|8796093029111|2021-09-11 02:11:52.575|siblings
8796093025241|2199023256925|2021-09-11 07:47:00.703|business associate
13194139537925|6597069767450|2021-09-12 00:12:31.959|parents
15393162795512|5453|2021-09-12 13:26:39.122|business associate
4398046518478|6597069772061|2021-09-13 10:02:19.613|siblings
10995116283053|2199023262620|2021-09-13 11:51:54.868|siblings
6597069767959|15393162794802|2021-09-13 17:59:53.009|siblings
2199023258131|17592186046316|2021-09-15 04:34:09.758|friends
10995116278901|2069|2021-09-15 05:25:24.547|siblings
7939|6597069768317|2021-09-16 00:15:54.103|friends
10995116284067|15393162796496|2021-09-16 12:10:52.634|siblings
15393162791887|13194139536639|2021-09-16 15:16:43.019|friends
8796093028022|4398046519090|2021-09-17 15:58:00.385|friends
2199023262582|2199023263180|2021-09-19 08:49:36.82|other relatives
6597069773037|13194139538466|2021-09-20 00:48:08.538|parents
8796093023019|6597069774063|2021-09-20 22:54:32.979|friends
13194139533649|1352|2021-09-21 05:46:08.756|siblings
10995116284542|4398046513639|2021-09-21 09:17:42.425|business associate
15393162789420|13194139537692|2021-09-21 19:18:15.214|business associate
4398046514638|2199023258368|2021-09-21 20:44:24.063|business associate
4398046511296|6597069773642|2021-09-21 22:59:58.023|friends
13194139537211|10995116280189|2021-09-22 07:26:25.263|business associate
2199023258690|13194139534707|2021-09-22 19:15:59.546|siblings
6597069774566|15393162792487|2021-09-23 00:38:18.571|friends
4398046518497|6597069767710|2021-09-24 03:02:33.348|siblings
10995116279848|2199023261917|2021-09-24 06:54:15.38|business associate
6602|4398046514105|2021-09-24 14:43:43.678|friends
15393162793145|3058|2021-09-24 20:07:51.816|parents
8796093023003|3117|2021-09-25 00:24:37.15|friends
6597069771258|6597069773374|2021-09-25 18:06:00.642|business associate
8796093025274|3637|2021-09-27 02:02:06.975|friends
4398046511113|2199023258271|2021-09-27 04:53:44.214|other relatives
6597069772512|4398046512863|2021-09-27 13:21:31.713|friends
4398046514368|6597069768828|2021-09-28 07:03:41.097|friends
2199023263511|8796093028022|2021-09-28 18:14:53.434|siblings
10995116281185|6597069774205|2021-09-28 20:24:28.101|siblings
15393162790303|2199023256731|2021-09-28 22:34:59.962|siblings
6597069768438|10995116280319|2021-09-29 06:35:16.764|friends
10995116281742|4398046512292|2021-09-29 11:25:24.438|business associate
17592186050041|2199023257741|2021-09-30 00:35:37.582|parents
8796093023460|8796093023017|2021-09-30 01:16:42.907|other relatives
10995116281192|8796093028540|2021-10-01 00:57:04.052|other relatives
15393162795858|2199023261476|2021-10-01 03:09:42.997|siblings
