mediumId|mediumType|isBlocked|createTime|lastLoginTime|riskLevel
4554|QRCode|false|2020-01-06 03:09:04.693|1586099153517|Severe risk
6932|RFID|false|2020-01-06 12:46:31.128|1642864954489|Extreme risk
4210|QRCode|false|2020-01-06 14:20:39.064|1665110870654|Low risk
3449|PHONE|false|2020-01-06 22:49:24.552|1656996816452|Moderate risk
2666|POS|false|2020-01-07 00:48:43.248|1657658280930|Significant risk
6112|RFID|false|2020-01-07 01:50:00.19|1592809930855|Moderate risk
7916|MAC|false|2020-01-07 03:34:43.384|1582311476036|High risk
8090|RFID|false|2020-01-07 05:02:34.019|1659689293546|Severe risk
2479|QRCode|false|2020-01-07 05:34:49.489|1593125646861|High risk
5911|IPv6|false|2020-01-07 09:40:13.821|1603388856129|Significant risk
3385|IPv4|false|2020-01-07 09:44:45.573|1648172633391|Critical risk
5573|PHONE|false|2020-01-07 10:55:51.568|1656593154064|Extreme risk
5315|NFC|false|2020-01-07 12:52:45.384|1639723346089|Low risk
9939|NFC|false|2020-01-07 15:27:36.656|1661181391100|Moderate risk
4150|NFC|false|2020-01-07 21:58:24.607|1625757408865|Moderate risk
9625|PHONE|false|2020-01-07 22:33:25.727|1648830316957|Moderate risk
3824|RFID|false|2020-01-07 23:58:15.967|1646319057753|Severe risk
3468|PHONE|false|2020-01-08 01:14:45.116|1662066585599|Extreme risk
1479|MAC|false|2020-01-08 10:16:46.5|1633493897163|Critical risk
1096|RFID|false|2020-01-08 10:48:18.933|1623098860939|High risk
6898|IPv4|false|2020-01-08 12:42:43.197|1626161181691|Very high risk
5511|POS|false|2020-01-08 15:35:26.113|1628720684274|Moderate risk
639|MAC|false|2020-01-08 15:52:00.043|1624823652986|Low risk
1276|QRCode|false|2020-01-08 18:47:29.474|1662164625633|Significant risk
9879|NFC|false|2020-01-09 00:47:34.4|1616138794054|Significant risk
1761|QRCode|false|2020-01-09 07:13:08.802|1593332451147|Significant risk
2755|RFID|false|2020-01-09 16:41:01.481|1626851715537|Minimal risk
5255|PHONE|false|2020-01-09 16:53:27.24|1661173312756|Severe risk
1730|NFC|true|2020-01-09 23:07:12.136|1639600775129|Minimal risk
9105|IPv4|false|2020-01-10 07:28:51.375|1666553000906|Extreme risk
2036|POS|false|2020-01-10 08:37:41.079|1648758198010|Severe risk
7664|QRCode|false|2020-01-10 21:49:08.824|1598870808010|Minimal risk
5445|NFC|false|2020-01-10 23:46:14.309|1659606675887|High risk
3327|MAC|false|2020-01-11 02:56:20.287|1632675978162|Moderate risk
1477|NFC|false|2020-01-11 09:43:17.037|1593942182400|High risk
440|ATM|false|2020-01-11 14:47:44.237|1628752284418|Critical risk
5714|POS|false|2020-01-11 15:03:38.611|1615264689727|High risk
6150|MAC|false|2020-01-11 19:00:30.55|1579976278705|Extreme risk
5789|MAC|false|2020-01-12 02:13:36.789|1647691266518|Very high risk
3166|ATM|false|2020-01-12 02:19:57.561|1599431685231|High risk
4911|POS|true|2020-01-12 13:28:34.87|1583486869957|Extreme risk
928|IPv4|false|2020-01-12 15:14:36.754|1622465642701|Low risk
2171|NFC|false|2020-01-12 18:15:22.519|1610654563677|Low risk
4479|POS|false|2020-01-12 19:44:38.233|1653179725522|Minimal risk
397|IPv4|false|2020-01-12 23:46:57.958|1630090378712|Severe risk
2166|IPv6|false|2020-01-13 00:14:15.635|1632118221607|Critical risk
9132|IPv4|false|2020-01-13 00:31:32.939|1639377165385|High risk
3860|POS|true|2020-01-13 04:05:33.276|1624624517814|Significant risk
7481|RFID|false|2020-01-13 07:22:15.198|1608122815504|Significant risk
2958|IPv4|false|2020-01-13 09:25:41.975|1586109967390|High risk
9753|MAC|false|2020-01-13 15:02:20.261|1595575866804|High risk
1784|IPv6|false|2020-01-13 15:33:50.463|1650041907494|Very high risk
5120|QRCode|false|2020-01-13 17:11:52.301|1666370957068|Critical risk
9630|ATM|false|2020-01-13 20:46:03.767|1629729533657|Severe risk
3397|RFID|false|2020-01-13 22:25:36.662|1658500420370|Low risk
4511|NFC|false|2020-01-13 22:56:15.111|1615363492187|Extreme risk
2075|QRCode|false|2020-01-13 23:08:11.454|1651695490932|Severe risk
9845|RFID|false|2020-01-14 04:35:27.475|1670580397741|Critical risk
9617|NFC|false|2020-01-14 07:04:52.451|1609057737947|Moderate risk
9218|IPv4|false|2020-01-14 09:23:20.08|1639164888019|Extreme risk
240|RFID|false|2020-01-14 09:41:01.037|1609201824732|Extreme risk
884|MAC|false|2020-01-14 12:45:03.753|1619778000072|High risk
1509|QRCode|false|2020-01-14 12:49:56.91|1597712970778|Significant risk
1732|IPv4|false|2020-01-14 13:53:31.379|1580765026698|Significant risk
5267|POS|false|2020-01-14 17:07:25.327|1606701439445|Significant risk
6404|RFID|false|2020-01-14 23:42:33.923|1619501005606|Minimal risk
8753|IPv4|false|2020-01-15 03:05:13.259|1579520403863|Extreme risk
9369|QRCode|false|2020-01-15 07:26:08.293|1642566249306|High risk
3666|IPv6|false|2020-01-15 10:14:49.443|1660953210277|Severe risk
4880|POS|false|2020-01-15 11:02:32.729|1617623609906|Moderate risk
633|ATM|false|2020-01-15 11:43:41.691|1598911939263|High risk
7465|PHONE|false|2020-01-15 11:52:39.682|1580341399399|Severe risk
7097|IPv4|false|2020-01-15 13:03:40.404|1585064348563|Severe risk
2665|ATM|false|2020-01-15 14:24:30.251|1614192665033|Minimal risk
3084|IPv6|false|2020-01-15 21:42:36.225|1586978158583|Critical risk
159|QRCode|true|2020-01-16 01:29:15.046|1653763787182|Critical risk
4214|MAC|false|2020-01-16 03:46:00.478|1596888535598|Extreme risk
2746|MAC|false|2020-01-16 11:47:37.957|1671901890309|Very high risk
2111|RFID|false|2020-01-16 18:01:06.778|1601331762007|Low risk
467|POS|false|2020-01-17 00:02:19.569|1593075100481|Moderate risk
648|RFID|false|2020-01-17 01:18:06.459|1592174106206|Severe risk
3160|RFID|false|2020-01-17 01:49:27.891|1623915343174|Low risk
1589|QRCode|false|2020-01-17 02:12:54.353|1617028442682|Minimal risk
7997|MAC|false|2020-01-17 03:25:41.516|1614161680910|Critical risk
6756|IPv4|false|2020-01-17 07:28:45.889|1610809997690|Critical risk
3466|IPv4|false|2020-01-17 07:36:14.145|1621995951792|Significant risk
5696|ATM|false|2020-01-17 10:36:59.213|1632514865359|Low risk
1602|RFID|false|2020-01-17 10:56:27.219|1585965856618|Extreme risk
8845|WIFI|false|2020-01-17 11:47:37.605|1665841469118|Low risk
7475|QRCode|false|2020-01-17 17:21:38.778|1648365322633|Very high risk
7088|MAC|false|2020-01-17 19:27:44.057|1642554738276|Moderate risk
4507|IPv6|false|2020-01-18 00:06:24.582|1598182736682|Critical risk
182|WIFI|false|2020-01-18 01:09:55.577|1651467931555|High risk
9635|POS|false|2020-01-18 01:59:55.012|1649253468695|High risk
2065|PHONE|false|2020-01-18 04:56:34.432|1598219168113|High risk
1425|QRCode|false|2020-01-18 06:40:58.01|1613748419060|Severe risk
1985|IPv6|false|2020-01-18 06:48:28.549|1659054136038|High risk
4385|MAC|true|2020-01-18 09:50:31.039|1648385636295|Severe risk
9732|WIFI|false|2020-01-18 11:01:02.195|1660761476055|Significant risk
5976|IPv4|false|2020-01-18 11:13:41.754|1650134955633|Significant risk
3336|PHONE|false|2020-01-18 12:34:55.934|1662516688295|Very high risk
3025|PHONE|false|2020-01-18 13:03:39.242|1668890508326|Severe risk
3840|IPv4|false|2020-01-18 13:15:35.596|1652301756991|High risk
3172|WIFI|false|2020-01-18 13:46:11.94|1635882426399|Extreme risk
904|QRCode|false|2020-01-18 14:27:15.782|1670953984142|High risk
1298|ATM|false|2020-01-18 16:59:00.403|1660469672566|Significant risk
1583|PHONE|false|2020-01-18 22:50:12.453|1594381156607|Minimal risk
2702|MAC|false|2020-01-19 01:20:44.661|1601848366213|Severe risk
8968|RFID|false|2020-01-19 08:27:29.983|1662744005596|Severe risk
3506|QRCode|false|2020-01-19 10:00:50.858|1654351721462|Critical risk
6197|PHONE|false|2020-01-19 11:05:40.273|1672058680721|Extreme risk
5819|PHONE|false|2020-01-19 13:05:43.012|1615416101136|High risk
5463|IPv6|false|2020-01-19 13:42:05.752|1610370280456|Very high risk
3067|ATM|false|2020-01-19 14:57:25.122|1585110328824|Minimal risk
8265|NFC|false|2020-01-19 16:56:46.714|1646509510014|Extreme risk
2301|RFID|false|2020-01-19 23:57:32.015|1584702825134|Extreme risk
8025|POS|false|2020-01-20 10:21:43.511|1612428763669|Significant risk
4198|RFID|false|2020-01-20 12:19:57.426|1581978854520|Severe risk
9266|ATM|false|2020-01-20 13:31:34.596|1579955929101|High risk
7982|WIFI|false|2020-01-20 16:33:36.541|1581604037127|Very high risk
9780|QRCode|false|2020-01-20 18:00:37.42|1656244225020|Extreme risk
8737|MAC|false|2020-01-20 18:10:34.247|1659999629244|Moderate risk
568|IPv6|false|2020-01-20 19:52:09.681|1603068510003|Severe risk
6868|IPv6|false|2020-01-20 22:16:01.377|1596012905979|High risk
9572|PHONE|false|2020-01-20 22:26:34.013|1626456908256|Minimal risk
6847|QRCode|false|2020-01-21 04:10:12.172|1589824398387|High risk
5825|RFID|false|2020-01-21 05:38:32.425|1631431698647|Low risk
1311|WIFI|false|2020-01-21 06:47:53.156|1651827932086|Extreme risk
5119|ATM|false|2020-01-21 08:07:54.039|1614057968126|Minimal risk
9765|IPv6|false|2020-01-21 08:44:42.946|1598816862379|Low risk
6156|POS|false|2020-01-21 13:04:26.674|1651448925942|Critical risk
7074|IPv4|false|2020-01-21 14:06:01.893|1648534225533|Extreme risk
1184|ATM|false|2020-01-21 14:45:06.929|1587111435991|Moderate risk
7442|QRCode|false|2020-01-21 14:50:52.401|1666709774803|High risk
8558|RFID|false|2020-01-21 15:11:30.991|1622996392195|Extreme risk
3495|MAC|false|2020-01-21 18:08:53.432|1584302334990|Critical risk
897|IPv6|false|2020-01-21 18:11:38.194|1638500395186|Very high risk
7692|IPv4|false|2020-01-21 19:37:05.972|1588390088101|Low risk
8564|ATM|false|2020-01-21 23:32:13.679|1615764202688|Very high risk
3530|QRCode|false|2020-01-22 00:06:57.828|1607866968953|High risk
8330|IPv6|false|2020-01-22 21:04:48.403|1669465555495|Minimal risk
7996|MAC|false|2020-01-22 23:07:00.561|1657183574033|Severe risk
6741|WIFI|false|2020-01-23 01:11:39.677|1634378255767|Extreme risk
7847|POS|false|2020-01-23 02:04:15.591|1617421764191|Very high risk
5687|RFID|false|2020-01-23 03:50:38.183|1660427870423|Low risk
6591|ATM|true|2020-01-23 06:05:48.547|1614830743840|Extreme risk
8863|NFC|false|2020-01-23 09:07:53.064|1631814440287|Very high risk
8719|ATM|false|2020-01-23 09:50:35.059|1663161528182|Low risk
1211|PHONE|false|2020-01-23 11:17:01.809|1670366382462|High risk
4864|QRCode|false|2020-01-23 14:22:51.709|1671307366849|Moderate risk
7112|IPv4|false|2020-01-23 14:29:21.174|1624482612411|Moderate risk
6545|MAC|false|2020-01-23 14:39:12.546|1637788207263|High risk
6210|WIFI|false|2020-01-23 18:51:39.148|1645625420986|Critical risk
7126|QRCode|false|2020-01-23 21:13:31.107|1660010347062|Low risk
7862|NFC|false|2020-01-23 21:37:12.32|1618214559889|Very high risk
2789|WIFI|false|2020-01-24 02:09:17.387|1600844898566|Very high risk
2017|PHONE|false|2020-01-24 03:58:29.323|1599468708382|Moderate risk
184|WIFI|false|2020-01-24 04:09:21.307|1606397218224|Moderate risk
6455|RFID|false|2020-01-24 08:12:15.747|1666167324888|Significant risk
3243|IPv4|false|2020-01-24 08:36:05.782|1671791267649|Moderate risk
3633|POS|false|2020-01-24 10:51:49.162|1607094790255|Very high risk
2306|MAC|false|2020-01-24 12:32:06.234|1622716574535|Very high risk
4572|IPv4|false|2020-01-24 14:15:13.208|1594041596504|Minimal risk
4162|NFC|false|2020-01-24 17:05:04.064|1597460448915|High risk
4976|IPv4|false|2020-01-24 20:25:29.345|1618524717984|Low risk
9866|RFID|false|2020-01-24 23:00:12.323|1637022412779|Significant risk
7052|PHONE|false|2020-01-24 23:21:20.668|1643908559140|Severe risk
4368|ATM|false|2020-01-25 01:06:24.429|1643118391680|Extreme risk
6121|POS|false|2020-01-25 04:22:50.455|1604972555179|Minimal risk
6650|WIFI|false|2020-01-25 05:23:53.419|1660588880028|Extreme risk
1048|NFC|false|2020-01-25 06:58:22.344|1586345205737|Critical risk
4768|QRCode|false|2020-01-25 13:27:18.474|1587435289953|Moderate risk
8145|MAC|false|2020-01-25 19:30:15.948|1665556835716|Critical risk
20|QRCode|false|2020-01-26 01:04:09.683|1591665115007|Extreme risk
1896|PHONE|false|2020-01-26 02:28:32.426|1601555911146|Critical risk
582|QRCode|false|2020-01-26 03:09:39.154|1658415008593|Moderate risk
7371|MAC|false|2020-01-26 03:52:29.52|1638642700531|High risk
5068|POS|false|2020-01-26 05:31:00.14|1652104533580|Low risk
9825|IPv6|false|2020-01-26 05:40:42.538|1662757715746|High risk
8050|ATM|false|2020-01-26 08:34:32.467|1617586225115|Low risk
4480|RFID|false|2020-01-26 08:40:03.35|1640666029144|High risk
3412|POS|false|2020-01-26 09:29:04.205|1658056310710|High risk
5599|NFC|false|2020-01-26 11:21:09.934|1638894298838|Very high risk
5192|RFID|false|2020-01-26 12:07:24.208|1666941631963|High risk
6209|ATM|false|2020-01-26 14:01:03.173|1590550526962|Critical risk
573|NFC|false|2020-01-26 19:41:19.446|1667061633680|Significant risk
5743|POS|false|2020-01-26 20:33:09.043|1598732551608|Moderate risk
9834|MAC|false|2020-01-27 00:00:47.382|1608709457573|Very high risk
3462|MAC|false|2020-01-27 02:05:10.33|1607045199886|Severe risk
1903|IPv4|false|2020-01-27 02:53:02.397|1657897904287|Very high risk
9145|NFC|false|2020-01-27 08:52:00.422|1597475280773|Significant risk
5266|IPv4|false|2020-01-27 12:57:43.566|1590306125542|Minimal risk
3878|MAC|false|2020-01-27 14:36:34.389|1640357858447|Minimal risk
3409|QRCode|false|2020-01-27 16:15:59.289|1665954956312|Severe risk
1043|QRCode|false|2020-01-27 16:19:10.254|1649917376165|Very high risk
6459|ATM|false|2020-01-27 16:42:16.39|1590045222166|Low risk
1679|IPv6|false|2020-01-28 00:30:33.374|1598235137165|Moderate risk
9486|PHONE|false|2020-01-28 00:54:30.684|1605383482109|High risk
6120|RFID|false|2020-01-28 01:19:04.896|1638394240246|Very high risk
699|PHONE|false|2020-01-28 02:25:03.88|1635878385301|Significant risk
1663|IPv4|false|2020-01-28 07:56:39.406|1637288164493|Minimal risk
8215|IPv6|false|2020-01-28 08:04:14.099|1637922097799|Minimal risk
2909|IPv4|false|2020-01-28 12:35:41.385|1584791814366|Severe risk
9539|IPv4|false|2020-01-28 18:24:08.982|1606334989308|Low risk
8004|IPv6|false|2020-01-28 18:56:05.998|1624865682510|Minimal risk
318|RFID|false|2020-01-29 02:39:08.167|1591893964389|High risk
3485|IPv6|false|2020-01-29 06:40:18.168|1643357864155|Extreme risk
282|WIFI|true|2020-01-29 07:23:13.702|1643305579682|Severe risk
9462|IPv6|false|2020-01-29 09:17:57.852|1625411461859|Minimal risk
7451|PHONE|false|2020-01-29 11:55:50.454|1660349330966|Very high risk
2994|POS|false|2020-01-29 15:31:37.604|1607867555575|Moderate risk
4200|IPv4|false|2020-01-29 20:41:33.298|1643875028731|Minimal risk
6704|MAC|false|2020-01-29 23:05:29.914|1583751632835|Very high risk
1697|PHONE|false|2020-01-30 07:21:08.708|1664940360044|Moderate risk
8962|IPv4|false|2020-01-30 09:58:39.225|1644831127417|Moderate risk
5807|RFID|false|2020-01-30 13:55:02.326|1647933215837|Very high risk
6765|POS|false|2020-01-30 16:06:25.328|1612402011449|High risk
95|QRCode|true|2020-01-30 20:58:52.11|1667824691327|High risk
1072|RFID|false|2020-01-31 07:23:39.53|1607069375050|Very high risk
8763|WIFI|false|2020-01-31 10:16:39.112|1636433274132|Severe risk
7832|PHONE|false|2020-01-31 11:37:05.862|1652803590753|Moderate risk
630|PHONE|false|2020-01-31 13:09:56.582|1632232210975|Low risk
344|NFC|true|2020-01-31 13:31:33.795|1640017947480|Critical risk
2494|PHONE|false|2020-01-31 16:52:46.609|1613087844259|Critical risk
3209|ATM|false|2020-01-31 18:31:52.866|1627200324179|Extreme risk
772|IPv6|false|2020-02-01 00:18:40.461|1604230592763|Very high risk
758|NFC|false|2020-02-01 03:33:01.857|1593787106810|Severe risk
5834|QRCode|false|2020-02-01 05:24:29.057|1670989469859|Minimal risk
675|POS|false|2020-02-01 07:23:09.956|1621021821851|Very high risk
8942|NFC|true|2020-02-01 07:45:48.929|1665042086059|Severe risk
6912|MAC|false|2020-02-01 08:47:39.99|1630422582530|Critical risk
9748|ATM|false|2020-02-01 10:48:36.431|1583560276840|Critical risk
8370|RFID|false|2020-02-01 13:00:37.512|1660073685253|Minimal risk
6682|WIFI|false|2020-02-01 13:16:29.812|1583854050080|High risk
8411|ATM|false|2020-02-01 14:39:09.85|1602080268330|Critical risk
8300|WIFI|false|2020-02-01 16:08:45.898|1606818602206|Critical risk
1219|RFID|false|2020-02-01 23:46:01.736|1642282076779|Significant risk
3337|MAC|false|2020-02-02 03:52:23.022|1646593101359|Extreme risk
640|QRCode|false|2020-02-02 07:21:53.064|1616345097225|Low risk
3006|RFID|false|2020-02-02 07:54:26.965|1594680928115|Low risk
236|QRCode|false|2020-02-02 08:00:59.429|1658045755184|Critical risk
4167|RFID|false|2020-02-02 11:38:33.417|1657185329867|Severe risk
2370|PHONE|false|2020-02-02 15:54:29.206|1659849034127|Low risk
5940|NFC|false|2020-02-02 16:16:05.332|1614576810711|Significant risk
986|NFC|false|2020-02-02 18:04:07.827|1623072845426|Critical risk
6856|NFC|false|2020-02-02 18:22:24.333|1670091178941|Very high risk
4025|ATM|false|2020-02-03 00:34:54.113|1632017351692|High risk
5061|IPv4|false|2020-02-03 02:12:28.242|1644823095301|Critical risk
9678|MAC|false|2020-02-03 03:26:52.689|1633617254917|Extreme risk
804|WIFI|false|2020-02-03 06:04:49.95|1618907333017|Extreme risk
3244|RFID|false|2020-02-03 07:29:06.752|1621474580246|Low risk
4181|MAC|false|2020-02-03 13:17:11.491|1599295956031|Low risk
294|ATM|false|2020-02-03 13:27:17.474|1658303107169|Significant risk
5436|WIFI|false|2020-02-03 13:47:42.856|1595838512242|Significant risk
2618|IPv6|false|2020-02-03 21:46:57.456|1605804530258|Low risk
3639|IPv6|false|2020-02-04 00:06:01.212|1622165712788|Critical risk
5237|RFID|false|2020-02-04 00:56:43.619|1632248835050|Significant risk
6329|POS|false|2020-02-04 03:41:29.484|1639352565363|Critical risk
1185|ATM|false|2020-02-04 08:17:58.182|1664468354424|Severe risk
1246|ATM|false|2020-02-04 11:37:30.835|1655531160519|Very high risk
5553|QRCode|false|2020-02-04 13:01:19.018|1637944964266|Minimal risk
3746|NFC|false|2020-02-04 13:55:55.019|1664522195312|Severe risk
5227|POS|false|2020-02-04 17:16:08.146|1581948000628|Critical risk
5607|ATM|false|2020-02-04 19:50:02.137|1645873126340|Critical risk
8583|IPv4|false|2020-02-04 20:30:21.671|1586923044172|Extreme risk
8420|NFC|false|2020-02-04 22:08:37.576|1602499083894|Very high risk
5322|PHONE|false|2020-02-05 03:35:53.474|1624093668211|Extreme risk
9235|PHONE|false|2020-02-05 06:16:31.281|1612659694682|High risk
481|QRCode|false|2020-02-05 15:54:19.967|1623672421020|Minimal risk
5054|POS|false|2020-02-05 19:28:32.336|1636197499537|High risk
4679|QRCode|false|2020-02-05 21:14:13.157|1640195403443|High risk
9459|QRCode|false|2020-02-05 21:28:08.436|1589834622653|Low risk
2675|PHONE|false|2020-02-06 03:55:16.189|1603395843458|Extreme risk
530|POS|false|2020-02-06 05:51:04.454|1624551951295|Moderate risk
6116|ATM|false|2020-02-06 09:29:05.044|1604687961323|Moderate risk
3855|IPv6|false|2020-02-06 10:34:26.859|1650685470455|Moderate risk
5049|POS|false|2020-02-06 10:46:09.195|1583760695007|Moderate risk
1456|IPv4|false|2020-02-06 11:59:05.514|1667545668579|Low risk
576|IPv4|false|2020-02-06 13:24:45.983|1592980606761|Severe risk
1931|MAC|false|2020-02-06 16:40:00.901|1585212467728|Moderate risk
7298|ATM|false|2020-02-06 18:03:23.312|1628167640330|Severe risk
4260|WIFI|false|2020-02-06 20:02:05.264|1592348186909|Moderate risk
8326|IPv4|false|2020-02-06 21:01:26.15|1627735059501|Extreme risk
5460|ATM|false|2020-02-06 22:54:10.168|1668920091354|Low risk
1178|RFID|false|2020-02-06 23:44:54.273|1648353246905|Moderate risk
7822|RFID|false|2020-02-07 05:29:29.632|1671611352223|Low risk
7945|IPv4|false|2020-02-07 06:16:58.195|1637036051242|Minimal risk
7171|POS|true|2020-02-07 06:35:29.937|1602698186699|Severe risk
3740|WIFI|false|2020-02-07 07:56:02.446|1632407391287|Critical risk
6797|NFC|false|2020-02-07 09:57:23.431|1598455056761|Significant risk
7352|IPv4|false|2020-02-07 11:01:11.826|1646259010968|Low risk
9409|WIFI|false|2020-02-07 13:43:55.328|1586206997389|Severe risk
1328|ATM|false|2020-02-07 14:23:09.67|1587783195336|Extreme risk
1107|PHONE|false|2020-02-07 20:19:34.581|1622634790475|Minimal risk
1886|MAC|false|2020-02-07 20:52:53.988|1664642281483|Significant risk
6593|IPv6|false|2020-02-07 20:57:43.484|1650637740255|Minimal risk
3502|QRCode|false|2020-02-07 22:15:47.253|1657400377045|Critical risk
7090|RFID|false|2020-02-07 22:49:57.458|1594760862330|Moderate risk
9762|NFC|false|2020-02-08 00:18:07.81|1658507318713|Minimal risk
1095|IPv6|false|2020-02-08 02:50:25.722|1649384542137|Severe risk
4505|RFID|false|2020-02-08 05:20:42.95|1652498938654|Low risk
4628|IPv4|false|2020-02-08 10:34:09.349|1637073791237|Critical risk
6861|NFC|false|2020-02-08 21:04:49.48|1590713329086|Moderate risk
946|QRCode|false|2020-02-08 21:24:06.856|1662999179220|Critical risk
6701|POS|false|2020-02-08 22:48:09.787|1660138868538|Severe risk
7120|IPv4|true|2020-02-09 05:10:13.436|1635468783656|High risk
6484|RFID|false|2020-02-09 12:27:50.888|1644538650948|Critical risk
9292|IPv6|false|2020-02-09 16:50:01.12|1671667959942|Very high risk
6020|WIFI|false|2020-02-09 20:44:11.45|1640964820045|Severe risk
1623|ATM|true|2020-02-09 21:35:21.642|1592002025043|Extreme risk
7947|WIFI|false|2020-02-10 00:32:37.013|1600197508566|Low risk
1337|IPv4|false|2020-02-10 06:28:38.795|1641547918695|Critical risk
8035|NFC|false|2020-02-10 08:52:30.393|1606024706296|Significant risk
6794|NFC|false|2020-02-10 09:55:59.156|1616242620818|Moderate risk
1968|PHONE|false|2020-02-10 16:40:32.48|1648104525520|Minimal risk
6663|QRCode|false|2020-02-10 16:47:14.524|1650534643299|Very high risk
1600|QRCode|false|2020-02-10 18:59:42.31|1640370241385|Severe risk
3654|ATM|false|2020-02-10 19:48:45.586|1608321921160|Minimal risk
5270|PHONE|false|2020-02-10 20:57:05.547|1613069523009|Minimal risk
7388|PHONE|false|2020-02-10 22:34:43.339|1622121779904|Extreme risk
7922|RFID|false|2020-02-11 00:42:20.699|1590207769980|Moderate risk
3303|IPv6|false|2020-02-11 02:11:39.381|1648734265700|Extreme risk
9117|MAC|false|2020-02-11 02:37:48.322|1643271725100|Extreme risk
134|NFC|false|2020-02-11 04:08:59.488|1621603008679|High risk
189|MAC|false|2020-02-11 07:39:27.654|1629190568093|Low risk
5433|NFC|false|2020-02-11 07:47:38.271|1627341582950|Moderate risk
2209|POS|false|2020-02-11 14:10:06.071|1583717886859|Low risk
6169|IPv6|false|2020-02-11 15:41:45.78|1581569834377|Moderate risk
6601|NFC|false|2020-02-11 16:05:07.151|1635765402232|High risk
6178|IPv4|true|2020-02-11 21:11:33.907|1639397858314|Severe risk
6612|NFC|false|2020-02-12 01:46:30.831|1599686303410|High risk
9469|IPv6|false|2020-02-12 06:54:13.819|1607766372826|Minimal risk
5325|WIFI|false|2020-02-12 09:34:42.279|1595109876311|Minimal risk
6921|PHONE|false|2020-02-12 10:45:28.603|1592637457815|Extreme risk
6883|WIFI|false|2020-02-12 19:14:36.719|1587139134606|Moderate risk
7102|NFC|false|2020-02-12 19:20:10.664|1653408571673|Severe risk
3142|IPv4|false|2020-02-12 21:39:58.493|1639643321666|Significant risk
2562|POS|false|2020-02-13 00:35:30.115|1583281207649|Low risk
3961|IPv6|false|2020-02-13 02:35:28.004|1611610971814|Low risk
5443|IPv6|true|2020-02-13 04:02:11.678|1656669798297|Moderate risk
1126|MAC|false|2020-02-13 05:16:40.003|1634341084774|Very high risk
6592|RFID|false|2020-02-13 08:45:45.733|1622568088259|Low risk
6304|RFID|false|2020-02-13 09:34:44.887|1637840251070|High risk
