companyId|loanId|createTime|org
3836|49539595901080550|2020-06-25 06:42:14.154|State Farm Bank
3069|49821070877790227|2020-06-26 14:22:40.252|Bank of America
1099511628289|49821070877786797|2020-06-26 15:19:46.499|Funding Circle
1099511631586|50384020831212485|2020-06-28 08:57:12.786|Wells Fargo
815|50384020831208539|2020-06-29 02:06:09.59|State Farm Bank
2775|50665495807921826|2020-06-29 10:37:44.083|Peerform
2199023257076|50946970784630843|2020-06-30 23:03:03.345|Fundrise
1099511628596|51791395714761829|2020-07-03 19:44:48.556|Roofstock
1099511630016|52072870691474428|2020-07-04 11:05:27.724|LendingPoint
1099511628725|52354345668183309|2020-07-05 17:39:13.388|Best Egg
1099511630779|52635820644896699|2020-07-06 06:35:06.882|Patch of Land
1126|52635820644894194|2020-07-06 07:54:42.52|SoFi
1949|52917295621605995|2020-07-07 19:04:50.49|BlueVine
1099511629241|53198770598316007|2020-07-08 19:02:01.11|Chase Bank
1099511630953|54043195528450221|2020-07-11 07:45:01.698|BlueVine
3697|54324670505161522|2020-07-12 17:52:47.622|SunTrust
2585|54606145481870775|2020-07-13 23:56:02.576|US Bank
3016|54887620458581962|2020-07-15 03:09:19.22|Fundrise
1099511629395|55169095435290814|2020-07-15 18:30:26.765|Discover
2199023256597|55169095435290006|2020-07-15 23:24:14.685|Chase Bank
739|55450570412000236|2020-07-16 08:07:05.703|Navy Federal Credit Union
1099511631320|55732045388714624|2020-07-17 13:08:43.849|RealtyMogul
2199023255862|55732045388710292|2020-07-17 22:15:34.628|BlueVine
1099511629060|56294995342132967|2020-07-19 12:51:44.624|Navy Federal Credit Union
961|56294995342132509|2020-07-20 02:03:23.852|Earnest
3359|56576470318846375|2020-07-21 02:33:07.576|Capital One
2227|56857945295555562|2020-07-21 13:42:43.279|Bank of America
1099511630920|57139420272267402|2020-07-22 22:03:21.053|RealtyMogul
1099511630001|58265320179108839|2020-07-26 07:03:49.568|Upgrade
2199023256395|58265320179106939|2020-07-26 10:46:11.91|Kabbage
3503|58265320179110475|2020-07-26 19:53:51.443|Prosper
1099511630779|58265320179109816|2020-07-27 00:27:20.004|Earnest
1375|58546795155818342|2020-07-27 21:03:42.409|Peerform
598|58546795155817257|2020-07-28 02:24:19.334|Discover
2459|58828270132530452|2020-07-29 01:06:48.598|Roofstock
1099511629592|59672695062661558|2020-08-01 04:09:58.788|Prosper
1099511630162|59954170039372975|2020-08-01 19:58:39.335|TD Bank
2199023255687|60798594969501870|2020-08-05 02:30:06.195|LightStream
2136|61080069946215280|2020-08-05 21:11:20.206|LightStream
1099511629593|61924494876346809|2020-08-08 16:45:53.848|Peerform
3296|62487444829770066|2020-08-10 09:44:58.415|State Farm Bank
3344|63613344736612745|2020-08-14 10:02:24.053|Navy Federal Credit Union
976|64176294690030897|2020-08-16 07:44:43.58|Rocket Loans
2199023258361|64739244643454674|2020-08-18 13:33:13.12|Rocket Loans
1099511631659|65020719620166714|2020-08-19 23:24:28.796|Roofstock
3298534884707|66428094503716720|2020-08-24 17:34:55.005|LightStream
1099511630985|66991044457140432|2020-08-26 05:19:50.878|Funding Circle
2199023256084|66991044457136837|2020-08-26 18:41:19.075|SunTrust
568|67272519433847543|2020-08-27 20:47:59.436|Earnest
1099511630799|67553994410561497|2020-08-28 17:29:32.193|Capital One
2199023257340|67553994410559891|2020-08-28 19:00:15.481|Bank of America
2199023256743|67835469387269720|2020-08-29 16:12:14.307|OneMain Financial
1078|68116944363980221|2020-08-30 22:41:04.666|Patch of Land
3298534883678|68398419340689866|2020-08-31 07:19:51.388|Fundbox
3298534883645|68679894317400480|2020-09-01 22:14:26.702|OneMain Financial
1901|68961369294113333|2020-09-02 15:38:25.301|American Express
1099511629453|68961369294113025|2020-09-03 02:05:44.044|Fundrise
2199023256023|69242844270822005|2020-09-03 14:34:55.881|PNC Bank
1099511631482|69242844270826305|2020-09-03 19:06:49.212|Marcus by Goldman Sachs
2199023258014|69242844270824732|2020-09-04 01:45:00.784|Fundrise
1099511629068|69524319247533812|2020-09-04 16:46:40.176|American Express
3298534884804|69805794224244722|2020-09-06 04:25:03.925|OnDeck
1099511630675|70087269200957240|2020-09-06 17:53:21.818|Patch of Land
3298534887189|70650219154379792|2020-09-08 07:20:23.777|State Farm Bank
2199023256997|70650219154376655|2020-09-08 16:49:04.919|Best Egg
2199023257987|70650219154377973|2020-09-09 05:06:17.15|LendingPoint
3298534886296|70931694131089290|2020-09-09 11:48:09.766|Marcus by Goldman Sachs
2750|70931694131089028|2020-09-09 21:37:55.976|RealtyMogul
2199023258310|71213169107799691|2020-09-10 20:48:52.896|Wells Fargo
2199023257763|71494644084509643|2020-09-11 12:14:49.721|Upgrade
3298534884142|71494644084507737|2020-09-11 16:16:10.883|Wells Fargo
3298534884461|71776119061218812|2020-09-12 05:46:48.105|Earnest
2199023256122|71776119061218040|2020-09-12 14:10:49.88|Kabbage
1099511628460|72057594037928856|2020-09-13 06:38:23.064|Discover
3868|72339069014643738|2020-09-14 11:56:01.517|Upgrade
1099511629162|72620543991351163|2020-09-15 08:24:23.022|LendingClub
1099511629306|72620543991351363|2020-09-16 01:26:51.607|SoFi
2199023259533|73746443898197169|2020-09-19 13:25:20.021|Earnest
257|74027918874902872|2020-09-20 13:04:18.093|Fundbox
2199023256523|74309393851614507|2020-09-21 13:49:54.952|Chase Bank
2199023257776|74309393851616227|2020-09-21 14:44:33.882|State Farm Bank
821|74590868828324966|2020-09-22 17:33:53.083|State Farm Bank
1099511631257|74590868828328486|2020-09-23 00:24:15.141|LightStream
642|74590868828324699|2020-09-23 05:34:49.942|Marcus by Goldman Sachs
1099511630340|74872343805037971|2020-09-23 12:01:30.843|BlueVine
1099511630994|74872343805038813|2020-09-23 21:47:20.382|Chase Bank
3298534886730|74872343805039066|2020-09-24 05:49:13.129|State Farm Bank
2199023255737|75153818781745396|2020-09-24 05:56:46.615|Kabbage
1500|75435293758457877|2020-09-25 15:31:24.545|Wells Fargo
2199023256696|75716768735168014|2020-09-27 02:16:54.863|Upstart
1099511629453|75716768735168770|2020-09-27 05:05:06.768|Discover
2199023256380|76279718688588908|2020-09-28 06:58:25.141|LendingClub
2199023259313|76561193665303425|2020-09-29 20:03:23.972|Citibank
2199023257457|76842668642011706|2020-09-30 08:05:44.578|Peerform
678|77687093572141964|2020-10-03 16:57:15.043|Upgrade
3298534886369|77968568548855786|2020-10-04 07:04:28.909|Best Egg
1099511630001|77968568548854758|2020-10-04 18:33:06.172|Rocket Loans
2199023256282|78250043525563361|2020-10-05 16:22:03.945|LightStream
685|78812993478984604|2020-10-07 12:49:17.134|Upstart
1099511629906|78812993478986597|2020-10-08 05:01:26.793|SunTrust
1099511630724|78812993478987637|2020-10-08 05:18:27.61|Marcus by Goldman Sachs
1099511630799|79094468455698391|2020-10-09 03:17:09.167|Wells Fargo
1099511628000|79375943432405289|2020-10-09 06:32:50.263|US Bank
2199023259301|79657418409120630|2020-10-10 09:16:22.199|OnDeck
3298534886318|79938893385830307|2020-10-11 23:45:48.486|Wells Fargo
599|79938893385827118|2020-10-12 04:35:03.602|Citibank
3298534883429|80220368362537080|2020-10-13 02:53:49.522|Fundbox
3124|80501843339251820|2020-10-13 20:40:50.426|Earnest
3298534883699|80783318315958770|2020-10-15 04:46:02.963|Peerform
3298534886343|81064793292672966|2020-10-16 01:24:44.028|Marcus by Goldman Sachs
3298534886542|81346268269383895|2020-10-17 01:00:51.983|OnDeck
2199023256322|81627743246091289|2020-10-17 15:19:47.679|Citibank
1099511631377|81627743246095056|2020-10-18 02:38:55.193|Prosper
2199023258448|82190693199515446|2020-10-19 09:25:58.728|American Express
1099511628517|82190693199512562|2020-10-19 22:23:11.564|Fundbox
1500|82190693199513620|2020-10-20 02:29:31.555|SunTrust
43|82190693199511616|2020-10-20 02:47:17.172|Kabbage
3298534886458|82472168176226425|2020-10-21 04:44:26.508|Upstart
1099511629165|82753643152934788|2020-10-22 02:31:55.541|Discover
2360|82753643152936082|2020-10-22 04:21:02.063|Wells Fargo
3298534885551|83035118129646560|2020-10-22 13:18:34.59|State Farm Bank
1099511631614|83316593106359274|2020-10-24 01:19:38.333|Avant
3298534885110|83598068083067273|2020-10-24 12:59:25.619|Bank of America
2199023255724|83598068083065056|2020-10-25 05:47:32.152|State Farm Bank
1099511628219|83879543059776065|2020-10-25 08:40:40.557|LendingPoint
2199023258483|83879543059779428|2020-10-25 21:18:21.966|Rocket Loans
3298534884523|84161018036487772|2020-10-26 10:04:55.585|Navy Federal Credit Union
1099511629872|84161018036489010|2020-10-26 22:17:09.171|BlueVine
2938|84161018036490093|2020-10-26 22:41:05.481|Upgrade
3298534886093|84161018036489877|2020-10-27 04:33:53.131|OneMain Financial
1099511629697|84161018036488785|2020-10-27 05:44:42.575|Navy Federal Credit Union
3298534884965|84442493013199056|2020-10-27 08:12:49.27|Chase Bank
2199023258752|84723967989911748|2020-10-28 06:53:07.801|BlueVine
1172|84723967989909054|2020-10-29 03:28:58.83|SunTrust
1099511631307|85005442966622835|2020-10-29 12:20:04.52|Patch of Land
3298534886585|85005442966622487|2020-10-29 14:14:07.21|Best Egg
1099511629592|85005442966620600|2020-10-29 18:07:51.816|RealtyMogul
3298534886461|85286917943332988|2020-10-31 03:04:58.841|Chase Bank
1099511629498|85286917943331135|2020-10-31 03:24:06.324|LendingPoint
1099511629445|85286917943331064|2020-10-31 05:50:38.783|Prosper
2199023256094|85568392920040147|2020-11-01 06:30:58.167|Wells Fargo
3298534885628|85849867896753223|2020-11-01 16:16:35.417|US Bank
3298534886211|85849867896753964|2020-11-01 21:48:00.212|Prosper
1099511628865|86412817850172873|2020-11-03 12:10:56.246|OnDeck
2199023258739|86412817850175669|2020-11-04 00:23:48.042|Patch of Land
1099511629345|86694292826884214|2020-11-04 14:17:44.281|Funding Circle
1099511629023|86694292826883753|2020-11-04 18:55:24.984|Roofstock
1099511631102|86975767803597168|2020-11-06 03:19:56.957|RealtyMogul
3298534885079|86975767803595106|2020-11-06 05:16:05.463|PNC Bank
2199023257340|87257242780305812|2020-11-07 01:37:45.903|Marcus by Goldman Sachs
3298534885588|87257242780306452|2020-11-07 04:20:04.017|LightStream
3298534884130|87538717757015110|2020-11-07 17:13:50.139|Marcus by Goldman Sachs
3298534886753|87820192733729270|2020-11-09 06:48:30.959|BlueVine
2199023257545|88101667710438059|2020-11-09 07:19:52.751|SunTrust
3298534885419|88101667710438188|2020-11-09 11:03:56.255|Navy Federal Credit Union
3298534884005|88664617663857544|2020-11-11 19:47:04.256|US Bank
3281|88946092640571703|2020-11-12 11:33:53.461|Bank of America
2199023257538|88946092640570008|2020-11-13 01:45:46.66|Capital One
1099511629917|89227567617280884|2020-11-13 12:04:06.212|US Bank
2633|89509042593992173|2020-11-14 08:17:27.225|Peerform
3298534886730|89509042593993179|2020-11-15 04:40:49.203|Patch of Land
1099511630282|89790517570702667|2020-11-15 08:45:34.051|Peerform
1099511630189|90071992547413206|2020-11-16 22:31:37.207|Avant
961|90353467524121882|2020-11-17 08:26:40.675|Wells Fargo
1099511627828|90353467524120648|2020-11-17 13:07:56.933|PNC Bank
4398046511208|90634942500831358|2020-11-18 14:21:26.009|SunTrust
1099511628134|90634942500831702|2020-11-19 06:20:05.068|Wells Fargo
3298534886514|90634942500835507|2020-11-19 06:41:59.038|Earnest
4398046512654|90916417477544030|2020-11-20 02:30:56.336|Capital One
3127|91197892454256751|2020-11-21 04:26:54.29|Upgrade
3298534883678|91479367430963656|2020-11-21 13:45:56.66|Upstart
2775|91760842407677601|2020-11-23 02:51:45.398|OneMain Financial
2227|91760842407676904|2020-11-23 03:32:41.783|Fundbox
1099511631716|92042317384389757|2020-11-23 09:22:46.575|State Farm Bank
2199023256254|92042317384385459|2020-11-23 09:40:09.492|Patch of Land
3298534884125|92042317384385594|2020-11-24 02:05:13.269|Patch of Land
2199023259533|92042317384389811|2020-11-24 04:02:12.438|Prosper
1099511631399|92323792361100005|2020-11-24 11:41:20.926|LightStream
4398046513018|92605267337808457|2020-11-25 11:49:37.793|Upstart
3298534885628|92605267337808969|2020-11-25 13:27:14.568|Wells Fargo
3298534885419|92605267337808685|2020-11-25 19:52:03.944|LightStream
1099511630001|92886742314519525|2020-11-27 02:53:04.862|BlueVine
1099511630701|93168217291231070|2020-11-27 17:31:29.624|SunTrust
3874|93168217291232293|2020-11-28 00:54:31.852|Peerform
1099511629498|93449692267940156|2020-11-29 05:14:50.654|Peerform
2199023258739|93731167244652726|2020-11-29 07:45:54.963|SoFi
3298534884854|93731167244650557|2020-11-29 10:37:13.369|Patch of Land
1099511630308|93731167244651883|2020-11-29 17:57:28.881|Fundbox
2199023257113|93731167244650603|2020-11-29 23:40:37.936|Fundrise
4398046512454|93731167244650315|2020-11-30 04:53:22.074|Chase Bank
4398046513058|94294117198072434|2020-12-01 17:04:57.699|Citibank
4398046512785|94294117198072071|2020-12-02 00:27:07.975|BlueVine
1099511628372|94294117198070565|2020-12-02 07:12:22.092|Chase Bank
2199023259324|94575592174785423|2020-12-02 10:18:04.109|Kabbage
3868|94575592174785565|2020-12-02 12:49:15.119|TD Bank
2474|94575592174783785|2020-12-02 22:50:19.241|Bank of America
1099511631412|94575592174785265|2020-12-03 05:52:01.022|Prosper
1883|94857067151493660|2020-12-03 11:15:54.65|OneMain Financial
1099511630596|94857067151494874|2020-12-03 13:57:24.999|Funding Circle
3298534887192|94857067151496212|2020-12-03 16:40:26.769|Discover
3298534887189|95138542128206865|2020-12-04 17:59:40.281|Roofstock
1446|95138542128203730|2020-12-04 20:00:19.392|Roofstock
1482|95138542128203775|2020-12-05 03:38:34.448|Peerform
29|95138542128201763|2020-12-05 07:14:58.238|Upstart
4398046514023|95420017104916315|2020-12-05 12:25:13.646|Capital One
1099511630814|95420017104916456|2020-12-05 18:10:55.077|Discover
3298534886972|95420017104917243|2020-12-06 02:21:28.424|Peerform
3298534885669|95982967058336882|2020-12-07 09:55:05.12|Discover
3298534884618|95982967058335475|2020-12-07 16:14:37.524|Roofstock
2199023258280|95982967058337398|2020-12-07 20:30:13.848|Peerform
2938|95982967058337644|2020-12-07 22:43:00.356|BlueVine
1099511628312|96827391988466379|2020-12-10 10:34:45.752|Fundrise
1099511629965|96827391988468655|2020-12-11 07:22:25.527|Patch of Land
4398046511604|97108866965176978|2020-12-11 07:35:36.072|US Bank
1616|97108866965178556|2020-12-12 05:24:49.978|Navy Federal Credit Union
4398046514338|97671816918601980|2020-12-13 22:03:25.259|Upstart
2499|97671816918601023|2020-12-14 03:55:46.44|LendingPoint
3298534884941|97671816918599861|2020-12-14 05:09:38.69|Patch of Land
365|97953291895308769|2020-12-15 07:37:45.901|LendingPoint
1099511627996|98516241848729892|2020-12-16 13:27:41.168|Peerform
2199023259049|98516241848734269|2020-12-16 20:30:11.894|American Express
4398046512496|98797716825442185|2020-12-17 14:29:06.662|Marcus by Goldman Sachs
4398046514827|99079191802155855|2020-12-18 12:37:46.099|Fundbox
4398046511803|99360666778862509|2020-12-19 09:56:20.21|Fundbox
3298534885186|99360666778864125|2020-12-19 15:02:48.924|Wells Fargo
2199023257352|99360666778864033|2020-12-19 20:00:42.103|Kabbage
2675|99642141755575849|2020-12-20 13:59:10.824|Best Egg
678|99642141755573131|2020-12-21 00:24:27.28|Discover
1099511628720|99923616732284170|2020-12-21 21:20:50.335|Funding Circle
1099511631607|99923616732287972|2020-12-22 00:52:35.042|TD Bank
3298534885935|99923616732286419|2020-12-22 05:17:36.166|OneMain Financial
1099511629616|99923616732285400|2020-12-22 05:30:40.035|Citibank
4398046514930|100486566685709280|2020-12-23 20:01:05.705|Peerform
1099511629851|100768041662417695|2020-12-24 09:34:44.886|State Farm Bank
1099511631614|100768041662419945|2020-12-25 05:35:19.269|PNC Bank
2199023257739|101330991615839149|2020-12-26 13:30:04.481|PNC Bank
3298534884941|101330991615838390|2020-12-26 16:55:24.406|Upgrade
1099511630218|101330991615839488|2020-12-26 23:18:46.774|Avant
3298534884922|101330991615838363|2020-12-27 02:24:44.902|SunTrust
2199023258844|101330991615840587|2020-12-27 03:25:40.031|PNC Bank
2199023259058|101612466592551505|2020-12-27 10:01:39.094|Patch of Land
1616|101612466592549051|2020-12-27 15:10:44.637|Avant
4398046512305|102175416545969772|2020-12-29 15:20:45.911|SunTrust
1099511629162|102175416545970041|2020-12-29 16:12:05.953|LendingClub
1099511631336|102175416545972893|2020-12-30 01:10:15.632|Discover
1099511631589|102175416545973191|2020-12-30 02:10:14.146|Chase Bank
1099511628312|102738366499390154|2020-12-31 11:14:01.778|Marcus by Goldman Sachs
3298534885727|102738366499392704|2020-12-31 19:43:14.638|LightStream
1099511628449|103019841476100993|2021-01-01 08:02:33.737|Capital One
2199023256395|103301316452811898|2021-01-02 09:00:05.976|Upstart
3298534884745|103301316452812717|2021-01-03 04:08:03.572|BlueVine
1099511631738|103582791429526686|2021-01-03 16:16:00.288|LendingClub
365|103582791429521891|2021-01-03 18:29:54.246|Marcus by Goldman Sachs
4398046514930|103864266406237150|2021-01-04 20:19:44.497|SoFi
3298534883738|104145741382943264|2021-01-06 01:04:04.595|LendingPoint
4398046511754|104427216359654244|2021-01-06 13:38:41.415|LendingPoint
3298534887007|104427216359658272|2021-01-06 21:36:21.125|OnDeck
3298534887054|104427216359658326|2021-01-06 22:07:00.278|OnDeck
1842|104427216359655900|2021-01-07 03:55:21.871|Roofstock
3298534883728|104708691336364559|2021-01-07 09:20:52.587|LendingClub
2199023257375|104708691336366528|2021-01-07 22:01:35.722|TD Bank
4398046512027|105271641289786601|2021-01-10 04:50:36.376|Earnest
1099511627834|105553116266496079|2021-01-10 23:00:27.759|Fundrise
2585|105553116266499510|2021-01-10 23:36:34.343|LendingClub
1099511630189|105553116266499284|2021-01-11 07:09:02.433|Roofstock
3298534885551|105553116266499037|2021-01-11 07:36:54.943|LightStream
1099511629697|106116066219919955|2021-01-13 01:58:06.386|Roofstock
2199023257113|106116066219919469|2021-01-13 05:01:35.329|Rocket Loans
2354|106116066219920514|2021-01-13 05:28:00.105|Patch of Land
3298534884449|106397541196629487|2021-01-14 04:49:27.376|Upstart
3298534887262|106679016173343864|2021-01-14 11:07:12.745|Marcus by Goldman Sachs
3298534886540|106679016173342933|2021-01-15 03:44:09.786|OneMain Financial
4398046512233|106960491150050805|2021-01-16 00:00:25.52|US Bank
2199023255710|106960491150049485|2021-01-16 01:25:52.318|SoFi
1099511628330|106960491150050024|2021-01-16 07:49:39.959|OneMain Financial
3298534885626|107241966126763077|2021-01-16 13:21:32.215|Navy Federal Credit Union
4398046513480|107241966126763169|2021-01-17 02:48:48.476|OneMain Financial
2199023255724|107241966126760161|2021-01-17 02:59:45.411|Avant
3298534886675|107523441103475089|2021-01-18 01:48:40.797|LightStream
1272|107523441103472338|2021-01-18 03:50:28.916|Bank of America
2199023258819|107804916080185636|2021-01-18 23:59:12.258|Upstart
4398046514827|108086391056896850|2021-01-19 17:46:10.26|Best Egg
2199023257987|108086391056895220|2021-01-20 06:52:53.65|BlueVine
3298534886972|108367866033607420|2021-01-21 00:09:33.142|Earnest
4398046512155|108367866033604000|2021-01-21 04:06:38.91|Wells Fargo
2199023257357|108649341010315691|2021-01-21 21:32:51.735|Capital One
1957|108649341010315891|2021-01-22 07:49:22.235|BlueVine
4398046511337|108930815987024185|2021-01-22 19:41:00.196|Chase Bank
1099511629830|108930815987026692|2021-01-23 05:02:37.819|State Farm Bank
4398046513588|109212290963737905|2021-01-23 09:38:27.3|BlueVine
2199023259342|109212290963739557|2021-01-23 17:07:56.2|Marcus by Goldman Sachs
4398046512686|109493765940447362|2021-01-24 10:47:40.845|Rocket Loans
5497558140870|109493765940447907|2021-01-24 18:29:17.894|LendingPoint
3351|109775240917160344|2021-01-25 10:44:24.621|American Express
790|109775240917156910|2021-01-25 15:21:47.614|TD Bank
3298534885712|110056715893869741|2021-01-26 09:30:49.118|Rocket Loans
2199023256529|110056715893867828|2021-01-26 11:37:25.416|Peerform
2474|110338190870580520|2021-01-27 19:38:43.095|Roofstock
3298534885155|110619665847290308|2021-01-28 15:43:30.476|Patch of Land
5497558141716|110619665847291626|2021-01-28 17:47:21.743|Wells Fargo
1099511629633|110619665847290363|2021-01-29 05:55:43.957|Kabbage
3298534884917|110901140824000656|2021-01-29 11:10:47.941|Capital One
1099511629452|110901140824000767|2021-01-29 11:33:50.941|Best Egg
2199023258739|110901140824002740|2021-01-29 13:08:06.692|State Farm Bank
3298534883917|110901140823999257|2021-01-30 00:06:01.046|Bank of America
2199023259281|110901140824003425|2021-01-30 07:36:38.865|Citibank
4398046512253|111182615800710685|2021-01-30 08:57:09.745|Rocket Loans
4398046514070|111182615800713094|2021-01-31 02:05:13.297|Earnest
1099511629965|111464090777422769|2021-01-31 10:47:50.449|Fundrise
2199023258052|111464090777423168|2021-01-31 11:30:22.718|LendingPoint
2199023259342|111464090777424806|2021-01-31 19:08:12.599|Upstart
4398046513961|111464090777423629|2021-02-01 03:35:33.734|Upgrade
2199023255862|111745565754130837|2021-02-01 12:04:48.086|Chase Bank
1099511628351|111745565754131204|2021-02-02 00:12:04.445|SunTrust
3298534885186|111745565754132991|2021-02-02 04:35:31.597|Avant
4398046511803|111745565754131372|2021-02-02 05:02:41.434|Chase Bank
635|112027040730841940|2021-02-02 17:53:27.464|TD Bank
3298534885215|112027040730843677|2021-02-03 02:56:29.278|Discover
4398046511723|112308515707552584|2021-02-03 14:10:15.624|Capital One
3847|112308515707556858|2021-02-03 14:56:52.643|Fundrise
5497558140381|112308515707553815|2021-02-04 04:58:30.375|Upstart
5497558140190|112589990684264210|2021-02-04 20:42:29.127|Fundrise
1099511630282|112589990684265805|2021-02-05 01:52:19.305|LendingClub
3298534884956|112871465660975300|2021-02-05 11:49:07.563|Avant
4398046514225|112871465660977253|2021-02-06 02:20:33.251|Patch of Land
2910|113152940637687631|2021-02-06 09:24:42.514|Upstart
2199023258794|113152940637688069|2021-02-07 03:31:18.135|BlueVine
257|113434415614394713|2021-02-07 13:22:26.722|Kabbage
4398046512367|113434415614396099|2021-02-07 23:07:10.173|Navy Federal Credit Union
2199023259049|113434415614399038|2021-02-08 00:06:37.703|RealtyMogul
5497558140940|113434415614397194|2021-02-08 05:33:09.903|OnDeck
5497558141109|113715890591108077|2021-02-09 05:04:37.576|TD Bank
4398046513480|113997365567818915|2021-02-09 17:26:34.187|Prosper
2199023259369|114278840544531408|2021-02-10 14:56:10.576|US Bank
4398046511142|114278840544526394|2021-02-10 17:33:19.85|TD Bank
4398046514326|114278840544530661|2021-02-10 21:32:02.072|Avant
2199023257457|114278840544528956|2021-02-11 03:47:52.439|Prosper
4398046514930|114560315521242079|2021-02-11 21:56:19.507|State Farm Bank
2199023258123|114560315521240482|2021-02-11 23:20:06.749|Kabbage
3298534883429|114841790497947769|2021-02-12 18:35:35.066|Kabbage
3298534887270|114841790497952899|2021-02-13 00:44:14.164|OnDeck
5497558140495|114841790497949881|2021-02-13 02:26:04.321|TD Bank
3298534884850|115123265474660407|2021-02-13 09:04:36.34|Kabbage
2199023256380|115123265474659437|2021-02-13 14:32:59.854|Upstart
3298534883750|115404740451369512|2021-02-14 14:50:29.865|Upstart
599|115404740451369772|2021-02-14 16:29:32.213|Bank of America
5497558142807|115404740451374192|2021-02-14 19:50:31.019|PNC Bank
1099511629616|115686215428082137|2021-02-15 23:42:50.615|American Express
353|115967690404790734|2021-02-16 13:39:36.089|Capital One
3298534886540|115967690404794580|2021-02-16 22:33:34.5|TD Bank
3298534887110|116249165381505946|2021-02-17 16:20:02.571|Wells Fargo
3298534884188|116249165381502101|2021-02-18 04:29:06.547|OnDeck
1099511627889|116530640358211722|2021-02-18 15:36:55.405|Bank of America
4398046514147|116530640358215663|2021-02-19 03:05:48.736|BlueVine
