fromId|toId|createTime|relation
2199023258107|4398046512454|2021-04-15 14:05:21.642|business associate
2199023256122|5497558140943|2021-04-20 10:34:40.94|business associate
3298534884611|4398046512317|2021-04-24 19:08:34.517|business associate
4398046512718|3298534883699|2021-04-26 06:59:17.171|business associate
1099511629452|2745|2021-04-26 11:10:06.828|business associate
2199023256243|3298534883856|2021-04-27 02:35:53.771|business associate
344|3298534885487|2021-04-27 12:59:45.517|business associate
5497558139756|3298534886458|2021-04-27 23:08:14.812|business associate
5497558140614|4398046511594|2021-04-28 01:13:59.971|business associate
5497558141582|1099511628886|2021-05-01 16:05:15.926|business associate
5497558142110|4398046512265|2021-05-03 17:23:37.266|business associate
1099511629876|3298534885186|2021-05-05 01:19:52.413|business associate
4398046514420|2199023257763|2021-05-08 04:39:03.991|business associate
550|6597069769231|2021-05-10 01:34:52.843|business associate
5497558141282|6597069767357|2021-05-10 15:02:00.862|business associate
5497558142256|3298534883728|2021-05-11 13:47:16.616|business associate
3298534886671|6597069768816|2021-05-14 03:30:02.987|business associate
1099511630162|2360|2021-05-15 23:45:57.553|business associate
5497558140177|1099511629452|2021-05-16 01:19:48.134|business associate
1099511629721|2199023257521|2021-05-16 02:20:04.582|business associate
4398046513789|952|2021-05-16 13:13:45.389|business associate
5497558142472|2199023258247|2021-05-16 19:55:03.013|business associate
1099511630212|2199023259533|2021-05-18 06:09:18.968|business associate
5497558142256|2199023257173|2021-05-18 11:40:22.544|business associate
4398046514162|4398046513206|2021-05-19 10:15:21.824|business associate
5497558141282|1099511628683|2021-05-20 00:10:01.132|business associate
4398046513058|3057|2021-05-20 19:46:34.139|business associate
1099511629332|5497558138885|2021-05-21 19:26:35.044|business associate
3298534886517|1099511631752|2021-05-21 21:14:53.39|business associate
6597069766847|4398046511125|2021-05-23 18:35:21.157|business associate
3298534884735|6597069768969|2021-05-28 03:39:21.623|business associate
1855|5497558141282|2021-05-31 03:30:23.351|business associate
2747|6597069767662|2021-06-01 07:49:15.606|business associate
2796|4398046515035|2021-06-02 00:52:12.421|business associate
2199023258364|6597069770134|2021-06-04 07:20:40.996|business associate
4398046513006|2199023256094|2021-06-04 07:20:53.789|business associate
6597069769583|3594|2021-06-06 10:56:17.58|business associate
787|2199023257184|2021-06-10 14:41:47.022|business associate
3298534885347|2199023257498|2021-06-10 23:06:18.53|business associate
4398046512226|1099511627789|2021-06-12 00:19:40.908|business associate
3298534885155|3143|2021-06-16 10:07:40.097|business associate
930|2199023256458|2021-06-17 00:02:04.652|business associate
6597069766890|1862|2021-06-19 06:02:02.193|business associate
5497558142132|6597069767342|2021-06-21 12:13:19.647|business associate
3298534886671|3296|2021-06-22 04:52:25.745|business associate
5497558141668|2199023258301|2021-06-22 22:35:20.774|business associate
2585|6597069770132|2021-06-28 04:30:18.685|business associate
4398046512350|1099511629879|2021-06-28 06:49:22.794|business associate
5497558140935|6597069769257|2021-06-29 11:41:36.899|business associate
4398046512538|5497558139261|2021-07-01 12:48:19.619|business associate
5497558139109|1099511629917|2021-07-05 10:07:14.673|business associate
796|2199023257351|2021-07-06 08:47:51.173|business associate
1099511629173|6597069768603|2021-07-06 09:11:40.771|business associate
1099511630711|1099511630818|2021-07-07 14:15:29.648|business associate
6597069768191|3298534883629|2021-07-07 23:10:32.165|business associate
7696581398115|6597069766929|2021-07-10 00:07:15.372|business associate
192|3298534884125|2021-07-10 03:43:07.062|business associate
6597069769362|6597069768745|2021-07-10 07:11:12.642|business associate
6597069768446|2199023256694|2021-07-11 05:37:52.716|business associate
6597069768311|3298534886843|2021-07-11 15:23:57.753|business associate
2199023256288|3298534887327|2021-07-12 05:18:40.431|business associate
2199023259453|3298534886353|2021-07-13 04:01:03.177|business associate
5497558138886|29|2021-07-14 00:05:17.768|business associate
3298534886341|3298534887266|2021-07-17 08:37:31.278|business associate
1099511628992|1099511630854|2021-07-19 08:16:02.428|business associate
3298534885106|7696581397696|2021-07-20 07:42:49.837|business associate
3298534885487|1099511629950|2021-07-21 07:27:08.126|business associate
2036|628|2021-07-22 05:56:18.489|business associate
4398046511208|5497558141606|2021-07-22 06:46:30.992|business associate
3298534885720|3298534884796|2021-07-22 17:37:01.338|business associate
6597069767938|3298534884618|2021-07-23 14:23:51.26|business associate
6597069767247|5497558141748|2021-07-25 01:54:01.142|business associate
4398046515035|4398046514394|2021-07-25 12:52:09.013|business associate
2199023258052|2862|2021-07-26 04:32:33.945|business associate
3470|5497558141212|2021-07-27 19:22:52.496|business associate
1099511629894|6597069768569|2021-07-28 16:06:47.515|business associate
2199023258347|2199023258866|2021-07-29 01:16:40.79|business associate
6597069767490|1099511631260|2021-07-30 20:16:09.592|business associate
1099511629872|2199023258841|2021-08-01 01:59:57.619|business associate
4398046514235|2199023257373|2021-08-03 16:15:09.713|business associate
6597069768765|1099511629386|2021-08-04 01:40:43.308|business associate
6597069769148|6597069768718|2021-08-06 03:25:31.394|business associate
1469|2199023256094|2021-08-06 08:09:40.333|business associate
2199023256478|1099511631686|2021-08-07 00:06:43.28|business associate
6597069767101|7696581396889|2021-08-07 06:57:30.945|business associate
2199023257419|5497558142352|2021-08-08 02:35:50.408|business associate
3298534884366|5497558142090|2021-08-08 21:23:24.735|business associate
6597069769752|4398046513725|2021-08-08 22:37:24.781|business associate
2199023258483|6597069769776|2021-08-11 01:49:27.896|business associate
1099511628050|6597069768446|2021-08-15 08:50:19.94|business associate
6597069767075|7696581395367|2021-08-15 13:21:53.004|business associate
1099511631410|4398046512676|2021-08-16 05:57:49.242|business associate
1099511630308|4398046514007|2021-08-16 10:10:58.673|business associate
4398046513252|2199023257316|2021-08-16 11:04:28.733|business associate
3298534886312|5497558140684|2021-08-17 23:54:59.559|business associate
1099511627942|5497558141199|2021-08-18 21:33:50.344|business associate
5497558141941|7696581397002|2021-08-19 02:55:30.466|business associate
1099511628799|4398046514564|2021-08-20 02:01:46.812|business associate
5497558142468|2292|2021-08-20 08:22:10.811|business associate
3298534884359|6597069769837|2021-08-20 15:38:21.655|business associate
2199023259397|3298534884523|2021-08-20 21:41:18.794|business associate
3298534885106|4398046514434|2021-08-21 01:31:32.91|business associate
1099511630480|7696581394653|2021-08-21 07:26:43.033|business associate
3298534886456|7696581396733|2021-08-21 19:34:07.402|business associate
6597069768569|1099511631534|2021-08-22 22:48:59.811|business associate
7696581395621|7696581398202|2021-08-24 11:27:19.485|business associate
5497558140486|1099511629364|2021-08-25 20:47:34.756|business associate
2750|4398046512496|2021-08-27 02:57:16.189|business associate
5497558141314|1099511630933|2021-08-27 13:53:43.978|business associate
7696581395854|7696581394899|2021-08-28 10:04:52.641|business associate
7696581394829|1099511630826|2021-08-28 18:19:21.281|business associate
2199023257340|7696581396411|2021-08-29 06:42:52.662|business associate
3298534884120|1066|2021-08-30 04:31:31.63|business associate
7696581396856|2199023259163|2021-08-31 04:49:41.193|business associate
1099511631314|3298534885760|2021-08-31 23:17:03.841|business associate
5497558140935|1099511630527|2021-09-02 13:40:54.212|business associate
2199023257815|4398046514225|2021-09-02 23:03:54.686|business associate
1099511629060|5497558141286|2021-09-04 00:57:34.955|business associate
2199023258481|5497558138885|2021-09-04 07:55:32.562|business associate
5497558139265|3102|2021-09-05 02:03:55.118|business associate
5497558141726|3298534886122|2021-09-07 00:29:51.11|business associate
3298534883452|8796093023360|2021-09-08 19:07:21.233|business associate
7696581398347|7696581396677|2021-09-09 18:43:48.647|business associate
3767|4398046512233|2021-09-09 21:26:42.046|business associate
6597069767179|4398046513103|2021-09-10 23:43:53.744|business associate
5497558139600|6597069766933|2021-09-12 04:01:57.729|business associate
1099511628098|4398046514542|2021-09-13 02:22:52.54|business associate
4398046511451|6597069770531|2021-09-13 20:28:47.968|business associate
8796093025241|1289|2021-09-15 14:21:07.652|business associate
1099511631482|2199023257076|2021-09-15 20:28:38.547|business associate
1099511628450|3298534885942|2021-09-15 20:52:46.127|business associate
8796093022227|6597069767500|2021-09-18 14:29:04.314|business associate
4398046511210|2199023256132|2021-09-18 19:14:11.904|business associate
7696581397115|3298534884108|2021-09-18 21:41:50.014|business associate
2199023259049|2199023256300|2021-09-19 08:46:24.338|business associate
1099511628521|6597069767317|2021-09-19 17:23:08.467|business associate
2199023256023|8796093024990|2021-09-20 01:20:29.957|business associate
5497558140516|7696581395909|2021-09-21 07:47:15.678|business associate
1099511629162|7696581395915|2021-09-23 06:42:03.862|business associate
8796093025769|560|2021-09-24 01:42:39.494|business associate
2199023256399|8796093024848|2021-09-24 11:29:21.749|business associate
1099511629224|7696581395963|2021-09-25 21:27:20.92|business associate
4398046511111|6597069767709|2021-09-26 11:44:59.613|business associate
6597069769345|7696581396052|2021-09-28 06:29:36.156|business associate
3298534886333|5497558141941|2021-09-28 14:12:22.568|business associate
7696581397539|2199023256997|2021-09-29 07:13:34.446|business associate
7696581395774|8796093024240|2021-09-30 12:04:42.256|business associate
1099511629872|4398046511208|2021-09-30 14:41:45.265|business associate
8796093022370|3298534883699|2021-09-30 23:33:52.497|business associate
7696581394622|3298534884053|2021-10-02 07:50:20.904|business associate
3298534883393|6597069770272|2021-10-02 12:47:36.372|business associate
3470|7696581397135|2021-10-04 23:41:03.745|business associate
6597069767742|6597069770142|2021-10-05 06:10:59.265|business associate
4398046514807|5497558142625|2021-10-06 00:08:01.304|business associate
2304|8796093022897|2021-10-07 00:07:18.006|business associate
3792|4398046515096|2021-10-07 18:52:14.042|business associate
5497558140481|1099511628098|2021-10-08 01:09:17.076|business associate
5497558139002|7696581397549|2021-10-08 10:18:33.348|business associate
2199023258706|6597069767101|2021-10-09 02:01:12.892|business associate
5497558142090|3298534883523|2021-10-09 18:19:46.865|business associate
5497558141212|3298534884685|2021-10-12 13:37:10.969|business associate
5497558140730|8796093022240|2021-10-13 00:23:33.899|business associate
5497558141800|1616|2021-10-13 02:44:47.018|business associate
2199023255833|6597069770597|2021-10-13 22:19:41.991|business associate
2199023258280|8796093023325|2021-10-14 16:40:42.366|business associate
7696581395511|6597069769231|2021-10-14 23:31:33.461|business associate
7696581398403|4398046512226|2021-10-15 17:27:31.703|business associate
8796093023222|2199023257174|2021-10-18 22:05:22.704|business associate
1949|7696581396989|2021-10-20 03:49:35.12|business associate
5497558139265|7696581396978|2021-10-20 10:34:47.749|business associate
8796093023512|1099511628070|2021-10-21 16:26:23.234|business associate
3298534884656|6597069769046|2021-10-22 02:11:04.608|business associate
8796093023832|6597069770531|2021-10-22 14:22:05.253|business associate
1099511630994|2199023258541|2021-10-22 17:24:16.911|business associate
8796093024791|8796093022370|2021-10-22 19:50:08.447|business associate
598|8796093022588|2021-10-25 02:55:51.398|business associate
1099511629241|1099511631412|2021-10-25 08:28:11.955|business associate
5497558139679|7696581396674|2021-10-25 23:04:09.922|business associate
6597069768160|680|2021-10-26 01:42:56.47|business associate
2199023257351|7696581396575|2021-10-26 05:50:40.146|business associate
7696581395882|2199023256731|2021-10-26 07:15:35.078|business associate
3298534887262|3298534885887|2021-10-26 11:25:05.207|business associate
8796093022235|6597069768603|2021-10-26 14:37:08.891|business associate
5497558140141|2199023259397|2021-10-27 11:30:03.802|business associate
4398046512828|6597069767985|2021-10-28 06:14:09.072|business associate
705|1099511630405|2021-10-28 12:03:44.564|business associate
4398046512014|8796093022546|2021-10-29 16:51:07.636|business associate
2199023259481|5497558141713|2021-10-30 03:27:42.775|business associate
8796093024055|1126|2021-10-30 20:42:44.851|business associate
3298534885889|4398046512073|2021-10-31 02:30:55.423|business associate
8796093022926|3298534885717|2021-11-01 02:09:28.12|business associate
2633|1099511630083|2021-11-03 16:45:54.302|business associate
2199023257058|2199023258533|2021-11-03 22:25:58.453|business associate
7696581395472|8796093026161|2021-11-04 07:03:48.003|business associate
6597069768729|550|2021-11-04 18:05:20.985|business associate
2199023258276|7696581396633|2021-11-05 13:18:24.776|business associate
8796093025309|7696581397028|2021-11-05 15:40:20.106|business associate
5497558142468|7696581396825|2021-11-06 00:55:12.023|business associate
5497558140595|3298534885370|2021-11-06 15:20:15.756|business associate
3014|4398046512027|2021-11-07 08:07:22.027|business associate
3091|8796093022577|2021-11-07 10:49:12.424|business associate
3298534886539|3298534887215|2021-11-07 16:28:34.486|business associate
3298534886228|7696581395459|2021-11-07 19:27:09.374|business associate
5497558141084|6597069770409|2021-11-08 06:43:10.031|business associate
6597069768067|4398046512226|2021-11-08 12:51:57.458|business associate
7696581397314|8796093022466|2021-11-08 16:50:16.892|business associate
5497558140693|5497558142234|2021-11-09 03:55:05.5|business associate
787|7696581396313|2021-11-09 21:16:37.559|business associate
3298534886669|4398046514791|2021-11-10 06:46:04.584|business associate
700|5497558141495|2021-11-10 09:14:47.265|business associate
6597069766864|3298534887193|2021-11-10 14:21:33.108|business associate
6597069767592|1099511629453|2021-11-11 01:01:44.377|business associate
1099511631589|7696581395503|2021-11-11 01:29:40.48|business associate
4398046513725|7696581396893|2021-11-11 07:49:46.894|business associate
2199023256327|1099511630083|2021-11-12 17:50:32.682|business associate
4398046514326|7696581396457|2021-11-12 21:00:58.19|business associate
8796093024791|5497558140495|2021-11-13 01:47:32.64|business associate
8796093023698|6597069767546|2021-11-13 04:56:35.643|business associate
2745|8796093023935|2021-11-13 15:32:35.231|business associate
2199023258305|7696581397217|2021-11-14 10:55:41.25|business associate
6597069768193|8796093024383|2021-11-16 09:32:38.111|business associate
2199023257036|4398046512507|2021-11-16 11:22:32.594|business associate
3466|2199023259518|2021-11-16 14:56:06.564|business associate
2354|9895604651182|2021-11-18 01:57:33.577|business associate
7696581397969|5497558141495|2021-11-20 01:14:17.029|business associate
8796093022770|2910|2021-11-21 06:56:54.054|business associate
7696581397696|4398046512399|2021-11-21 11:15:50.471|business associate
7696581396584|4398046514343|2021-11-21 11:52:15.225|business associate
2372|8796093025309|2021-11-22 12:14:34.144|business associate
3298534886477|6597069769657|2021-11-22 17:32:49.061|business associate
1099511629787|3298534885186|2021-11-22 18:11:02.569|business associate
8796093025427|5497558141935|2021-11-22 23:11:30.314|business associate
8796093022276|3143|2021-11-23 01:06:47.094|business associate
2305|6597069767264|2021-11-23 03:00:46.97|business associate
6597069769657|8796093025510|2021-11-24 04:31:37.953|business associate
2199023259358|2199023259410|2021-11-24 23:58:46.019|business associate
1099511629332|8796093024851|2021-11-25 06:21:31.983|business associate
7696581398187|1099511631645|2021-11-25 13:11:35.655|business associate
7696581396447|4398046512718|2021-11-26 08:05:57.178|business associate
2199023259009|5497558142653|2021-11-26 10:13:44.649|business associate
4398046512371|1099511628633|2021-11-26 15:40:50.927|business associate
2199023256265|6597069768309|2021-11-28 16:08:15.724|business associate
1099511628390|1367|2021-11-28 17:26:47.324|business associate
3298534883853|6597069769274|2021-11-29 14:37:15.8|business associate
1099511628828|3298534886458|2021-11-30 03:35:22.45|business associate
595|3298534883649|2021-11-30 07:27:10.062|business associate
4398046513206|93|2021-11-30 19:59:25.398|business associate
7696581397512|5497558141332|2021-12-01 02:32:24.332|business associate
8796093025427|8796093022652|2021-12-01 20:52:47.646|business associate
2199023256435|2199023258107|2021-12-02 07:29:26.886|business associate
7696581398321|7696581396767|2021-12-02 14:03:11.136|business associate
3298534883629|8796093026068|2021-12-04 09:45:39.326|business associate
3836|9895604651209|2021-12-04 22:30:12.311|business associate
1099511630342|4398046514472|2021-12-06 02:33:58.286|business associate
2199023256206|6597069768810|2021-12-06 12:30:04.879|business associate
8796093024416|8796093025330|2021-12-06 15:34:24.792|business associate
2199023258927|1099511630366|2021-12-08 01:13:53.462|business associate
8796093022808|1099511630030|2021-12-09 05:31:37.023|business associate
354|4398046512421|2021-12-09 11:30:12.557|business associate
5497558140507|1099511630675|2021-12-09 13:30:21.693|business associate
3298534885848|2199023256399|2021-12-10 05:47:08.198|business associate
6597069769682|9895604653534|2021-12-12 02:44:25.725|business associate
6597069768998|6597069770062|2021-12-12 06:48:19.948|business associate
8796093024916|790|2021-12-12 21:32:07.435|business associate
7696581396447|2829|2021-12-14 05:19:17.627|business associate
4398046512690|584|2021-12-14 21:36:38.659|business associate
8796093025190|6597069768015|2021-12-17 12:36:13.374|business associate
3298534886318|1099511631353|2021-12-18 19:59:54.045|business associate
6597069766681|3143|2021-12-18 20:28:47.403|business associate
6597069769056|7696581396219|2021-12-19 12:44:02.797|business associate
3298534887172|6597069770212|2021-12-20 06:29:29.404|business associate
2199023259163|1099511631002|2021-12-21 06:41:47.703|business associate
6597069769944|2199023257457|2021-12-21 21:19:55.771|business associate
4398046514343|6597069767264|2021-12-22 05:07:52.99|business associate
8796093024896|1901|2021-12-22 14:54:49.595|business associate
6597069770387|4398046511480|2021-12-22 23:38:34.338|business associate
6597069770212|2199023256593|2021-12-23 05:45:58.76|business associate
4398046511157|2199023259243|2021-12-23 10:09:46.901|business associate
7696581397444|8796093024321|2021-12-24 18:37:44.895|business associate
5497558142387|1099511627905|2021-12-24 20:00:34.715|business associate
5497558139645|5497558141038|2021-12-25 19:42:28.095|business associate
4398046514180|3298534886953|2021-12-25 20:21:25.84|business associate
1099511629879|4398046514891|2021-12-26 17:41:39.96|business associate
2745|6597069770626|2021-12-27 00:19:23.245|business associate
354|4398046514564|2021-12-27 21:01:49.105|business associate
2238|5497558141239|2021-12-28 21:38:11.232|business associate
4398046512804|8796093025144|2021-12-30 11:26:28.355|business associate
4398046512805|1099511630137|2021-12-30 12:20:49.213|business associate
3298534886930|7696581395417|2021-12-31 08:28:56.535|business associate
7696581395459|1099511631759|2021-12-31 14:07:24.455|business associate
5497558142419|3069|2021-12-31 22:29:56.071|business associate
2381|3660|2022-01-01 03:36:12.284|business associate
1099511629378|538|2022-01-01 23:46:58.891|business associate
5497558139600|9895604650339|2022-01-02 17:43:27.574|business associate
4398046514183|8796093022439|2022-01-05 18:48:28.87|business associate
1099511631674|3298534886376|2022-01-07 01:54:17.102|business associate
9895604653534|7696581396041|2022-01-08 13:31:26.129|business associate
1099511628936|8796093025760|2022-01-08 14:20:27.049|business associate
6597069769626|6597069767068|2022-01-08 15:53:58.754|business associate
2199023259281|6597069767495|2022-01-08 20:10:57.348|business associate
9895604651078|5497558139600|2022-01-08 21:21:48.537|business associate
4398046512592|3298534883863|2022-01-09 08:11:04.723|business associate
5497558140799|7696581396478|2022-01-09 15:23:16.457|business associate
3298534886730|8796093022890|2022-01-09 23:42:05.992|business associate
3298534885626|6597069768615|2022-01-10 01:14:00.432|business associate
4398046513307|807|2022-01-10 13:30:21.196|business associate
1099511631292|7696581398110|2022-01-10 21:03:46.532|business associate
1349|4398046514274|2022-01-11 16:16:45.315|business associate
7696581396926|4398046514055|2022-01-12 20:40:37.949|business associate
4398046512371|9895604652847|2022-01-13 17:09:24.163|business associate
6597069768536|7696581397109|2022-01-14 04:17:56.34|business associate
2199023258832|6597069767042|2022-01-14 12:15:42.738|business associate
7696581397111|8796093025380|2022-01-14 16:03:05.811|business associate
1882|4398046511537|2022-01-14 20:17:53.409|business associate
2199023257036|5497558140437|2022-01-15 08:21:57.721|business associate
7696581396348|6597069768765|2022-01-15 15:03:52.845|business associate
6597069767388|6597069769824|2022-01-15 16:01:57.248|business associate
2199023257174|7696581394454|2022-01-16 12:08:51.286|business associate
2199023256433|1099511630480|2022-01-16 13:45:59.626|business associate
5497558140486|3298534886476|2022-01-16 14:45:50.503|business associate
4398046511113|8796093024927|2022-01-17 05:31:22.538|business associate
9895604650281|7696581398216|2022-01-17 09:36:32.917|business associate
5497558140530|6597069767997|2022-01-17 10:31:07.595|business associate
1099511629592|9895604653483|2022-01-17 23:42:20.323|business associate
2199023256888|2199023256850|2022-01-18 05:58:48.192|business associate
2238|8796093022546|2022-01-18 13:47:47.643|business associate
9895604650272|1099511631567|2022-01-20 08:28:15.94|business associate
2360|7696581396348|2022-01-20 12:27:41.679|business associate
1099511631759|2199023258315|2022-01-21 12:17:54.325|business associate
2354|6597069769573|2022-01-21 15:11:58.851|business associate
9895604653403|1980|2022-01-21 17:25:23.326|business associate
3298534883863|2817|2022-01-21 17:50:37.133|business associate
1099511631614|5497558140038|2022-01-22 20:50:12.789|business associate
5497558142484|1099511629872|2022-01-23 00:00:38.058|business associate
2051|3298534887275|2022-01-23 20:59:13.012|business associate
2199023257246|4398046514806|2022-01-23 22:37:19.96|business associate
4398046515059|7696581396889|2022-01-25 14:25:46.19|business associate
1099511630030|2199023256023|2022-01-25 21:49:19.414|business associate
8796093024337|7696581395076|2022-01-26 00:49:41.42|business associate
8796093025006|180|2022-01-27 04:01:37.928|business associate
4398046512253|100|2022-01-27 07:08:35.76|business associate
1346|3977|2022-01-27 10:25:25.174|business associate
7696581395882|4398046514423|2022-01-27 11:12:40.826|business associate
7696581396348|7696581394946|2022-01-28 06:51:36.632|business associate
8796093025257|8796093025535|2022-01-28 10:12:55.193|business associate
6597069768193|5497558139730|2022-01-29 03:32:01.249|business associate
7696581396767|9895604651642|2022-01-29 07:01:02.99|business associate
2020|6597069768015|2022-01-29 10:24:20.509|business associate
3298534883393|8796093025415|2022-01-29 12:55:21.16|business associate
8796093024208|1446|2022-01-30 05:32:34.759|business associate
7696581395453|8796093023245|2022-01-30 16:32:02.652|business associate
9895604652895|1099511631607|2022-01-31 06:03:02.047|business associate
3298534886539|8796093023412|2022-01-31 11:22:39.672|business associate
3298534883370|7696581396557|2022-02-01 12:38:12.905|business associate
3298534884536|4398046514728|2022-02-01 23:33:48.719|business associate
3248|3298534883629|2022-02-02 11:01:40.92|business associate
1078|6597069767119|2022-02-04 17:06:14.668|business associate
6597069766871|7696581395882|2022-02-04 19:34:06.893|business associate
5497558140595|4398046511436|2022-02-05 00:20:29.782|business associate
1099511630030|4398046512412|2022-02-05 09:04:32.234|business associate
9895604653646|9895604651480|2022-02-06 12:43:00.575|business associate
5497558141085|3298534883722|2022-02-06 21:22:20.565|business associate
4398046513431|9895604653787|2022-02-07 11:49:45.161|business associate
4398046514410|6597069769774|2022-02-07 16:17:12.1|business associate
1099511629686|3298534885848|2022-02-07 18:26:13.515|business associate
6597069766832|7696581395499|2022-02-08 05:05:15.194|business associate
3298534884745|2199023259243|2022-02-08 07:02:18.462|business associate
5497558141853|2199023258123|2022-02-08 15:59:42.809|business associate
6597069768058|6597069769313|2022-02-08 21:17:33.198|business associate
9895604653015|1099511629165|2022-02-09 06:28:10.08|business associate
1099511630971|3143|2022-02-09 13:14:35.594|business associate
7696581396326|6597069767244|2022-02-09 18:31:30.221|business associate
10995116278286|6597069768816|2022-02-10 15:07:02.506|business associate
8796093024933|1099511630933|2022-02-10 19:29:39.873|business associate
8796093026067|1442|2022-02-11 06:51:00.082|business associate
8796093024115|7696581395520|2022-02-12 22:08:22.661|business associate
8796093022276|3737|2022-02-13 23:56:21.659|business associate
6597069766890|7696581397726|2022-02-14 04:35:59.373|business associate
6597069767368|3298534886228|2022-02-14 21:16:42.099|business associate
9895604650735|6597069769657|2022-02-15 03:31:11.496|business associate
9895604653291|2199023259397|2022-02-15 03:46:27.459|business associate
1901|2199023258963|2022-02-15 06:46:17.378|business associate
