personId|accountId|createTime
2199023263549|4644900065679262848|2020-04-28 13:50:01.614
2199023261850|4644900065679259125|2020-04-28 23:40:54.745
2586|4645181540655961665|2020-04-29 19:45:31.386
433|4645744490609378224|2020-05-01 12:42:05.751
4492|4645744490609387147|2020-05-01 19:52:25.846
4396|4645744490609386928|2020-05-01 22:45:42.394
2199023263195|4645744490609394007|2020-05-01 23:41:47.763
2199023258341|4646307440562804713|2020-05-03 04:01:12.084
2199023262801|4646307440562814484|2020-05-03 05:27:54.98
2199023261824|4646307440562812359|2020-05-03 07:04:19.49
2199023262492|4646307440562813832|2020-05-03 16:08:39.92
7869|4646588915539526492|2020-05-04 03:26:12.678
2168|4646870390516224707|2020-05-05 19:40:17.107
2976|4647151865492937098|2020-05-06 10:46:12.979
2954|4647433340469647707|2020-05-07 06:26:28.346
668|4647433340469642673|2020-05-07 09:31:24.731
5579|4647714815446364163|2020-05-08 03:26:32.281
2199023256731|4647714815446354490|2020-05-08 14:19:02.01
4666|4647714815446362106|2020-05-08 18:39:59.67
6686|4647714815446366538|2020-05-09 00:50:57.989
7860|4647714815446369093|2020-05-09 02:20:14.625
6943|4647996290423077777|2020-05-09 08:29:27.436
2199023256602|4647996290423064853|2020-05-09 09:27:19.436
6025|4647996290423075758|2020-05-09 14:58:02.054
7943|4647996290423079947|2020-05-09 20:21:58.605
2199023260027|4648277765399783009|2020-05-10 07:22:55.701
2393|4648559240376489150|2020-05-11 06:08:53.783
2222|4648559240376488768|2020-05-11 22:55:51.073
263|4648840715353195055|2020-05-12 02:54:39.38
580|4648840715353195760|2020-05-12 07:20:33.922
3239|4648840715353201636|2020-05-12 17:28:11.324
2199023259939|4649122190329914777|2020-05-13 12:03:12.991
1025|4649403665306618079|2020-05-14 06:02:24.462
2199023263383|4649403665306632959|2020-05-14 17:07:55.69
1685|4649403665306619501|2020-05-14 22:37:45.596
3548|4649685140283334298|2020-05-15 09:50:52.049
2199023257769|4649685140283331375|2020-05-16 02:17:26.603
4948|4649966615260047967|2020-05-16 10:27:09.671
1444|4649966615260040299|2020-05-16 10:48:24.799
2199023259533|4649966615260045873|2020-05-16 14:27:14.519
2199023261833|4650248090236761562|2020-05-17 16:03:05.518
1407|4650248090236750874|2020-05-17 20:12:39.043
2199023255900|4650248090236748534|2020-05-17 23:48:13.525
2068|4650529565213463012|2020-05-18 13:24:30.171
4571|4650811040190179130|2020-05-19 18:13:30.352
2079|4650811040190173695|2020-05-19 19:31:52.867
2199023260162|4650811040190179209|2020-05-19 22:06:12.224
2199023259182|4650811040190177085|2020-05-20 02:43:15.645
2199023261591|4651092515166893002|2020-05-20 10:31:49.94
2199023256779|4651092515166882457|2020-05-20 15:33:50.499
2199023258499|4651655465120307529|2020-05-22 07:31:45
2199023255844|4651655465120301686|2020-05-22 13:25:24.547
1674|4651936940097015385|2020-05-23 06:34:56.284
2199023262196|4651936940097026273|2020-05-23 17:30:50.545
2199023260718|4651936940097023066|2020-05-24 03:00:55.889
2199023258374|4652218415073728578|2020-05-24 06:22:42.574
2199023258614|4652218415073729109|2020-05-24 07:39:51.972
2199023259583|4652218415073731231|2020-05-24 12:21:12.033
2954|4652218415073728857|2020-05-24 16:37:10.912
7184|4652218415073738109|2020-05-25 02:30:14.901
2199023259823|4652499890050442395|2020-05-25 03:54:55.923
2199023260702|4652499890050444338|2020-05-25 05:58:58.813
307|4652499890050433685|2020-05-25 13:28:18.687
2199023256322|4652781365027145381|2020-05-26 08:20:41.462
2199023258374|4652781365027149889|2020-05-26 17:52:15.428
775|4652781365027145396|2020-05-26 21:45:21.362
2199023261591|4653062840003867595|2020-05-27 15:39:45.641
2199023259997|4653344314980574754|2020-05-28 04:41:20.591
2199023258557|4653344314980571592|2020-05-28 08:36:00.951
5989|4653625789957288797|2020-05-29 20:44:47.096
2036|4653625789957280157|2020-05-30 01:14:09.658
2199023261027|4653907264933998366|2020-05-30 07:07:29.558
4345|4654188739910706498|2020-05-31 04:46:58.421
2199023262764|4654470214887423425|2020-06-01 09:58:02.427
4249|4654470214887416945|2020-06-01 18:40:01.959
6093|4654470214887420994|2020-06-02 01:56:46.21
1687|4654751689864121974|2020-06-02 11:04:02.882
2199023261332|4654751689864130977|2020-06-02 13:47:50.862
4402|4654751689864127939|2020-06-02 16:00:57.648
5390|4654751689864130145|2020-06-02 16:59:43.15
264|4654751689864118832|2020-06-02 23:51:28.653
2199023257689|4655033164840833666|2020-06-03 07:57:29.694
6503|4655033164840843174|2020-06-03 11:15:13.479
7412|4655033164840845172|2020-06-04 02:02:15.968
2199023260547|4655314639817550542|2020-06-04 08:23:18.34
4592|4655314639817549671|2020-06-04 12:25:05.377
7126|4655314639817555214|2020-06-05 03:03:33.746
1733|4655596114794254056|2020-06-05 10:47:10.568
2199023261170|4655596114794262615|2020-06-05 19:11:45.359
6574|4656159064747685954|2020-06-07 11:20:08.8
6252|4656159064747685271|2020-06-07 21:23:34.731
7378|4656159064747687719|2020-06-07 22:37:08.814
2199023260217|4656440539724392440|2020-06-09 01:28:54.029
2199023260249|4656722014701103161|2020-06-09 11:36:05.869
5333|4657003489677815259|2020-06-10 13:19:26.328
2199023256322|4657003489677805220|2020-06-10 23:13:28.056
2393|4657284964654519485|2020-06-11 09:33:47.087
2199023258573|4657284964654520810|2020-06-11 23:07:22.323
2199023257387|4657566439631228866|2020-06-12 18:03:39.57
4398046515629|4657847914607945427|2020-06-13 04:36:52.96
2199023257586|4657847914607939991|2020-06-13 09:59:37.76
2199023257351|4657847914607939447|2020-06-13 15:53:54.716
2199023262801|4658129389584662039|2020-06-14 06:02:12.895
4398046515374|4658129389584655513|2020-06-14 06:45:09.564
2199023258748|4658410864561363852|2020-06-15 15:56:49.923
2199023262257|4658692339538082165|2020-06-16 17:26:04.373
3935|4658692339538076110|2020-06-16 21:18:27.355
2199023259989|4658973814514787854|2020-06-17 07:44:24.157
1990|4658973814514782519|2020-06-17 15:37:10.6
2199023259145|4658973814514786034|2020-06-17 19:05:06.625
4905|4659255289491499528|2020-06-18 13:08:04.05
6737|4659536764468214197|2020-06-19 16:43:31.87
4398046512514|4659818239444913185|2020-06-20 04:27:19.955
3744|4659818239444918341|2020-06-20 06:39:01.944
4398046513475|4659818239444915335|2020-06-20 08:09:11.629
2199023261332|4659818239444922782|2020-06-20 09:36:36.597
2199023256785|4659818239444912807|2020-06-20 19:01:52.418
2740|4660099714421626760|2020-06-21 09:13:59.465
2199023260298|4660099714421631143|2020-06-21 15:24:35.882
2199023259068|4660381189398339158|2020-06-22 09:07:22.913
2199023262079|4660381189398345687|2020-06-22 10:36:33.698
4186|4660381189398340593|2020-06-22 16:13:59.299
4851|4660944139351763343|2020-06-24 11:26:42.079
2199023262196|4660944139351767266|2020-06-25 00:46:49.712
2199023258712|4660944139351759666|2020-06-25 01:06:30.997
2199023262305|4661507089305188823|2020-06-26 16:25:14.426
2199023255783|4661507089305174497|2020-06-27 03:53:28.622
2199023259036|4662351514235313680|2020-06-29 07:20:02.224
3833|4662351514235314421|2020-06-29 11:25:40.632
2199023257950|4662632989212021962|2020-06-30 08:19:20.753
4888|4662632989212027361|2020-06-30 08:33:05.443
2199023260086|4662632989212026604|2020-07-01 00:30:30.105
3291|4662632989212023899|2020-07-01 03:59:03.622
2199023263117|4662914464188743856|2020-07-01 08:04:16.458
871|4662914464188729217|2020-07-01 08:31:22.963
2199023263137|4662914464188743901|2020-07-01 18:46:34.881
2199023259966|4662914464188736991|2020-07-02 02:47:21.71
4398046518489|4663195939165454133|2020-07-02 05:53:13.737
2199023258638|4663195939165444741|2020-07-02 10:05:36.951
2964|4663195939165444467|2020-07-02 23:09:28.521
2199023261878|4663195939165451821|2020-07-02 23:16:06.287
2199023257405|4663758889118863344|2020-07-04 11:35:11.466
2199023260479|4663758889118870069|2020-07-05 00:26:20.445
4398046514011|4664040364095576324|2020-07-05 04:06:20.838
5640|4664040364095582339|2020-07-05 05:10:30.369
2199023258868|4664040364095577235|2020-07-05 09:16:24.787
6957|4664040364095585202|2020-07-05 10:11:08.998
2199023261702|4664040364095583413|2020-07-05 13:54:02.992
2199023255836|4664040364095570531|2020-07-05 22:59:05.522
7567|4664321839072297141|2020-07-06 10:44:27.018
648|4664321839072281992|2020-07-06 16:40:38.026
2199023260912|4664321839072292371|2020-07-06 19:51:37.245
2199023263490|4664603314049008635|2020-07-07 10:04:37.078
535|4664603314048992395|2020-07-07 22:50:08.234
2199023255790|4664603314048991734|2020-07-08 02:44:39.09
4398046518658|4664603314049007764|2020-07-08 03:16:23.66
4398046514710|4664884789025709835|2020-07-08 11:02:07.143
2199023262442|4664884789025717012|2020-07-08 16:16:40.785
2191|4665166264002417406|2020-07-10 02:28:30.691
2199023258092|4665447738979128811|2020-07-10 04:41:03.173
4398046517638|4665447738979137513|2020-07-10 12:53:58.049
2199023257438|4665447738979127369|2020-07-10 14:00:14.524
4398046514237|4665447738979130098|2020-07-10 18:27:06.471
7563|4665729213955850409|2020-07-11 07:06:43.119
3935|4665729213955842512|2020-07-11 09:11:03.116
2199023260056|4665729213955843750|2020-07-11 11:36:43.254
3663|4666010688932552575|2020-07-12 12:21:51.722
6234|4666292163909268853|2020-07-13 06:27:47.604
808|4666292163909256950|2020-07-13 07:56:13.688
2199023258325|4666292163909261259|2020-07-13 22:04:33.398
173|4666573638885966169|2020-07-14 10:52:04.924
1385|4666573638885968864|2020-07-14 15:23:33.922
2199023262883|4666573638885981890|2020-07-14 18:53:09.175
2199023263139|4666573638885982435|2020-07-14 20:56:42.359
4398046514927|4666573638885974244|2020-07-14 22:24:20.79
2199023260021|4666573638885975632|2020-07-15 03:08:23.642
2199023257606|4666855113862681024|2020-07-15 12:28:23.078
4899|4666855113862687223|2020-07-15 15:55:38.21
2199023258341|4666855113862682602|2020-07-16 03:30:07.637
5756|4667136588839399788|2020-07-16 10:46:00.588
4398046513755|4667136588839392955|2020-07-16 12:55:15.911
4398046518182|4667136588839402658|2020-07-16 13:55:08.448
4|4667136588839387145|2020-07-17 02:39:41.539
5555|4667418063816110026|2020-07-17 16:36:08.99
4398046514758|4667418063816105842|2020-07-18 04:12:21.785
2199023257764|4667699538792813351|2020-07-18 09:42:34.633
2199023255634|4667699538792808605|2020-07-18 13:55:27.536
4398046518443|4667699538792824531|2020-07-18 21:13:03.872
1663|4667699538792812101|2020-07-18 23:47:29.312
4398046514318|4667981013769526192|2020-07-19 13:13:19.677
2199023257606|4667981013769523647|2020-07-20 01:05:10.043
6743|4668262488746244544|2020-07-20 09:13:54.592
4398046513700|4668543963722946130|2020-07-21 04:43:00.016
6943|4668543963722955667|2020-07-21 13:03:21.497
4398046513639|4668543963722946015|2020-07-21 14:58:28.377
2199023256642|4668543963722942834|2020-07-21 21:41:30.739
3888|4668543963722948971|2020-07-22 02:40:29.176
7395|4668543963722956622|2020-07-22 04:06:25.89
4398046518928|4668825438699668206|2020-07-22 04:56:09.251
2199023258748|4668825438699658125|2020-07-22 11:44:48.538
7378|4668825438699667238|2020-07-22 21:05:23.658
2199023258078|4668825438699656649|2020-07-22 22:34:37.446
2199023256923|4669106913676364739|2020-07-23 22:27:40.893
4398046516750|4669388388653084817|2020-07-24 21:14:55.948
4398046513356|4669669863629788028|2020-07-25 11:36:04.339
2199023262084|4669951338606508003|2020-07-26 08:09:30.706
4398046518078|4669951338606509015|2020-07-26 11:47:54.981
6957|4669951338606508979|2020-07-26 15:37:24.103
7952|4669951338606511128|2020-07-26 21:26:53.34
2199023257500|4670232813583208653|2020-07-27 11:19:50.538
30|4670232813583204413|2020-07-27 12:05:32.638
1057|4670514288559917350|2020-07-28 06:51:13.193
5570|4670514288559927277|2020-07-28 08:43:48.684
4398046516151|4670514288559926085|2020-07-28 11:26:27.304
2199023257902|4670514288559920219|2020-07-28 19:43:22.186
5453|4670514288559927026|2020-07-28 22:16:15.69
3696|4670514288559923157|2020-07-28 23:21:43.279
4398046517362|4670795763536639398|2020-07-29 19:55:07.545
2199023258085|4670795763536631256|2020-07-29 23:11:23.345
2199023260586|4670795763536636712|2020-07-29 23:36:41.21
4398046519019|4670795763536643012|2020-07-30 00:14:21.15
2199023260048|4671077238513346196|2020-07-30 15:12:25.004
2976|4671077238513342860|2020-07-31 01:19:37.95
1048|4671358713490049299|2020-07-31 17:42:01.531
4398046515514|4671358713490056662|2020-07-31 19:40:46.959
4398046512615|4671358713490050312|2020-07-31 22:53:52.239
2199023258325|4671358713490053066|2020-07-31 23:00:54.696
3435|4671358713490054567|2020-07-31 23:18:47.127
6093|4671358713490060355|2020-07-31 23:24:17.364
4398046518645|4671358713490063483|2020-08-01 00:17:40.735
2199023256612|4671358713490049326|2020-08-01 01:48:51.091
2199023256574|4671640188466759895|2020-08-01 06:40:07.2
4398046517053|4671640188466770697|2020-08-01 15:16:31.66
4398046517691|4671640188466772070|2020-08-01 21:30:44.451
2199023258346|4671640188466763770|2020-08-02 03:51:35.492
4398046511104|4671921663443468288|2020-08-02 11:50:21.996
3076|4671921663443475056|2020-08-02 13:29:29.639
4378|4671921663443477892|2020-08-02 17:20:20.86
4398046512985|4672203138420183106|2020-08-03 07:20:20.328
3626|4672203138420186933|2020-08-03 08:07:21.676
4398046517921|4672203138420193906|2020-08-03 14:47:00.213
6124|4672203138420192386|2020-08-03 17:50:26.516
2199023262375|4672484613396904575|2020-08-04 10:39:03.707
6936|4672484613396904830|2020-08-04 10:39:42.923
4398046515106|4672484613396898395|2020-08-04 15:44:21.964
1649|4672766088373603887|2020-08-05 16:16:48.963
4398046518327|4672766088373616093|2020-08-05 20:54:20.14
2199023258131|4672766088373605940|2020-08-06 01:17:50.717
2199023256128|4673047563350312168|2020-08-06 05:31:50.574
4398046515830|4673047563350321270|2020-08-06 11:49:15.961
6125|4673047563350324359|2020-08-06 21:20:54.185
2199023259563|4673047563350319724|2020-08-07 01:53:14.27
4398046517988|4673047563350326019|2020-08-07 04:06:08.729
4398046514660|4673329038327029415|2020-08-07 11:55:51.044
24|4673610513303732271|2020-08-08 19:05:07.512
2199023262801|4673891988280458773|2020-08-09 07:17:10.906
4398046517083|4673891988280456007|2020-08-09 08:28:17.658
2199023257546|4673891988280447298|2020-08-09 10:45:38.566
2199023255790|4673891988280443381|2020-08-09 22:53:40.287
4398046511622|4674173463257154662|2020-08-10 07:35:44.962
4398046511111|4674173463257153549|2020-08-10 09:44:04.774
2199023258317|4674173463257159611|2020-08-10 18:02:48.184
4398046517693|4674173463257167978|2020-08-10 19:22:04.913
2199023256468|4674173463257155562|2020-08-11 02:27:38.836
2199023256133|4674173463257154804|2020-08-11 03:40:41.045
2199023256322|4674454938233865894|2020-08-11 07:31:33.655
4398046514785|4674454938233872303|2020-08-11 11:17:16.499
2199023259182|4674454938233872191|2020-08-11 13:08:22.66
6449|4674454938233878324|2020-08-11 16:29:32.287
2203|4674454938233869078|2020-08-11 18:32:26.889
1915|4674454938233868418|2020-08-11 23:50:59.411
2199023260433|4674454938233874902|2020-08-12 04:03:17.576
4398046513964|4674454938233870491|2020-08-12 04:03:19.288
4644|4674736413210585038|2020-08-12 06:41:12.459
4398046513086|4674736413210579233|2020-08-12 09:39:27.248
4398046511888|4674736413210576584|2020-08-12 19:49:11.684
675|4674736413210576320|2020-08-12 21:26:22.15
2199023262629|4675017888187301025|2020-08-13 05:41:58.468
2199023263272|4675017888187302392|2020-08-13 18:10:09.484
4398046513667|4675017888187291156|2020-08-13 19:12:18.568
7063|4675299363164011647|2020-08-14 08:27:11.015
4398046517627|4675299363164010450|2020-08-14 09:34:54.39
4398046513106|4675299363164000595|2020-08-15 00:17:01.586
3058|4675299363164002887|2020-08-15 04:19:14.222
2199023258299|4675580838140712859|2020-08-15 10:06:20.784
363|4675580838140707611|2020-08-15 16:01:36.985
4398046517033|4675580838140719837|2020-08-15 16:23:21.807
2199023261792|4675862313117431167|2020-08-16 06:38:45.18
4398046512967|4675862313117421578|2020-08-16 08:24:12.146
5106|4675862313117428680|2020-08-16 09:24:53.081
7240|4675862313117433349|2020-08-17 02:35:23.301
1839|4676143788094132173|2020-08-17 13:15:43.795
6503|4676143788094142373|2020-08-17 21:53:52.649
2199023260162|4676425263070848904|2020-08-18 06:31:24.684
2199023257351|4676425263070842744|2020-08-18 07:11:02.876
4398046513404|4676425263070843882|2020-08-18 09:10:51.99
4398046517722|4676425263070853292|2020-08-18 14:48:57.663
1132|4676425263070841308|2020-08-18 18:56:54.22
2199023257510|4676706738047553771|2020-08-19 16:42:27.85
4398046517326|4676706738047563099|2020-08-19 17:50:21.471
7735|4676706738047566365|2020-08-19 22:10:29.001
2199023261770|4676706738047563091|2020-08-20 04:24:34.634
4398046517522|4676988213024274164|2020-08-20 09:26:26.594
4398046515168|4676988213024269038|2020-08-20 14:24:33.274
2199023257821|4676988213024265124|2020-08-21 02:35:52.584
6945|4677269688000986009|2020-08-21 23:20:12.101
4398046516633|4677269688000982931|2020-08-21 23:22:29.488
5515|4677551162977693556|2020-08-23 00:39:59.474
2199023255836|4678114112931103330|2020-08-24 06:00:08.942
4398046514042|4678114112931109175|2020-08-24 16:08:07.197
4398046513525|4678395587907818743|2020-08-25 21:07:25.03
2199023258624|4678677062884530791|2020-08-27 01:08:53.126
4398046513398|4678958537861239771|2020-08-27 06:36:26.109
2199023260516|4678958537861245570|2020-08-27 20:28:05.304
4398046515171|4678958537861243640|2020-08-28 00:44:43.61
5497|4678958537861246791|2020-08-28 02:09:07.456
7735|4679240012837962270|2020-08-28 13:05:34.432
6053|4679240012837958633|2020-08-28 16:39:53.092
2199023260904|4679240012837957119|2020-08-28 18:47:46.621
4398046519025|4679240012837962709|2020-08-29 00:52:16.364
5404|4679240012837957250|2020-08-29 02:22:02.884
5011|4679240012837956340|2020-08-29 05:13:18.39
4664|4679521487814666231|2020-08-29 05:47:03.894
6597069768678|4679521487814660479|2020-08-29 15:01:26.345
632|4679521487814657374|2020-08-29 16:24:18.633
2199023256815|4679802962791369442|2020-08-30 10:30:40.043
2199023258573|4679802962791373291|2020-08-30 23:13:41.518
4398046514454|4680084437768084700|2020-08-31 06:21:28.504
2199023259271|4680084437768085515|2020-08-31 07:18:35.997
7313|4680084437768093337|2020-08-31 08:48:02.145
4398046518497|4680084437768093514|2020-08-31 11:35:27.347
3935|4680084437768085969|2020-08-31 16:46:51.658
4398046516457|4680084437768089093|2020-08-31 22:11:53.037
3816|4680365912744796375|2020-09-02 03:43:42.737
7801|4680647387721515706|2020-09-02 05:34:28.12
2067|4680647387721503201|2020-09-02 15:11:16.714
4398046516448|4680647387721510380|2020-09-02 17:11:54.685
2199023256406|4680647387721500503|2020-09-02 18:12:51.531
2199023259528|4680928862698218021|2020-09-03 13:14:32.531
2199023259659|4680928862698218328|2020-09-03 16:18:34.541
2199023255662|4680928862698209493|2020-09-03 21:45:38.601
4398046515897|4680928862698219784|2020-09-03 23:28:09.933
5758|4681210337674932590|2020-09-04 12:02:10.663
4398046514839|4681210337674928174|2020-09-04 12:17:02.629
6597069768848|4681210337674924800|2020-09-04 13:35:22.269
4398046517138|4681210337674933186|2020-09-04 23:32:31.957
2199023263272|4681491812651647482|2020-09-05 07:25:02.067
4398046515586|4681491812651640434|2020-09-05 14:54:56.122
6597069772853|4681491812651644194|2020-09-06 02:25:20.382
4398046511553|4681491812651631567|2020-09-06 02:58:04.078
7528|4681773287628357735|2020-09-06 11:00:59.284
4398046511950|4682054762605053764|2020-09-07 11:56:04.578
4398046513883|4682054762605058010|2020-09-07 14:34:32.367
6028|4682054762605065143|2020-09-07 15:17:46.561
2199023259196|4682054762605059930|2020-09-07 15:18:23.333
2199023263549|4682336237581780098|2020-09-08 14:06:37.987
4398046517174|4682336237581775893|2020-09-08 15:18:44.712
4398046519051|4682336237581779983|2020-09-09 03:58:59.57
4398046517921|4682336237581777521|2020-09-09 04:49:18.138
6597069768678|4682617712558477696|2020-09-09 06:46:36.427
4398046513086|4682617712558477602|2020-09-09 07:28:36.748
2199023262177|4682617712558487737|2020-09-09 11:43:17.681
6597069774063|4682617712558489447|2020-09-09 12:43:55.09
2199023261987|4682617712558487317|2020-09-09 15:22:23.178
2199023255742|4682617712558473604|2020-09-09 20:20:39.17
4398046512359|4682899187535186643|2020-09-10 07:31:35.149
7490|4682899187535200289|2020-09-11 05:29:22.546
2199023262847|4683180662511910517|2020-09-11 09:14:52.109
4398046517718|4683462137488619686|2020-09-12 06:46:59.921
4571|4683462137488615227|2020-09-12 15:29:32.821
51|4683462137488605278|2020-09-12 22:03:48.188
3717|4683462137488613380|2020-09-13 00:29:36.338
2199023257980|4683462137488610563|2020-09-13 04:58:25.577
2199023258866|4683743612465323150|2020-09-13 06:52:54.783
6597069769696|4683743612465322522|2020-09-13 17:32:16.343
4398046513818|4683743612465321812|2020-09-13 17:56:29.132
4398046518843|4683743612465332774|2020-09-14 03:24:45.303
4398046516191|4683743612465327006|2020-09-14 03:28:16.095
6053|4683743612465329131|2020-09-14 04:55:51.513
7765|4684025087442043491|2020-09-14 08:01:58.281
2647|4684025087442032305|2020-09-14 09:04:57.09
4398046518822|4684025087442043381|2020-09-14 15:12:54.137
5961|4684025087442039589|2020-09-14 22:50:58.206
2199023257425|4684025087442030638|2020-09-14 23:03:32.055
3514|4684025087442034259|2020-09-14 23:56:45.165
6528|4684025087442040793|2020-09-15 04:30:01.914
4398046517996|4684306562418752282|2020-09-15 10:12:12.903
6597069774548|4684306562418754448|2020-09-15 12:47:34.771
6597069769346|4684588037395453719|2020-09-16 08:07:56.06
4398046514117|4684588037395454428|2020-09-16 14:40:59.505
6597069767864|4684869512372161139|2020-09-18 03:51:56.706
6597069770330|4684869512372166554|2020-09-18 04:08:05.34
2199023256956|4685150987348872211|2020-09-18 12:57:28.344
4398046518830|4685150987348886025|2020-09-18 13:28:56.676
2199023257741|4685150987348873974|2020-09-18 16:53:08.495
2267|4685150987348874146|2020-09-18 17:03:11.695
2199023256854|4685150987348871982|2020-09-18 19:09:16.249
2199023256266|4685150987348870694|2020-09-18 23:43:57.301
2199023261095|4685432462325591982|2020-09-19 17:10:13.002
4398046511407|4685432462325580433|2020-09-20 01:00:25.7
4398046516191|4685432462325590941|2020-09-20 05:08:47.26
2199023260866|4685713937302302127|2020-09-20 21:12:41.732
2199023256575|4685995412279003356|2020-09-21 06:12:26
4796|4685995412279011601|2020-09-21 07:25:21.831
4036|4685995412279009965|2020-09-21 09:27:19.866
