companyId|accountId|createTime
3641|34621422135418709|2020-05-04 01:19:12.934
2178|34902897112126138|2020-05-04 06:17:34.375
3836|34902897112129778|2020-05-04 08:18:45.263
2675|34902897112127232|2020-05-05 01:52:51.286
1099511629879|35465847065547284|2020-05-06 20:09:32.464
2227|36028797018968871|2020-05-08 15:44:00.318
3036|36310271995681293|2020-05-10 00:30:09.266
2107|36591746972389920|2020-05-10 11:24:41.177
1172|36591746972387824|2020-05-10 22:20:57.294
2136|36591746972389980|2020-05-11 00:13:03.594
423|36873221949096858|2020-05-11 03:03:36.123
997|36873221949098073|2020-05-11 16:12:07.942
1099511629456|37436171902520902|2020-05-13 16:08:17.522
1099511629338|37717646879231296|2020-05-14 14:19:56.119
1691|38280596832652889|2020-05-16 06:22:08.604
1099511629499|38280596832652962|2020-05-16 18:46:12.98
2796|38562071809366034|2020-05-17 14:09:10.203
2299|38843546786075594|2020-05-18 22:55:57.298
2304|38843546786075606|2020-05-19 02:12:26.087
2415|39125021762786516|2020-05-19 05:43:40.772
3793|39406496739500185|2020-05-20 07:52:53.128
2065|39406496739496383|2020-05-20 18:44:40.289
1099511630596|39406496739498050|2020-05-20 22:01:29.365
1099511630162|39687971716207751|2020-05-21 13:24:55.351
3714|39969446692921320|2020-05-22 07:49:08.698
2976|40250921669630346|2020-05-23 14:55:52.247
1099511631002|40250921669630896|2020-05-23 19:42:46.936
1099511627995|40532396646334920|2020-05-24 23:04:09.662
1099511629269|41095346599759014|2020-05-26 05:19:44.453
1099511630614|41095346599762025|2020-05-26 23:02:03.874
1099511629906|41376821576471120|2020-05-27 04:40:45.962
1099511629060|41376821576469208|2020-05-27 23:20:08.999
1500|41658296553180344|2020-05-28 11:59:44.386
3248|41658296553184228|2020-05-28 20:38:22.54
1099511627942|41939771529888100|2020-05-29 11:12:33.826
1099511630614|41939771529893994|2020-05-29 20:18:25.352
1099511630921|42221246506605312|2020-05-30 04:19:19.864
1099511629386|42221246506601901|2020-05-30 23:15:19.651
2841|42784196460025969|2020-06-01 03:51:02.85
2238|43065671436735296|2020-06-02 14:26:36.852
3888|43065671436738923|2020-06-02 22:36:14.476
1099511629345|43628621390155089|2020-06-04 06:46:10.443
1099511630083|43628621390156763|2020-06-04 16:08:25.361
1099511631213|44191571343580565|2020-06-06 04:08:38.857
1099511630786|44191571343579599|2020-06-06 09:55:41.818
1099511630041|44191571343577980|2020-06-07 03:24:35.523
2076|45035996273709531|2020-06-09 20:38:17.696
1099511631002|45598946227133362|2020-06-11 10:54:01.951
2841|45880421203843186|2020-06-12 07:04:20.715
1099511631625|45880421203845391|2020-06-13 01:43:51.251
351|46161896180548330|2020-06-13 07:03:04.044
1099511630362|47006321110685262|2020-06-16 19:11:26.889
1099511629068|47287796087393004|2020-06-17 22:41:05.747
29|47287796087390269|2020-06-18 00:04:22.973
1099511631759|47287796087398976|2020-06-18 00:39:09.071
3016|47569271064107484|2020-06-18 10:00:09.684
1099511630718|47850746040817993|2020-06-19 12:30:07.301
1099511627918|47850746040811837|2020-06-20 02:42:12.633
1099511631412|48132221017530180|2020-06-20 21:47:40.364
1367|48413695994235793|2020-06-21 20:59:51.462
3344|48695170970950843|2020-06-22 11:42:14.711
3525|48695170970951253|2020-06-22 12:54:11.911
2305|48976645947659224|2020-06-23 10:02:16.092
1099511629411|48976645947657699|2020-06-23 19:00:18.507
1882|48976645947658272|2020-06-24 03:20:09.371
1099511630711|49539595901081916|2020-06-26 01:02:20.885
1099511630496|49821070877792095|2020-06-26 10:26:18.003
2745|50102545854502811|2020-06-27 06:27:01.089
1099511630411|50102545854502579|2020-06-28 00:21:56.42
2459|50384020831212861|2020-06-28 23:49:38.316
3102|50665495807924903|2020-06-29 06:07:06.1
3669|50665495807926156|2020-06-29 09:27:44.664
3783|50946970784637055|2020-06-30 08:06:01.689
3783|50946970784637057|2020-06-30 19:57:26.842
1099511629124|51228445761342319|2020-07-01 11:43:12.422
2088|51228445761343990|2020-07-01 14:15:26.079
3697|51228445761347527|2020-07-02 03:08:40.013
663|51791395714762124|2020-07-03 19:19:06.467
314|52072870691472021|2020-07-04 05:56:27.958
2804|52072870691477541|2020-07-04 11:43:29.107
1099511631377|52354345668189938|2020-07-05 09:35:55.512
1099511630985|52917295621610381|2020-07-07 07:54:22.078
584|52917295621604583|2020-07-07 09:44:13.786
796|53480245575026345|2020-07-09 20:44:39.427
1980|54043195528450310|2020-07-11 07:04:14.841
1099511629498|54043195528449695|2020-07-11 07:55:50.354
3854|54043195528454428|2020-07-11 11:03:21.731
2088|54043195528450549|2020-07-11 15:09:36.037
1099511628596|54043195528447707|2020-07-11 23:18:17.922
3325|54043195528453262|2020-07-12 00:10:07.312
3205|54887620458584965|2020-07-14 17:28:25.99
1162|55169095435291100|2020-07-15 20:01:27.538
2076|55732045388714456|2020-07-17 21:16:41.542
685|56013520365422008|2020-07-18 10:08:09.641
2199023257925|56013520365425771|2020-07-18 15:19:06.32
2199023257110|56294995342134585|2020-07-19 11:22:58.388
2199023255687|56294995342131494|2020-07-19 18:34:04.354
1755|56294995342135032|2020-07-19 19:26:35.607
2199023255637|56576470318842045|2020-07-20 04:59:56.786
1099511628729|56576470318843911|2020-07-20 19:48:27.612
790|56857945295554206|2020-07-21 06:42:32.352
1099511628562|57702370225686160|2020-07-24 06:06:46.532
1099511628460|57983845202396598|2020-07-25 08:12:32.065
2199023256480|57983845202397139|2020-07-25 21:35:09.972
3345|58265320179113151|2020-07-26 05:25:51.074
3847|58265320179114251|2020-07-26 13:26:15.869
3821|58828270132535512|2020-07-28 14:13:43.199
2199023257015|58828270132530270|2020-07-28 17:25:31.486
2126|58828270132531782|2020-07-28 18:51:53.786
2199023256380|58828270132528876|2020-07-28 20:31:51.907
1099511631002|58828270132534195|2020-07-29 00:41:51.298
2199023259049|59109745109245456|2020-07-29 23:34:24.047
2869|59109745109244081|2020-07-30 02:55:59.997
1099511631353|59109745109245638|2020-07-30 03:13:40.319
1099511627918|59391220085948731|2020-07-30 04:39:01.645
2299|59391220085953481|2020-07-30 12:11:16.492
533|59391220085949572|2020-07-30 20:46:13.997
1099511631674|59672695062667649|2020-07-31 06:43:25.301
2199023255777|59672695062659546|2020-07-31 11:38:18.198
2199023258023|59672695062664532|2020-07-31 12:50:14.756
1099511630487|59672695062665038|2020-07-31 16:39:32.83
2199023256562|59672695062661237|2020-07-31 22:57:23.206
2199023255780|60235645016080861|2020-08-02 09:08:22.656
1099511629166|60235645016083395|2020-08-02 13:09:14.197
2199023256506|60235645016082443|2020-08-02 21:23:16.187
2906|60235645016086787|2020-08-03 01:59:46.545
3036|61080069946219022|2020-08-05 08:58:00.245
1099511629173|61080069946215381|2020-08-05 15:00:24.913
1099511628236|61080069946213357|2020-08-05 18:09:52.32
1099511628992|61361544922925643|2020-08-06 10:15:21.743
2199023259192|61643019899641683|2020-08-07 06:25:18.132
2199023256743|62205969853057560|2020-08-09 21:42:22.895
1099511627835|62205969853055109|2020-08-09 21:46:34.8
1099511631410|62487444829773631|2020-08-11 01:33:58.033
2199023258023|62768919806481747|2020-08-12 03:45:30.371
2199023257784|63050394783191855|2020-08-12 21:44:50.924
2199023258310|63050394783193020|2020-08-13 00:15:02.077
2199023258301|63331869759903654|2020-08-13 11:07:25.004
2199023256188|63331869759898969|2020-08-13 17:27:55.545
2775|63613344736614374|2020-08-14 10:26:48.159
1099511629700|63894819713323138|2020-08-15 05:59:23.537
336|63894819713319622|2020-08-15 08:39:41.839
2199023255724|63894819713319279|2020-08-15 11:15:30.647
1099511631428|64457769666748264|2020-08-17 07:13:20.739
2199023256243|64457769666741703|2020-08-17 22:26:34.668
2199023257658|64457769666744860|2020-08-17 23:56:53.539
2199023257915|64739244643456086|2020-08-18 05:44:27.276
2199023256832|64739244643453648|2020-08-18 14:09:03.267
2036|65302194596876674|2020-08-20 05:35:03.688
2199023256243|65302194596873669|2020-08-20 07:12:58.544
991|65302194596874321|2020-08-20 11:58:23.397
1581|65583669573586288|2020-08-21 16:15:20.515
2199023259046|65865144550301196|2020-08-22 08:09:01.636
2199023258276|65865144550299497|2020-08-22 11:36:37.913
1349|66146619527007089|2020-08-23 05:21:40.402
1099511628999|66146619527006808|2020-08-23 13:35:07.05
2199023258347|66146619527010320|2020-08-23 22:53:53.49
2199023259163|66428094503722761|2020-08-24 12:17:58.807
64|66709569480425615|2020-08-25 21:45:39.75
2199023257110|66991044457139514|2020-08-26 21:56:53.423
1099511630001|67553994410562338|2020-08-28 05:16:39.047
2199023257658|67553994410562077|2020-08-28 12:42:43.623
1099511629246|67835469387271275|2020-08-29 14:52:14.911
2020|68116944363983192|2020-08-30 19:46:04.399
2199023255597|68116944363978847|2020-08-30 22:31:59.522
1099511628006|68116944363979237|2020-08-31 01:11:41.554
2199023256163|68398419340690726|2020-08-31 08:40:48.666
1099511631713|68398419340698064|2020-08-31 08:59:17.397
3298534887192|68398419340697908|2020-08-31 23:35:05.466
1099511628521|68398419340691013|2020-09-01 04:16:20.124
2199023256188|68961369294112088|2020-09-02 20:34:06.363
2199023258310|68961369294116795|2020-09-02 21:13:38.195
1099511627828|69242844270821492|2020-09-03 11:10:31.293
1099511630011|69524319247536953|2020-09-04 09:08:51.233
1099511628490|69524319247533560|2020-09-04 09:51:14.347
2199023256832|69524319247534798|2020-09-04 20:59:01.66
821|69524319247533791|2020-09-04 23:53:03.726
1657|69805794224246294|2020-09-05 12:52:49.666
1099511629894|69805794224247352|2020-09-05 15:25:47.116
2747|69805794224248737|2020-09-05 17:39:06.941
2199023256523|70087269200955434|2020-09-06 06:12:20.238
1066|70650219154376953|2020-09-09 03:29:29.836
1002|70931694131087458|2020-09-09 10:58:11.179
2354|71213169107801154|2020-09-11 03:50:04.33
961|71494644084508698|2020-09-11 09:15:30.083
1099511630284|71776119061222820|2020-09-13 01:30:12.74
3298534886972|72057594037935961|2020-09-13 08:14:19.632
615|72620543991350574|2020-09-15 07:15:35.73
2199023258752|72620543991356278|2020-09-16 01:49:56.336
2292|72902018968064952|2020-09-16 06:27:40.026
3298534884559|72902018968062570|2020-09-16 19:38:43.358
2199023257763|72902018968064774|2020-09-16 19:40:11.449
1099511630487|73183493944776524|2020-09-17 23:50:45.493
1099511627831|73183493944770685|2020-09-18 03:49:33.735
2199023258794|73464968921488339|2020-09-18 09:25:20.721
1099511628351|74309393851614418|2020-09-22 02:22:08.937
2199023257714|74590868828328594|2020-09-23 05:17:44.814
3298534884559|74872343805037161|2020-09-23 09:10:57.514
1099511627831|74872343805034622|2020-09-23 14:55:42.597
1099511628516|74872343805036090|2020-09-23 18:57:14.585
1099511630826|74872343805041204|2020-09-24 01:37:01.156
1482|75153818781748362|2020-09-24 06:31:38.379
3298534885626|75153818781750213|2020-09-24 15:11:57.753
1099511630985|75153818781752206|2020-09-24 21:26:12.951
1107|75435293758458209|2020-09-25 10:51:20.97
2199023258210|75435293758461664|2020-09-26 00:45:40.163
2199023255630|75435293758455978|2020-09-26 02:11:28.268
3298534885887|75435293758461460|2020-09-26 02:28:34.3
2199023258927|75435293758463242|2020-09-26 04:13:52.667
1665|75716768735170089|2020-09-26 07:05:31.113
1099511628725|75716768735168511|2020-09-26 13:07:57.229
1099511628312|75716768735167627|2020-09-26 13:08:00.988
2199023256007|75716768735167462|2020-09-26 14:42:20.022
3298534883629|75716768735167094|2020-09-26 15:16:16.604
533|75716768735167619|2020-09-26 23:10:23.432
2199023255940|75716768735167298|2020-09-26 23:27:19.193
3298534884216|76561193665300335|2020-09-29 07:45:40.229
2199023257340|76561193665302340|2020-09-29 14:06:01.668
3298534886333|76842668642015681|2020-09-30 05:59:54.952
2070|76842668642013645|2020-10-01 01:32:59.435
3298534884564|77124143618722419|2020-10-01 07:51:16.787
3298534886147|77124143618725953|2020-10-01 16:30:48.717
3298534884920|77124143618723206|2020-10-01 18:15:57.769
3298534886736|77124143618727242|2020-10-01 20:25:57.085
3318|77405618595437694|2020-10-02 14:43:54.368
2745|77687093572147100|2020-10-03 08:55:16.121
3525|77687093572148820|2020-10-03 09:33:27.812
2199023257401|77687093572145106|2020-10-04 00:39:14.675
642|77968568548853092|2020-10-04 16:01:38.231
1099511627789|77968568548851741|2020-10-04 22:54:00.124
3298534885717|77968568548856978|2020-10-05 04:44:45.545
2199023257729|77968568548856505|2020-10-05 05:45:21.67
1099511631586|78250043525570748|2020-10-06 03:38:26.088
3298534883372|78531518502273117|2020-10-06 12:22:20.764
3298534885628|78531518502278092|2020-10-06 13:14:53.002
93|78531518502273229|2020-10-06 20:32:54.987
2199023257203|78812993478987270|2020-10-07 20:31:29.292
1099511629201|78812993478986771|2020-10-07 20:50:41.187
1099511629906|79094468455699023|2020-10-09 00:01:04.886
1099511630779|79375943432411580|2020-10-10 00:21:29.607
2199023256780|79657418409118307|2020-10-10 15:10:00.859
1099511630041|79657418409120638|2020-10-10 19:01:29.043
3902|80501843339256202|2020-10-13 12:14:44.077
2199023257521|80501843339251947|2020-10-13 21:14:44.005
3298534886369|80501843339254298|2020-10-14 05:56:20.328
2199023257375|80783318315962269|2020-10-14 07:09:35.184
2199023258083|80783318315963864|2020-10-14 07:27:33.213
2199023259046|80783318315965963|2020-10-14 10:10:27.145
1099511631586|80783318315966650|2020-10-14 19:09:44.114
3298534885657|80783318315963401|2020-10-15 02:37:15.589
3298534883722|81064793292669775|2020-10-15 16:05:12.846
178|81064793292669306|2020-10-15 20:43:04.559
3298534884911|81064793292672371|2020-10-16 01:53:25.689
1099511631674|81064793292677506|2020-10-16 03:50:05.367
2199023257185|81346268269383133|2020-10-16 09:32:30.696
2199023259015|81346268269387208|2020-10-16 10:09:19.705
3298534884611|81346268269382358|2020-10-16 15:33:47.422
2199023258739|81346268269386582|2020-10-17 01:33:11.27
3298534885387|81346268269384113|2020-10-17 06:02:06.713
615|81627743246091567|2020-10-17 10:29:40.826
2199023257411|81627743246094313|2020-10-17 17:31:16.155
1099511631713|81909218222809553|2020-10-18 19:00:28.849
3268|82190693199518740|2020-10-19 11:54:57.316
2829|82190693199517781|2020-10-19 15:25:17.031
3298534885411|82190693199516137|2020-10-20 02:01:01.466
1883|82472168176226339|2020-10-20 12:03:50.9
3298534883946|82472168176223541|2020-10-20 14:56:11.939
3036|82472168176228879|2020-10-20 21:51:18.196
3318|82472168176229500|2020-10-20 23:18:53.196
2199023256694|82472168176224690|2020-10-21 02:41:33.571
1469|82753643152936041|2020-10-22 04:11:52.201
2199023255759|82753643152933293|2020-10-22 05:03:40.496
1099511630115|82753643152938016|2020-10-22 06:18:55.527
3298534885455|83035118129648199|2020-10-22 06:30:51.009
2633|83035118129649329|2020-10-23 01:18:34.748
1099511630814|83035118129650194|2020-10-23 02:23:00.854
1099511630814|83316593106360851|2020-10-23 16:53:03.754
3298534885844|83316593106359729|2020-10-24 01:26:49.048
1099511631213|83316593106361748|2020-10-24 04:50:15.659
1314|83879543059778337|2020-10-25 15:08:25.46
1755|83879543059779318|2020-10-25 23:25:22.856
3298534886122|83879543059781644|2020-10-26 03:07:00.505
2199023258656|84161018036492970|2020-10-26 14:05:16.037
2199023255702|84161018036486476|2020-10-26 14:33:29.071
2199023258183|84161018036491950|2020-10-27 00:25:06.494
1099511627834|84161018036486274|2020-10-27 04:10:25.385
2199023258448|84161018036492529|2020-10-27 04:56:31.536
2193|84442493013201627|2020-10-28 05:12:10.94
2199023256562|84442493013198963|2020-10-28 05:49:32.68
1099511628490|84723967989908986|2020-10-28 22:36:41.542
1078|84723967989909788|2020-10-29 03:44:21.476
2199023256531|84723967989909560|2020-10-29 04:18:40.491
2199023256832|85005442966620879|2020-10-29 15:19:42.119
3298534886736|85286917943336263|2020-10-30 11:55:12.576
1099511630786|85286917943335374|2020-10-30 14:56:48.135
938|85286917943330790|2020-10-30 16:43:33.974
1039|85568392920041646|2020-10-31 10:24:23.406
3525|85568392920047191|2020-10-31 13:52:17.385
2199023258203|85568392920045266|2020-10-31 19:37:18.939
2199023256478|85568392920041421|2020-10-31 23:50:11.749
1099511630718|86131342873467212|2020-11-02 14:57:13.674
2199023256506|86131342873462792|2020-11-02 15:27:54.739
1099511628856|86131342873463071|2020-11-02 23:13:25.413
2199023258107|86131342873466380|2020-11-03 02:09:28.544
2199023258017|86412817850176842|2020-11-03 08:58:27.979
2199023257987|86412817850176771|2020-11-03 12:24:30.515
2238|86412817850176322|2020-11-03 21:29:55.894
1099511627847|86694292826882203|2020-11-04 07:40:40.553
2199023256694|86694292826884531|2020-11-04 10:12:07.734
2199023258883|86694292826889373|2020-11-04 20:31:43.167
3298534883917|86975767803593968|2020-11-05 08:46:17.731
2199023259281|87257242780311563|2020-11-06 23:09:40.214
1099511630438|87538717757019884|2020-11-07 08:02:39.376
4398046512592|87538717757017243|2020-11-07 15:26:46.833
3298534886559|87538717757021113|2020-11-07 21:40:14.266
2076|87538717757018585|2020-11-08 00:32:34.929
1482|87538717757017227|2020-11-08 05:22:32.827
3298534885738|87820192733729994|2020-11-08 07:21:03.018
3298534887275|87820192733733349|2020-11-08 09:30:17.215
3298534886376|87820192733731373|2020-11-08 19:58:41.419
807|87820192733726398|2020-11-09 01:21:59.758
3298534885757|88101667710440695|2020-11-09 11:12:15.999
3298534884230|88101667710437263|2020-11-09 13:40:26.895
1099511628148|88101667710436123|2020-11-10 04:26:17.153
1099511629499|88383142687149733|2020-11-10 12:31:45.597
2910|88383142687152393|2020-11-11 01:25:02.407
1099511628289|88664617663857759|2020-11-12 01:26:46.344
1276|88664617663859394|2020-11-12 01:52:40.545
2199023259111|88946092640575138|2020-11-12 20:04:19.792
2199023256574|88946092640569487|2020-11-13 05:25:17.263
3298534886020|89227567617283877|2020-11-13 15:01:33.072
2415|89227567617283283|2020-11-14 03:38:09.599
2199023257739|89509042593993423|2020-11-14 08:29:00.518
3298534885595|89509042593993603|2020-11-14 12:11:33.469
1099511630065|89509042593993649|2020-11-15 01:41:08.139
2199023258515|89790517570705779|2020-11-15 08:05:49.156
4398046514891|89790517570707594|2020-11-15 11:08:06.595
3298534885370|89790517570703762|2020-11-15 22:14:42.951
2199023256446|90071992547411841|2020-11-17 04:01:44.063
3298534884618|90071992547412710|2020-11-17 05:01:17.244
3298534885848|90353467524126143|2020-11-17 10:22:19.821
2199023255836|90353467524121172|2020-11-17 12:01:11.565
3298534886671|90353467524127928|2020-11-17 17:13:41.798
2199023256822|90353467524123319|2020-11-17 19:47:35.838
4398046514036|90353467524127031|2020-11-17 22:35:59.462
2199023258306|90634942500837300|2020-11-18 10:17:55.038
1099511629256|90634942500834435|2020-11-19 01:22:41.106
2199023256399|90634942500833044|2020-11-19 04:27:37.019
1099511628772|90916417477544024|2020-11-19 13:27:14.147
1980|91197892454256903|2020-11-20 11:54:37.579
4398046514394|91197892454259774|2020-11-21 03:53:44.319
2199023256281|91197892454254112|2020-11-21 06:00:42.855
3298534884085|91479367430964823|2020-11-21 10:22:06.064
342|91760842407674579|2020-11-22 08:35:57.964
4398046513018|91760842407678066|2020-11-22 16:04:01.25
3298534886789|91760842407681476|2020-11-22 22:40:57.239
2199023257915|91760842407679064|2020-11-23 01:39:08.205
3298534884922|92042317384387976|2020-11-23 07:18:44.335
1099511629855|92042317384389089|2020-11-23 08:52:00.83
1099511630408|92323792361100976|2020-11-24 11:23:27.732
1099511631336|92323792361103013|2020-11-24 13:46:52.107
2199023257316|92323792361099021|2020-11-24 21:39:00.824
2266|92323792361100159|2020-11-25 01:41:14.371
3737|92605267337814045|2020-11-25 13:37:14.436
2199023259281|92605267337814025|2020-11-25 20:02:35.851
3594|92605267337813729|2020-11-25 20:12:56.052
1099511628297|92886742314517618|2020-11-26 08:00:04.844
2199023256915|92886742314519430|2020-11-26 18:09:52.604
2199023255710|92886742314516825|2020-11-27 06:17:46.952
2199023258247|93168217291233071|2020-11-27 11:03:05.966
1099511629521|93168217291230940|2020-11-27 12:03:33.84
3298534887001|93168217291235220|2020-11-27 16:11:35.453
3298534884922|93449692267941257|2020-11-28 10:37:31.434
3854|93449692267946266|2020-11-28 18:24:38.901
4398046511482|93449692267938596|2020-11-29 06:46:12.007
2199023255649|94012642221359317|2020-11-30 08:51:27.372
1099511631534|94012642221367370|2020-11-30 20:14:22.687
1099511630774|94012642221365683|2020-12-01 05:09:58.233
2199023258481|94294117198076208|2020-12-02 00:36:29.046
1489|94294117198072989|2020-12-02 03:09:32.077
4398046514554|94294117198077362|2020-12-02 05:29:35.586
3298534884056|94575592174781981|2020-12-02 10:46:51.547
3298534885581|94575592174785385|2020-12-02 23:29:32.851
1616|94857067151494586|2020-12-03 17:41:28.849
3874|94857067151499598|2020-12-04 01:05:29.366
3298534885595|94857067151496066|2020-12-04 01:40:55.377
2199023258504|95138542128208222|2020-12-04 11:15:46.48
1099511630310|95138542128207324|2020-12-04 13:15:42.499
3298534884170|95138542128203530|2020-12-04 16:36:44.269
1099511631314|95138542128209517|2020-12-05 01:40:14.78
1066|95420017104914683|2020-12-05 12:27:50.873
764|95420017104914017|2020-12-05 12:50:46.518
3345|95420017104919746|2020-12-05 20:38:09.561
1099511630162|95420017104917640|2020-12-06 01:07:03.997
2199023256267|95701492081624572|2020-12-06 19:19:39.814
4398046514780|95701492081631130|2020-12-07 02:28:18.779
4398046511883|95982967058335359|2020-12-07 13:23:16.885
3298534886376|95982967058340399|2020-12-07 17:08:58.56
1132|96264442035046807|2020-12-08 19:43:41.16
3318|96264442035051645|2020-12-08 20:28:07.258
764|96545917011756642|2020-12-09 18:29:46.462
4398046513100|96827391988470050|2020-12-10 08:20:22.83
4398046514806|96827391988473809|2020-12-11 07:05:56.771
2199023256593|97108866965178546|2020-12-11 17:14:29.581
2199023256458|97108866965178263|2020-12-11 23:02:34.044
2199023258531|97390341941893520|2020-12-12 10:34:35.081
1099511630795|97953291895314917|2020-12-14 15:54:44.357
2199023256613|98234766872021230|2020-12-15 08:01:02.034
2199023259533|98234766872027704|2020-12-15 10:20:05.594
2140|98516241848734307|2020-12-16 20:12:53.176
4398046511249|98797716825440579|2020-12-17 12:07:26.547
2199023256288|98797716825441841|2020-12-17 22:26:54.798
3298534886539|98797716825447315|2020-12-18 02:01:13.569
3298534885389|98797716825444788|2020-12-18 04:54:42.665
4398046511914|98797716825441988|2020-12-18 06:09:27.661
1099511628006|99079191802151398|2020-12-18 13:42:59.981
180|99079191802151292|2020-12-19 05:47:14.714
3298534885044|99360666778865297|2020-12-19 18:58:45.686
1882|99360666778865694|2020-12-19 22:00:06.33
1099511628614|99642141755574016|2020-12-20 11:48:47.303
2199023259111|99642141755580063|2020-12-20 13:42:27.905
4398046512718|99642141755575730|2020-12-21 06:22:33.849
2199023259058|99923616732290593|2020-12-21 12:20:03.207
2199023257813|100205091708998517|2020-12-22 08:28:43.319
4398046513917|100205091708999733|2020-12-22 12:44:10.054
4398046514434|100205091709000860|2020-12-22 18:17:14.625
4398046515078|100205091709002281|2020-12-22 22:18:20.896
1099511629498|100205091708997278|2020-12-22 23:48:15.307
1099511629345|100205091708996946|2020-12-23 05:09:19.425
1099511630298|100486566685709764|2020-12-23 09:40:33.18
4398046513338|100486566685709110|2020-12-23 11:39:00.232
2107|100486566685708831|2020-12-24 02:03:28.82
3298534883592|100486566685704752|2020-12-24 03:01:42.112
4398046514190|100768041662421642|2020-12-25 03:10:08.152
3298534885155|100768041662418852|2020-12-25 04:22:48.249
1099511629197|101049516639128583|2020-12-25 19:42:22.256
4398046513725|101330991615841949|2020-12-27 03:13:02.951
2199023258483|101612466592553268|2020-12-27 18:55:02.748
4398046513431|101612466592551941|2020-12-28 02:12:27.608
3868|101612466592555325|2020-12-28 07:23:38.407
1099511629445|101893941569261106|2020-12-28 12:45:36.102
3298534886092|101893941569263563|2020-12-28 14:24:16.141
3298534885455|101893941569262152|2020-12-28 19:24:05.478
3854|101893941569265947|2020-12-29 07:33:31.156
1099511631320|102175416545975929|2020-12-29 13:51:31.801
1099511631025|102175416545975270|2020-12-29 14:39:49.751
2199023258927|102175416545975561|2020-12-29 17:17:45.622
2199023257411|102175416545972200|2020-12-30 06:06:37.301
3298534885164|102456891522682806|2020-12-30 10:27:26.223
667|102456891522680210|2020-12-31 03:05:22.931
4398046512454|102738366499392372|2020-12-31 09:37:11.732
2199023258963|102738366499396943|2020-12-31 10:14:43.87
3298534886669|102738366499396787|2020-12-31 11:49:38.921
908|102738366499391386|2020-12-31 14:59:47.713
3309|102738366499396709|2020-12-31 22:24:10.466
4398046511164|103301316452810886|2021-01-02 14:59:12.578
4398046511594|103301316452811819|2021-01-02 22:55:44.846
1099511631266|103301316452818435|2021-01-03 00:25:26.192
2199023258832|103301316452817967|2021-01-03 01:49:15.192
4398046514337|103582791429528511|2021-01-03 08:32:29.062
3298534886089|103582791429527493|2021-01-03 16:07:08.077
3513|103582791429529140|2021-01-03 22:53:49.841
3298534886972|103582791429529434|2021-01-04 01:54:31.207
4398046513149|103864266406236567|2021-01-04 09:33:07.145
2199023256007|103864266406233061|2021-01-05 04:01:29.822
3298534883698|103864266406232854|2021-01-05 04:37:32.382
3977|104145741382951475|2021-01-05 10:17:39.397
1099511631265|104145741382950402|2021-01-06 04:59:57.781
2199023255994|104427216359654344|2021-01-06 09:34:39.582
3298534884656|104427216359656253|2021-01-07 00:32:28.637
2199023257081|104427216359656700|2021-01-07 03:14:21.882
4398046512253|104427216359655877|2021-01-07 03:31:49.819
3298534885294|104708691336368358|2021-01-07 10:50:34.765
1099511627870|104708691336364238|2021-01-08 02:50:21.882
4398046514478|104990166313082119|2021-01-08 18:16:10.774
