personId|loanId|createTime|org
2199023257546|4672766088373602946|2020-08-05 11:05:57.186|Roofstock
2203|4673047563350313854|2020-08-06 07:40:55.996|RealtyMogul
1490|4673047563350312935|2020-08-06 08:37:57.791|OneMain Financial
4398046515525|4673047563350316790|2020-08-06 13:40:08.444|State Farm Bank
2199023256309|4673047563350311928|2020-08-07 04:14:02.532|Marcus by Goldman Sachs
2199023262549|4673610513303741642|2020-08-08 16:31:30.376|Funding Circle
2199023256212|4673891988280443769|2020-08-09 08:29:15.97|SoFi
2199023261614|4674173463257161708|2020-08-10 14:48:30.909|Peerform
3211|4674173463257157879|2020-08-10 23:35:39.617|OnDeck
4398046513664|4674736413210578314|2020-08-12 09:05:33.042|Patch of Land
2199023257764|4674736413210577809|2020-08-12 11:30:05.006|Patch of Land
4398046515651|4674736413210580912|2020-08-12 18:11:02.685|State Farm Bank
4398046514648|4674736413210579615|2020-08-12 21:06:04.672|Kabbage
4398046511111|4675017888187285518|2020-08-13 15:44:55.928|Best Egg
4398046518297|4675017888187295176|2020-08-13 20:52:56.558|Fundrise
2199023262492|4675299363164005507|2020-08-14 10:23:29.02|Funding Circle
636|4675299363163997016|2020-08-14 15:15:54.475|Marcus by Goldman Sachs
2199023258564|4675299363164000219|2020-08-14 20:56:54.33|LendingPoint
4398046515938|4675862313117423932|2020-08-16 09:25:33.38|State Farm Bank
4398046516520|4675862313117424748|2020-08-16 20:37:04.93|LendingClub
4398046517365|4675862313117425900|2020-08-16 20:45:14.898|Fundbox
3301|4675862313117421927|2020-08-17 01:19:13.734|Funding Circle
2199023262049|4676143788094136879|2020-08-17 11:45:13.518|Prosper
4398046518798|4676143788094138520|2020-08-17 12:00:13.498|State Farm Bank
2199023261196|4676143788094135744|2020-08-18 02:55:32.367|TD Bank
4398046513186|4676425263070841592|2020-08-18 05:45:29.275|RealtyMogul
2179|4676425263070841702|2020-08-18 23:19:55.618|American Express
2199023257606|4676706738047552204|2020-08-19 08:25:31.477|American Express
6574|4676706738047558289|2020-08-19 18:03:59.875|Navy Federal Credit Union
3756|4676706738047554480|2020-08-19 21:28:23.024|BlueVine
4398046513345|4676706738047552440|2020-08-20 01:21:31.426|State Farm Bank
5418|4676706738047556720|2020-08-20 02:04:21.728|Roofstock
2199023257821|4676988213024263143|2020-08-21 01:20:40.999|Fundrise
4398046512111|4677269688000972109|2020-08-21 08:10:15.809|RealtyMogul
4398046514128|4677269688000974831|2020-08-21 23:36:35.583|Avant
2199023259284|4677551162977686418|2020-08-22 11:55:52.506|Rocket Loans
7860|4677832637954402671|2020-08-23 13:23:22.42|Marcus by Goldman Sachs
6597069773959|4678114112931112551|2020-08-24 11:06:25.459|Best Egg
2199023256473|4678114112931103955|2020-08-24 18:36:27.05|Navy Federal Credit Union
4398046513883|4678114112931106484|2020-08-24 21:14:00.319|Citibank
2199023256912|4678395587907815228|2020-08-25 06:22:00.671|TD Bank
2203|4678395587907816316|2020-08-25 09:15:26.178|PNC Bank
2199023261817|4678395587907821814|2020-08-25 11:11:53.43|Funding Circle
2199023259556|4678395587907818777|2020-08-25 11:18:15.437|Peerform
2199023258812|4678395587907817776|2020-08-25 16:01:35.596|Navy Federal Credit Union
7298|4678677062884533851|2020-08-26 14:30:46.205|Rocket Loans
1008|4678958537861236046|2020-08-27 06:00:28.437|US Bank
6595|4678958537861243557|2020-08-27 10:01:07.074|Earnest
4398046518712|4678958537861244945|2020-08-27 12:51:59.418|TD Bank
4398046516121|4678958537861241416|2020-08-27 14:27:57.144|Bank of America
6597069773959|4678958537861244518|2020-08-28 03:03:20.734|US Bank
2199023263300|4679240012837955803|2020-08-28 10:44:10.422|Rocket Loans
2199023262847|4679240012837955156|2020-08-28 10:48:24.892|Earnest
4398046512388|4679240012837947077|2020-08-28 23:33:41.541|RealtyMogul
5783|4679240012837953140|2020-08-29 04:25:45.837|SoFi
3301|4679521487814660453|2020-08-29 22:57:44.238|Funding Circle
1146|4679802962791368227|2020-08-30 09:02:51.027|Capital One
4398046512863|4679802962791369032|2020-08-30 09:45:50.89|TD Bank
2199023256403|4679802962791367796|2020-08-30 20:34:43.835|Fundrise
601|4679802962791367476|2020-08-31 05:09:15.294|Chase Bank
4877|4680084437768083831|2020-08-31 07:44:01.113|Upstart
4398046513972|4680365912744791853|2020-09-01 13:39:38.105|SoFi
4398046513857|4680365912744791705|2020-09-01 14:02:23.683|LendingPoint
2199023256030|4680365912744788603|2020-09-01 17:21:49.202|OnDeck
4398046515095|4680365912744793357|2020-09-02 00:42:15.853|US Bank
2199023260878|4680365912744795134|2020-09-02 05:19:45.429|LightStream
6597069768834|4680647387721501539|2020-09-02 06:22:53.732|Citibank
1231|4680647387721500290|2020-09-02 08:06:01.663|State Farm Bank
7629|4680647387721508906|2020-09-02 19:02:07.509|Patch of Land
6597069773435|4680647387721507760|2020-09-02 21:51:56.369|LendingPoint
4398046512242|4680647387721500181|2020-09-02 23:38:56.199|Upstart
4398046511941|4680647387721499743|2020-09-03 00:57:10.149|LendingClub
2199023260049|4680647387721504616|2020-09-03 01:20:19.11|Marcus by Goldman Sachs
2199023257624|4680928862698212069|2020-09-03 20:54:59.717|SunTrust
4398046511878|4680928862698210320|2020-09-04 05:10:40.42|Patch of Land
2199023257821|4681210337674922981|2020-09-04 14:15:14.721|Discover
5525|4681210337674927373|2020-09-04 18:55:54.827|Capital One
6597069774313|4681210337674930246|2020-09-05 04:49:42.258|OneMain Financial
5579|4681491812651638112|2020-09-06 01:08:39.464|Fundbox
2199023256495|4681773287628342516|2020-09-06 06:04:58.538|Upgrade
2199023262751|4682054762605061592|2020-09-07 20:21:56.34|Fundrise
4398046512771|4682054762605054161|2020-09-08 00:01:09.308|Rocket Loans
2199023262847|4682336237581772370|2020-09-08 19:42:19.56|Rocket Loans
4398046514777|4682899187535188788|2020-09-11 00:15:38.17|Fundrise
4398046514172|4683180662511898665|2020-09-11 23:21:23.076|Earnest
4398046512336|4683180662511896197|2020-09-12 00:10:21.023|US Bank
4398046517937|4683180662511903746|2020-09-12 01:01:07.188|Navy Federal Credit Union
1049|4683462137488606604|2020-09-12 15:46:13.805|Navy Federal Credit Union
4398046512671|4683743612465317958|2020-09-13 16:53:28.559|Discover
2199023256912|4683743612465317690|2020-09-14 03:17:17.319|OnDeck
4398046511829|4684025087442027461|2020-09-15 05:20:41.014|Roofstock
2199023258346|4684306562418740938|2020-09-15 08:34:16.551|Fundrise
2199023261138|4684306562418744687|2020-09-15 08:58:27.596|Peerform
2199023256301|4684306562418738149|2020-09-15 10:15:31.794|Earnest
4398046514683|4684306562418741960|2020-09-15 16:08:16.086|TD Bank
4398046512159|4684869512372159894|2020-09-17 09:26:40.738|Navy Federal Credit Union
2199023261966|4684869512372167098|2020-09-17 10:15:05.043|State Farm Bank
6597069773749|4685150987348878653|2020-09-18 06:29:30.205|OneMain Financial
2199023257155|4685150987348871295|2020-09-18 10:52:26.436|SoFi
4398046512604|4685150987348871152|2020-09-19 00:16:50.702|RealtyMogul
2199023257288|4685432462325582124|2020-09-19 06:08:48.443|Earnest
2199023260190|4685432462325585984|2020-09-19 19:40:46.092|Upstart
6597069769384|4685432462325583467|2020-09-20 03:33:28.075|TD Bank
6597069771617|4685713937302297089|2020-09-20 18:34:21.811|LendingPoint
2199023260767|4685995412279008105|2020-09-21 14:56:46.515|Earnest
6597069769341|4685995412279004722|2020-09-22 01:42:02.855|Kabbage
6597069767178|4686276887255712451|2020-09-22 09:10:45.367|Kabbage
2199023261546|4686276887255719815|2020-09-22 11:56:11.099|US Bank
4398046517896|4686276887255720901|2020-09-22 20:12:18.196|Fundbox
2199023256956|4686558362232424315|2020-09-23 08:51:04.197|Best Egg
2403|4686558362232425640|2020-09-23 15:11:52.451|LightStream
4398046512188|4686558362232423871|2020-09-24 00:50:48.181|Discover
2199023261792|4686839837209141461|2020-09-24 19:26:34.34|SunTrust
5172|4686839837209139999|2020-09-24 22:05:44.296|Patch of Land
4398046514063|4687121312185847707|2020-09-25 17:26:21.165|LendingPoint
6156|4687121312185852005|2020-09-25 19:00:57.38|OnDeck
2199023262824|4687121312185853491|2020-09-26 00:47:39.665|Fundbox
2199023259229|4687402787162559289|2020-09-26 21:56:43.701|Marcus by Goldman Sachs
4398046518822|4687402787162564784|2020-09-27 02:38:21.973|LightStream
4398046514393|4687402787162558800|2020-09-27 04:18:12.798|Earnest
2203|4687684262139267965|2020-09-27 17:05:16.907|Upgrade
6597069767803|4687684262139266597|2020-09-27 17:07:39.814|LendingPoint
2199023259662|4687684262139270540|2020-09-27 18:43:27.942|Best Egg
2199023262025|4687684262139273735|2020-09-27 20:53:04.701|US Bank
4398046514117|4687684262139269087|2020-09-27 21:02:47.33|Upgrade
6125|4687684262139273273|2020-09-27 22:56:07.915|Chase Bank
6597069767620|4687684262139266319|2020-09-27 23:21:30.258|Avant
6597069769341|4687965737115979316|2020-09-28 07:59:00.834|LendingClub
6597069770038|4687965737115980229|2020-09-28 22:05:43.589|Fundbox
2199023258131|4687965737115979167|2020-09-29 04:30:43.986|Peerform
7063|4687965737115985173|2020-09-29 05:54:25.542|Roofstock
6597069771735|4688247212092693149|2020-09-29 19:36:38.229|BlueVine
2199023262858|4688528687069406828|2020-09-30 15:39:14.101|TD Bank
2199023260618|4688528687069403780|2020-09-30 22:46:48.511|US Bank
6597069768968|4688528687069400115|2020-09-30 23:17:11.707|Fundbox
4398046511149|4688528687069397066|2020-10-01 01:00:48.946|LightStream
4398046514257|4688528687069401245|2020-10-01 04:09:40.003|LendingClub
6597069771791|4688810162046114538|2020-10-01 08:27:28.994|LendingPoint
2199023255900|4688810162046108108|2020-10-01 20:14:01.162|Bank of America
4398046511409|4688810162046108071|2020-10-02 03:54:52.627|Citibank
250|4689091637022818664|2020-10-02 09:40:40.806|Fundbox
2199023259036|4689091637022822990|2020-10-02 11:29:09.863|SoFi
6597069768788|4689091637022821159|2020-10-03 01:43:56.929|RealtyMogul
6597069767823|4689091637022819903|2020-10-03 03:12:46.267|Navy Federal Credit Union
2199023261340|4689091637022826110|2020-10-03 04:05:52.079|Funding Circle
497|4689091637022818971|2020-10-03 05:24:14.93|RealtyMogul
2199023260086|4689373111999535000|2020-10-03 09:47:01.484|Rocket Loans
4398046519094|4689373111999539747|2020-10-03 14:52:40.244|LendingPoint
2599|4689373111999532475|2020-10-04 03:05:28.817|American Express
4398046518712|4689654586976249874|2020-10-04 11:23:35.642|OneMain Financial
6597069772879|4689654586976247994|2020-10-04 12:40:53.356|LightStream
2199023257980|4689654586976242895|2020-10-04 15:52:16.543|LightStream
4398046515334|4689654586976245256|2020-10-05 05:48:14.772|Upstart
4398046515725|4689936061952956457|2020-10-05 12:52:29.687|Upstart
5604|4689936061952957832|2020-10-06 00:07:29.42|RealtyMogul
4398046514354|4690217536929665313|2020-10-06 12:37:49.978|Upgrade
4398046515094|4690217536929666316|2020-10-06 22:13:03.64|Avant
2199023261472|4690217536929668909|2020-10-07 00:47:25.424|Peerform
4398046518789|4690499011906381954|2020-10-07 22:55:01.792|PNC Bank
4398046517635|4690780486883091041|2020-10-08 06:16:42.108|Capital One
4385|4690780486883088062|2020-10-08 19:23:46.486|Prosper
2199023260469|4690780486883088826|2020-10-08 22:14:02.476|Prosper
2199023259912|4691061961859798695|2020-10-09 14:20:51.102|LendingPoint
4398046511722|4691061961859793738|2020-10-09 18:54:43.551|Chase Bank
4398046511588|4691061961859793536|2020-10-09 20:19:28.12|Rocket Loans
2199023257747|4691343436836506489|2020-10-10 12:53:21.836|Fundbox
2199023260145|4691343436836509697|2020-10-10 14:18:13.146|LendingClub
4398046513774|4691624911813217833|2020-10-11 10:10:19.697|Peerform
4905|4691624911813220775|2020-10-11 20:44:46.136|Fundbox
6761|4691624911813223320|2020-10-11 22:14:07.436|Bank of America
4398046512935|4691906386789927326|2020-10-12 17:09:22.484|Kabbage
6597069772789|4691906386789933125|2020-10-13 06:10:47.254|Bank of America
6597069771049|4692187861766641357|2020-10-13 18:52:21.049|US Bank
3070|4692469336743350315|2020-10-14 17:03:31.819|Avant
4398046514857|4692469336743351215|2020-10-14 21:33:59.986|LightStream
4398046513538|4692469336743349464|2020-10-15 00:33:46.323|Bank of America
4398046517819|4692750811720065872|2020-10-15 06:58:31.666|Kabbage
6886|4692750811720066119|2020-10-15 07:03:24.494|SoFi
41|4692750811720056896|2020-10-15 07:29:42.786|Upstart
1444|4692750811720058792|2020-10-15 14:53:33.259|Prosper
4398046515586|4692750811720062787|2020-10-15 16:46:33.583|Fundbox
6597069768973|4692750811720059964|2020-10-15 18:51:47.474|Marcus by Goldman Sachs
4398046518798|4692750811720067223|2020-10-15 20:51:20.618|Prosper
2819|4693032286696771315|2020-10-16 06:33:57.289|Kabbage
4398046514857|4693032286696772524|2020-10-16 13:23:15.106|Patch of Land
6559|4693032286696776326|2020-10-16 14:50:14.867|Kabbage
4345|4693032286696773269|2020-10-16 22:54:59.873|Fundrise
4398046511258|4693313761673478373|2020-10-17 08:44:07.446|SoFi
4398046515950|4693313761673484620|2020-10-17 20:52:34.322|US Bank
433|4693313761673478734|2020-10-17 21:10:12.302|Earnest
4398046517204|4693313761673486369|2020-10-18 06:07:39.561|LendingClub
6333|4693595236650197324|2020-10-19 02:52:37.878|BlueVine
4398046515367|4693876711626905147|2020-10-20 01:08:26.832|Peerform
