loanId|accountId|amount|createTime
4655596114794251858|4647714815446354490|44068123.09|2020-11-22 19:07:41.056
4703446860835064942|4639270566145037419|2898650.42|2020-11-23 01:05:14.66
4687402787162564784|4700350636091261428|2769433.46|2020-11-23 19:32:50.193
4631952216750559286|4671921663443475056|14188809.56|2020-11-23 21:23:15.788
4697535886324148644|4684306562418754448|15809968.8|2020-11-25 13:46:32.639
4698380311254276310|4660099714421631143|163182.99|2020-11-27 11:19:16.485
4702320960928226078|4692469336743357543|305778.84|2020-11-28 19:40:25.152
4666292163909259320|4671921663443475056|1862383.66|2020-12-01 01:06:01.105
4684306562418744687|4686839837209145366|14608184.31|2020-12-02 00:00:52.543
4643211215818986818|4685995412279009965|20711401.37|2020-12-07 11:22:30.339
4702320960928226078|4692469336743357543|5076734.03|2020-12-10 19:08:31.501
4701758010974806183|4697535886324151611|18627740.25|2020-12-11 07:58:53.819
4664884789025703244|4708231935439145142|20181302.29|2020-12-11 07:59:51.399
4621537642612267934|4622382067542404395|708468.48|2020-12-13 07:51:59.044
4659818239444919614|4644337115725839560|17899495.78|2020-12-14 17:35:07.838
90353467524121882|71494644084508698|20833083.92|2020-12-19 19:02:07.502
32369622321729476|85286917943335374|6330740.51|2020-12-23 14:29:10.855
4703446860835064942|4639270566145037419|25562903.81|2020-12-23 15:18:37.64
4654188739910704538|4655596114794262615|22819.38|2020-12-23 18:01:39.633
4693032286696773269|4629137466983458115|57425992.77|2020-12-27 06:37:30.26
4659255289491495429|4678958537861245570|2823871.27|2020-12-31 21:29:55.627
74309393851614507|70087269200955434|17376637.08|2021-01-01 13:17:51.924
4647151865492933421|4655033164840833666|1943078.49|2021-01-02 08:34:18.806
4714142909950074999|4704291285765207259|7310808.03|2021-01-03 09:21:37.97
4616471093031471711|4709920785299411201|884670.21|2021-01-05 03:34:11.876
71494644084509643|72902018968064774|8539002.3|2021-01-05 04:01:03.263
4692750811720066119|4691061961859808009|47553524.71|2021-01-06 07:19:06.904
4701758010974806183|4697535886324151611|325975.37|2021-01-07 02:03:26.01
24769797950538634|28428972647777707|25393882.75|2021-01-08 07:48:54.332
4668543963722942739|4705135710695329483|8104502.08|2021-01-08 13:37:03.987
4700913586044674562|4703446860835075937|4029284.75|2021-01-09 04:06:33.989
4703728335811782642|4662914464188743901|30772147.05|2021-01-09 22:18:38.058
4702320960928220219|4617315517961602808|62519.71|2021-01-11 11:51:06.338
95982967058335475|90071992547412710|13147256.91|2021-01-11 17:23:20.358
4641803840935429482|4693876711626901728|6530672.72|2021-01-12 07:49:05.292
18858823439618869|51228445761347527|8018034.21|2021-01-12 11:44:47.857
4687402787162564784|4684025087442043381|5819035.49|2021-01-13 02:36:41.029
4705698660648754711|4626604192193065254|3122215.83|2021-01-13 19:02:17.042
4709076360369279701|4714705859903495906|79269.74|2021-01-14 15:20:20.122
28428972647778183|60235645016083395|47503496.04|2021-01-16 10:49:04.723
59954170039372975|95420017104917640|27598618.15|2021-01-16 21:07:55.359
4702039485951512914|4662632989212023899|24328259.65|2021-01-17 19:39:58.453
4633078116657399306|4676425263070841308|1834684.74|2021-01-18 03:57:41.258
94857067151496212|68398419340697908|10813541.77|2021-01-20 06:56:52.524
4695847036463876428|4697535886324141865|232491.9|2021-01-20 23:57:03.661
56294995342132509|71494644084508698|5650628.28|2021-01-22 15:17:32.889
4619848792752006773|4680084437768093337|4885548.22|2021-01-23 08:18:24.144
4718646509577446071|4707668985485736081|1026726.44|2021-01-23 19:56:29.043
4665729213955839087|4688247212092694892|3772059.18|2021-01-24 12:43:44.478
4681210337674922981|4676988213024265124|6098.64|2021-01-25 05:19:45.922
83879543059779428|101612466592553268|52172050.79|2021-01-25 20:58:38.667
4686839837209139999|4692469336743357543|27236661.15|2021-01-27 08:39:28.601
4692750811720058792|4649966615260040299|16728353.71|2021-01-28 11:44:17.668
4689091637022822990|4662351514235313680|19269890.75|2021-01-29 02:14:48.534
4678114112931106484|4682054762605058010|17114349.33|2021-01-29 04:34:56.488
4638989091168323203|4691343436836506275|23796282.38|2021-01-30 01:39:21.956
105553116266496079|84161018036486274|24182305.58|2021-02-02 23:32:25.84
4707668985485728749|4685713937302302127|1535681.4|2021-02-03 01:26:42.943
30117822508042071|31243722414885760|2419036.84|2021-02-03 06:40:30.649
71494644084509643|72902018968064774|191435.39|2021-02-03 18:42:36.468
94857067151493660|82472168176226339|429124.1|2021-02-04 01:25:43.599
4650811040190176265|4657003489677815259|31122994.3|2021-02-05 23:23:56.253
4638144666238194318|4632515166703984250|795706.33|2021-02-06 03:33:57.478
4619848792752006773|4680084437768093337|5961531.65|2021-02-07 16:27:19.524
76279718688588908|58828270132528876|68055.42|2021-02-08 00:07:23.863
4660662664375051261|4621819117588986517|11068581.33|2021-02-10 05:47:10.661
4714142909950075084|4666292163909268853|36661250.84|2021-02-10 14:43:23.92
4709357835345988660|4698380311254275077|339635.86|2021-02-11 15:02:47.267
4688528687069403780|4707668985485732720|66095527.55|2021-02-11 16:14:14.169
4669388388653082803|4684025087442043381|4737391.76|2021-02-14 08:51:46.042
4693313761673478734|4714142909950067631|103676.32|2021-02-14 21:29:59.528
4718365034600729885|4707950460462437757|18904143.4|2021-02-16 18:44:58.108
77687093572141964|28428972647777707|70098308.22|2021-02-17 04:06:10.1
4643492690795699130|4718927984554159450|41097.04|2021-02-17 10:16:52.548
89509042593992173|83035118129649329|15971156.79|2021-02-17 20:29:06.739
4641803840935429482|4693876711626901728|5993428.08|2021-02-18 12:10:40.2
4727372233855471164|4698661786230986518|22756660.45|2021-02-18 18:48:51.619
4700913586044671553|4658129389584655513|8687280.78|2021-02-19 12:53:47.638
56294995342132509|71494644084508698|1761016.5|2021-02-20 05:45:13.486
49539595901080550|34902897112129778|30709491.16|2021-02-20 05:46:40.53
4637863191261487997|4668262488746244544|39401152.38|2021-02-21 00:53:59.415
4728779608739024410|4702039485951514322|5006196.08|2021-02-22 08:47:16.94
4712454060089803230|4696128511440585500|1440095.7|2021-02-24 06:27:08.617
4694158186603613834|4675580838140712859|379580.39|2021-02-24 18:05:12.999
4688528687069397066|4712172585113092179|16611128.26|2021-02-25 06:09:42.537
4631952216750559286|4671921663443475056|10881023.16|2021-02-26 17:21:28.1
4718365034600729885|4707950460462437757|11337434.53|2021-02-26 17:57:48.339
4667699538792814060|4689091637022827504|777345.76|2021-02-27 11:38:20.535
4697535886324148054|4682899187535200289|285932.16|2021-02-28 10:56:48.808
4726809283902054683|4727653708832191979|29796365.31|2021-02-28 16:10:00.792
19703248369749546|34902897112127232|51393240.13|2021-03-03 06:25:18.254
94857067151496212|68398419340697908|1399733.09|2021-03-03 14:07:59.857
4701476535998087259|4703728335811772514|38782604.05|2021-03-04 00:50:41.126
4701476535998087259|4703728335811772514|16437022.07|2021-03-04 04:38:30.893
4705980135625463124|4705417185672045256|45461185.85|2021-03-05 19:20:53.113
94575592174785423|112027040730849382|28581156.69|2021-03-06 14:07:03.843
4714705859903494248|4656440539724392440|69064024.7|2021-03-06 17:14:43.859
94575592174785423|112027040730849382|45296301.69|2021-03-07 01:56:53.233
4693032286696773269|4654188739910706498|3935653.8|2021-03-09 00:14:39.957
4643211215818981652|4687121312185844101|51691510.76|2021-03-09 09:57:35.236
4707387510509016979|4715831759810340581|4256236.57|2021-03-09 11:15:13.355
121034239985586736|121034239985589765|4252577.32|2021-03-09 14:35:06.328
1970324836979625|116812115334930584|978718.92|2021-03-10 22:56:11.586
4654188739910697745|4673047563350312168|19765912.51|2021-03-12 01:05:35.656
4673047563350313854|4674454938233869078|11528916.86|2021-03-12 22:48:44.656
4711328160182966191|4687684262139275018|47088914.39|2021-03-13 14:06:12.287
4707387510509016582|4726246333948634177|30559998.9|2021-03-13 16:29:00.168
106116066219919955|120471290032164989|26456195.83|2021-03-13 17:53:05.343
4734409108273239905|4635048441494382221|17532704.14|2021-03-14 04:22:42.234
4668262488746232622|4655033164840833666|4316523.03|2021-03-14 07:31:39.195
50665495807921826|63613344736614374|6972619.17|2021-03-14 10:59:25.158
4728779608739030761|4682617712558489447|4358.72|2021-03-14 23:12:44.394
4646588915539517383|4653062840003867595|24893314.92|2021-03-15 00:59:00.94
4686839837209139999|4635892866424515689|4128611.2|2021-03-15 07:54:10.954
85286917943331064|101893941569261106|25181565.59|2021-03-16 22:20:29.751
4728779608739024410|4702039485951514322|4786402.94|2021-03-18 05:33:19.009
4652218415073725593|4643492690795697328|368810.76|2021-03-18 18:22:02.463
4734690583249951779|4717802084647317021|7042512.06|2021-03-18 19:10:12.264
116812115334925969|123848989752694724|9189761.12|2021-03-18 19:10:41.933
4730186983622580740|4678958537861245570|51624504.96|2021-03-21 03:40:02.067
4648277765399781673|4644900065679259125|2323474.02|2021-03-22 10:58:22.467
1970324836979625|116812115334930584|18008902.37|2021-03-23 07:01:10.823
4660099714421631460|4637863191261496328|32316792.24|2021-03-23 18:26:00.108
43628621390155308|34902897112127232|6875107.54|2021-03-25 15:49:42.38
4703728335811782357|4680084437768093514|6028713.32|2021-03-25 16:13:03.715
111745565754131204|118782440171898067|3222969.42|2021-03-26 16:48:48.966
4728779608739030761|4682617712558489447|129524.14|2021-03-26 18:22:40.354
4676425263070841702|4704291285765198555|25535495.76|2021-03-27 21:50:28.967
4733846158319817081|4664040364095577235|30310096.98|2021-03-28 11:22:20.82
117656540265054556|113434415614394918|3809772.52|2021-03-28 17:32:13.475
4737505333017053859|4679521487814660479|3482193.5|2021-03-29 15:34:41.276
121878664915717333|121878664915719374|43036318.72|2021-03-30 02:48:49.611
77968568548854758|67553994410562338|6247568.58|2021-03-30 10:38:06.534
4730186983622578196|4738912707900611112|22875385.21|2021-03-31 05:03:28.271
4726246333948632773|4691343436836516362|27553237.66|2021-03-31 09:01:30.326
4737223858040349652|4695284086510467663|16362698.68|2021-03-31 11:02:32.021
34621422135414597|60235645016086787|57431106.65|2021-03-31 12:04:49.194
4654470214887409575|4649966615260040299|8771129.34|2021-04-02 16:25:49.134
4727372233855473391|4662914464188736991|91159374.47|2021-04-04 01:21:04.181
4672766088373602946|4673891988280447298|879356.76|2021-04-04 16:14:50.119
4701476535998097877|4727372233855484899|42394594.01|2021-04-05 16:41:07.51
4740320082784163440|4729342558692451571|316229.05|2021-04-05 17:53:09.212
4673610513303741642|4707387510509026299|19867311.51|2021-04-05 19:41:05.418
4713861434973359687|4714142909950072629|18747583.0|2021-04-06 02:54:19.976
82190693199513620|108367866033605817|39653455.69|2021-04-07 15:00:15.127
4707387510509016979|4715831759810340581|6387162.44|2021-04-07 17:54:16.039
4664040364095578393|4689373111999542760|25144760.11|2021-04-07 19:00:35.619
121878664915717333|121878664915719374|18614352.59|2021-04-09 03:38:48.697
101330991615838390|118500965195189680|12469324.32|2021-04-09 09:49:11.448
4658410864561360077|4738631232923899137|1789786.88|2021-04-09 21:07:09.437
4687684262139266319|4697535886324140121|2022232.22|2021-04-11 00:19:21.923
4652781365027151855|4694158186603623429|1214121.0|2021-04-11 08:35:48.339
76279718688588908|58828270132528876|344854.84|2021-04-12 11:46:28.48
4719772409484282481|4674736413210579233|41649945.4|2021-04-12 21:49:29.371
4706543085578883127|4671921663443475056|1765514.54|2021-04-13 20:28:56.483
98516241848734269|59109745109245456|516975.78|2021-04-13 22:09:43.25
4727090758878759470|4722868634228101284|31433408.22|2021-04-14 00:51:29.721
4711328160182966191|4687684262139275018|13195088.65|2021-04-14 06:58:19.251
35465847065544946|75716768735170089|43301985.31|2021-04-15 13:37:25.247
4701476535998087259|4703728335811772514|54149369.64|2021-04-15 17:47:31.536
4638144666238194318|4687965737115983481|1880232.11|2021-04-16 01:57:35.652
4736942383063635123|4699787686137831880|13985628.71|2021-04-16 04:13:44.511
4700632111067961769|4659255289491499528|30695509.99|2021-04-16 07:34:41.502
84161018036488785|120471290032164989|2194.48|2021-04-16 17:59:38.815
68116944363980221|84723967989909788|12839927.03|2021-04-17 17:52:56.886
55732045388714624|102175416545975929|51476920.62|2021-04-18 05:19:45.964
4733564683343107851|4713861434973365764|926008.91|2021-04-18 06:43:14.752
4655596114794251858|4647714815446354490|28873564.88|2021-04-18 19:43:17.568
4727090758878765501|4723150109204821743|35489467.92|2021-04-19 03:05:20.276
4741164507714299924|4736660908086935830|8645768.5|2021-04-19 06:46:11.532
91479367430963656|109775240917156585|3751844.38|2021-04-19 18:56:23.757
4703165385858360479|4729061083715746750|1984396.01|2021-04-20 09:35:01.064
4687684262139273735|4740883032737593190|9467611.87|2021-04-21 00:27:00.482
4732157308459553325|4727935183808896497|2200981.21|2021-04-22 13:53:03.698
4744260732458110925|4715550284833626559|65231644.84|2021-04-23 13:24:28.986
4737505333017053859|4713298485019939198|52123187.87|2021-04-24 02:03:32.93
4677269688000972109|4716113234787043513|312485.26|2021-04-24 11:34:52.288
4664040364095578393|4689373111999542760|4770117.53|2021-04-24 21:45:15.337
4744823682411536587|4666292163909268853|528701.94|2021-04-25 17:34:08.357
4695847036463876428|4697535886324141865|64211795.54|2021-04-26 00:34:39.459
127226689473219746|116812115334927472|2763218.69|2021-04-26 05:54:14.154
4673047563350313854|4674454938233869078|34635130.68|2021-04-26 11:27:04.273
85286917943332988|134826513844411114|2231701.6|2021-04-26 16:15:42.269
4738912707900604972|4706261610602169223|44777618.2|2021-04-27 19:21:28.348
4693313761673484620|4726527808925346178|42636612.94|2021-04-27 19:45:40.756
4697817361300857856|4724838959065086616|30436284.86|2021-04-27 22:40:14.244
4738068282970476945|4720335359437708479|31710998.24|2021-04-28 07:54:56.416
4637863191261487997|4668262488746244544|16306259.96|2021-04-28 21:43:25.732
90634942500831702|121597189939004153|9857566.27|2021-04-29 10:41:47.698
4736097958133498558|4745105157388239975|13778993.13|2021-04-30 05:34:37.336
4702883910881650996|4668825438699668206|4383524.28|2021-04-30 20:04:37.523
55732045388714624|102175416545975929|13326849.73|2021-05-01 04:35:03.28
4700913586044674562|4690499011906385760|78569.82|2021-05-01 16:56:23.375
4740320082784164961|4721179784367845010|5740722.67|2021-05-02 11:09:28.708
4676706738047558289|4737223858040354881|231901.49|2021-05-02 11:34:16.651
4701476535998096277|4738349757947197926|2077014.48|2021-05-02 11:49:04.079
121878664915717106|69524319247536953|18740885.37|2021-05-02 14:03:10.51
4720616834414418426|4712454060089813622|6437763.77|2021-05-03 00:33:09.32
4659255289491495429|4721461259344554625|16514540.17|2021-05-03 04:00:48.869
4685432462325585984|4710202260276127680|13136041.33|2021-05-03 22:59:37.977
51791395714761829|54043195528447707|62790694.81|2021-05-03 23:17:43.729
4748764332085484039|4721461259344554625|30783437.12|2021-05-04 02:56:30.408
99642141755573131|28428972647777707|9696819.02|2021-05-04 17:38:30.383
4648277765399774365|4727653708832180124|32390645.49|2021-05-05 04:40:24.215
4676988213024263143|4676988213024265124|6269927.08|2021-05-05 05:22:12.411
95420017104916456|83035118129650194|5229144.9|2021-05-05 13:06:33.273
4705980135625468426|4706261610602185806|6851282.55|2021-05-05 16:07:13.417
4688528687069403780|4743697782504696687|5579732.43|2021-05-06 05:42:03.984
4738068282970473216|4729342558692443350|35195278.87|2021-05-06 10:28:45.747
4703446860835064942|4639270566145037419|35145259.99|2021-05-06 16:21:24.756
4698380311254271143|4707668985485723565|1000466.7|2021-05-06 20:58:38.191
4718083559624020678|4725964858971922131|1860896.52|2021-05-07 13:50:55.729
4749608757015616302|4689654586976251030|4261624.27|2021-05-08 19:24:52.599
4687965737115979167|4672766088373605940|68832768.53|2021-05-09 06:47:38.029
4742853357574554827|4749890231992322022|8089399.08|2021-05-09 13:28:34.159
4704291285765201430|4728216658785612068|1224282.15|2021-05-10 15:49:40.422
4622945017495815822|4720053884460993211|24272603.61|2021-05-10 20:10:55.572
4697535886324147560|4655314639817555214|39503855.98|2021-05-11 07:27:57.141
74590868828328486|34339947158707696|32508662.11|2021-05-11 11:52:19.496
4737786807993768042|4647714815446362106|17114343.31|2021-05-13 03:09:37.961
122160139892426717|123004564822559816|72824036.95|2021-05-13 06:08:08.307
4650811040190176265|4643774165772414426|10902227.87|2021-05-13 07:37:37.659
4720616834414414519|4653625789957280157|13749159.55|2021-05-13 23:34:18.343
4749327282038908700|4719490934507585472|36415882.11|2021-05-14 04:40:15.234
140174538401908111|85568392920041646|11393136.93|2021-05-14 04:59:49.229
122723089845846047|139893063425196086|12090507.41|2021-05-14 18:55:22.625
4711046685206256431|4702039485951519895|2207.32|2021-05-15 03:22:49.097
140174538401908111|85568392920041646|2144896.89|2021-05-15 10:01:11.247
121315714962297078|132856189007436728|7525029.68|2021-05-16 10:28:14.377
134263563890984790|31243722414885760|228844.84|2021-05-16 12:37:04.079
112027040730843677|116249165381505070|29945690.66|2021-05-16 13:10:42.038
4738068282970473216|4729342558692443350|23503715.74|2021-05-17 00:47:42.378
140737488355332341|132856189007436728|62883316.08|2021-05-17 07:07:54.93
136233888727958426|56013520365422008|3721164.58|2021-05-17 17:00:54.924
4719772409484289246|4720053884461005855|5677994.99|2021-05-17 17:26:45.81
4670795763536626846|4727653708832180124|5370944.67|2021-05-17 23:39:28.959
48695170970946544|69524319247536953|15242903.21|2021-05-18 00:01:26.448
4737505333017053022|4666573638885968864|16520674.34|2021-05-18 11:30:15.379
4694721136557038496|4727935183808900399|1058937.06|2021-05-19 16:37:52.195
4749045807062195129|4718927984554159450|1299740.87|2021-05-19 20:27:09.894
4738912707900613792|4729061083715746750|5252503.79|2021-05-20 16:34:05.196
115967690404794580|130041439240330132|4826828.23|2021-05-20 23:24:17.676
89509042593992173|83035118129649329|3640897.79|2021-05-21 14:20:07.123
93731167244652726|81346268269386582|1269357.4|2021-05-22 03:51:04.393
99923616732286419|119908340078745210|5640671.6|2021-05-22 07:24:51.438
4728498133762317348|4717802084647317021|37531409.51|2021-05-22 15:46:57.491
4734972058226663608|4726809283902059864|31475.79|2021-05-23 09:39:51.922
4728498133762316629|4696128511440595347|1354278.85|2021-05-23 10:34:06.693
4669951338606494288|4645744490609378224|8991622.88|2021-05-24 02:32:18.54
4689373111999535000|4662632989212026604|640426.9|2021-05-24 09:19:53.157
4659255289491495429|4721461259344554625|1122452.55|2021-05-24 15:15:16.972
4715268809856915437|4717239134693893958|41752630.94|2021-05-24 15:46:23.021
4728216658785605972|4696128511440595347|2124878.04|2021-05-25 02:06:43.935
4654188739910697745|4673047563350312168|14086341.52|2021-05-25 06:00:40.357
66428094503716720|135389463797828521|38463952.06|2021-05-25 09:33:04.404
4740601557760875104|4745105157388249900|9047436.67|2021-05-26 05:18:18.275
84723967989911748|123567514775985013|438759.57|2021-05-26 11:10:18.855
42784196460024433|131730289100594788|18773949.63|2021-05-28 00:56:06.536
4699787686137829009|4742571882597852470|12512123.35|2021-05-28 10:07:51.443
4712735535066523047|4713579959996661091|28484380.42|2021-05-28 14:12:15.191
141300438308754347|39406496739500185|1125094.22|2021-05-29 09:08:11.797
124411939706114986|116812115334930584|2718498.41|2021-05-29 18:36:49.356
94857067151493660|82472168176226339|21074514.49|2021-05-30 05:58:17.527
113434415614399038|59109745109245456|10393972.3|2021-05-30 14:12:33.085
78812993478984604|56013520365422008|64548101.48|2021-05-31 17:21:27.332
60798594969501870|106960491150049575|11210366.53|2021-05-31 20:21:04.574
67553994410559891|76561193665302340|47376122.71|2021-06-01 12:59:06.439
70650219154377973|86412817850176771|1911281.55|2021-06-01 13:03:39.255
4633078116657404409|4712454060089813622|25277627.86|2021-06-02 01:23:25.753
4749327282038908700|4719490934507585472|1002851.43|2021-06-02 15:40:58.937
95982967058336882|132856189007434786|24181045.18|2021-06-02 16:29:03.08
4727090758878759470|4722868634228101284|32265542.08|2021-06-02 22:52:51.312
4721461259344546125|4697535886324141865|7685.81|2021-06-02 23:33:39.478
32932572275148520|41376821576469208|7853158.54|2021-06-03 04:08:41.658
4757490056363509799|4733564683343105367|212703.2|2021-06-03 18:00:08.811
4746794007248510489|4722868634228109605|2404346.83|2021-06-04 13:12:17.552
4638989091168323203|4691343436836506275|31311193.59|2021-06-04 13:35:05.336
4660099714421628165|4692469336743358338|25177504.27|2021-06-04 20:30:31.675
94857067151494874|39406496739498050|1168639.89|2021-06-05 00:27:53.976
4717520609670603522|4746794007248517390|50001164.16|2021-06-05 00:28:46.991
4720053884460998491|4720616834414424856|1429618.35|2021-06-05 00:33:37.423
4681210337674922981|4676988213024265124|9810855.59|2021-06-05 05:42:33.311
118219490218480117|121597189939010929|18550269.11|2021-06-05 06:14:33.94
115404740451369772|26740122787513610|2264076.39|2021-06-05 11:16:22.096
4716113234787042910|4731312883529419349|23300262.18|2021-06-06 00:50:05.522
66428094503716720|135389463797828521|53482131.51|2021-06-07 02:06:03.936
113152940637687631|88383142687152393|52951845.27|2021-06-07 10:05:09.195
4622945017495815822|4751860556829297340|49153830.22|2021-06-07 15:43:36.552
4711046685206256431|4702039485951519895|2757971.16|2021-06-07 16:16:23.398
107241966126760161|63894819713319279|52211826.05|2021-06-07 18:18:02.873
27584547717645517|146929937842964366|24297354.77|2021-06-08 02:01:58.218
4707668985485728749|4685713937302302127|816157.05|2021-06-08 11:40:53.502
4705698660648754832|4635329916471095762|3001376.23|2021-06-08 13:30:16.079
4745668107341666318|4754956781573121911|36916022.17|2021-06-08 21:08:06.235
4703728335811782642|4662914464188743901|3462026.48|2021-06-09 08:33:54.582
139330113471776098|84442493013198963|27356239.7|2021-06-09 12:47:20.829
4723431584181520187|4736097958133500846|28068688.2|2021-06-09 13:02:15.502
4648559240376489592|4634485491540960510|20884678.95|2021-06-09 21:27:36.16
4731875833482845330|4703446860835073751|450992.07|2021-06-10 00:56:02.915
4738912707900604972|4706261610602169223|25101618.3|2021-06-10 14:40:19.546
35465847065544946|75716768735170089|217283.4|2021-06-11 01:47:43.099
4711328160182968773|4728498133762324221|10087853.8|2021-06-11 18:27:09.425
4751016131899163317|4752142031806006366|9895375.83|2021-06-13 12:49:24.207
4721461259344546125|4697535886324141865|9830033.81|2021-06-13 16:06:14.04
103582791429526686|135952413751255560|23161438.55|2021-06-13 21:07:48.452
4674736413210577809|4667699538792813351|1343940.2|2021-06-14 00:36:22.073
4753549406689560120|4748764332085479953|42584897.28|2021-06-14 12:08:01.127
4660944139351760674|4749890231992332987|2181033.19|2021-06-14 22:24:34.298
4738631232923902321|4643211215818995336|3741633.87|2021-06-15 00:28:52.889
84723967989909054|36591746972387824|3152983.33|2021-06-15 17:58:17.905
4725683383995206939|4707950460462437757|57410.39|2021-06-15 18:25:34.858
4744542207434826828|4753830881666284319|3545702.43|2021-06-15 23:18:04.547
4743979257481398176|4723431584181521496|15127499.17|2021-06-16 04:06:30.353
41376821576469994|29554872554624687|23462587.08|2021-06-16 05:07:28.916
4725683383995207909|4756364156456672144|938725.82|2021-06-16 08:10:08.009
4640114991075169427|4703446860835070357|5067083.55|2021-06-16 10:32:18.496
4754393831619693664|4710483735252833356|2557345.15|2021-06-16 18:46:11.214
4681210337674930246|4731875833482854772|1361692.32|2021-06-17 15:34:29.526
4751860556829299182|4728498133762317684|50502217.41|2021-06-17 20:38:01.951
66991044457140432|75153818781752206|1998572.59|2021-06-18 03:25:05.456
74590868828324699|77968568548853092|39736183.07|2021-06-18 05:20:46.336
4676706738047558289|4737223858040354881|577800.15|2021-06-18 06:11:47.357
4747356957201929189|4735535008180084890|7274912.48|2021-06-18 08:39:11.422
4649685140283331794|4719209459530867184|9044944.05|2021-06-18 17:39:23.366
4754393831619691890|4723994534134941933|7823046.22|2021-06-18 22:49:48.808
4756082681479963777|4708231935439158147|8508776.32|2021-06-19 16:11:17.165
4713298485019944008|4755519731526548239|34699.29|2021-06-19 17:03:06.122
135952413751249751|123567514775982639|893523.65|2021-06-20 19:49:49.91
73746443898197169|98234766872027704|405465.05|2021-06-20 22:03:27.646
4751016131899165949|4704291285765199187|2757344.48|2021-06-21 04:08:02.629
123286039799272127|127226689473224405|22437199.41|2021-06-21 10:26:58.43
4710765210229539473|4713298485019935787|57450934.28|2021-06-22 17:29:40.665
118219490218477590|108367866033605817|47145163.81|2021-06-22 18:22:25.818
4683743612465317690|4736097958133500846|53.6|2021-06-22 23:12:44.446
4754393831619693664|4710483735252833356|3460377.07|2021-06-22 23:26:30.825
4742290407621133072|4673047563350312168|1333228.42|2021-06-23 05:21:30.257
4698380311254276310|4660099714421631143|24908957.28|2021-06-23 09:06:57.601
137359788634803689|146648462866257580|1002291.0|2021-06-23 14:00:15.678
4740320082784163945|4647714815446362106|468826.11|2021-06-23 19:17:21.893
4717802084647310534|4762556605944308203|19993256.0|2021-06-23 19:55:42.127
4616471093031471711|4709920785299411201|4395672.03|2021-06-23 21:06:19.758
4674736413210580912|4762838080921020171|537791.6|2021-06-24 06:09:05.65
4690780486883091041|4695565561487177695|2052863.13|2021-06-24 07:07:20.337
111464090777423629|107523441103476891|23060926.03|2021-06-24 07:17:43.868
93731167244650557|112308515707555059|6362747.33|2021-06-24 07:42:19.602
4720335359437708815|4637018766331359503|46422122.39|2021-06-24 08:52:36.085
4669951338606500214|4642366790888860109|3767004.72|2021-06-24 11:32:20.034
64739244643454674|148618787703232558|3230519.42|2021-06-24 15:48:55.874
4669951338606494288|4645744490609378224|40568245.68|2021-06-24 16:38:56.152
