accountId|loanId|amount|createTime
4675580838140707611|4712454060089803230|990801.94|2021-01-04 11:31:36.316
4699787686137831880|4656159064747676850|7659436.48|2021-01-06 02:21:24.941
4666573638885981890|4661225614328473234|1728349.32|2021-01-08 01:57:14.578
4660099714421631143|4713861434973362389|2238850.64|2021-01-08 17:06:52.028
4642366790888860109|4680084437768083831|231368.1|2021-01-09 11:27:50.608
4674454938233869078|4687684262139267965|13712391.97|2021-01-09 20:53:23.262
102175416545975929|55732045388714624|25273727.44|2021-01-10 15:09:15.201
75716768735168511|43347146413442318|382720.07|2021-01-12 12:44:37.516
4629137466983458115|4693032286696773269|53684020.56|2021-01-12 13:09:19.194
4642366790888860109|4680084437768083831|22113824.33|2021-01-14 18:30:25.808
4647714815446354490|4655596114794251858|37406525.09|2021-01-15 17:21:45.576
56013520365422008|78812993478984604|31402509.81|2021-01-16 09:06:03.947
56294995342131494|60798594969501870|16918386.88|2021-01-18 19:48:34.195
4702039485951519895|4711046685206256431|2160024.8|2021-01-19 09:01:25.288
4707668985485723565|4698380311254271143|26035842.09|2021-01-20 22:59:31.269
4689373111999542760|4664040364095578393|20457107.74|2021-01-21 18:37:15.075
4647714815446364163|4681491812651638112|13283446.92|2021-01-23 03:36:46.491
4686276887255721215|4648559240376489592|1668554.7|2021-01-24 05:05:33.802
4697535886324140121|4687684262139266319|16075393.35|2021-01-24 15:23:05.475
4683462137488610563|4707106035532303568|14297788.53|2021-01-25 04:04:05.912
59109745109245456|98516241848734269|30602805.2|2021-01-25 19:12:22.563
4647714815446354490|4655596114794251858|53447845.5|2021-01-26 10:30:28.203
4704854235718620353|4716113234787044509|7002626.64|2021-01-27 07:15:02.255
4689654586976245556|4713861434973359687|92771.84|2021-01-28 23:52:23.384
4692469336743357543|4702320960928226078|1781865.09|2021-01-29 03:15:20.662
69524319247533791|74590868828324966|291269.47|2021-01-30 23:51:13.228
4687965737115983481|4651092515166884495|2091444.71|2021-01-31 03:05:10.395
4691061961859804793|4696128511440591950|22181239.13|2021-01-31 03:46:30.638
4639833516098470427|4667699538792818891|72947.45|2021-02-02 14:58:59.571
71213169107801154|106116066219920514|652568.35|2021-02-04 08:40:00.471
4680084437768093514|4703728335811782357|818740.07|2021-02-05 03:16:32.622
4700350636091245930|4675299363163997016|15766335.86|2021-02-05 07:07:21.575
103582791429529434|95420017104917243|4001786.11|2021-02-05 15:27:51.094
72902018968064952|43910096366865465|1653361.2|2021-02-06 06:00:07.853
4676988213024265124|4681210337674922981|254414.04|2021-02-06 17:05:47.463
63894819713319279|83598068083065056|1166822.08|2021-02-07 23:42:26.536
4702039485951519895|4711046685206256431|447458.35|2021-02-08 01:50:59.356
4629418941960163740|4720616834414414519|13864339.54|2021-02-09 04:37:10.853
34902897112127232|99642141755575849|2087516.38|2021-02-09 08:14:03.925
4710202260276127680|4685432462325585984|13437760.75|2021-02-10 16:48:23.441
4678395587907818743|4725683383995206854|4358962.37|2021-02-12 12:12:59.127
4633078116657404516|4692469336743350315|1731864.3|2021-02-12 21:05:51.763
108086391056895814|67553994410559891|9625766.21|2021-02-14 04:19:23.82
4697535886324140121|4687684262139266319|17896037.55|2021-02-15 06:31:45.231
4666292163909268853|4667418063816106190|19187962.97|2021-02-20 06:19:29.341
72902018968064952|43910096366865465|23084024.2|2021-02-20 09:44:46.064
76561193665302340|87257242780305812|1553438.63|2021-02-21 17:06:28.652
4658129389584655513|4700913586044671553|63571695.56|2021-02-21 22:24:49.576
4703446860835070357|4640114991075169427|32788918.06|2021-02-23 20:44:17.316
104990166313081439|49821070877790227|12402150.42|2021-02-24 12:22:24.764
4714987334880199507|4720335359437701636|11590980.7|2021-02-25 12:52:03.02
4646307440562813832|4675299363164005507|161019.63|2021-02-25 17:43:24.26
104427216359655877|111182615800710685|22761428.58|2021-02-27 13:52:30.497
4726246333948634688|4702602435904935727|17139953.37|2021-03-02 12:27:30.379
101612466592555325|72339069014643738|1480706.67|2021-03-02 13:55:33.988
4629418941960163740|4720616834414414519|8001130.36|2021-03-03 15:01:01.425
4621819117588986517|4660662664375051261|116755.84|2021-03-04 00:38:11.124
4718646509577450003|4663477414142156487|25371323.41|2021-03-04 15:24:54.244
4704009810788500559|4705980135625468426|7498072.08|2021-03-04 20:48:19.09
4707950460462437757|4718365034600729885|71816752.0|2021-03-05 19:57:35.387
4732438783436267258|4671640188466762459|752758.03|2021-03-06 11:06:53.361
4719209459530867184|4716113234787046609|13455929.48|2021-03-06 11:16:14.784
57983845202396598|72057594037928856|108248.65|2021-03-07 03:08:55.491
4729905508645866956|4685150987348871295|5167007.76|2021-03-09 08:10:37.757
63894819713319279|107241966126760161|45223910.97|2021-03-09 10:08:44.067
4732438783436267258|4671640188466762459|42984692.97|2021-03-09 13:54:59.459
121597189939004153|90634942500831702|19220654.03|2021-03-10 03:09:35.03
4703446860835070357|4640114991075169427|2248874.05|2021-03-10 16:22:25.626
4707387510509026299|4673610513303741642|2787038.0|2021-03-10 23:34:58.475
4672203138420192386|4702320960928227383|82679723.57|2021-03-12 00:09:26.23
4718365034600742211|4731312883529426313|11446154.6|2021-03-14 13:12:53.721
4727653708832191979|4726809283902054683|4979527.87|2021-03-14 21:55:30.939
34902897112129778|49539595901080550|410786.61|2021-03-15 09:24:19.137
41658296553180344|118219490218477590|36938790.67|2021-03-15 11:24:01.416
39687971716207751|59954170039372975|52681686.8|2021-03-16 00:32:56.27
109775240917156585|91479367430963656|9545356.71|2021-03-17 02:46:41.994
4676988213024265124|4676988213024263143|653339.7|2021-03-18 12:01:44.429
80501843339251947|122160139892427400|16061807.17|2021-03-19 22:37:18.775
4662632989212027361|4644055640749119884|2489299.83|2021-03-20 13:57:38.15
4680084437768093337|4619848792752006773|36022738.53|2021-03-21 09:15:12.259
119063915148610235|107523441103472338|2273375.63|2021-03-21 10:12:21.228
4655033164840833666|4668262488746232622|3280726.4|2021-03-21 20:13:58.176
28428972647777707|116812115334923145|27630.37|2021-03-21 22:45:14.589
112027040730849382|94575592174785423|538863.57|2021-03-22 13:40:29.476
41376821576469208|56294995342132967|488208.98|2021-03-23 22:24:43.531
4682899187535200289|4697535886324148054|629544.0|2021-03-24 13:00:19.946
63613344736614374|50665495807921826|2490070.94|2021-03-25 02:28:29.598
4702883910881646092|4674736413210578314|9165178.48|2021-03-26 09:17:45.224
4647714815446354490|4655596114794251858|9499043.6|2021-03-26 20:52:15.598
106960491150049500|114841790497947769|15416539.08|2021-03-29 21:30:49.849
85568392920041646|26740122787513742|1210314.81|2021-03-31 00:41:18.63
123004564822565072|114278840544531408|315825.91|2021-03-31 04:31:20.539
4675580838140712859|4694158186603613834|17678723.89|2021-03-31 11:34:43.79
4714142909950073191|4687121312185847707|4651897.75|2021-03-31 19:58:32.186
91760842407678066|122723089845848648|18794270.44|2021-04-01 22:03:08.309
4634766966517667408|4729905508645866927|46040098.65|2021-04-02 05:26:36.728
4712454060089813622|4633078116657404409|1511466.53|2021-04-03 09:00:15.223
69242844270821492|90353467524120648|186.19|2021-04-04 03:19:09.026
124693414682827605|93731167244652726|11462718.23|2021-04-04 20:40:51.165
4695284086510465498|4701758010974805661|7290532.71|2021-04-05 06:18:12.564
111464090777420720|125537839612953144|17735.55|2021-04-05 06:22:11.3
119626865102030392|128915539333481454|2910316.09|2021-04-06 08:53:17.869
4660099714421631143|4713861434973362389|255026.88|2021-04-06 17:56:35.524
4689654586976245556|4713861434973359687|1567513.29|2021-04-07 19:54:00.334
4678395587907818743|4725683383995206854|5031401.86|2021-04-07 21:40:05.622
59109745109245456|113434415614399038|2986133.9|2021-04-09 13:40:52.958
4696128511440595347|4728498133762316629|460547.82|2021-04-09 14:25:17.023
4738912707900611112|4730186983622578196|8952469.46|2021-04-09 16:13:48.846
4622382067542404395|4621537642612267934|10834390.79|2021-04-10 04:13:28.566
4719209459530867184|4716113234787046609|3575637.71|2021-04-10 16:40:19.636
58828270132528876|115123265474659437|1291981.65|2021-04-10 19:40:42.603
4717239134693890274|4703165385858355011|4611561.61|2021-04-11 01:02:17.775
4727653708832180124|4648277765399774365|27470425.84|2021-04-11 01:54:29.123
4685995412279009965|4643211215818986818|1702756.83|2021-04-11 07:06:48.572
4639552041121759469|4731875833482848247|754791.26|2021-04-12 06:31:07.218
75716768735168511|43347146413442318|1091612.25|2021-04-13 13:31:05.19
130041439240330132|115967690404794580|31302267.35|2021-04-13 21:13:23.357
106960491150049500|114841790497947769|3674285.67|2021-04-14 08:50:46.807
56294995342131494|121597189939003568|15772929.58|2021-04-18 04:25:27.655
4630544841867006832|4630826316843715521|663726.55|2021-04-18 22:28:46.319
4683743612465329131|4638426141214908381|6217416.96|2021-04-19 08:52:25.189
104990166313081439|123567514775982101|21437693.84|2021-04-19 16:07:56.179
4700069161114541068|4649403665306620203|6165289.32|2021-04-20 01:20:04.531
4736660908086935830|4741164507714299924|665696.63|2021-04-20 02:27:56.253
72057594037935961|95420017104917243|7322675.41|2021-04-20 05:06:24.875
4676425263070848904|4725120434041788443|4548041.71|2021-04-20 16:28:32.907
4730749933575996446|4735253533203366537|1925548.47|2021-04-20 23:46:44.867
4671640188466763770|4684306562418740938|5678944.68|2021-04-21 01:20:58.949
4728779608739024333|4685150987348871295|3906904.02|2021-04-21 05:12:45.319
4647433340469642673|4653344314980565892|19596098.72|2021-04-21 05:17:41.102
4689654586976245556|4713861434973359687|18902456.95|2021-04-21 06:10:03.648
4653625789957280157|4720616834414414519|10088918.48|2021-04-21 13:33:36.253
127226689473224405|123286039799272127|756607.36|2021-04-21 20:36:46.556
4694158186603623429|4652781365027151855|5658266.88|2021-04-21 21:35:38.431
4714142909950073191|4694721136557035418|8009957.54|2021-04-21 22:01:43.27
4631952216750570228|4669388388653081661|255718.24|2021-04-22 17:39:30.57
116812115334927472|127226689473219746|1518998.07|2021-04-22 21:32:34.86
114278840544534717|50384020831212485|308954.3|2021-04-23 16:00:30.999
70087269200955434|117375065288344874|8826754.93|2021-04-23 18:10:32.669
4679240012837957250|4697254411347434579|13175098.05|2021-04-24 02:38:21.76
4699787686137829231|4685432462325583467|1183822.55|2021-04-25 12:32:35.08
119626865102031846|48413695994234786|1542393.03|2021-04-25 21:22:16.004
80783318315962269|104708691336366528|145415.66|2021-04-26 09:23:28.221
4707668985485723565|4718083559624017066|17507207.6|2021-04-26 09:28:29.938
131730289100594788|85005442966622835|105958.25|2021-04-26 19:00:45.881
4697535886324140121|4687684262139266319|3966300.87|2021-04-27 07:44:37.601
4707387510509026299|4673610513303741642|12676044.35|2021-04-27 09:41:45.51
106960491150049500|80220368362537080|12759651.54|2021-04-27 16:29:00.449
4720335359437708479|4703446860835066256|19959593.33|2021-04-27 20:20:01.813
105834591243213888|101330991615840587|13460131.12|2021-04-27 21:00:16.291
4639833516098470427|4667699538792818891|39136.91|2021-04-28 18:02:58.99
4702602435904941495|4727935183808895984|4730576.19|2021-04-29 08:57:21.328
111182615800710678|130604389193745373|2098773.76|2021-04-29 15:17:02.883
4686276887255716477|4716676184740465446|14880980.9|2021-04-29 21:16:50.386
4729061083715746750|4738912707900613792|2342010.44|2021-04-30 14:55:14.432
4707387510509026299|4673610513303741642|1401932.15|2021-05-01 02:42:04.876
4715831759810340581|4707387510509016979|4474501.7|2021-05-01 03:19:57.989
4734690583249951407|4713579959996649566|34358916.49|2021-05-01 15:23:41.223
4727372233855484899|4701476535998097877|3077778.43|2021-05-02 00:10:14.363
4747356957201931848|4742008932644426352|3955560.27|2021-05-02 01:25:00.204
4698380311254281613|4746512532271799256|11672434.05|2021-05-02 06:08:31.198
4662914464188743901|4703728335811782642|55272489.11|2021-05-02 09:17:05.781
4740038607807452367|4686558362232425640|8655220.91|2021-05-03 13:51:48.311
58828270132528876|115123265474659437|39716891.44|2021-05-03 18:48:35.115
47569271064107484|54887620458581962|3265853.39|2021-05-04 10:46:48.947
4740883032737593190|4687684262139273735|13995233.03|2021-05-05 00:48:53.644
4722868634228101284|4727090758878759470|69621235.09|2021-05-05 08:19:13.633
28428972647777707|77687093572141964|75253833.77|2021-05-05 09:21:19
41658296553180344|75435293758457877|2014363.46|2021-05-05 15:14:32.999
26740122787513610|79938893385827118|31809380.74|2021-05-06 11:31:59.715
4736660908086925744|4732438783436263365|2882880.35|2021-05-06 13:45:16.759
4685150987348872211|4686558362232424315|11700.56|2021-05-07 04:00:47.156
4724838959065086616|4683180662511903746|12249.59|2021-05-07 15:28:39.168
4666855113862681024|4699787686137825995|63905372.27|2021-05-07 17:19:15.772
4712172585113092179|4688528687069397066|39170240.14|2021-05-08 04:25:19.58
4691061961859803672|4749890231992326581|2261204.12|2021-05-08 09:16:57.779
4749890231992336388|4664321839072290630|47315720.46|2021-05-08 14:27:58.777
4676988213024265124|4694158186603613158|114138.1|2021-05-08 14:48:48.813
4706261610602169223|4667699538792809002|47973980.19|2021-05-08 14:55:41.046
4714705859903495906|4709076360369279701|1468721.68|2021-05-09 14:43:18.132
72902018968064952|38280596832652348|2212585.82|2021-05-09 16:09:01.42
4642366790888860109|4680084437768083831|3902553.31|2021-05-10 16:28:24.879
4727935183808900399|4694721136557038496|1178515.81|2021-05-11 07:21:02.296
4685713937302302127|4707668985485728749|6880843.13|2021-05-12 11:31:52.863
4660381189398345687|4664884789025710684|9011731.61|2021-05-12 20:33:49.291
4729061083715743560|4672484613396896991|542264.11|2021-05-13 19:06:20.392
130041439240330132|106679016173342933|5254691.15|2021-05-13 21:41:14.418
129197014310198658|138767163518358013|3382424.77|2021-05-15 12:10:17.282
4684025087442034259|4723431584181523063|19804947.29|2021-05-15 15:50:58.225
136796838681382727|87257242780305812|658250.83|2021-05-16 04:02:59.058
4739475657854035707|4727090758878762909|28737326.83|2021-05-16 10:54:47.669
4647714815446362106|4737786807993768042|43915172.68|2021-05-16 13:36:04.781
75716768735170089|35465847065544946|508773.95|2021-05-16 18:17:58.798
59672695062659546|129197014310191405|8831.74|2021-05-17 00:22:01.476
90353467524126143|123848989752692065|948277.29|2021-05-17 11:31:08.524
4671921663443475056|4706543085578883127|4111268.08|2021-05-18 22:32:41.38
4686276887255721215|4648559240376489592|11178533.54|2021-05-19 04:51:33.816
4685150987348872211|4686558362232424315|4048.93|2021-05-20 16:54:37.925
4687684262139281636|4714424384926787571|13906654.55|2021-05-20 17:17:11.387
43628621390155089|86694292826884214|24662412.58|2021-05-20 17:33:43.757
4727653708832180124|4670795763536626846|2508310.85|2021-05-21 04:12:56.939
72057594037935961|108367866033607420|10410275.61|2021-05-21 11:57:44.249
4743697782504692147|4732438783436263365|53746.55|2021-05-21 19:58:10.512
4722587159251401036|4743979257481405218|1293009.28|2021-05-22 00:25:41.161
4715550284833628777|4660099714421626146|27583595.63|2021-05-22 10:19:43.805
91760842407678066|92605267337808457|13894960.85|2021-05-22 13:58:05.019
4668262488746244544|4637863191261487997|75854746.68|2021-05-22 21:41:04.979
4662914464188743901|4703728335811782642|19370004.65|2021-05-23 00:28:39.603
4690499011906385760|4700913586044674562|32106.31|2021-05-23 21:04:13.257
4662632989212026604|4689373111999535000|41384.48|2021-05-24 02:49:57.998
4741164507714290715|4713017010043224709|31129820.86|2021-05-24 18:11:21.203
4754112356642996976|4728216658785610038|1.51|2021-05-24 20:25:57.123
132856189007435506|137078313658093073|28056503.53|2021-05-25 11:44:44.074
28428972647777707|116812115334923145|20926.9|2021-05-25 11:51:54.461
4713579959996661091|4712735535066523047|4965252.34|2021-05-25 16:42:00.646
128634064356771550|138485688541643880|7079166.57|2021-05-25 22:40:12.386
4721742734321271920|4689373111999539747|2526650.22|2021-05-26 04:36:16.576
69524319247536953|121878664915717106|7432753.11|2021-05-26 05:34:49.137
4668262488746244544|4714987334880207740|4051285.88|2021-05-26 09:52:31.978
4685995412279009965|4643211215818986818|16031996.12|2021-05-26 13:11:18.196
4680365912744796375|4634766966517666840|10648030.53|2021-05-27 03:34:03.189
4728216658785612068|4746794007248510489|35692374.91|2021-05-27 08:17:47.51
4736660908086922678|4694158186603612268|1880644.5|2021-05-27 16:33:57.316
4747356957201937428|4745949582318379001|6606092.55|2021-05-27 22:48:18.331
34621422135417098|113152940637687631|1991706.36|2021-05-28 02:57:21.212
119908340078745210|99923616732286419|1904035.69|2021-05-28 08:13:16.198
4713017010043226717|4716676184740464225|10195916.68|2021-05-28 09:22:35.666
4672766088373603887|4736660908086921406|23534202.72|2021-05-29 01:20:04.636
52354345668189938|81627743246095056|34224608.96|2021-05-30 01:48:05.21
85568392920041646|140174538401908111|20260328.16|2021-05-30 02:04:06.37
4754956781573128287|4755238256549832586|51875020.23|2021-05-30 06:07:00.539
4742008932644424783|4744542207434819483|247199.14|2021-05-30 16:46:20.923
4728498133762323772|4701758010974806183|1737507.02|2021-05-31 16:30:43.472
4671640188466763770|4658410864561360587|4047997.77|2021-05-31 16:52:40.618
133137663984144239|108649341010315691|37274.13|2021-06-01 19:20:47.652
4746794007248517390|4717520609670603522|298829.89|2021-06-02 08:02:56.667
4754393831619694244|4703728335811774726|535504.22|2021-06-02 16:59:06.476
4672203138420192386|4745105157388247096|14478243.48|2021-06-03 09:26:13.548
4698380311254281613|4753267931712854999|43249353.41|2021-06-03 23:43:53.514
4622382067542404395|4745949582318377887|2186679.98|2021-06-04 01:19:22.776
4752704981759436597|4717239134693890010|33342381.15|2021-06-04 02:25:35.269
132856189007436728|140737488355332341|788615.86|2021-06-04 20:26:56.008
4737223858040354881|4676706738047558289|12126.17|2021-06-05 06:52:54.627
145804037936126782|54043195528450221|24760704.0|2021-06-05 23:21:11.935
73464968921488339|113152940637688069|3254399.02|2021-06-06 02:13:51.814
4707950460462437757|4725683383995206939|5470166.82|2021-06-06 13:29:32.896
28428972647777707|116812115334923145|3288.63|2021-06-06 14:50:37.192
4734409108273243119|4751579081852589547|50259858.12|2021-06-06 16:44:16.096
58828270132528876|115123265474659437|754212.44|2021-06-06 17:01:48.06
4686276887255716477|4689091637022821159|2647660.59|2021-06-06 18:21:54.612
133700613937563043|103019841476100993|900234.61|2021-06-06 22:49:01.091
4675580838140712859|4758615956270354061|17498528.2|2021-06-06 23:21:43.601
4743697782504696169|4675862313117423932|29265793.02|2021-06-07 10:39:21.013
4757208581386807395|4706824560555595933|12254227.88|2021-06-07 14:28:41.555
4662632989212023899|4723713059158233427|12021082.68|2021-06-07 20:52:49.876
4740038607807452367|4686558362232425640|5705956.45|2021-06-08 00:23:20.749
4734127633296539356|4716676184740472474|962185.69|2021-06-08 01:14:19.309
58265320179114251|112308515707556858|49241.82|2021-06-08 01:45:03.033
111464090777420667|104145741382943264|6562487.33|2021-06-08 04:53:16.339
4713861434973365764|4733564683343107851|9515903.61|2021-06-08 18:38:18.769
36591746972387824|84723967989909054|11224092.72|2021-06-08 23:02:59.867
4757208581386807395|4706824560555595933|849053.51|2021-06-09 10:17:07.075
4685713937302302127|4707668985485728749|2863336.42|2021-06-09 11:52:37.112
4743697782504696687|4688528687069403780|10119979.94|2021-06-09 13:31:37.748
4754956781573115694|4748764332085479760|4058168.4|2021-06-09 14:23:44.704
116812115334930584|124411939706114986|9913121.71|2021-06-10 00:43:29.487
139893063425200408|109493765940447907|38694061.12|2021-06-10 16:12:32.794
4754393831619695532|4754393831619693553|18455577.69|2021-06-11 07:26:59.049
116812115334930584|124411939706114986|1324659.71|2021-06-11 14:43:37.961
4711609635159679378|4733001733389685904|4486915.78|2021-06-11 15:08:01.253
4754112356642996976|4728216658785610038|826721.93|2021-06-11 19:25:48.084
103582791429529140|23925373020410459|1536488.3|2021-06-11 21:55:24.068
135389463797828521|66428094503716720|45977035.79|2021-06-13 17:27:25.677
56013520365422008|136233888727958426|242571.43|2021-06-14 12:04:46.32
4745949582318377939|4749890231992324365|15504897.8|2021-06-14 14:23:49.585
4727935183808896497|4732157308459553325|166722.6|2021-06-15 01:09:43.865
4760586281107330345|4732438783436262627|2856054.31|2021-06-15 01:16:52.629
4727653708832180124|4648277765399774365|7638267.55|2021-06-16 05:47:16.372
4700913586044683368|4723150109204818459|26513673.6|2021-06-16 08:03:03.949
15481123719089289|95138542128203775|2001433.37|2021-06-16 12:13:08.878
116812115334927472|113997365567818915|3215085.48|2021-06-16 14:24:24.334
4760586281107328746|4754393831619692839|47133.83|2021-06-16 16:27:20.884
4760586281107328746|4698380311254272296|900730.79|2021-06-16 16:33:20.858
4696972936370732396|4696128511440594348|55653808.2|2021-06-16 23:57:53.469
4729342558692452438|4748201382132062361|20290196.48|2021-06-17 02:54:40.512
4756645631433391357|4754956781573121363|1248440.5|2021-06-17 16:09:17.907
4662632989212027361|4760586281107331470|11360083.46|2021-06-18 00:48:41.656
4680084437768085515|4708513410415858552|5714296.55|2021-06-18 06:55:28.518
4757208581386807395|4706824560555595933|16562211.25|2021-06-18 09:12:12.355
107804916080187680|95420017104916315|103783.6|2021-06-18 19:13:13.134
60235645016086787|34621422135414597|4078343.04|2021-06-18 23:53:41.897
4658973814514782519|4761712181014170236|64220.05|2021-06-19 05:41:33.61
4749608757015616605|4706824560555594072|2325528.1|2021-06-19 08:40:32.943
4747919907155358569|4760304806130622342|2580043.18|2021-06-19 16:07:35.887
4695565561487164334|4733846158319813199|36018255.72|2021-06-19 21:30:53.495
142144863238887271|142144863238884976|2.93|2021-06-19 22:04:35.426
4721461259344555039|4749045807062194934|24377707.89|2021-06-19 22:23:36.292
4760867756084036511|4703446860835062334|5045181.5|2021-06-19 23:17:18.773
4675299363164011647|4687965737115985173|319505.5|2021-06-20 00:50:38.048
4743979257481409536|4674173463257161708|30262484.43|2021-06-20 02:58:36.094
133137663984144239|108649341010315691|464831.35|2021-06-20 05:24:39.784
4737223858040347720|4715268809856913739|9570599.68|2021-06-20 06:16:40.69
4710202260276127680|4741164507714295873|267277.65|2021-06-20 12:53:23.911
56857945295554206|109775240917156910|15731432.37|2021-06-20 13:16:01.665
4734409108273243119|4751579081852589547|4167824.08|2021-06-21 05:54:27.74
4700069161114545998|4736660908086926566|19331963.95|2021-06-21 07:26:57.768
93449692267941257|101330991615838363|20373267.65|2021-06-21 11:36:40.663
4730749933575996446|4735253533203366537|14873042.17|2021-06-22 00:22:33.789
149744687610073970|87257242780306452|2808921.32|2021-06-22 04:11:31.173
4688247212092694892|4665729213955839087|9748480.28|2021-06-22 05:59:00.731
4749608757015616605|4706824560555594072|13400716.84|2021-06-22 14:05:02.968
131730289100594788|135670938774540914|6114675.59|2021-06-22 16:11:51.347
119626865102031592|95982967058335475|6420.63|2021-06-22 16:36:48.753
4629137466983458115|4693032286696773269|13058524.36|2021-06-22 18:46:20.95
4666292163909268853|4646588915539517645|1172404.39|2021-06-23 10:33:39.608
4674736413210579233|4719772409484282481|45365714.49|2021-06-23 11:05:09.91
92323792361103013|126100789566378654|2049712.53|2021-06-23 19:44:46.095
120471290032164989|106116066219919955|1828185.62|2021-06-23 23:56:40.758
4759460381200487214|4705135710695328660|2531814.08|2021-06-24 03:00:21.502
4637018766331359503|4716676184740470288|28776280.49|2021-06-24 03:48:37.779
4708231935439158147|4756082681479963777|206399.26|2021-06-24 04:29:03.148
90353467524126143|148618787703229790|1009841.8|2021-06-24 13:04:51.235
4712454060089813622|4720616834414418426|4206499.91|2021-06-24 17:34:32.471
4727653708832189052|4685713937302297089|14899498.23|2021-06-24 18:00:11.55
4700069161114545998|4633641066610826469|2166904.63|2021-06-25 09:16:00.703
75153818781748362|95138542128203775|25218335.54|2021-06-26 00:42:29.571
146929937842968515|144115188075859599|163876.27|2021-06-26 07:20:44.911
106116066219922646|150026162586782942|2746474.65|2021-06-26 10:19:24.104
4752704981759436158|4699224736184407733|10424266.03|2021-06-26 21:39:07.487
4741727457667712363|4633359591634109273|3418846.17|2021-06-27 02:00:08.263
