loanId|loanAmount|balance|createTime|loanUsage|interestRate
43628621390156755|83384959.0|83384959.0|2020-06-04 04:56:53.728|weddings|0.032
43628621390153347|48351740.0|48351740.0|2020-06-04 18:57:17.731|weddings|0.09
43628621390155308|66429928.0|66429928.0|2020-06-05 03:21:01.461|medical expenses|0.054
4655596114794259276|50933451.0|50933451.0|2020-06-05 09:05:33.222|vacations|0.049
4655596114794251858|71516649.0|71516649.0|2020-06-05 17:00:14.266|major purchases|0.038
43910096366865465|44183576.0|44183576.0|2020-06-05 23:53:10.611|other|0.09
44191571343577353|57881103.0|57881103.0|2020-06-06 05:20:27.904|vacations|0.005
4656159064747676850|36825435.0|36825435.0|2020-06-07 14:23:16.33|education|0.016
4656159064747672175|7252023.0|7252023.0|2020-06-07 17:50:34.322|education|0.018
4656440539724391127|57857822.0|57857822.0|2020-06-08 06:28:56.325|medical expenses|0.072
4656440539724389489|94941938.0|94941938.0|2020-06-08 13:46:16.5|education|0.014
45035996273705071|15119848.0|15119848.0|2020-06-09 14:48:23.534|vacations|0.059
45598946227128298|19821648.0|19821648.0|2020-06-11 16:28:50.311|education|0.078
4657284964654516037|3111204.0|3111204.0|2020-06-11 18:58:28.196|vacations|0.002
45598946227129709|915342.0|915342.0|2020-06-11 19:37:56.565|renovations|0.098
4657566439631225257|9276409.0|9276409.0|2020-06-12 06:04:54.142|renovations|0.09
4657847914607943282|49754062.0|49754062.0|2020-06-13 04:46:02.787|other|0.038
4657847914607943270|48590325.0|48590325.0|2020-06-13 22:25:32.407|weddings|0.041
4657847914607944764|95838918.0|95838918.0|2020-06-13 23:23:11.043|medical expenses|0.031
4658129389584653705|98753983.0|98753983.0|2020-06-14 16:50:20.759|other|0.023
46443371157263094|54784799.0|54784799.0|2020-06-14 17:45:03.42|funerals|0.088
4658129389584653121|80107274.0|80107274.0|2020-06-14 20:25:19.545|education|0.054
4658410864561360587|75071633.0|75071633.0|2020-06-15 05:24:02.73|education|0.038
4658410864561360077|13216930.0|13216930.0|2020-06-15 06:30:40.435|investing|0.09
46724846133969475|80946194.0|80946194.0|2020-06-15 13:19:52.252|other|0.014
4658410864561367382|39702371.0|39702371.0|2020-06-16 02:31:41.306|funerals|0.026
4658692339538069493|55553272.0|55553272.0|2020-06-16 04:52:41.65|debt consolidation|0.082
4658973814514782367|32685652.0|32685652.0|2020-06-17 10:07:46.733|renovations|0.011
4658973814514779783|77918908.0|77918908.0|2020-06-18 02:51:52.171|funerals|0.094
4659255289491492948|81339954.0|81339954.0|2020-06-18 13:28:13.911|other|0.033
4659255289491491115|15306560.0|15306560.0|2020-06-18 23:26:08.181|other|0.075
4659255289491495429|35628876.0|35628876.0|2020-06-19 01:38:57.894|medical expenses|0.04
4659536764468204276|15257151.0|15257151.0|2020-06-19 23:26:58.043|funerals|0.035
48132221017524500|87207170.0|87207170.0|2020-06-20 13:21:54.737|vacations|0.062
4659818239444919614|49262018.0|49262018.0|2020-06-21 01:25:12.655|major purchases|0.039
4660099714421626146|91331006.0|91331006.0|2020-06-21 08:11:49.302|renovations|0.073
48413695994234381|92288119.0|92288119.0|2020-06-21 09:53:05.202|investing|0.035
4660099714421631460|70906010.0|70906010.0|2020-06-21 10:13:02.555|other|0.099
48413695994234786|2465663.0|2465663.0|2020-06-21 18:45:15.878|vacations|0.067
4660099714421628165|29218163.0|29218163.0|2020-06-21 19:53:44.787|debt consolidation|0.099
48695170970945141|72326683.0|72326683.0|2020-06-22 09:26:55.081|funerals|0.08
48695170970946544|38686569.0|38686569.0|2020-06-22 20:41:04.769|renovations|0.077
4660381189398337252|43544184.0|43544184.0|2020-06-22 23:30:25.372|business ventures|0.032
4660662664375044370|93600852.0|93600852.0|2020-06-23 03:54:00.151|funerals|0.082
4660662664375042929|64569369.0|64569369.0|2020-06-23 06:31:27.49|funerals|0.066
4660662664375051261|31157465.0|31157465.0|2020-06-23 16:40:02.964|renovations|0.027
4660662664375047780|24387826.0|24387826.0|2020-06-23 20:23:23.886|weddings|0.009
4660944139351758106|25949397.0|25949397.0|2020-06-24 10:53:50.814|education|0.002
4660944139351753688|37288459.0|37288459.0|2020-06-24 11:08:51.94|weddings|0.043
49258120924368234|99450736.0|99450736.0|2020-06-24 21:40:10.612|renovations|0.049
4660944139351760674|34753026.0|34753026.0|2020-06-25 01:47:46.997|medical expenses|0.022
49539595901080550|85692980.0|85692980.0|2020-06-25 06:42:14.154|other|0.022
4661225614328473234|12432394.0|12432394.0|2020-06-25 16:56:06.481|debt consolidation|0.016
4661225614328473171|64559751.0|64559751.0|2020-06-26 02:01:33.776|other|0.086
4661507089305180206|57862506.0|57862506.0|2020-06-26 04:47:51.933|vacations|0.024
4661507089305178360|24401177.0|24401177.0|2020-06-26 06:55:47.716|renovations|0.094
49821070877790227|15662295.0|15662295.0|2020-06-26 14:22:40.252|medical expenses|0.057
49821070877786797|54775182.0|54775182.0|2020-06-26 15:19:46.499|medical expenses|0.085
4661507089305177701|59255072.0|59255072.0|2020-06-26 19:57:05.956|medical expenses|0.075
4661788564281895015|55485037.0|55485037.0|2020-06-27 17:17:10.566|debt consolidation|0.041
50384020831212485|4420528.0|4420528.0|2020-06-28 08:57:12.786|major purchases|0.059
4662070039258596121|69236740.0|69236740.0|2020-06-28 14:13:07.824|business ventures|0.013
50384020831208539|8427358.0|8427358.0|2020-06-29 02:06:09.59|business ventures|0.092
50665495807921826|53055167.0|53055167.0|2020-06-29 10:37:44.083|renovations|0.072
4662632989212025061|2884759.0|2884759.0|2020-06-30 22:24:49.902|weddings|0.014
50946970784630843|10945894.0|10945894.0|2020-06-30 23:03:03.345|weddings|0.041
4662914464188731035|26055787.0|26055787.0|2020-07-01 16:07:40.925|vacations|0.065
4662914464188734472|96841127.0|96841127.0|2020-07-01 22:42:53.649|major purchases|0.038
4663477414142155626|11188036.0|11188036.0|2020-07-03 05:47:40.338|debt consolidation|0.074
4663477414142156487|99519353.0|99519353.0|2020-07-03 13:41:06.157|other|0.035
4663477414142153293|58949588.0|58949588.0|2020-07-03 16:01:48.944|renovations|0.062
4663477414142153842|34704680.0|34704680.0|2020-07-03 16:35:12.412|other|0.035
51791395714761829|80257855.0|80257855.0|2020-07-03 19:44:48.556|education|0.067
52072870691474428|83304309.0|83304309.0|2020-07-04 11:05:27.724|medical expenses|0.006
4664040364095578393|26140288.0|26140288.0|2020-07-05 15:27:50.292|major purchases|0.042
52354345668183309|79187670.0|79187670.0|2020-07-05 17:39:13.388|education|0.004
4664321839072290630|79024619.0|79024619.0|2020-07-06 05:35:34.459|major purchases|0.049
52635820644896699|47224563.0|47224563.0|2020-07-06 06:35:06.882|other|0.059
52635820644894194|46752343.0|46752343.0|2020-07-06 07:54:42.52|debt consolidation|0.075
4664321839072283541|85059921.0|85059921.0|2020-07-06 12:05:59.437|business ventures|0.016
52917295621605995|42443166.0|42443166.0|2020-07-07 19:04:50.49|business ventures|0.07
4664884789025706299|88875351.0|88875351.0|2020-07-08 05:08:47.448|vacations|0.077
4664884789025707422|86076282.0|86076282.0|2020-07-08 10:09:09.931|funerals|0.036
4664884789025703244|90984845.0|90984845.0|2020-07-08 18:35:21.607|education|0.052
53198770598316007|33643795.0|33643795.0|2020-07-08 19:02:01.11|education|0.015
4664884789025710684|58066634.0|58066634.0|2020-07-09 02:18:46.461|weddings|0.1
54043195528450221|92223624.0|92223624.0|2020-07-11 07:45:01.698|business ventures|0.058
4665729213955839087|14448250.0|14448250.0|2020-07-11 09:28:54.587|vacations|0.033
4665729213955842709|25945699.0|25945699.0|2020-07-11 13:27:58.026|investing|0.025
4665729213955839373|4532702.0|4532702.0|2020-07-11 18:10:22.22|renovations|0.016
4665729213955840520|55353359.0|55353359.0|2020-07-11 19:36:42.346|debt consolidation|0.002
4666010688932545042|40248524.0|40248524.0|2020-07-12 11:49:16.284|major purchases|0.06
54324670505161522|62112455.0|62112455.0|2020-07-12 17:52:47.622|business ventures|0.08
4666292163909259320|26709397.0|26709397.0|2020-07-13 07:02:24.706|renovations|0.07
54606145481870775|45566315.0|45566315.0|2020-07-13 23:56:02.576|business ventures|0.062
4666573638885967391|56005216.0|56005216.0|2020-07-14 12:52:38.085|funerals|0.078
4666573638885969048|6221983.0|6221983.0|2020-07-14 17:08:02.578|debt consolidation|0.034
54887620458581962|23170870.0|23170870.0|2020-07-15 03:09:19.22|investing|0.055
55169095435290814|32792473.0|32792473.0|2020-07-15 18:30:26.765|vacations|0.046
4666855113862685036|87498922.0|87498922.0|2020-07-15 19:17:39.63|medical expenses|0.001
55169095435290006|62370925.0|62370925.0|2020-07-15 23:24:14.685|weddings|0.001
55450570412000236|31634876.0|31634876.0|2020-07-16 08:07:05.703|major purchases|0.052
4667136588839396709|63320096.0|63320096.0|2020-07-16 20:35:47.844|other|0.035
55732045388714624|70419396.0|70419396.0|2020-07-17 13:08:43.849|debt consolidation|0.028
4667418063816106190|26471924.0|26471924.0|2020-07-17 20:46:07.186|funerals|0.073
55732045388710292|89706659.0|89706659.0|2020-07-17 22:15:34.628|renovations|0.098
4667699538792810916|1172957.0|1172957.0|2020-07-18 13:03:45.018|major purchases|0.025
4667699538792818891|93610580.0|93610580.0|2020-07-18 21:14:16.167|business ventures|0.029
4667699538792809002|73067949.0|73067949.0|2020-07-18 21:47:38.086|other|0.034
4667699538792814060|90947636.0|90947636.0|2020-07-19 00:18:48.742|business ventures|0.055
56294995342132967|95165996.0|95165996.0|2020-07-19 12:51:44.624|renovations|0.082
4667981013769521515|46283075.0|46283075.0|2020-07-19 14:53:47.513|funerals|0.058
4667981013769523655|96596608.0|96596608.0|2020-07-19 21:33:47.036|education|0.079
56294995342132509|76380552.0|76380552.0|2020-07-20 02:03:23.852|vacations|0.083
4668262488746232622|34762828.0|34762828.0|2020-07-20 18:43:55.497|debt consolidation|0.097
56576470318846375|47795291.0|47795291.0|2020-07-21 02:33:07.576|funerals|0.047
4668543963722942739|65521200.0|65521200.0|2020-07-21 08:32:47.146|medical expenses|0.039
56857945295555562|68189059.0|68189059.0|2020-07-21 13:42:43.279|funerals|0.022
4668543963722948105|95678638.0|95678638.0|2020-07-21 17:16:46.256|business ventures|0.022
4668543963722943110|54023217.0|54023217.0|2020-07-21 23:05:02.973|major purchases|0.016
57139420272267402|91073385.0|91073385.0|2020-07-22 22:03:21.053|vacations|0.059
4668825438699658317|77727212.0|77727212.0|2020-07-23 03:07:53.614|medical expenses|0.06
4668825438699661190|87102919.0|87102919.0|2020-07-23 04:09:29.439|major purchases|0.077
4669106913676371097|21344860.0|21344860.0|2020-07-23 19:19:49.48|education|0.036
4669106913676370935|28314594.0|28314594.0|2020-07-24 03:24:46.936|major purchases|0.07
4669388388653081661|41740327.0|41740327.0|2020-07-24 07:05:15.346|other|0.063
4669388388653075987|76088188.0|76088188.0|2020-07-24 16:03:59.825|investing|0.088
4669388388653082803|12033475.0|12033475.0|2020-07-24 19:01:53.992|other|0.019
4669669863629787282|71170213.0|71170213.0|2020-07-25 21:48:15.518|major purchases|0.014
4669669863629786625|60367833.0|60367833.0|2020-07-25 21:51:00.612|medical expenses|0.048
58265320179108839|77345367.0|77345367.0|2020-07-26 07:03:49.568|debt consolidation|0.035
58265320179106939|77588925.0|77588925.0|2020-07-26 10:46:11.91|other|0.035
4669951338606504445|34661011.0|34661011.0|2020-07-26 11:23:19.237|debt consolidation|0.099
4669951338606494288|78098123.0|78098123.0|2020-07-26 18:39:45.836|medical expenses|0.009
58265320179110475|47726046.0|47726046.0|2020-07-26 19:53:51.443|renovations|0.058
4669951338606495961|98891428.0|98891428.0|2020-07-26 21:52:44.085|medical expenses|0.089
58265320179109816|88748493.0|88748493.0|2020-07-27 00:27:20.004|debt consolidation|0.087
4669951338606500214|7434517.0|7434517.0|2020-07-27 00:55:02.133|major purchases|0.059
58546795155818342|35272475.0|35272475.0|2020-07-27 21:03:42.409|other|0.034
4670232813583208791|48549576.0|48549576.0|2020-07-27 22:25:02.701|funerals|0.035
4670232813583205481|31608392.0|31608392.0|2020-07-28 01:54:42.786|education|0.072
58546795155817257|18486916.0|18486916.0|2020-07-28 02:24:19.334|weddings|0.056
4670232813583205832|49553994.0|49553994.0|2020-07-28 03:48:08.392|weddings|0.052
4670514288559924049|53679971.0|53679971.0|2020-07-28 06:35:26.309|medical expenses|0.043
4670514288559923179|6419836.0|6419836.0|2020-07-28 12:42:04.254|weddings|0.091
58828270132530452|88680688.0|88680688.0|2020-07-29 01:06:48.598|renovations|0.029
4670514288559916031|94379653.0|94379653.0|2020-07-29 04:11:04.238|major purchases|0.031
4670795763536626846|90373666.0|90373666.0|2020-07-29 16:24:41.475|major purchases|0.016
4670795763536632927|87092547.0|87092547.0|2020-07-29 18:20:19.194|debt consolidation|0.093
4670795763536634009|22334340.0|22334340.0|2020-07-29 23:37:04.779|vacations|0.081
4670795763536634666|23177586.0|23177586.0|2020-07-30 03:05:11.065|medical expenses|0.09
4671077238513339729|22060669.0|22060669.0|2020-07-30 09:56:37.544|weddings|0.036
59672695062661558|73166948.0|73166948.0|2020-08-01 04:09:58.788|debt consolidation|0.016
4671640188466762459|86349859.0|86349859.0|2020-08-01 07:22:40.744|weddings|0.095
4671640188466760959|82179839.0|82179839.0|2020-08-01 09:49:18.152|major purchases|0.033
4671640188466759604|35368092.0|35368092.0|2020-08-01 10:39:29.158|renovations|0.04
4671640188466758485|37847602.0|37847602.0|2020-08-01 11:23:39.104|weddings|0.003
59954170039372975|98015565.0|98015565.0|2020-08-01 19:58:39.335|major purchases|0.068
4671640188466762086|9830512.0|9830512.0|2020-08-01 23:24:13.929|other|0.091
4671921663443478544|48018724.0|48018724.0|2020-08-02 09:09:25.97|medical expenses|0.015
4672203138420181136|70886225.0|70886225.0|2020-08-03 06:22:04.18|debt consolidation|0.001
4672484613396897304|3279574.0|3279574.0|2020-08-04 16:09:30.986|debt consolidation|0.099
4672484613396893110|83256121.0|83256121.0|2020-08-04 16:21:44.135|funerals|0.097
4672484613396896991|3195603.0|3195603.0|2020-08-05 02:03:30.81|major purchases|0.027
60798594969501870|31815473.0|31815473.0|2020-08-05 02:30:06.195|medical expenses|0.05
4672766088373602946|49244320.0|49244320.0|2020-08-05 11:05:57.186|business ventures|0.081
61080069946215280|26255510.0|26255510.0|2020-08-05 21:11:20.206|other|0.009
4673047563350313854|42580709.0|42580709.0|2020-08-06 07:40:55.996|investing|0.009
4673047563350312935|33643795.0|33643795.0|2020-08-06 08:37:57.791|education|0.015
4673047563350316790|57875132.0|57875132.0|2020-08-06 13:40:08.444|business ventures|0.058
4673047563350311928|56949933.0|56949933.0|2020-08-07 04:14:02.532|renovations|0.029
4673610513303741642|51899497.0|51899497.0|2020-08-08 16:31:30.376|medical expenses|0.016
61924494876346809|81414790.0|81414790.0|2020-08-08 16:45:53.848|renovations|0.004
