createTime|dependencyTime|companyId|loanId|loanAmount|balance|loanUsage|interestRate|org
1670096210521|1632513863734|8796093025428|300052325173563615|36659158.0|36659158.0|renovations|0.049|Citibank
1670100705669|1668695738921|14293651162643|300052325173561445|66523567.0|66523567.0|other|0.065|LendingPoint
1670102034516|1641873896320|9895604651218|300052325173560983|41592722.0|41592722.0|major purchases|0.092|State Farm Bank
1670109680266|1604981827531|4398046511604|300052325173559953|77485664.0|77485664.0|medical expenses|0.086|Peerform
1670119055734|1622955524245|6597069767246|300333800150270748|31918544.0|31918544.0|funerals|0.021|Wells Fargo
1670122511713|1668589306448|14293651161866|300333800150271007|78660945.0|78660945.0|business ventures|0.045|Marcus by Goldman Sachs
1670125708862|1619881830555|6597069766819|300333800150270167|97323153.0|97323153.0|medical expenses|0.056|Capital One
1670126287444|1646698133721|10995116281255|300333800150274619|33103625.0|33103625.0|business ventures|0.079|American Express
1670126831865|1649584256000|10995116280211|300333800150273291|96942580.0|96942580.0|business ventures|0.019|Discover
1670134630294|1656469174522|13194139534097|300333800150271014|76804149.0|76804149.0|medical expenses|0.049|Wells Fargo
1670138784760|1657328003730|13194139536329|300333800150273998|47679091.0|47679091.0|major purchases|0.068|RealtyMogul
1670142617172|1650018229927|12094627906900|300333800150271835|23396312.0|23396312.0|weddings|0.052|American Express
1670142764406|1602485353993|3298534884170|300333800150271097|25495058.0|25495058.0|funerals|0.046|Earnest
1670143132503|1669459465071|15393162790895|300333800150272736|63438596.0|63438596.0|weddings|0.041|Earnest
1670148955693|1669363951205|15393162789409|300333800150270677|22025586.0|22025586.0|funerals|0.094|Funding Circle
1670152113289|1656303606552|13194139534252|300333800150271236|34184057.0|34184057.0|business ventures|0.0|SunTrust
1670160733814|1617962540333|6597069770461|300333800150275007|69922988.0|69922988.0|education|0.09|Avant
1670164642022|1668135419047|14293651164904|300333800150275021|81849192.0|81849192.0|other|0.039|Patch of Land
1670167931958|1639294160000|9895604650821|300333800150271091|81453080.0|81453080.0|debt consolidation|0.051|Fundrise
1670186977910|1669620237080|15393162789416|300333800150270693|24666464.0|24666464.0|other|0.006|Rocket Loans
1670188392706|1664773121266|14293651163798|300333800150273633|65992045.0|65992045.0|education|0.048|Prosper
1670190861842|1658739648553|13194139533510|300333800150270214|10486855.0|10486855.0|funerals|0.08|Fundbox
1670195502470|1668371334535|14293651162818|300333800150272328|9391824.0|9391824.0|medical expenses|0.058|LendingPoint
1670198476491|1618301087732|6597069768658|300615275126983349|60134621.0|60134621.0|weddings|0.08|Avant
1670204911736|1668153305677|14293651163257|300615275126983575|26645803.0|26645803.0|funerals|0.042|Peerform
1670209313696|1669865519358|15393162790418|300615275126982754|22996254.0|22996254.0|renovations|0.088|Citibank
1670215363097|1649906483743|12094627908164|300615275126984166|83611651.0|83611651.0|weddings|0.074|State Farm Bank
1670227052514|1664758705672|14293651162356|300615275126982350|51839244.0|51839244.0|debt consolidation|0.01|Capital One
1670232831154|1651546664216|12094627908641|300615275126984780|8646975.0|8646975.0|vacations|0.024|Roofstock
1670236980341|1600338125844|3298534883369|300615275126980670|24963308.0|24963308.0|vacations|0.064|PNC Bank
1670237834455|1666580389459|14293651163251|300615275126983568|41173114.0|41173114.0|other|0.088|LendingClub
1670240761672|1663870152626|14293651161520|300615275126981171|36608452.0|36608452.0|renovations|0.087|Discover
1670243004470|1595818662787|2199023258625|300615275126984732|31527156.0|31527156.0|investing|0.087|Avant
1670249599835|1619608043742|6597069768952|300615275126983746|21996846.0|21996846.0|other|0.051|Fundrise
1670263143209|1668458763913|14293651161649|300615275126981358|23127761.0|23127761.0|education|0.001|PNC Bank
1670265045575|1670043636511|15393162792421|300615275126985364|69911694.0|69911694.0|debt consolidation|0.071|Roofstock
1670271896881|1659203373296|13194139536167|300615275126984453|37331372.0|37331372.0|debt consolidation|0.005|Discover
1670285324141|1647138967878|10995116281333|300896750103696042|25447299.0|25447299.0|major purchases|0.006|OnDeck
1670290524661|1650441432185|12094627908202|300896750103694869|35959906.0|35959906.0|other|0.019|American Express
1670298259444|1664934066004|14293651163577|300896750103694647|16084733.0|16084733.0|weddings|0.011|Discover
1670301071250|1661942114052|13194139536303|300896750103695269|31793636.0|31793636.0|business ventures|0.058|SoFi
1670304071516|1666157180811|14293651162508|300896750103693235|64210518.0|64210518.0|funerals|0.011|State Farm Bank
1670317085365|1617196929756|6597069769368|300896750103694946|61953950.0|61953950.0|business ventures|0.05|TD Bank
1670330443670|1665415836919|14293651165006|300896750103696481|97517250.0|97517250.0|vacations|0.069|Upgrade
1670333552863|1620138149679|6597069766933|300896750103691633|89569103.0|89569103.0|other|0.09|Roofstock
1670338676648|1629176305109|7696581394856|300896750103691819|8051992.0|8051992.0|other|0.03|Capital One
1670340958153|1614624327524|5497558139756|300896750103692450|49541610.0|49541610.0|weddings|0.084|SoFi
1670343493957|1656832076075|13194139536878|300896750103696036|81736176.0|81736176.0|debt consolidation|0.055|Chase Bank
1670343657226|1669375532799|15393162790862|300896750103694001|39109289.0|39109289.0|investing|0.073|Citibank
1670345342826|1668516777601|14293651163110|300896750103694029|87098663.0|87098663.0|major purchases|0.091|Kabbage
1670349114298|1619736792459|6597069770039|300896750103695819|52693670.0|52693670.0|medical expenses|0.086|US Bank
1670359873421|1665393363906|14293651162475|300896750103693182|13016057.0|13016057.0|investing|0.017|LendingClub
1670364588127|1627336494121|7696581397525|300896750103695416|26709397.0|26709397.0|renovations|0.07|Wells Fargo
1670364799978|1665070904713|14293651164312|300896750103695593|4129986.0|4129986.0|debt consolidation|0.067|Avant
1670375208521|1669620237080|15393162789416|301178225080402660|63291625.0|63291625.0|vacations|0.017|LendingPoint
1670375315260|1664516277861|14293651163953|301178225080405783|4651126.0|4651126.0|business ventures|0.027|PNC Bank
1670384024336|1663705034210|14293651162593|301178225080403996|58705272.0|58705272.0|business ventures|0.05|Navy Federal Credit Union
1670385008550|1665970345170|14293651163786|301178225080405584|11247497.0|11247497.0|weddings|0.047|Rocket Loans
1670385588329|1664599560808|14293651163192|301178225080404805|18603718.0|18603718.0|debt consolidation|0.063|Upstart
1670386927033|1663001519060|14293651162500|301178225080403880|56652220.0|56652220.0|funerals|0.027|Citibank
1670393178171|1670208491797|15393162789410|301178225080402646|47833690.0|47833690.0|funerals|0.007|Prosper
1670396905202|1670187593375|15393162789956|301178225080403407|22666063.0|22666063.0|investing|0.018|Navy Federal Credit Union
1670400054507|1618477991314|6597069768058|301178225080403869|93507323.0|93507323.0|business ventures|0.077|Discover
1670403929812|1657932038500|13194139536694|301178225080406474|7608372.0|7608372.0|education|0.065|Earnest
1670407457424|1666224174711|14293651161249|301178225080402131|90658684.0|90658684.0|education|0.056|Bank of America
1670419781365|1667219597828|14293651161276|301178225080402173|5360608.0|5360608.0|education|0.013|Upgrade
1670423511367|1644036830607|10995116278645|301178225080403121|32051171.0|32051171.0|vacations|0.064|Fundbox
1670423957655|1661823040879|13194139534448|301178225080403458|23835186.0|23835186.0|medical expenses|0.016|Navy Federal Credit Union
1670430038576|1652212467483|12094627909000|301178225080406552|47183275.0|47183275.0|other|0.01|Best Egg
1670432778763|1669375532799|15393162790862|301178225080404656|8842533.0|8842533.0|weddings|0.084|SunTrust
1670450717290|1658493276102|13194139533386|301178225080402016|69445371.0|69445371.0|investing|0.065|OneMain Financial
1670454621524|1668158317556|14293651163075|301178225080404634|52103985.0|52103985.0|education|0.077|American Express
1670457930113|1656186049382|12094627906779|301459700057114278|88594962.0|88594962.0|funerals|0.024|LightStream
1670460495976|1661528039637|13194139534006|301459700057113508|481505.0|481505.0|funerals|0.032|Bank of America
1670464922833|1667983320149|14293651164662|301459700057117358|69285791.0|69285791.0|funerals|0.057|Kabbage
1670466522416|1655339216441|12094627905617|301459700057112676|4580121.0|4580121.0|debt consolidation|0.013|Peerform
1670473360404|1667486706951|14293651162862|301459700057115005|89086006.0|89086006.0|major purchases|0.022|SoFi
1670475772499|1607748167275|4398046514326|301459700057116903|74448184.0|74448184.0|renovations|0.074|Citibank
1670480573380|1646703564885|10995116279810|301459700057115389|17318809.0|17318809.0|other|0.083|Fundbox
1670482279223|1667958615587|14293651162055|301459700057113894|44829717.0|44829717.0|other|0.083|LendingClub
1670491396416|1666137906263|14293651162223|301459700057114109|52719315.0|52719315.0|debt consolidation|0.044|SunTrust
1670491684059|1659158178133|13194139536426|301459700057116763|44896551.0|44896551.0|debt consolidation|0.085|US Bank
1670494721836|1660464513208|13194139535954|301459700057116153|27480004.0|27480004.0|investing|0.088|Upgrade
1670495762131|1666663739105|14293651162441|301459700057114448|63586661.0|63586661.0|renovations|0.022|OnDeck
1670495997424|1634163159942|8796093025993|301459700057117599|23004794.0|23004794.0|weddings|0.079|OnDeck
1670501538933|1668516777601|14293651163110|301459700057115343|54390087.0|54390087.0|funerals|0.062|Fundbox
1670502061267|1626480188302|7696581395508|301459700057114041|6110919.0|6110919.0|education|0.013|Rocket Loans
1670504497183|1666932794460|14293651161819|301459700057113570|93367584.0|93367584.0|vacations|0.094|Wells Fargo
1670507439677|1664455421958|14293651164241|301459700057116819|84182026.0|84182026.0|investing|0.032|Fundbox
1670508851995|1667854000526|14293651164941|301459700057117700|57536157.0|57536157.0|weddings|0.074|TD Bank
1670509999116|1668720539473|14293651163930|301459700057116399|38225605.0|38225605.0|other|0.075|Capital One
1670510185119|1665680137936|14293651164602|301459700057117277|90632005.0|90632005.0|vacations|0.057|Prosper
1670514095559|1650578375934|12094627907504|301459700057115269|17423291.0|17423291.0|investing|0.098|SoFi
1670524976527|1670348559540|15393162789879|301459700057113965|16199728.0|16199728.0|business ventures|0.017|LightStream
1670529022930|1650753476938|12094627907552|301459700057115334|90951231.0|90951231.0|debt consolidation|0.032|Kabbage
1670530351794|1606987196270|4398046514827|301459700057117521|85873094.0|85873094.0|weddings|0.063|LendingClub
1670532981108|1654733499909|12094627905553|301459700057112596|54694894.0|54694894.0|weddings|0.096|Earnest
1670533723619|1667989850211|14293651161300|301459700057112856|78282051.0|78282051.0|education|0.007|SoFi
1670534615433|1666877795468|14293651162387|301459700057114371|25122302.0|25122302.0|medical expenses|0.094|LightStream
1670536705666|1670305011579|15393162791064|301459700057115579|91647211.0|91647211.0|education|0.035|RealtyMogul
1670539126428|1670208491797|15393162789410|301459700057113304|79717420.0|79717420.0|debt consolidation|0.049|Roofstock
1670541666161|1655364338717|12094627908809|301459700057116970|59785258.0|59785258.0|funerals|0.077|PNC Bank
1670543588925|1639488592048|9895604650677|301741175033824163|20411191.0|20411191.0|major purchases|0.05|Best Egg
1670547860938|1669813707297|15393162789294|301741175033823790|4267721.0|4267721.0|debt consolidation|0.012|Avant
1670550723969|1631243156553|8796093023404|301741175033824863|65340662.0|65340662.0|medical expenses|0.088|Patch of Land
1670555817847|1669062358620|14293651162940|301741175033825783|86019005.0|86019005.0|medical expenses|0.023|Upstart
1670559252880|1635845074700|8796093025598|301741175033827791|56320888.0|56320888.0|education|0.099|Wells Fargo
1670559730348|1643575306933|10995116278450|301741175033824160|16654815.0|16654815.0|weddings|0.015|Avant
1670560181379|1637326600347|9895604652155|301741175033826201|11235997.0|11235997.0|investing|0.019|Patch of Land
1670560287708|1657760187199|13194139534393|301741175033824706|26681877.0|26681877.0|investing|0.083|Bank of America
1670568409579|1669663327023|15393162790824|301741175033825914|61733775.0|61733775.0|other|0.078|Rocket Loans
1670568410947|1625032770749|7696581396933|301741175033826628|78176461.0|78176461.0|renovations|0.032|Patch of Land
1670572029295|1653707732666|12094627906219|301741175033824149|83663855.0|83663855.0|vacations|0.036|Upgrade
1670578359232|1604872602424|4398046514151|301741175033827320|46389914.0|46389914.0|major purchases|0.003|Bank of America
1670578657521|1665680137936|14293651164602|301741175033827935|26395424.0|26395424.0|vacations|0.029|OneMain Financial
1670581692851|1581808146562|180|301741175033823471|686863.0|686863.0|renovations|0.018|Earnest
1670589024152|1595374677032|2199023256008|301741175033823827|11988301.0|11988301.0|investing|0.073|OnDeck
1670590385174|1665471809746|14293651161289|301741175033823496|42590196.0|42590196.0|funerals|0.064|TD Bank
1670591337420|1658509924915|13194139536641|301741175033827700|63018709.0|63018709.0|business ventures|0.058|Patch of Land
1670596850678|1645236987411|10995116279145|301741175033825143|59423462.0|59423462.0|education|0.004|OneMain Financial
1670600490406|1657409214363|13194139535045|301741175033825613|84117546.0|84117546.0|renovations|0.018|OnDeck
1670601045006|1669421343114|15393162789401|301741175033823949|92479847.0|92479847.0|medical expenses|0.093|LightStream
1670603550440|1648628132088|10995116280117|301741175033826443|44975521.0|44975521.0|major purchases|0.096|TD Bank
1670605770405|1668297881545|14293651162773|301741175033825545|19652677.0|19652677.0|debt consolidation|0.021|Upstart
1670607395652|1654579863936|12094627907914|301741175033826471|19987427.0|19987427.0|other|0.006|BlueVine
1670613135917|1665341588056|14293651163563|301741175033826605|97563342.0|97563342.0|funerals|0.058|State Farm Bank
1670615566696|1607894415640|4398046513206|301741175033826110|98346494.0|98346494.0|funerals|0.091|OneMain Financial
1670623229476|1666976972723|14293651162366|301741175033824986|85760674.0|85760674.0|renovations|0.027|Fundrise
1670624065501|1670208491797|15393162789410|301741175033823959|71781238.0|71781238.0|other|0.098|Best Egg
1670627861057|1656697125044|13194139536318|301741175033827264|33281966.0|33281966.0|medical expenses|0.095|Best Egg
1670631650010|1668297881545|14293651162773|302022650010536204|60869710.0|60869710.0|vacations|0.012|American Express
1670635270661|1654354506164|12094627908719|302022650010538159|90228473.0|90228473.0|investing|0.067|LendingClub
1670638018891|1654828107598|12094627906692|302022650010535463|88029123.0|88029123.0|business ventures|0.007|Roofstock
1670658197794|1667961253943|14293651162207|302022650010535404|14064841.0|14064841.0|funerals|0.063|LightStream
1670669277082|1667498755565|14293651161467|302022650010534393|51378887.0|51378887.0|vacations|0.014|BlueVine
1670669909326|1626650965868|7696581395139|302022650010534842|50322917.0|50322917.0|medical expenses|0.04|LendingClub
1670671318094|1649906483743|12094627908164|302022650010537447|37695007.0|37695007.0|vacations|0.061|Capital One
1670674008919|1670215129444|15393162791214|302022650010537085|26529265.0|26529265.0|other|0.071|SoFi
1670677712225|1665043171872|14293651161377|302022650010534272|35826430.0|35826430.0|renovations|0.092|Wells Fargo
1670688726047|1658319252509|13194139534176|302022650010535065|2155558.0|2155558.0|major purchases|0.071|American Express
1670689552355|1661747921925|13194139534606|302022650010535674|21274842.0|21274842.0|medical expenses|0.025|Capital One
1670696153373|1655094639123|12094627906239|302022650010534838|85961428.0|85961428.0|vacations|0.002|Patch of Land
1670700573972|1661002446942|13194139534138|302022650010535019|67650393.0|67650393.0|investing|0.027|State Farm Bank
1670703733779|1667720572917|14293651162281|302022650010535515|69717164.0|69717164.0|weddings|0.077|Fundbox
1670705463910|1591654530804|2199023256480|302022650010535153|13495695.0|13495695.0|education|0.074|Bank of America
1670705682717|1663429091216|14293651162196|302022650010535396|30881004.0|30881004.0|renovations|0.039|Chase Bank
1670709944515|1634111510517|8796093025604|302022650010538452|27836261.0|27836261.0|renovations|0.028|Rocket Loans
1670711388919|1668182603629|14293651161171|302022650010533992|36633231.0|36633231.0|business ventures|0.062|Avant
1670712187745|1670094595223|15393162791508|302022650010537468|90632271.0|90632271.0|weddings|0.092|Navy Federal Credit Union
1670720318730|1622465321828|6597069767682|302304124987245941|89491820.0|89491820.0|debt consolidation|0.004|OnDeck
1670721509627|1664223377735|14293651161907|302304124987245666|12087166.0|12087166.0|vacations|0.094|RealtyMogul
1670723360097|1667958615587|14293651162055|302304124987245863|45376364.0|45376364.0|other|0.034|Bank of America
1670724865547|1662887937741|14293651161573|302304124987245186|55176655.0|55176655.0|other|0.073|Best Egg
1670728957220|1621408247005|6597069768396|302304124987246934|60418696.0|60418696.0|funerals|0.03|OneMain Financial
1670731672953|1623276983594|6597069767418|302304124987245585|72249549.0|72249549.0|business ventures|0.091|LendingPoint
1670736326158|1653769185347|12094627907301|302304124987246957|78948848.0|78948848.0|medical expenses|0.031|US Bank
1670742943496|1648588036698|10995116281416|302304124987249415|30001467.0|30001467.0|investing|0.008|Fundrise
1670745592374|1582870040368|2027|302304124987247324|17858563.0|17858563.0|medical expenses|0.095|SunTrust
1670759364736|1663374180932|14293651162076|302304124987245901|74740228.0|74740228.0|investing|0.014|OneMain Financial
1670773628380|1669958363211|15393162790431|302304124987246709|15942666.0|15942666.0|major purchases|0.088|OnDeck
1670779381362|1631258698654|8796093022240|302304124987244589|6338837.0|6338837.0|renovations|0.096|LendingClub
1670782272165|1669375532799|15393162790862|302304124987247279|70923305.0|70923305.0|other|0.073|LendingPoint
1670786303432|1669670739623|15393162791278|302304124987247831|45079757.0|45079757.0|debt consolidation|0.014|PNC Bank
1670787656719|1587068605426|1099511629686|302304124987247171|12607731.0|12607731.0|medical expenses|0.098|BlueVine
1670787860354|1632200368216|8796093022890|302304124987245458|86914468.0|86914468.0|vacations|0.075|Navy Federal Credit Union
1670788716112|1670462051282|15393162790673|302304124987247022|22702870.0|22702870.0|weddings|0.042|Best Egg
1670790272922|1667351416785|14293651164954|302304124987249688|36419452.0|36419452.0|major purchases|0.093|Roofstock
1670791175101|1670043636511|15393162792421|302304124987249298|44153504.0|44153504.0|major purchases|0.026|Prosper
1670792170567|1633772939729|8796093024704|302304124987247929|52058802.0|52058802.0|weddings|0.021|Fundbox
1670792957385|1629463192198|7696581397111|302304124987248179|29512901.0|29512901.0|other|0.043|Upstart
1670793607774|1666137906263|14293651162223|302304124987246079|21717215.0|21717215.0|other|0.073|American Express
1670794725000|1665152599715|14293651163304|302304124987247572|83005628.0|83005628.0|other|0.05|Patch of Land
1670795499302|1669020072965|14293651161232|302304124987244729|7533130.0|7533130.0|weddings|0.044|BlueVine
1670799014261|1670132888074|15393162790790|302304124987247194|37021891.0|37021891.0|major purchases|0.032|LendingClub
1670806430064|1652780273697|12094627908709|302585599963959462|63557952.0|63557952.0|debt consolidation|0.077|Prosper
1670807551469|1616823156065|5497558140636|302585599963957606|20874141.0|20874141.0|major purchases|0.042|OnDeck
1670810607419|1670206736684|15393162789812|302585599963956492|91520209.0|91520209.0|medical expenses|0.035|American Express
1670813905290|1635193607300|8796093023386|302585599963956810|79800057.0|79800057.0|other|0.057|Marcus by Goldman Sachs
1670814222955|1670722874179|15393162790702|302585599963957718|12390716.0|12390716.0|other|0.034|Upgrade
1670814645478|1662192495215|13194139537211|302585599963960404|87912911.0|87912911.0|other|0.041|SoFi
1670817155967|1669813707297|15393162789294|302585599963955761|10166084.0|10166084.0|renovations|0.09|Peerform
1670828126768|1641394002605|9895604653646|302585599963960081|92300588.0|92300588.0|business ventures|0.073|Earnest
1670834865536|1670368298994|15393162790209|302585599963957058|14335316.0|14335316.0|renovations|0.057|Upstart
1670835976404|1659596856794|13194139534750|302585599963957192|26957305.0|26957305.0|investing|0.088|Patch of Land
1670839799734|1644066725697|10995116279015|302585599963956920|98869358.0|98869358.0|debt consolidation|0.055|Discover
1670839898204|1649533279556|10995116280334|302585599963958693|56982669.0|56982669.0|renovations|0.052|Marcus by Goldman Sachs
1670841446738|1670437402074|15393162791532|302585599963958812|22710842.0|22710842.0|debt consolidation|0.085|OnDeck
