createTime|dependencyTime|fromId|toId|relation|startTime|endTime|truncation_limit|truncation_order|amount_threshold
1670316699543|1633219312670|8796093028881|17592186052272|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670335990987|1667341528035|28587302328877|6597069768672|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670337336160|1660745768104|2199023257822|26388279071232|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670344840203|1669243138426|15393162789435|28587302322710|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670377600949|1663722852268|24189255811261|28587302324710|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670406237706|1669579813406|24189255815921|30786325584488|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670427352069|1659744763585|26388279069775|21990232557670|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670455765379|1615248254427|10995116278271|4398046514899|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670512480462|1665908656832|2199023259828|28587302326801|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670530316269|1654289654949|24189255815448|24189255814263|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670541283622|1618186300391|2199023256343|13194139541041|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670543081245|1668954725560|28587302323469|24189255815366|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670581849737|1669356426691|6597069771839|30786325578193|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670582946028|1669107068798|10995116282603|28587302324098|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670597371487|1663978154199|2199023259395|28587302327618|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670635080816|1669525566647|30786325585033|28587302323068|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670635150782|1663337275291|28587302323692|2199023261332|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670639439487|1665934974377|28587302322571|8796093025182|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670640863581|1659990131936|26388279066759|19791209303190|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670641406255|1657260712175|26388279068845|2199023262598|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670693608840|1656428684862|24189255817234|26388279068647|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670701350344|1658295084269|26388279067065|17592186050054|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670703200958|1670335659898|2199023262231|30786325581529|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670708146655|1655803756146|19791209301263|24189255813297|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670713802696|1662688018264|26388279072186|10995116285281|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670732224385|1636538817521|8796093025665|17592186050773|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670776988050|1662826404409|28587302326851|2480|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670786162101|1670469243094|30786325579639|26388279071528|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670790931267|1667838125033|10995116279398|28587302324059|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670795227251|1667502004015|28587302328654|26388279071748|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670809722732|1668363795210|17592186047373|28587302327333|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670809773241|1669158882951|21990232560562|28587302322347|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670814528477|1662427466920|10995116283890|26388279072418|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670849828571|1658245682720|26388279067960|6597069768987|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670853380064|1667502004015|26388279066852|28587302328654|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670872755075|1669388583525|17592186048494|30786325582417|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670875092391|1670671083991|30786325584386|2199023259427|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670891258439|1668890528770|28587302323444|17592186046027|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670893612521|1652961370239|24189255816959|15393162790964|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670894657374|1640581505991|15393162790591|19791209300955|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670896982081|1664922072508|24189255814351|28587302324669|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670921402114|1660828081185|26388279066733|8796093029325|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670963044651|1655192838378|24189255815427|6597069771525|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670966580788|1656159365795|24189255816331|19791209306975|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670980823881|1621354605394|13194139537961|13194139536687|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670982223447|1600475972353|6597069773835|2094|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1670986978500|1662354474020|26388279072662|26388279067231|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671031936893|1652443146993|17592186048308|24189255818348|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671047479711|1668577146141|28587302325902|19791209304334|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671071355657|1669855025192|30786325582272|15393162792609|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671084539658|1666992410140|15393162791699|28587302325072|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671095065852|1670638002032|30786325582872|28587302327906|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671123247734|1653064800379|24189255818098|10995116279238|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671141065995|1666386752498|28587302326821|2199023255879|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671142593302|1648064420100|6597069768736|21990232562345|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671162710001|1670076840568|17592186050160|30786325581490|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671167252164|1670435775095|21990232559117|30786325583470|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671168038376|1663117573974|50|28587302327906|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671169836274|1641875733709|19791209306171|4054|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671289764151|1662820271352|3583|28587302324045|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671310454042|1657542254610|26388279068142|19791209306390|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671318360914|1669390620096|21990232559777|30786325582788|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671382484400|1663344753500|26388279068804|28587302324667|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671382623477|1669252252336|10995116279509|28587302326679|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671410938364|1669574942231|30786325582793|24189255818218|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671417291463|1668748479852|28587302326925|24189255811686|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671464710456|1664443821229|28587302322247|10995116283168|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671464997359|1666759679079|17592186050299|28587302324097|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671501878467|1667950537332|28587302323110|24189255816059|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671512279617|1650075163516|21990232562139|24189255813130|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671515897020|1647216666205|10995116285726|21990232557386|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671534312006|1668393869091|4398046518743|28587302325022|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671578804458|1665978981624|28587302329014|15393162793720|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671606874819|1657814201143|15393162792503|26388279070361|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671609761295|1671282509900|30786325582206|10995116282888|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671637554957|1662794265666|28587302324349|15393162794059|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671646745074|1650166369436|2199023261966|24189255816202|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671656302132|1670140378773|30786325583392|15393162794149|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671665800608|1664812984014|28587302327886|6597069768037|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671680524939|1670195044252|4398046518574|30786325580031|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671690521538|1668393869091|8796093028410|28587302325022|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671694363085|1657444794154|8796093023634|26388279072102|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671698323627|1591287052049|2199023259533|4398046516576|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671732628226|1653457330856|24189255815877|15393162791486|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671746596704|1666951549873|13194139533542|28587302330134|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671748145935|1650416018059|24189255812991|5404|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671766688987|1669639373558|30786325578686|26388279072396|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671774930091|1644796619834|21990232562348|13194139534938|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671775732530|1644913202436|19791209306742|21990232560048|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671779076044|1669923177630|30786325582293|2647|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671783580947|1651078207549|19791209302042|24189255814255|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671806261843|1671074191764|19791209305793|30786325585266|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671808064063|1651328253081|24189255815365|8796093029211|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671824385670|1660813199346|19791209300914|26388279072260|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671841582223|1671754718792|30786325579229|24189255816951|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671853947743|1663165693770|21990232561034|28587302328737|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671856938774|1650631676696|24189255814351|6597069773774|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671858547511|1618274562903|13194139535697|10995116284272|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671862936985|1671820172061|8796093027012|30786325582390|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671875835647|1665934974377|28587302322571|4398046512890|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671889734233|1667838125033|13194139535031|28587302324059|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671898566049|1667630624218|13194139533372|28587302325792|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671899856133|1657458590178|2199023261099|26388279072785|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671923444113|1661661519397|4398046515629|26388279066627|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671926390018|1622412705536|985|13194139538934|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671928262560|1667421375560|28587302329944|28587302326623|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671930369943|1668726348072|28587302330027|8796093027924|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671973648855|1627711974560|15393162791528|6597069773828|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1671996598676|1643487377433|19791209305526|21990232558413|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672020078652|1588557840865|2199023259533|2199023259966|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672027784148|1649691239463|21990232557650|7028|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672031771118|1664886854906|28587302329421|2199023255844|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672032160031|1664637469793|21990232558901|28587302327730|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672047374183|1667642384776|236|28587302326684|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672067368010|1671979690835|30786325584966|15393162790582|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672071047137|1670803743381|6597069766753|30786325584025|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672073487452|1671713240545|30786325585384|24189255811737|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672075171245|1670389635137|15393162789600|30786325578634|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672080751538|1671857674767|30786325579098|19791209301564|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672092025704|1671031911036|6597069772291|30786325580359|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672101232522|1669027264752|28587302327866|8796093024971|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672105153665|1661199138031|26388279072533|26388279069620|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672110981314|1671857674767|30786325579098|28587302327659|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672112525691|1670957850895|13194139540187|30786325579784|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672114602164|1661174224949|26388279074428|24189255814826|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672120808246|1671314406454|30786325584237|21990232560465|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672148175949|1671568698992|30786325583519|4398046518427|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672168420435|1656585902738|8796093028902|26388279067916|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672180324354|1672151849263|13194139533765|30786325580644|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672181488479|1667670100475|4398046513208|28587302322457|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672201874636|1652112967102|24189255814883|24189255814850|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672218323531|1668677225498|26388279072074|28587302326869|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672224792154|1644736076960|19791209301941|21990232555685|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672274343912|1671252242488|30786325581866|17592186046096|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672281131107|1672096153806|3083|30786325585396|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672292541251|1667830028454|28587302329868|21990232561408|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672300157197|1647753195549|21990232558219|21990232560115|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672302612124|1672295188888|10995116282492|30786325578185|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672305037425|1671939881107|6597069773211|30786325580305|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672317584527|1618075020746|13194139533398|10995116278498|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672318013992|1663059583461|28587302325360|8796093025456|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672339853789|1672084393346|30786325582481|15393162791625|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672341898489|1667970326017|28587302327001|19791209305935|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672344311456|1672179145453|6732|30786325584993|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672347507835|1658642512051|6597069767764|26388279071509|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672352992605|1672348082343|30786325582587|28587302322203|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672370676326|1672188570121|30786325583219|26388279072469|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672389310410|1672112274485|28587302328104|30786325581505|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672392932159|1664120641681|28587302327313|13194139533468|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672402148981|1672398385823|2199023260912|30786325584021|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672403480414|1612589988931|10995116285566|1637|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672408006739|1612867088903|4398046514660|10995116280581|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672414104434|1654365454396|24189255811260|24189255814343|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672419755560|1645291331721|21990232559564|4398046515110|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672421369946|1672266361755|8796093028575|30786325583779|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672429491632|1667745942381|28587302328990|24189255812123|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672435993164|1672328261300|30786325585133|30786325578691|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672472214517|1658548810349|24189255818252|26388279072464|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672475943479|1672166332850|21990232562345|30786325581202|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672478861328|1655456764837|24189255811588|21990232560855|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672481010549|1652818262202|24189255811907|6597069773857|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672496274321|1662023083408|19791209303785|26388279067782|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672498558951|1672419728561|8796093028823|30786325580584|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672499923548|1662450185319|26388279068255|13194139540817|parents|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672500691358|1672221098968|4666|30786325581756|other relatives|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672505207969|1671704499856|30786325584313|6597069770996|siblings|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672514276158|1670419194147|30786325581822|21990232557898|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672530079171|1654286778561|21990232561018|24189255816101|business associate|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
1672530454922|1672348082343|28587302325213|30786325582587|friends|1669693203191|1672530454922|500|TIMESTAMP_DESCENDING|10000
