createTime|dependencyTime|personId|loanId|loanAmount|balance|loanUsage|interestRate|org
1669832466099|1629120597492|15393162790456|4910893918670817391|15503893.0|15503893.0|business ventures|0.075|Peerform
1669841643986|1588930947262|2199023262514|4910893918670824609|96229744.0|96229744.0|renovations|0.054|Avant
1669843373880|1592039001206|4398046516097|4910893918670821925|83454131.0|83454131.0|investing|0.067|American Express
1669845267537|1666704274090|28587302328225|4910893918670823380|95638636.0|95638636.0|medical expenses|0.023|Roofstock
1669847242993|1664681762338|28587302325060|4910893918670819129|77248750.0|77248750.0|other|0.026|Peerform
1669849208586|1666130328846|28587302328712|4910893918670824038|48156347.0|48156347.0|vacations|0.015|Patch of Land
1669849552347|1668325665650|28587302328531|4910893918670823777|45745384.0|45745384.0|education|0.078|Best Egg
1669850789676|1666700378102|28587302322936|4911175393647526910|63624272.0|63624272.0|debt consolidation|0.001|LightStream
1669851887316|1657320706138|26388279068963|4911175393647529046|18182634.0|18182634.0|major purchases|0.012|US Bank
1669856847688|1652825940483|24189255812171|4911175393647527385|57670040.0|57670040.0|education|0.009|State Farm Bank
1669860280102|1668109325411|28587302327034|4911175393647532383|81397386.0|81397386.0|major purchases|0.099|Patch of Land
1669861123731|1645559450752|21990232557660|4911175393647528754|12144870.0|12144870.0|vacations|0.041|Rocket Loans
1669866430199|1665299553302|28587302329603|4911175393647535875|80125834.0|80125834.0|medical expenses|0.042|Roofstock
1669868052735|1603791676904|6597069770850|4911175393647531508|76056259.0|76056259.0|renovations|0.045|Funding Circle
1669870023809|1668728884527|28587302322521|4911175393647526347|72405055.0|72405055.0|vacations|0.058|American Express
1669874621906|1668577146141|28587302325902|4911175393647530886|48534514.0|48534514.0|other|0.015|Navy Federal Credit Union
1669875117608|1613949374187|10995116285246|4911175393647535949|33388529.0|33388529.0|weddings|0.059|PNC Bank
1669887028264|1665114928821|28587302327687|4911175393647533301|14754148.0|14754148.0|other|0.077|Patch of Land
1669893113926|1644769039142|21990232556061|4911175393647526615|71781238.0|71781238.0|other|0.098|American Express
1669896546111|1661037132467|26388279071837|4911175393647532899|19473556.0|19473556.0|medical expenses|0.045|RealtyMogul
1669900286908|1639300779004|19791209303553|4911175393647530706|53680587.0|53680587.0|weddings|0.095|Upstart
1669903390361|1604374575264|8796093023950|4911175393647528243|45912359.0|45912359.0|vacations|0.004|Avant
1669904960827|1669579813406|30786325584488|4911175393647534999|98260049.0|98260049.0|debt consolidation|0.01|PNC Bank
1669909612384|1668918897927|28587302328783|4911175393647534778|63170905.0|63170905.0|major purchases|0.035|Fundrise
1669916737011|1637194528232|19791209307279|4911175393647535731|76148440.0|76148440.0|medical expenses|0.03|PNC Bank
1669919826653|1604348679971|8796093025166|4911175393647529881|53899727.0|53899727.0|vacations|0.036|US Bank
1669922043998|1637375385252|19791209303124|4911175393647530142|19847096.0|19847096.0|business ventures|0.07|LendingPoint
1669924008151|1665538966142|28587302325708|4911175393647530640|97625115.0|97625115.0|weddings|0.023|Fundbox
1669924917701|1658623135224|26388279067902|4911175393647527615|4821549.0|4821549.0|weddings|0.081|Capital One
1669926498709|1651854445175|24189255811464|4911175393647526410|53690874.0|53690874.0|investing|0.047|Avant
1669927869239|1668759493433|28587302322328|4911175393647526113|81652873.0|81652873.0|business ventures|0.041|Patch of Land
1669940334782|1618032612182|13194139537924|4911456868624242721|17130882.0|17130882.0|weddings|0.056|Upstart
1669940934662|1663440166195|28587302328773|4911456868624245418|10720158.0|10720158.0|business ventures|0.064|RealtyMogul
1669942429794|1667496341635|28587302330001|4911456868624247096|24019194.0|24019194.0|funerals|0.067|Roofstock
1669947735424|1587436585093|2199023261614|4911456868624244717|38364585.0|38364585.0|funerals|0.014|LendingPoint
1669947927138|1667727938625|28587302326437|4911456868624242230|54805676.0|54805676.0|medical expenses|0.078|SoFi
1669949584791|1665105543114|28587302326533|4911456868624242336|22942752.0|22942752.0|medical expenses|0.021|Bank of America
1669950163524|1659771100806|26388279072058|4911456868624243850|21366772.0|21366772.0|renovations|0.015|American Express
1669951182688|1656121429512|24189255816259|4911456868624243498|8363763.0|8363763.0|renovations|0.048|Prosper
1669951477603|1669472217118|30786325583580|4911456868624244436|40577760.0|40577760.0|funerals|0.044|Discover
1669953434203|1655744175538|24189255815391|4911456868624242301|36271253.0|36271253.0|vacations|0.024|Funding Circle
1669953778280|1581069292156|5061|4911456868624243322|20684782.0|20684782.0|vacations|0.051|LendingPoint
1669955459502|1655666425812|24189255816546|4911456868624243907|68383044.0|68383044.0|major purchases|0.083|OneMain Financial
1669959650994|1640358631990|19791209304995|4911456868624243289|55486258.0|55486258.0|business ventures|0.097|Kabbage
1669959966845|1642334714794|19791209305790|4911456868624244399|15377841.0|15377841.0|business ventures|0.022|Patch of Land
1669960236359|1667660819264|28587302327715|4911456868624244000|14784398.0|14784398.0|major purchases|0.055|State Farm Bank
1669963321290|1646261641418|21990232557152|4911456868624238753|69352709.0|69352709.0|debt consolidation|0.036|Fundbox
1669963772442|1669884731845|30786325579195|4911456868624238545|14932369.0|14932369.0|funerals|0.04|SoFi
1669964621713|1660216757174|26388279071861|4911456868624243588|99094705.0|99094705.0|debt consolidation|0.008|Discover
1669967828859|1668077732333|28587302328148|4911456868624244593|44610287.0|44610287.0|debt consolidation|0.087|RealtyMogul
1669969588306|1644796619834|21990232562348|4911456868624245754|42045947.0|42045947.0|renovations|0.06|Discover
1669969826553|1669894009765|30786325583156|4911456868624243837|44522626.0|44522626.0|investing|0.044|OneMain Financial
1669972009412|1642840897350|19791209301221|4911456868624238228|82609487.0|82609487.0|vacations|0.057|LendingClub
1669974008968|1669897573738|30786325584691|4911456868624245922|70219549.0|70219549.0|major purchases|0.011|American Express
1669976168084|1669912101397|30786325585311|4911456868624246767|35930206.0|35930206.0|renovations|0.085|Earnest
1669977361632|1668954725560|28587302323469|4911456868624238290|32634665.0|32634665.0|debt consolidation|0.058|Wells Fargo
1669980158498|1668094112075|28587302327131|4911456868624243189|49791948.0|49791948.0|education|0.028|TD Bank
1669981574341|1666341581951|28587302329736|4911456868624246722|17514695.0|17514695.0|funerals|0.049|Roofstock
1669981995152|1660290339835|26388279069580|4911456868624240532|50864390.0|50864390.0|major purchases|0.092|SunTrust
1669982163134|1669027513982|28587302323274|4911456868624238037|85889337.0|85889337.0|other|0.04|Kabbage
1669985878142|1648624008876|21990232561987|4911456868624245243|35784972.0|35784972.0|medical expenses|0.07|Fundbox
1669985890114|1604009649693|8796093029237|4911456868624246001|54222047.0|54222047.0|business ventures|0.025|Navy Federal Credit Union
1669986993085|1645874345816|21990232563222|4911456868624246944|11943397.0|11943397.0|business ventures|0.005|Chase Bank
1669988328496|1664639497426|28587302330046|4911456868624247167|16560215.0|16560215.0|funerals|0.001|LendingPoint
1669989999777|1660121397707|26388279073443|4911456868624245740|79921607.0|79921607.0|renovations|0.058|BlueVine
1669992508687|1617414705484|13194139540503|4911456868624246213|26992641.0|26992641.0|business ventures|0.099|Marcus by Goldman Sachs
1669992839570|1658041665682|26388279073782|4911456868624246164|63009586.0|63009586.0|business ventures|0.066|Wells Fargo
1669995076285|1596866594346|4398046519005|4911456868624247213|90154676.0|90154676.0|renovations|0.046|Marcus by Goldman Sachs
1669996701771|1645695081012|21990232556287|4911456868624237574|78426205.0|78426205.0|investing|0.081|Earnest
1670000993770|1636266355927|17592186047996|4911456868624241356|31950549.0|31950549.0|business ventures|0.047|Capital One
1670001777408|1668643429562|28587302329026|4911456868624245789|64670746.0|64670746.0|debt consolidation|0.048|LightStream
1670004689959|1626303851502|15393162792516|4911456868624241435|31627144.0|31627144.0|debt consolidation|0.01|Rocket Loans
1670010513789|1611724806258|10995116279193|4911456868624238490|44382208.0|44382208.0|funerals|0.045|PNC Bank
1670011839183|1648586729122|21990232561009|4911456868624243928|85032188.0|85032188.0|medical expenses|0.06|Funding Circle
1670014621628|1651828683460|24189255811885|4911456868624237635|36670287.0|36670287.0|major purchases|0.06|Peerform
1670015151615|1641921601801|19791209303984|4911456868624241966|17866994.0|17866994.0|weddings|0.07|Discover
1670015659793|1653948034419|24189255817853|4911456868624245684|61631714.0|61631714.0|medical expenses|0.018|US Bank
1670026453358|1658372527043|26388279073105|4911738343600955925|43651012.0|43651012.0|education|0.072|TD Bank
1670027046064|1669127024265|28587302326883|4911738343600953495|35865946.0|35865946.0|medical expenses|0.046|Bank of America
1670029760161|1648621090436|21990232556159|4911738343600948061|81583443.0|81583443.0|business ventures|0.06|Capital One
1670030238516|1669084727434|28587302328991|4911738343600956394|41948101.0|41948101.0|debt consolidation|0.022|LendingPoint
1670032384582|1663022051999|28587302325129|4911738343600951181|17442209.0|17442209.0|renovations|0.047|Fundbox
1670033409208|1589288187346|2199023260930|4911738343600954421|92257800.0|92257800.0|education|0.056|Prosper
1670035052552|1667496341635|28587302330001|4911738343600957753|60177146.0|60177146.0|major purchases|0.058|Discover
1670040963371|1669754474916|30786325582540|4911738343600953622|32157932.0|32157932.0|debt consolidation|0.075|American Express
1670041405586|1650453749178|24189255816632|4911738343600954687|4154760.0|4154760.0|other|0.038|Capital One
1670042561220|1669175858816|28587302328213|4911738343600955330|89249623.0|89249623.0|vacations|0.021|Funding Circle
1670044478219|1652692117087|24189255812382|4911738343600948967|95165996.0|95165996.0|renovations|0.082|Roofstock
1670046661018|1620946228697|13194139537344|4911738343600952639|16421370.0|16421370.0|other|0.079|BlueVine
1670049039970|1666310262573|28587302330127|4911738343600957939|69017685.0|69017685.0|education|0.043|Fundbox
1670053955192|1630335833116|17592186049656|4911738343600954245|55571704.0|55571704.0|investing|0.09|Rocket Loans
1670054820712|1656031176179|24189255813569|4911738343600950573|97563342.0|97563342.0|funerals|0.058|Upstart
1670057437982|1612528682082|10995116283158|4911738343600954440|40961138.0|40961138.0|education|0.085|SunTrust
1670059979481|1613218004975|10995116284131|4911738343600955765|50625567.0|50625567.0|medical expenses|0.079|PNC Bank
1670061002990|1647910341876|21990232557425|4911738343600949769|46640828.0|46640828.0|medical expenses|0.097|Rocket Loans
1670062023116|1665517714004|28587302326432|4911738343600952876|23532403.0|23532403.0|major purchases|0.099|LendingPoint
1670065549025|1623370654592|13194139541183|4911738343600957828|37707622.0|37707622.0|education|0.032|Navy Federal Credit Union
1670068791968|1663910444653|28587302327924|4911738343600954950|99019887.0|99019887.0|renovations|0.089|Earnest
1670069065200|1639270049930|19791209301517|4911738343600949297|17650288.0|17650288.0|debt consolidation|0.056|Marcus by Goldman Sachs
1670070314177|1636678924562|19791209303765|4911738343600952316|23687011.0|23687011.0|medical expenses|0.002|Roofstock
1670072466989|1669556530720|30786325583059|4911738343600954372|60014842.0|60014842.0|other|0.078|Navy Federal Credit Union
1670079635443|1665230057489|28587302323662|4911738343600949220|37311050.0|37311050.0|other|0.055|Funding Circle
1670081784684|1659744763585|26388279069775|4911738343600951450|17904916.0|17904916.0|other|0.038|American Express
1670083749780|1656668516961|26388279067628|4911738343600948549|2571149.0|2571149.0|major purchases|0.046|BlueVine
1670083899135|1587954039821|2199023261477|4911738343600955186|24546448.0|24546448.0|other|0.07|Bank of America
1670084710764|1582837074677|1687|4911738343600949488|19654351.0|19654351.0|debt consolidation|0.067|Wells Fargo
1670084783580|1664924779377|28587302328560|4911738343600955777|98560930.0|98560930.0|renovations|0.02|Avant
1670085704881|1663073907391|28587302327992|4911738343600955044|76290816.0|76290816.0|medical expenses|0.033|Capital One
1670087955696|1669894009765|30786325583156|4911738343600954495|96171838.0|96171838.0|debt consolidation|0.086|Capital One
1670089811642|1584721409617|2199023259064|4911738343600951925|19012225.0|19012225.0|medical expenses|0.016|Kabbage
1670092066416|1665538966142|28587302325708|4911738343600951953|24217729.0|24217729.0|weddings|0.049|Peerform
1670092349553|1628403847978|15393162789579|4911738343600948158|34418398.0|34418398.0|education|0.082|Peerform
1670092847645|1616774586871|10995116285316|4911738343600957369|17592842.0|17592842.0|business ventures|0.038|Best Egg
1670093024892|1591240799269|4398046514710|4911738343600952034|83090784.0|83090784.0|weddings|0.046|Patch of Land
1670095848529|1615473411555|10995116283674|4911738343600955173|48818521.0|48818521.0|vacations|0.037|Prosper
1670095867677|1636463823274|17592186045986|4911738343600949326|36558194.0|36558194.0|weddings|0.093|Chase Bank
1670098613126|1668890528770|28587302323444|4911738343600948920|98869358.0|98869358.0|debt consolidation|0.055|Marcus by Goldman Sachs
1670101483100|1614720726740|10995116283431|4911738343600954860|28343370.0|28343370.0|other|0.064|Bank of America
1670104499185|1590837193461|2199023259484|4911738343600952497|44038594.0|44038594.0|major purchases|0.044|Earnest
1670107434928|1640433668899|19791209305662|4911738343600954880|95319372.0|95319372.0|business ventures|0.028|Avant
1670108418809|1639227471182|19791209302898|4911738343600951148|27162991.0|27162991.0|education|0.095|BlueVine
1670112433910|1658938834184|26388279072606|4912019818577665911|37911214.0|37911214.0|investing|0.098|Wells Fargo
1670112834168|1634561870596|17592186051290|4912019818577667130|23108006.0|23108006.0|renovations|0.083|Patch of Land
1670113254482|1585886304095|2199023262636|4912019818577667377|18464777.0|18464777.0|debt consolidation|0.061|Upgrade
1670113456598|1666626734611|28587302327149|4912019818577664535|43131189.0|43131189.0|debt consolidation|0.064|Upstart
1670113714663|1604957025881|8796093024708|4912019818577661236|85819556.0|85819556.0|funerals|0.073|Citibank
1670115184547|1660677230020|26388279073940|4912019818577667706|79108823.0|79108823.0|funerals|0.062|Funding Circle
1670115393120|1613856150285|10995116280964|4912019818577662193|20104706.0|20104706.0|vacations|0.036|Wells Fargo
1670121322338|1592485587068|4398046512777|4912019818577660120|94519781.0|94519781.0|major purchases|0.025|Wells Fargo
1670121458294|1637294463598|19791209302919|4912019818577661831|42125028.0|42125028.0|vacations|0.092|Upgrade
1670126433015|1667776013658|28587302329720|4912019818577668008|96534956.0|96534956.0|business ventures|0.05|PNC Bank
1670130352705|1660149766686|26388279071031|4912019818577663719|52437361.0|52437361.0|education|0.075|Rocket Loans
1670133900423|1649601485298|21990232561060|4912019818577665317|11431441.0|11431441.0|investing|0.066|Marcus by Goldman Sachs
1670135635120|1596867627794|4398046517204|4912019818577666080|48876187.0|48876187.0|medical expenses|0.034|Fundbox
1670136942993|1611786314637|10995116277850|4912019818577657999|2341061.0|2341061.0|education|0.079|Bank of America
1670138869471|1659622066359|26388279070779|4912019818577663437|16778667.0|16778667.0|medical expenses|0.036|Earnest
1670139516823|1666133803085|28587302325067|4912019818577661759|94971634.0|94971634.0|education|0.068|Capital One
1670139689706|1669452548971|30786325578657|4912019818577659105|46413780.0|46413780.0|other|0.052|BlueVine
1670139814359|1669285010970|28587302323854|4912019818577660130|20102484.0|20102484.0|weddings|0.063|Wells Fargo
1670143776770|1594027416672|4398046517403|4912019818577666351|74985359.0|74985359.0|education|0.012|Marcus by Goldman Sachs
1670147817006|1663686948140|28587302330076|4912019818577668522|70807056.0|70807056.0|business ventures|0.049|Patch of Land
1670148398283|1668956637299|28587302325764|4912019818577662679|51967943.0|51967943.0|funerals|0.082|Earnest
1670149911723|1648653327793|21990232560488|4912019818577664523|68985493.0|68985493.0|debt consolidation|0.019|SunTrust
1670150651625|1657122651747|26388279069072|4912019818577661161|32264179.0|32264179.0|medical expenses|0.018|Marcus by Goldman Sachs
1670151140859|1667698479964|28587302329854|4912019818577668207|99330774.0|99330774.0|major purchases|0.021|Citibank
1670151508712|1669452548971|30786325578657|4912019818577659104|3180364.0|3180364.0|funerals|0.077|PNC Bank
1670156060073|1653388735424|24189255817234|4912019818577666164|72541366.0|72541366.0|vacations|0.079|SunTrust
1670157199262|1658545640306|26388279074569|4912019818577668585|73146931.0|73146931.0|business ventures|0.057|Bank of America
1670164293749|1667174110329|28587302328911|4912019818577666922|80418913.0|80418913.0|medical expenses|0.032|LendingClub
1670165397175|1663165693770|28587302328737|4912019818577666700|28280081.0|28280081.0|other|0.059|Kabbage
1670166602793|1626546078172|15393162791141|4912019818577660921|80735565.0|80735565.0|renovations|0.048|Wells Fargo
1670166826042|1664988631070|28587302326611|4912019818577663757|72470129.0|72470129.0|other|0.062|Capital One
1670169788419|1669015599800|28587302323875|4912019818577660157|96236411.0|96236411.0|debt consolidation|0.052|Peerform
1670175659836|1645003312978|21990232561064|4912019818577665322|5390766.0|5390766.0|education|0.062|US Bank
1670177970072|1669884731845|30786325579195|4912019818577659858|22561205.0|22561205.0|debt consolidation|0.058|LendingPoint
1670179747825|1667960846246|28587302328656|4912019818577666577|68678649.0|68678649.0|business ventures|0.083|Upgrade
1670182767262|1659982532820|26388279069378|4912019818577661596|86316081.0|86316081.0|major purchases|0.008|PNC Bank
1670193844182|1668182965858|28587302328638|4912019818577666543|25782953.0|25782953.0|debt consolidation|0.061|OneMain Financial
1670195108896|1657341947837|26388279068601|4912019818577660527|17312026.0|17312026.0|other|0.079|LightStream
1670201476407|1636463048234|17592186044488|4912301293554368625|15631643.0|15631643.0|investing|0.046|TD Bank
1670211172773|1667651187898|28587302326198|4912301293554373941|32402605.0|32402605.0|funerals|0.012|Upgrade
1670212791973|1636417303885|17592186047407|4912301293554372545|92109882.0|92109882.0|other|0.041|Upstart
1670214542929|1590418481421|2199023261854|4912301293554377010|33394950.0|33394950.0|weddings|0.099|Rocket Loans
1670214838710|1668325665650|28587302328531|4912301293554377058|78124467.0|78124467.0|debt consolidation|0.013|Best Egg
1670219739173|1670156758734|30786325580452|4912301293554372200|77036142.0|77036142.0|investing|0.005|RealtyMogul
1670221889367|1622171259319|13194139538562|4912301293554375573|76948890.0|76948890.0|education|0.066|Upgrade
1670223803334|1666700378102|28587302322936|4912301293554369533|65812129.0|65812129.0|funerals|0.036|Upgrade
1670228442287|1663070280476|28587302326667|4912301293554374492|77922592.0|77922592.0|other|0.024|Discover
1670230649489|1655741465144|24189255812452|4912301293554370391|85122649.0|85122649.0|education|0.056|Funding Circle
1670230943744|1662641324564|26388279072814|4912301293554376852|88068066.0|88068066.0|renovations|0.078|Roofstock
1670233558689|1658094380115|26388279067828|4912301293554370148|72081353.0|72081353.0|funerals|0.038|TD Bank
1670234590885|1668163195960|28587302327106|4912301293554375119|18434170.0|18434170.0|business ventures|0.071|LendingPoint
1670235987068|1598426659691|6597069769341|4912301293554372147|29512901.0|29512901.0|other|0.043|Capital One
1670239985744|1586667431914|2199023256678|4912301293554370049|81286614.0|81286614.0|renovations|0.054|Wells Fargo
1670241859132|1608464335512|8796093025206|4912301293554372560|48503598.0|48503598.0|business ventures|0.013|Navy Federal Credit Union
1670242119269|1669855025192|30786325582272|4912301293554374570|80564415.0|80564415.0|other|0.097|LightStream
1670242176936|1610505073994|10995116282497|4912301293554374853|87568230.0|87568230.0|medical expenses|0.082|Avant
1670244624840|1666833903946|28587302323116|4912301293554369776|46031075.0|46031075.0|investing|0.005|Fundrise
1670247008522|1650581040213|24189255817279|4912301293554376870|20317919.0|20317919.0|funerals|0.036|RealtyMogul
1670247654389|1668096955405|28587302326484|4912301293554374254|96337941.0|96337941.0|major purchases|0.074|Chase Bank
1670250995717|1663321682366|28587302327630|4912301293554375849|98431416.0|98431416.0|business ventures|0.026|Roofstock
1670261303338|1664681762338|28587302325060|4912301293554372411|15603315.0|15603315.0|vacations|0.052|Best Egg
1670261593789|1667660881930|28587302327578|4912301293554375760|35625323.0|35625323.0|other|0.033|Earnest
1670262775091|1666310262573|28587302330127|4912301293554379249|4654379.0|4654379.0|weddings|0.017|Discover
1670262807041|1643244286876|21990232555887|4912301293554368998|69698254.0|69698254.0|major purchases|0.075|SunTrust
1670267238494|1589091797058|2199023258078|4912301293554371934|27392958.0|27392958.0|major purchases|0.019|Roofstock
1670272465318|1661607462474|26388279074096|4912301293554378556|85317323.0|85317323.0|vacations|0.071|Earnest
1670274728438|1668910706472|28587302328564|4912301293554377101|88796444.0|88796444.0|renovations|0.03|OneMain Financial
1670275964879|1617905923537|13194139540619|4912301293554378349|37115787.0|37115787.0|education|0.1|Peerform
1670276517173|1668726348072|28587302330027|4912301293554379103|71657736.0|71657736.0|renovations|0.043|SoFi
1670276668441|1626546078172|15393162791141|4912301293554371578|10939790.0|10939790.0|medical expenses|0.081|BlueVine
1670279110898|1668703831281|28587302326168|4912301293554373902|804477.0|804477.0|investing|0.098|Fundrise
1670279164304|1594469891364|4398046511407|4912301293554368933|72087439.0|72087439.0|education|0.026|Rocket Loans
1670283224046|1647932566924|21990232557418|4912582768531081724|97088497.0|97088497.0|weddings|0.027|Marcus by Goldman Sachs
1670283708064|1595313763745|4398046515586|4912582768531085125|57980833.0|57980833.0|education|0.045|Patch of Land
1670284537190|1648984459293|21990232556770|4912582768531080848|7739297.0|7739297.0|weddings|0.033|Navy Federal Credit Union
1670286014011|1662248597677|26388279071441|4912582768531085602|96230901.0|96230901.0|funerals|0.033|Bank of America
1670286606845|1653526959685|24189255811283|4912582768531079468|44734120.0|44734120.0|investing|0.088|OnDeck
1670289908991|1668170084764|28587302329875|4912582768531089565|38267296.0|38267296.0|business ventures|0.002|RealtyMogul
1670290376776|1642690883249|19791209307655|4912582768531089541|43005224.0|43005224.0|renovations|0.025|Capital One
1670290608468|1643726864305|21990232559039|4912582768531083898|70529259.0|70529259.0|major purchases|0.074|PNC Bank
1670291795465|1661015191098|26388279068758|4912582768531082027|31596013.0|31596013.0|investing|0.034|Navy Federal Credit Union
